grid_lat,grid_lon,compound_count_total,mean_integrated_severity,compound_count_annual_mean,mean_overlap_duration,mean_full_criterion_duration,mean_compound_intensity_norm,thr_hs_abs,thr_zos_abs,mhws_m,Hazard_Frequency,Hazard_Severity,Hazard_Index_raw,Hazard_Index
-34.6,-53.4,278,0.9257,8.43,1.67,1.67,0.563,2.85,0.268576,0.127997,0.8029850746268656,0.8904494382022471,0.8467172564145564,0.9170221960683352
-34.4,-53.8,309,0.8201,9.36,1.5,1.5,0.5394,1.59,0.399249,0.13174,0.8955223880597015,0.7717977528089888,0.8336600704343451,0.9027041688887254
-34.4,-53.6,282,0.9163,8.55,1.57,1.57,0.58,2.25,0.363076,0.131326,0.8149253731343283,0.8798876404494381,0.8474065067918832,0.9177780025377443
-34.4,-53.4,282,0.9482,8.55,1.61,1.61,0.5888,2.63,0.320465,0.128846,0.8149253731343283,0.9157303370786516,0.86532785510649,0.9374298902149727
-34.2,-53.6,254,0.8317,7.7,1.44,1.44,0.5698,1.95,0.393752,0.132874,0.7313432835820896,0.7848314606741572,0.7580873721281234,0.8198339432501517
-34.2,-53.4,276,0.9549,8.36,1.57,1.57,0.6027,2.44,0.355605,0.130505,0.7970149253731343,0.923258426966292,0.8601366761697131,0.9317374354070505
-34.2,-53.2,277,0.9672,8.39,1.62,1.62,0.6008,2.69,0.314323,0.126515,0.8,0.9370786516853931,0.8685393258426966,0.9409514702366721
-34.0,-53.4,261,0.9149,7.91,1.51,1.51,0.6015,2.15,0.385741,0.131838,0.7522388059701492,0.878314606741573,0.8152767063558611,0.8825456518141195
-34.0,-53.2,278,0.9598,8.43,1.56,1.56,0.6091,2.45,0.351185,0.128437,0.8029850746268656,0.9287640449438201,0.8658745597853429,0.938029386343993
-34.0,-53.0,281,0.9969,8.52,1.64,1.64,0.6118,2.72,0.310373,0.123686,0.8119402985074626,0.970449438202247,0.8911948683548548,0.9657947001599881
-33.8,-53.4,258,0.8055,7.82,1.41,1.41,0.5681,1.7,0.41206,0.133062,0.7432835820895523,0.7553932584269661,0.7493384202582591,0.8102401662406442
-33.8,-53.2,278,0.9355,8.43,1.53,1.53,0.6065,2.12,0.383153,0.129908,0.8029850746268656,0.9014606741573032,0.8522228743920844,0.9230594530977031
-33.8,-53.0,292,0.9872,8.85,1.6,1.6,0.6145,2.49,0.350963,0.125771,0.844776119402985,0.9595505617977527,0.9021633406003688,0.9778223211166074
-33.8,-52.8,292,1.0232,8.85,1.66,1.66,0.618,2.74,0.317814,0.120912,0.844776119402985,1.0,0.9223880597014925,1.0
-33.6,-53.0,298,0.8816,9.03,1.53,1.53,0.5757,1.63,0.388721,0.126795,0.8626865671641791,0.8408988764044943,0.8517927217843367,0.9225877636587654
-33.6,-52.8,289,0.969,8.76,1.6,1.6,0.6026,2.32,0.359737,0.122539,0.835820895522388,0.9391011235955055,0.8874610095589468,0.9617002887143934
-33.6,-52.6,289,1.0117,8.76,1.66,1.66,0.6135,2.68,0.322467,0.117234,0.835820895522388,0.9870786516853932,0.9114497736038907,0.9880054800566396
-33.4,-52.8,294,0.9129,8.91,1.53,1.53,0.5934,1.91,0.39731,0.122588,0.8507462686567164,0.876067415730337,0.8634068421935267,0.9353233785100866
-33.4,-52.6,292,0.9526,8.85,1.59,1.59,0.5967,2.27,0.358655,0.118178,0.844776119402985,0.9206741573033707,0.8827251383531778,0.9565071075231246
-33.4,-52.4,283,0.9589,8.58,1.64,1.64,0.5839,2.61,0.312581,0.112311,0.817910447761194,0.9277528089887639,0.872831628374979,0.9456582504275547
-33.2,-52.6,268,0.855,8.12,1.48,1.48,0.5714,1.87,0.393234,0.117468,0.7731343283582089,0.8110112359550561,0.7920727821566325,0.8571010868166019
-33.2,-52.4,265,0.914,8.03,1.57,1.57,0.5801,2.3,0.347864,0.112971,0.764179104477612,0.8773033707865168,0.8207412376320644,0.8885378546865518
-33.2,-52.2,271,0.8875,8.21,1.59,1.59,0.552,2.68,0.298496,0.107193,0.7820895522388059,0.8475280898876403,0.8148088210632232,0.882032586108608
-33.0,-52.4,227,0.8043,6.88,1.46,1.46,0.5464,1.86,0.370603,0.112674,0.6507462686567164,0.7540449438202247,0.7023956062384705,0.7587644127328564
-33.0,-52.2,246,0.8679,7.46,1.54,1.54,0.5629,2.47,0.325951,0.108007,0.7074626865671642,0.825505617977528,0.766484152272346,0.8290415417716397
-32.8,-52.4,196,0.7725,5.94,1.4,1.4,0.5493,1.84,0.39022,0.111675,0.5582089552238806,0.7183146067415729,0.6382617809827267,0.6884376321741847
-32.8,-52.2,218,0.8204,6.61,1.49,1.49,0.5513,2.16,0.350609,0.108258,0.6238805970149254,0.7721348314606741,0.6980077142377997,0.7539528126666544
-32.8,-52.0,242,0.8724,7.33,1.57,1.57,0.5556,2.6,0.310739,0.102791,0.6955223880597015,0.8305617977528088,0.7630420929062551,0.8252671067875466
-32.6,-52.2,186,0.7674,5.64,1.42,1.42,0.5432,2.04,0.363758,0.107091,0.5283582089552239,0.7125842696629212,0.6204712393090726,0.6689291822210779
-32.6,-52.0,226,0.862,6.85,1.54,1.54,0.5608,2.51,0.327647,0.102432,0.6477611940298508,0.8188764044943819,0.7333187992621164,0.7926736423987202
-32.4,-52.2,180,0.757,5.46,1.4,1.4,0.5423,1.88,0.38549,0.105269,0.5104477611940299,0.7008988764044943,0.6056733187992621,0.6527023299435444
-32.4,-52.0,221,0.7944,6.7,1.46,1.46,0.5426,2.22,0.347667,0.101058,0.6328358208955224,0.7429213483146067,0.6878785846050646,0.7428455837731477
-32.4,-51.8,245,0.8698,7.43,1.57,1.57,0.5585,2.57,0.314133,0.096108,0.7044776119402985,0.8276404494382021,0.7660590306892503,0.828575369168245
-32.2,-52.0,245,0.7811,7.43,1.43,1.43,0.5424,1.99,0.383239,0.098656,0.7044776119402985,0.7279775280898876,0.7162275700150931,0.7739320325861087
-32.2,-51.8,256,0.8241,7.76,1.52,1.52,0.5385,2.21,0.346649,0.094181,0.7373134328358208,0.7762921348314606,0.7568027838336407,0.8184253112414719
-32.2,-51.6,266,0.8445,8.06,1.59,1.59,0.5307,2.52,0.311231,0.088906,0.7671641791044777,0.7992134831460673,0.7831888311252725,0.8473592747200206
-32.0,-51.8,268,0.7245,8.12,1.42,1.42,0.4999,1.52,0.383822,0.090927,0.7731343283582089,0.66438202247191,0.7187581754150595,0.7767070008643042
-32.0,-51.6,251,0.793,7.61,1.53,1.53,0.5152,2.0,0.346131,0.086617,0.7223880597014926,0.7413483146067416,0.7318681871541171,0.7910829548171169
-32.0,-51.4,256,0.8252,7.76,1.59,1.59,0.5197,2.56,0.303084,0.082813,0.7373134328358208,0.7775280898876404,0.7574207613617306,0.8191029625406866
-32.0,-51.2,254,0.8261,7.7,1.67,1.67,0.4985,2.88,0.254321,0.080147,0.7313432835820896,0.7785393258426965,0.754941304712393,0.8163840820905127
-31.8,-51.4,255,0.7783,7.73,1.53,1.53,0.5097,2.02,0.352066,0.079844,0.7343283582089553,0.7248314606741572,0.7295799094415563,0.7885737141175821
-31.8,-51.2,252,0.8281,7.64,1.63,1.63,0.515,2.63,0.298127,0.078539,0.7253731343283583,0.7807865168539324,0.7530798255911453,0.8143428529395538
-31.8,-51.0,245,0.822,7.43,1.7,1.7,0.4889,2.92,0.240462,0.078346,0.7044776119402985,0.7739325842696628,0.7392050981049807,0.7991283399841851
-31.6,-51.2,249,0.7557,7.55,1.53,1.53,0.4902,2.03,0.345728,0.077377,0.7164179104477612,0.699438202247191,0.7079280563474761,0.7648310928851211
-31.6,-51.0,246,0.7942,7.46,1.61,1.61,0.4961,2.63,0.283773,0.078725,0.7074626865671642,0.7426966292134831,0.7250796578903236,0.7836389047242501
-31.6,-50.8,241,0.7678,7.3,1.69,1.69,0.4562,2.97,0.227201,0.079862,0.6925373134328359,0.7130337078651685,0.7027855106490022,0.7591919674874492
-31.4,-50.8,221,0.7803,6.7,1.61,1.61,0.4892,2.73,0.272576,0.081762,0.6328358208955224,0.7270786516853932,0.6799572362904578,0.7341593262104856
-31.4,-50.6,243,0.7413,7.36,1.68,1.68,0.4458,3.0,0.22405,0.083168,0.6985074626865672,0.683258426966292,0.6908829448264295,0.7461400540649882
-31.2,-50.8,229,0.7435,6.94,1.52,1.52,0.4924,2.41,0.320875,0.084032,0.6567164179104478,0.6857303370786516,0.6712233774945497,0.7245820997076078
-31.2,-50.6,240,0.7283,7.27,1.62,1.62,0.4491,2.61,0.259785,0.085774,0.6895522388059702,0.6686516853932583,0.6791019620996142,0.733221464168153
-31.2,-50.4,250,0.68,7.58,1.63,1.63,0.4168,2.93,0.220443,0.087101,0.7194029850746269,0.6143820224719101,0.6668925037732685,0.7198330237775612
-31.0,-50.6,206,0.6937,6.24,1.52,1.52,0.4567,2.4,0.300475,0.088716,0.5880597014925373,0.6297752808988764,0.6089174911957068,0.6562597693962743
-31.0,-50.4,234,0.7169,7.09,1.64,1.64,0.4412,2.73,0.251092,0.090091,0.6716417910447762,0.6558426966292134,0.6637422438369948,0.7163785652549697
-31.0,-50.2,245,0.6833,7.43,1.64,1.64,0.4191,3.028,0.218686,0.091159,0.7044776119402985,0.6180898876404494,0.6612837497903739,0.7136826716195589
-30.8,-50.4,216,0.7042,6.55,1.56,1.56,0.4509,2.48,0.290833,0.09291,0.6179104477611941,0.6415730337078651,0.6297417407345296,0.67909487118189
-30.8,-50.2,240,0.7089,7.27,1.62,1.62,0.4358,2.85,0.247742,0.094295,0.6895522388059702,0.6468539325842696,0.6682030856951199,0.7212701594365472
-30.6,-50.4,129,0.5991,3.91,1.42,1.42,0.4243,1.94,0.322103,0.096224,0.3582089552238806,0.5234831460674156,0.4408460506456481,0.4719588444068482
-30.6,-50.2,214,0.6939,6.49,1.57,1.57,0.4413,2.53,0.282551,0.099211,0.6119402985074627,0.6299999999999999,0.6209701492537313,0.6694762684124386
-30.6,-50.0,235,0.7169,7.12,1.66,1.66,0.4328,2.89,0.244868,0.101106,0.6746268656716418,0.6558426966292134,0.6652347811504276,0.7180152264660989
-30.4,-50.2,157,0.6207,4.76,1.48,1.48,0.4184,2.1,0.30499,0.108088,0.4417910447761194,0.547752808988764,0.4947719268824417,0.531091965648504
-30.4,-50.0,217,0.6929,6.58,1.62,1.62,0.4313,2.62,0.266964,0.109399,0.6208955223880597,0.6288764044943819,0.6248859634412207,0.6737702054101765
-30.4,-49.8,238,0.7051,7.21,1.66,1.66,0.4253,2.97,0.235741,0.110999,0.6835820895522388,0.6425842696629213,0.66308317960758,0.7156558597988193
-30.2,-50.0,172,0.6641,5.21,1.59,1.59,0.4297,2.4,0.281295,0.120924,0.48656716417910445,0.5965168539325842,0.5415420090558444,0.5823783078026444
-30.2,-49.8,220,0.6935,6.67,1.64,1.64,0.4245,2.8,0.250672,0.121909,0.6298507462686567,0.6295505617977527,0.6297006540332046,0.6790498170249544
-30.0,-50.0,129,0.6009,3.91,1.47,1.47,0.4127,2.1,0.296335,0.132162,0.3582089552238806,0.525505617977528,0.44185728660070434,0.4730677283510179
-30.0,-49.8,206,0.6982,6.24,1.63,1.63,0.4332,2.64,0.261981,0.133655,0.5880597014925373,0.6348314606741573,0.6114455810833472,0.6590319792566983
-29.8,-49.8,199,0.6696,6.03,1.57,1.57,0.4291,2.43,0.279454,0.145398,0.5671641791044776,0.602696629213483,0.5849304041589802,0.6299564169992091
-29.8,-49.6,230,0.7212,6.97,1.71,1.71,0.4284,2.74,0.250035,0.146764,0.6597014925373135,0.6606741573033706,0.6601878249203421,0.7124809209437467
-29.6,-49.8,172,0.6029,5.21,1.48,1.48,0.4108,2.14,0.299768,0.156548,0.48656716417910445,0.527752808988764,0.5071599865839342,0.5446762537008772
-29.6,-49.6,216,0.7014,6.55,1.65,1.65,0.4295,2.58,0.267119,0.158922,0.6179104477611941,0.6384269662921348,0.6281687070266644,0.6773699406020706
-29.6,-49.4,234,0.7269,7.09,1.74,1.74,0.4264,2.83,0.240375,0.160749,0.6716417910447762,0.6670786516853932,0.6693602213650847,0.7225390316114676
-29.4,-49.6,198,0.6545,6.0,1.58,1.58,0.4157,2.348,0.290769,0.170784,0.564179104477612,0.5857303370786516,0.5749547207781318,0.6190174515897681
-29.4,-49.4,232,0.6947,7.03,1.7,1.7,0.4144,2.66,0.257661,0.173336,0.6656716417910448,0.6308988764044943,0.6482852590977695,0.6994290075212857
-29.4,-49.2,249,0.7073,7.55,1.78,1.78,0.4084,2.86,0.231666,0.174937,0.7164179104477612,0.6450561797752808,0.680737045111521,0.7350144357196712
-29.2,-49.4,221,0.6736,6.7,1.66,1.66,0.4128,2.47,0.279629,0.185864,0.6328358208955224,0.607191011235955,0.6200134160657387,0.6684271501866529
-29.2,-49.2,250,0.6989,7.58,1.74,1.74,0.4125,2.7,0.247735,0.187007,0.7194029850746269,0.6356179775280898,0.6775104813013584,0.7314763051913422
-29.2,-49.0,255,0.6892,7.73,1.78,1.78,0.4012,2.9,0.224543,0.188107,0.7343283582089553,0.6247191011235955,0.6795237296662754,0.7336839588811858
-29.0,-49.4,202,0.6002,6.12,1.5,1.5,0.4006,2.12,0.310311,0.195021,0.5761194029850746,0.5247191011235954,0.550419252054335,0.5921127641185014
-29.0,-49.2,249,0.679,7.55,1.71,1.71,0.4079,2.48,0.271116,0.196998,0.7164179104477612,0.6132584269662921,0.6648381687070266,0.7175803159307821
-29.0,-49.0,260,0.6934,7.88,1.77,1.77,0.4046,2.72,0.239875,0.198786,0.7492537313432835,0.6294382022471909,0.6893459667952373,0.7444546608065613
-29.0,-48.8,260,0.6796,7.88,1.8,1.8,0.3939,2.92,0.218683,0.200615,0.7492537313432835,0.6139325842696628,0.6815931578064731,0.7359532172345941
-29.0,-48.6,263,0.6406,7.97,1.77,1.77,0.3751,3.06,0.203926,0.201984,0.7582089552238805,0.5701123595505617,0.6641606573872212,0.7168373820776403
-28.8,-49.0,261,0.6931,7.91,1.75,1.75,0.4085,2.468,0.272091,0.207608,0.7522388059701492,0.6291011235955056,0.6906699647828274,0.7459065080269957
-28.8,-48.8,269,0.688,8.15,1.76,1.76,0.4023,2.74,0.239449,0.211068,0.7761194029850746,0.6233707865168538,0.6997450947509642,0.7558579598742161
-28.8,-48.6,273,0.6486,8.27,1.77,1.77,0.382,2.96,0.215826,0.213491,0.7880597014925373,0.5791011235955055,0.6835804125440215,0.7381323672741316
-28.8,-48.4,254,0.6398,7.7,1.8,1.78,0.3772,3.08,0.200776,0.214358,0.7313432835820896,0.5692134831460673,0.6502783833640784,0.7016145938689566
-28.6,-48.8,278,0.6995,8.43,1.78,1.78,0.4102,2.45,0.279791,0.221101,0.8029850746268656,0.6362921348314606,0.7196386047291632,0.7776724470843525
-28.6,-48.6,265,0.6564,8.03,1.78,1.78,0.3824,2.71,0.236073,0.22613,0.764179104477612,0.5878651685393258,0.6760221365084689,0.7298442413431655
-28.6,-48.4,267,0.6193,8.09,1.78,1.77,0.3676,2.95,0.212027,0.227414,0.7701492537313432,0.5461797752808988,0.658164514506121,0.7102622335828168
-28.4,-48.6,248,0.5585,7.52,1.65,1.65,0.3465,2.34,0.256445,0.240668,0.7134328358208956,0.4778651685393258,0.5956490021801106,0.6417100351238529
-28.4,-48.4,271,0.5928,8.21,1.76,1.75,0.3555,2.81,0.224089,0.242358,0.7820895522388059,0.5164044943820224,0.6492470233104142,0.7004836425826145
-28.2,-48.6,203,0.478,6.15,1.47,1.47,0.3346,2.14,0.271338,0.257131,0.5791044776119403,0.3874157303370786,0.48326010397450947,0.5184685264532265
-28.2,-48.4,259,0.538,7.85,1.68,1.67,0.3375,2.58,0.235924,0.258333,0.746268656716418,0.4548314606741573,0.6005500586952877,0.6470843524154546
-28.2,-48.2,271,0.5589,8.21,1.73,1.69,0.3456,2.87,0.213064,0.258062,0.7820895522388059,0.47831460674157295,0.6302020794901895,0.6795996616340867
-28.0,-48.4,243,0.5025,7.36,1.6,1.59,0.326,2.46,0.247908,0.274775,0.6985074626865672,0.414943820224719,0.5567256414556431,0.5990281174718181
-28.0,-48.2,271,0.5333,8.21,1.67,1.65,0.3332,2.78,0.220515,0.274578,0.7820895522388059,0.44955056179775277,0.6158200570182794,0.663828867761452
-27.8,-48.4,227,0.4353,6.88,1.48,1.46,0.3024,2.23,0.257979,0.291929,0.6507462686567164,0.339438202247191,0.4950922354519537,0.5314432041780834
-27.8,-48.2,267,0.4923,8.09,1.61,1.58,0.3195,2.64,0.227608,0.292104,0.7701492537313432,0.40348314606741564,0.5868161998993795,0.6320243108552934
-27.6,-48.4,213,0.3673,6.46,1.35,1.35,0.2752,1.9,0.269996,0.311195,0.608955223880597,0.2630337078651685,0.4359944658728827,0.46663877599808745
-27.6,-48.2,251,0.4616,7.61,1.58,1.53,0.3103,2.55,0.23548,0.312486,0.7223880597014926,0.3689887640449438,0.5456884118732181,0.5869250997627761
-27.6,-48.0,251,0.4926,7.61,1.63,1.56,0.3208,2.81,0.210822,0.308608,0.7223880597014926,0.403820224719101,0.5631041422102968,0.6060225454679196
-27.4,-48.4,172,0.3016,5.21,1.27,1.27,0.241,1.5,0.272949,0.353181,0.48656716417910445,0.18921348314606734,0.33789032366258587,0.359061402379595
-27.4,-48.2,233,0.4309,7.06,1.49,1.44,0.301,2.5,0.242918,0.338541,0.6686567164179105,0.33449438202247184,0.5015755492201912,0.5385525662480002
-27.4,-48.0,255,0.4579,7.73,1.58,1.5,0.3097,2.77,0.21435,0.33042,0.7343283582089553,0.3648314606741572,0.5495799094415562,0.591192372055389
-27.2,-48.4,147,0.2999,4.46,1.23,1.23,0.2529,1.64,0.273394,0.380259,0.41194029850746267,0.18730337078651682,0.29962183464698977,0.31709759282075806
-27.2,-48.2,207,0.3788,6.27,1.41,1.34,0.281,2.29,0.247106,0.367154,0.591044776119403,0.2759550561797753,0.43349991614958916,0.4639033450412844
-27.2,-48.0,241,0.4528,7.3,1.56,1.49,0.3125,2.68,0.220099,0.354769,0.6925373134328359,0.35910112359550556,0.5258192185141707,0.5651372772577649
-27.0,-48.4,127,0.2975,3.85,1.2,1.18,0.2591,1.82,0.269343,0.407824,0.3522388059701492,0.18460674157303364,0.2684227737715914,0.2828858566726125
-27.0,-48.2,195,0.3889,5.91,1.4,1.34,0.2913,2.33,0.249826,0.394841,0.5552238805970149,0.28730337078651685,0.4212636256917659,0.4504854815277957
-26.8,-48.4,161,0.332,4.88,1.28,1.25,0.2748,1.93,0.26993,0.432975,0.4537313432835821,0.2233707865168539,0.338551064900218,0.3597859467809265
-26.8,-48.2,209,0.3945,6.33,1.42,1.35,0.2936,2.32,0.253116,0.421535,0.5970149253731343,0.2935955056179775,0.4453052154955559,0.47684859964324466
-26.6,-48.6,151,0.3285,4.58,1.21,1.19,0.2802,1.69,0.29291,0.464734,0.42388059701492536,0.219438202247191,0.32165939963105816,0.34126317144485924
-26.6,-48.4,177,0.3412,5.36,1.27,1.24,0.2767,1.94,0.272845,0.457832,0.5014925373134328,0.23370786516853928,0.367600201240986,0.39164015520697326
-26.6,-48.2,217,0.3928,6.58,1.38,1.33,0.2949,2.29,0.255433,0.447226,0.6208955223880597,0.29168539325842685,0.4562904578232433,0.48889461005167434
-26.4,-48.4,187,0.3581,5.67,1.31,1.28,0.2831,1.63,0.279368,0.485014,0.5313432835820896,0.25269662921348307,0.3920199563977863,0.4184179554607477
-26.4,-48.2,209,0.4171,6.33,1.4,1.35,0.3093,2.24,0.260656,0.474562,0.5970149253731343,0.3189887640449438,0.45800184470903904,0.4907712536089299
-26.2,-48.4,179,0.3544,5.42,1.28,1.26,0.2887,1.34,0.286512,0.522567,0.5074626865671642,0.24853932584269658,0.3780010062049304,0.40304529321980914
-26.2,-48.2,212,0.4211,6.42,1.42,1.36,0.3125,2.0,0.269416,0.504855,0.6059701492537314,0.32348314606741563,0.4647266476605735,0.49814542378491694
-26.0,-48.4,176,0.3622,5.33,1.27,1.23,0.2978,1.26,0.295223,0.556332,0.49850746268656715,0.2573033707865168,0.377905416736542,0.4029404733444896
-26.0,-48.2,209,0.4202,6.33,1.38,1.34,0.3178,1.85,0.279148,0.536767,0.5970149253731343,0.32247191011235954,0.4597434177427469,0.4926809981794443
-25.8,-48.2,224,0.4162,6.79,1.33,1.29,0.3184,1.8,0.28848,0.567931,0.6417910447761194,0.3179775280898876,0.4798842864330035,0.5147667298037846
-25.8,-48.0,238,0.4712,7.21,1.46,1.38,0.341,2.15,0.271432,0.544411,0.6835820895522388,0.3797752808988763,0.5316786852255575,0.5715625517203331
-25.6,-48.4,236,0.4133,7.15,1.33,1.28,0.322,1.33,0.313349,0.613027,0.6776119402985075,0.31471910112359547,0.49616552071105147,0.5326201290939517
-25.6,-48.2,233,0.4315,7.06,1.34,1.3,0.3327,1.67,0.299426,0.596691,0.6686567164179105,0.3351685393258427,0.5019126278718766,0.5389221942293901
-25.6,-48.0,236,0.4729,7.15,1.44,1.37,0.346,2.06,0.281381,0.571427,0.6776119402985075,0.38168539325842693,0.5296486667784672,0.5693365085786792
-25.6,-47.8,238,0.5056,7.21,1.51,1.43,0.3565,2.27,0.264722,0.548336,0.6835820895522388,0.4184269662921348,0.5510045279221868,0.592754555986686
-25.4,-48.0,256,0.4605,7.76,1.45,1.36,0.3405,1.89,0.295627,0.590252,0.7373134328358208,0.36775280898876406,0.5525331209122925,0.5944307545192078
-25.4,-47.8,247,0.4791,7.49,1.51,1.41,0.3428,2.06,0.278879,0.572719,0.7104477611940299,0.38865168539325834,0.5495497232936442,0.5911592710421303
-25.4,-47.6,246,0.5036,7.46,1.54,1.45,0.3535,2.31,0.262731,0.551879,0.7074626865671642,0.4161797752808989,0.5618212309240316,0.6046157524044209
-25.2,-47.8,249,0.4663,7.55,1.49,1.39,0.3355,1.85,0.295915,0.593444,0.7164179104477612,0.3742696629213482,0.5453437866845547,0.5865471965280715
-25.2,-47.6,249,0.4935,7.55,1.54,1.44,0.3513,2.18,0.276937,0.576756,0.7164179104477612,0.4048314606741572,0.5606246855609591,0.6033036650177457
-25.0,-47.8,231,0.3971,7.0,1.37,1.3,0.2972,1.29,0.3108,0.608831,0.6626865671641791,0.29651685393258426,0.47960171054838163,0.5144568675407786
-25.0,-47.6,248,0.4898,7.52,1.55,1.44,0.3495,2.04,0.293015,0.597858,0.7134328358208956,0.40067415730337075,0.5570534965621332,0.5993876312547124
-25.0,-47.4,256,0.4886,7.76,1.56,1.45,0.344,2.2,0.277156,0.58215,0.7373134328358208,0.3993258426966291,0.568319637766225,0.6117416649809668
-25.0,-47.2,251,0.4915,7.61,1.63,1.49,0.3388,2.34,0.260433,0.564184,0.7223880597014926,0.4025842696629212,0.5624861646822069,0.6053448941687047
-24.8,-47.4,253,0.4877,7.67,1.55,1.43,0.3438,2.04,0.297006,0.59895,0.7283582089552239,0.39831460674157304,0.5633364078483984,0.6062772393754942
-24.8,-47.2,259,0.4883,7.85,1.61,1.48,0.3403,2.25,0.279124,0.584536,0.746268656716418,0.3989887640449437,0.5726287103806809,0.6164668346236598
-24.8,-47.0,248,0.498,7.52,1.65,1.52,0.3355,2.36,0.262459,0.568864,0.7134328358208956,0.40988764044943815,0.5616602381351669,0.6044392136670406
-24.8,-46.8,242,0.5133,7.33,1.71,1.58,0.3338,2.45,0.245756,0.552574,0.6955223880597015,0.4270786516853932,0.5613005198725474,0.6040447599257066
-24.6,-47.2,263,0.4709,7.97,1.61,1.49,0.3227,1.99,0.304334,0.59598,0.7582089552238805,0.37943820224719094,0.5688235787355358,0.6122942680078707
-24.6,-47.0,260,0.4872,7.88,1.68,1.51,0.3301,2.21,0.285336,0.58598,0.7492537313432835,0.397752808988764,0.5735032701660238,0.6174258445355744
-24.6,-46.8,248,0.4964,7.52,1.72,1.56,0.3289,2.31,0.265091,0.572384,0.7134328358208956,0.40808988764044934,0.5607613617306725,0.6034535390500009
-24.6,-46.6,249,0.5105,7.55,1.76,1.59,0.3315,2.44,0.247735,0.556872,0.7164179104477612,0.42393258426966285,0.5701752473587121,0.6137764578237923
-24.4,-46.8,266,0.4872,8.06,1.74,1.58,0.3193,2.14,0.284283,0.58881,0.7671641791044777,0.397752808988764,0.5824584940466209,0.6272458118023502
-24.4,-46.6,263,0.5056,7.97,1.78,1.61,0.3259,2.25,0.268549,0.574982,0.7582089552238805,0.4184269662921348,0.5883179607580077,0.6336710862649184
-24.4,-46.4,259,0.5193,7.85,1.8,1.63,0.3325,2.36,0.253914,0.558983,0.746268656716418,0.4338202247191011,0.5900444407177595,0.6355642803288034
-24.4,-46.2,250,0.5403,7.58,1.87,1.7,0.3368,2.43,0.241483,0.541511,0.7194029850746269,0.4574157303370786,0.5884093577058527,0.6337713087772853
-24.4,-46.0,245,0.5471,7.43,1.9,1.7,0.3376,2.5,0.226557,0.524297,0.7044776119402985,0.4650561797752809,0.5847668958577896,0.6297771198440574
-24.4,-45.2,186,0.5256,5.64,2.09,1.72,0.3152,2.75,0.193941,0.45452,0.5283582089552239,0.44089887640449427,0.4846285426798591,0.5199691057209584
-24.2,-46.6,267,0.5144,8.09,1.79,1.63,0.3279,2.13,0.288781,0.587921,0.7701492537313432,0.42831460674157296,0.5992319302364582,0.6456389415031538
-24.2,-46.4,269,0.5319,8.15,1.81,1.65,0.3321,2.22,0.275237,0.574124,0.7761194029850746,0.44797752808988767,0.6120484655374812,0.6596930800492837
