grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,mhws_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_mhws,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-20.2,-29.4,2.89,0.249102,0.184233,0.575115,504,60,22,8,14,0.42,4.79,12.2,20,1.86,4.0,0.2731,0.4475,0.5,0.3278,0.8717,0.9992
-20.2,-29.2,2.89,0.246468,0.181945,0.571933,502,63,22,9,13,0.39,5.31,13.6,19,2.0,4.4,0.258,0.4109,0.422,0.3626,0.8882,1.0093
-20.2,-29.0,2.89,0.242537,0.179321,0.56778,503,69,18,9,9,0.27,7.67,17.0,19,3.0,5.0,0.3123,0.4559,0.461,0.5965,1.1457,1.2703
-20.2,-28.8,2.89,0.239126,0.177051,0.562204,507,67,18,5,13,0.39,6.23,16.0,19,2.54,5.0,0.3063,0.5125,0.5718,0.4837,1.1196,1.2496
-20.2,-28.6,2.89,0.237522,0.175269,0.555528,506,65,18,4,14,0.42,6.21,15.75,19,2.43,5.35,0.3045,0.5245,0.5701,0.4754,1.321,1.5159
-20.0,-40.0,2.01,0.23896,0.136669,0.660005,468,405,190,89,101,3.06,2.13,4.0,6,1.82,3.0,0.2519,0.4761,0.62,0.4045,1.0229,1.4722
-20.0,-39.8,2.24,0.240118,0.157486,0.648694,493,309,146,66,80,2.42,2.21,4.0,6,1.75,3.0,0.2775,0.5042,0.6224,0.4013,1.0031,1.4165
-20.0,-39.6,2.4,0.249153,0.178778,0.645659,494,225,105,56,49,1.49,2.8,5.0,6,1.88,3.0,0.2837,0.4847,0.6162,0.4299,0.9787,1.4545
-19.8,-40.0,1.718,0.246638,0.129643,0.66568,482,438,215,85,130,3.94,2.02,4.0,6,1.72,3.0,0.2322,0.4495,0.571,0.3761,0.9907,1.4267
-19.8,-39.8,2.04,0.240177,0.140038,0.66284,494,397,192,90,102,3.09,2.13,4.0,6,1.81,3.0,0.2617,0.509,0.6537,0.4247,1.0438,1.5123
-19.8,-39.6,2.29,0.241149,0.160036,0.653124,496,314,143,68,75,2.27,2.29,4.3,6,1.77,3.0,0.293,0.5376,0.6234,0.4173,1.0026,1.4612
-19.8,-39.4,2.42,0.246956,0.174987,0.653365,490,232,111,55,56,1.7,2.61,5.0,6,1.86,3.25,0.2855,0.5045,0.632,0.4172,1.0158,1.5091
-19.6,-39.6,2.09,0.243374,0.147066,0.697423,495,367,177,81,96,2.91,2.16,4.0,6,1.77,3.0,0.2624,0.5116,0.6496,0.4195,1.0861,1.5135
-19.6,-39.4,2.25,0.241924,0.160308,0.687139,495,310,144,70,74,2.24,2.3,4.35,6,1.8,3.35,0.2938,0.5517,0.6342,0.4198,0.9869,1.4809
-19.4,-39.6,1.7,0.248343,0.143362,0.791934,491,407,187,86,101,3.06,2.1,4.0,6,1.7,3.0,0.225,0.4368,0.538,0.354,0.9426,1.3784
-19.4,-39.4,2.1,0.243286,0.152701,0.779243,482,345,156,75,81,2.45,2.21,4.0,6,1.79,3.0,0.2771,0.5184,0.6534,0.4179,0.9184,1.5006
-19.2,-39.6,1.66,0.251859,0.145541,0.939666,490,400,168,81,87,2.64,1.98,4.0,6,1.68,3.0,0.2291,0.4455,0.5428,0.3559,0.8253,1.3321
-19.2,-39.4,2.06,0.244783,0.150887,0.904732,492,356,165,83,82,2.49,2.18,4.0,6,1.65,3.0,0.2836,0.5462,0.6733,0.4068,0.9603,1.5264
-19.0,-39.6,1.56,0.252816,0.144878,1.050886,469,400,161,84,77,2.33,2.03,4.0,6,1.64,3.0,0.2362,0.4485,0.5189,0.3517,0.8452,1.0603
-19.0,-39.4,2.02,0.245723,0.149763,1.015036,473,362,170,89,81,2.45,2.17,4.0,6,1.67,3.0,0.2864,0.564,0.6901,0.4224,0.9913,1.5606
-18.8,-39.6,1.33,0.25494,0.144824,1.144851,487,401,176,95,81,2.45,1.99,4.0,6,1.67,3.0,0.2242,0.4464,0.4884,0.3454,0.7835,1.0524
-18.8,-39.4,1.88,0.247405,0.14954,1.109063,472,362,171,89,82,2.49,2.2,4.0,6,1.67,3.0,0.2732,0.5282,0.6886,0.4153,0.9811,1.5888
-18.6,-39.6,1.34,0.258612,0.144373,1.226963,492,404,193,106,87,2.64,2.02,4.0,6,1.71,3.0,0.2379,0.4743,0.5455,0.3678,0.8996,1.2303
-18.6,-39.4,1.8,0.249858,0.14803,1.186398,480,372,184,95,89,2.7,2.28,4.0,6,1.73,3.0,0.2793,0.5501,0.6837,0.4367,1.0473,1.6121
-18.4,-39.6,1.45,0.263514,0.143022,1.291322,476,419,206,109,97,2.94,1.97,4.0,6,1.65,3.0,0.2465,0.5145,0.6903,0.3813,0.9995,1.3786
-18.4,-39.4,1.79,0.254322,0.145254,1.251736,475,399,206,110,96,2.91,2.2,4.0,6,1.74,3.0,0.3022,0.5994,0.7379,0.4705,1.1298,1.6702
-18.2,-39.4,1.62,0.261256,0.14188,1.301262,462,412,230,123,107,3.24,2.21,4.0,6,1.77,3.0,0.288,0.5801,0.7518,0.4786,1.1477,1.8557
-18.2,-39.2,1.85,0.255313,0.144437,1.245544,458,402,226,122,104,3.15,2.3,4.0,6,1.81,3.0,0.3024,0.6093,0.7662,0.5044,1.3457,1.7265
-18.2,-39.0,2.0,0.253706,0.14565,1.186307,468,396,220,119,101,3.06,2.32,4.0,6,1.79,3.0,0.3025,0.6026,0.7785,0.5032,1.3437,1.7232
-18.0,-39.4,1.34,0.270931,0.137817,1.331671,456,425,254,129,125,3.79,2.38,5.0,7,1.84,3.0,0.2742,0.5605,0.7536,0.4817,1.2189,1.8483
-18.0,-39.2,1.71,0.263802,0.139275,1.276478,460,417,253,131,122,3.7,2.36,4.95,7,1.84,3.0,0.3051,0.67,0.8335,0.5301,1.4768,1.9833
-18.0,-39.0,1.86,0.260262,0.141995,1.213096,474,403,243,126,117,3.55,2.38,4.0,6,1.85,3.0,0.3068,0.6414,0.8495,0.5238,1.4611,1.7699
-18.0,-38.8,1.87,0.255135,0.144966,1.1517,479,385,221,115,106,3.21,2.34,4.0,6,1.84,3.0,0.2747,0.5547,0.7833,0.4759,1.3041,2.0467
-17.8,-39.0,1.65,0.262264,0.14428,1.204005,478,396,244,127,117,3.55,2.36,4.0,6,1.83,3.0,0.2824,0.611,0.7861,0.49,1.3522,2.0802
-17.8,-38.8,1.72,0.256267,0.152091,1.139113,487,362,199,106,93,2.82,2.31,4.0,6,1.81,3.0,0.2547,0.536,0.7135,0.4248,1.1447,1.8724
-17.6,-39.0,1.208,0.262813,0.155088,1.152385,483,371,210,113,97,2.94,2.24,4.0,6,1.77,3.0,0.2148,0.4647,0.6754,0.3547,0.9659,1.3851
-17.6,-38.8,1.72,0.256302,0.163049,1.086111,470,311,161,87,74,2.24,2.2,4.0,6,1.69,3.0,0.2296,0.5074,0.6442,0.3584,0.9029,1.4395
-17.4,-39.0,1.41,0.262813,0.161027,1.095402,472,348,152,85,67,2.03,1.94,4.0,5,1.57,3.0,0.1944,0.4215,0.5118,0.2901,0.74,1.1101
-17.4,-38.8,1.82,0.257227,0.168466,1.030572,446,285,142,80,62,1.88,2.11,4.0,6,1.66,3.0,0.2332,0.4508,0.6626,0.3546,0.8497,1.3963
-17.2,-39.0,1.56,0.264168,0.165297,1.046291,449,326,148,82,66,2.0,2.15,4.0,5,1.65,3.0,0.2033,0.3957,0.5581,0.3261,0.7541,1.4684
-17.2,-38.8,1.83,0.257742,0.175932,0.972383,449,242,128,71,57,1.73,2.37,4.2,6,1.81,3.0,0.2335,0.4676,0.6534,0.3661,0.885,1.3343
-17.0,-39.0,1.5,0.266732,0.1663,1.005759,438,320,160,87,73,2.21,2.38,5.0,5,1.79,3.0,0.2015,0.4351,0.5229,0.3369,0.7837,1.1549
-17.0,-38.8,1.81,0.257697,0.17962,0.929029,441,225,116,61,55,1.67,2.47,5.3,7,1.84,3.0,0.2241,0.4794,0.6386,0.3497,0.9019,0.9583
-16.8,-39.0,1.5,0.268807,0.171997,0.97206,414,307,150,78,72,2.18,2.42,5.0,5,1.81,3.0,0.1918,0.4098,0.4923,0.324,0.7837,1.1493
-16.8,-38.8,1.83,0.259235,0.180782,0.926524,437,221,119,62,57,1.73,2.53,5.2,6,1.84,3.0,0.2181,0.4506,0.6644,0.3419,0.8609,1.0195
-16.6,-39.0,1.25,0.272469,0.174012,0.967801,410,311,152,77,75,2.27,2.56,5.0,5,1.88,3.3,0.1752,0.3745,0.456,0.3043,0.7725,0.9886
-16.6,-38.8,1.88,0.261208,0.179433,0.940806,403,237,121,67,54,1.64,2.72,5.35,7,2.04,4.0,0.2391,0.4974,0.672,0.3954,0.9134,1.1135
-16.4,-38.8,1.8,0.264891,0.17702,0.951885,399,258,138,74,64,1.94,2.8,5.85,7,2.05,4.0,0.2394,0.4377,0.678,0.4018,0.9052,1.1719
-16.4,-38.6,1.98,0.258682,0.180393,0.917305,407,201,104,54,50,1.52,2.88,6.0,7,2.12,4.0,0.2299,0.4479,0.6603,0.3979,0.8874,1.2296
-16.2,-38.8,1.54,0.26961,0.175332,0.96449,400,276,145,74,71,2.15,2.79,6.0,7,2.0,4.0,0.2096,0.4182,0.5856,0.3651,0.8526,1.1
-16.2,-38.6,1.92,0.261717,0.178842,0.938238,408,222,121,61,60,1.82,2.8,6.0,7,1.97,4.0,0.228,0.4333,0.6691,0.3799,0.9114,1.2702
-16.0,-38.8,1.46,0.272761,0.176236,0.959015,392,282,138,70,68,2.06,2.75,5.0,8,2.09,4.0,0.206,0.4203,0.5335,0.3635,0.8033,1.0846
-16.0,-38.6,1.94,0.263058,0.184015,0.936481,394,211,111,56,55,1.67,2.82,6.0,7,1.98,4.0,0.2265,0.4283,0.6575,0.3898,0.9102,1.301
-15.8,-38.8,1.4,0.270123,0.183285,0.925339,395,250,119,57,62,1.88,2.44,5.0,7,1.85,4.0,0.1635,0.325,0.4546,0.2713,0.7339,0.8844
-15.8,-38.6,2.01,0.262774,0.192251,0.90887,385,168,80,41,39,1.18,3.08,6.0,6,2.15,4.0,0.2307,0.4538,0.6263,0.3865,0.8803,0.962
-15.8,-38.4,2.07,0.26828,0.204095,0.908908,395,131,58,30,28,0.85,3.32,8.0,10,2.0,4.0,0.2167,0.4319,0.5655,0.313,0.7344,1.0455
-15.6,-38.8,1.62,0.267928,0.187608,0.920412,400,211,98,48,50,1.52,2.52,5.0,7,1.84,4.0,0.1545,0.3061,0.4592,0.2658,0.7433,0.9376
-15.6,-38.6,2.01,0.264999,0.1975,0.907959,391,155,71,39,32,0.97,3.09,6.45,9,2.19,4.0,0.2161,0.3675,0.5022,0.3782,0.8956,1.0212
-15.4,-38.8,1.76,0.267544,0.191112,0.916845,390,193,88,41,47,1.42,2.72,5.0,7,1.89,4.0,0.1692,0.3502,0.5469,0.282,0.7452,1.1037
-15.4,-38.6,2.02,0.268741,0.202938,0.909304,390,147,60,33,27,0.82,3.22,7.7,10,2.15,4.0,0.2124,0.4428,0.4672,0.3583,0.8077,1.0551
-15.2,-38.8,1.76,0.268576,0.196381,0.911592,395,176,83,42,41,1.24,2.68,5.0,6,1.9,4.0,0.1695,0.353,0.5552,0.2851,0.7781,1.1032
-15.2,-38.6,2.04,0.271145,0.207514,0.91138,388,144,56,30,26,0.79,2.73,7.5,8,1.88,3.0,0.2088,0.3511,0.3925,0.3087,0.6991,1.024
-15.0,-38.8,1.87,0.269283,0.200121,0.912432,401,168,74,41,33,1.0,2.76,5.4,7,1.94,4.0,0.1728,0.3659,0.4122,0.2947,0.6615,1.1664
-15.0,-38.6,2.06,0.272347,0.210182,0.914858,386,139,53,31,22,0.67,2.82,6.9,7,1.68,3.0,0.2085,0.3707,0.4694,0.2821,0.593,0.9743
-14.8,-38.8,1.9,0.270801,0.203163,0.917464,397,165,73,42,31,0.94,2.68,5.0,6,2.03,4.0,0.1813,0.3878,0.4237,0.3374,0.8011,1.2828
-14.8,-38.6,2.07,0.272824,0.210939,0.919487,389,138,54,32,22,0.67,3.0,7.85,9,1.77,3.0,0.2251,0.3998,0.4564,0.3454,0.9509,1.3192
-14.6,-38.8,1.938,0.27109,0.204407,0.922739,388,161,69,40,29,0.88,2.55,4.6,6,1.97,4.0,0.201,0.4174,0.461,0.3591,0.8761,1.3725
-14.6,-38.6,2.08,0.272047,0.2105,0.924689,390,134,55,35,20,0.61,3.0,6.15,9,1.9,3.05,0.2423,0.5007,0.5134,0.4035,0.9299,1.6679
-14.4,-38.8,1.95,0.271703,0.204815,0.928005,394,166,71,42,29,0.88,2.93,5.6,6,2.21,4.0,0.2168,0.4529,0.5054,0.4288,0.9744,1.6578
-14.4,-38.6,2.1,0.271261,0.209373,0.930156,390,132,53,33,20,0.61,2.9,6.15,9,1.95,3.1,0.2517,0.5015,0.5309,0.4322,0.9911,1.8487
-14.2,-38.8,1.87,0.272322,0.203552,0.933036,390,174,76,46,30,0.91,2.93,5.0,6,2.23,4.0,0.2182,0.4451,0.5144,0.4283,1.0518,1.6739
-14.2,-38.6,2.1,0.270083,0.208024,0.935595,382,135,55,33,22,0.67,3.09,6.0,10,2.09,4.0,0.259,0.4968,0.5238,0.468,1.0266,1.8443
-14.0,-38.8,1.8,0.273689,0.203892,0.938179,396,173,84,50,34,1.03,2.82,5.0,6,2.09,4.0,0.2169,0.4544,0.4833,0.3938,1.0486,1.6117
-14.0,-38.6,2.08,0.268625,0.207051,0.940826,386,145,60,39,21,0.64,2.95,6.0,6,2.33,4.0,0.2616,0.5,0.5035,0.523,1.0992,1.8476
-13.8,-38.8,1.73,0.276116,0.203897,0.945465,389,175,86,49,37,1.12,3.16,5.2,9,2.16,4.0,0.2061,0.4416,0.4517,0.383,1.0465,1.5598
-13.8,-38.6,2.08,0.268781,0.206741,0.945531,374,143,60,35,25,0.76,3.16,6.0,7,2.2,4.0,0.2718,0.4842,0.5,0.5008,1.3036,1.8231
-13.6,-38.8,1.71,0.279738,0.206297,0.948108,381,171,90,48,42,1.27,3.17,5.95,10,2.12,4.0,0.191,0.3817,0.4481,0.3511,1.0043,1.4059
-13.6,-38.6,2.07,0.270088,0.206858,0.949112,369,152,65,35,30,0.91,3.0,6.0,7,2.17,4.0,0.2391,0.4635,0.5008,0.4528,1.1339,1.7569
-13.4,-38.8,1.71,0.282958,0.206623,0.951327,374,172,92,48,44,1.33,2.93,5.0,11,2.11,4.0,0.2072,0.3972,0.5744,0.3538,0.9192,1.3097
-13.4,-38.6,2.05,0.273293,0.206286,0.950906,355,161,79,41,38,1.15,3.24,5.15,9,2.16,4.15,0.2424,0.4682,0.5041,0.4473,1.1103,1.7453
-13.4,-38.4,2.14,0.265411,0.204509,0.95337,366,142,60,33,27,0.82,3.37,6.0,8,2.26,4.0,0.2704,0.4405,0.5179,0.5082,1.0444,1.3104
-13.2,-38.6,1.99,0.281181,0.204848,0.953393,353,166,92,47,45,1.36,3.56,6.0,11,2.38,4.8,0.2674,0.4887,0.6547,0.5099,1.2053,1.7851
-13.2,-38.4,2.11,0.27033,0.203496,0.952719,352,168,79,42,37,1.12,3.51,6.0,11,2.3,5.0,0.252,0.4495,0.505,0.4837,1.168,1.6753
-13.2,-38.2,2.17,0.260825,0.200369,0.952711,359,147,59,32,27,0.82,3.44,6.7,9,2.33,4.0,0.2535,0.4273,0.5171,0.4912,1.0428,1.1917
-13.2,-38.0,2.2,0.255684,0.194694,0.952021,362,142,54,31,23,0.7,2.87,5.0,6,2.04,3.9,0.2457,0.4457,0.5,0.3629,0.7109,0.8988
-13.0,-38.4,1.96,0.282711,0.201955,0.949998,358,175,102,47,55,1.67,3.69,7.0,13,2.35,5.0,0.2782,0.5246,0.6605,0.4871,1.2814,1.7262
-13.0,-38.2,2.1,0.269589,0.201245,0.950352,357,163,83,46,37,1.12,3.68,7.0,12,2.35,5.0,0.2371,0.4502,0.5114,0.4574,1.0881,1.5468
-13.0,-38.0,2.17,0.258492,0.197739,0.9505,352,157,66,35,31,0.94,3.19,6.5,10,2.16,4.0,0.2157,0.4243,0.5005,0.4022,1.0446,1.1378
-13.0,-37.8,2.23,0.251533,0.190653,0.950143,351,133,53,30,23,0.7,2.43,4.9,6,1.83,4.0,0.2213,0.4101,0.5,0.2951,0.7627,0.829
-12.8,-38.0,2.1,0.267769,0.200284,0.949006,343,159,79,44,35,1.06,3.74,6.3,13,2.37,4.3,0.2181,0.3814,0.5034,0.4467,1.0569,1.4134
-12.8,-37.8,2.19,0.255388,0.195262,0.948939,342,151,60,33,27,0.82,3.3,6.0,6,2.19,4.0,0.1983,0.3926,0.5,0.3797,1.007,1.104
-12.6,-37.8,2.12,0.264652,0.199515,0.947612,338,161,68,36,32,0.97,3.5,5.9,11,2.22,4.45,0.2105,0.3593,0.4828,0.3927,1.0495,1.2351
-12.6,-37.6,2.21,0.252491,0.192322,0.949102,341,138,53,30,23,0.7,3.57,6.0,8,2.22,4.0,0.2154,0.3832,0.5,0.3843,0.9785,1.1252
-12.4,-37.8,1.78,0.27338,0.201528,0.96485,346,159,79,41,38,1.15,3.53,7.0,11,2.26,5.0,0.1986,0.3586,0.557,0.3322,0.949,1.0669
-12.4,-37.6,2.14,0.260133,0.196985,0.949246,333,150,59,31,28,0.85,3.75,6.3,11,2.32,4.65,0.2128,0.3533,0.4448,0.4017,1.055,1.263
-12.4,-37.4,2.24,0.249054,0.188905,0.950421,339,129,50,26,24,0.73,3.17,6.0,8,2.25,4.0,0.1997,0.36,0.3683,0.3842,1.027,1.1561
-12.2,-37.6,1.97,0.268988,0.199839,0.953568,336,153,76,39,37,1.12,3.73,8.6,12,2.22,4.2,0.2169,0.4061,0.5598,0.3432,1.0809,1.1688
-12.2,-37.4,2.19,0.255146,0.193985,0.951332,337,139,54,30,24,0.73,3.75,6.0,8,2.25,4.0,0.2225,0.3635,0.5823,0.3752,0.9923,1.1371
-12.0,-37.4,2.12,0.262948,0.198422,0.952447,337,151,67,38,29,0.88,3.62,9.0,11,2.14,4.6,0.208,0.3573,0.5908,0.3501,0.9475,1.2137
-12.0,-37.2,2.23,0.251289,0.19096,0.952844,340,131,49,26,23,0.7,2.83,5.0,6,2.0,4.0,0.2153,0.3562,0.5786,0.3557,0.9092,1.1009
-11.8,-37.4,2.01,0.269803,0.201015,0.958718,328,156,72,40,32,0.97,3.44,9.45,11,2.09,4.45,0.1886,0.3418,0.5984,0.314,0.9539,1.1532
-11.8,-37.2,2.19,0.255789,0.195055,0.953543,346,142,52,28,24,0.73,3.42,7.7,8,1.96,4.0,0.2153,0.349,0.5864,0.343,0.9154,1.0914
-11.6,-37.4,1.84,0.275946,0.203258,1.072647,344,166,78,35,43,1.3,4.0,10.9,15,2.21,5.0,0.2499,0.4637,0.681,0.4162,1.2137,1.4419
-11.6,-37.2,2.07,0.264692,0.199272,0.953842,339,154,65,38,27,0.82,3.7,8.7,12,2.15,5.0,0.2052,0.3593,0.5702,0.3565,0.9078,1.2337
-11.6,-37.0,2.23,0.252144,0.192599,0.954208,338,134,49,27,22,0.67,2.82,5.0,6,1.91,4.0,0.2122,0.3758,0.586,0.3371,0.9273,1.0644
-11.4,-37.2,1.86,0.273297,0.202991,0.968069,328,160,69,38,31,0.94,3.77,11.5,15,2.13,5.0,0.1972,0.4256,0.5483,0.3373,0.9623,1.0971
-11.4,-37.0,2.19,0.261116,0.197975,0.954439,337,146,57,33,24,0.73,3.58,7.85,13,2.08,5.0,0.222,0.5316,0.5724,0.3715,0.9708,1.1989
-11.4,-36.8,2.26,0.249743,0.190849,0.954895,348,135,46,27,19,0.58,3.05,6.0,6,1.95,4.1,0.2176,0.4149,0.5218,0.3442,0.9911,1.032
-11.2,-37.0,2.0,0.271554,0.202253,0.960072,340,155,67,39,28,0.85,3.89,11.95,14,2.25,5.0,0.2215,0.4562,0.5032,0.3943,1.0241,1.1982
-11.2,-36.8,2.22,0.259547,0.197201,0.955155,342,146,55,34,21,0.64,3.71,7.0,14,2.05,4.0,0.213,0.3901,0.5175,0.3632,1.0273,1.2147
-11.0,-37.0,1.45,0.281625,0.207078,0.969522,355,165,75,45,30,0.91,3.87,11.1,16,2.33,5.0,0.1716,0.3685,0.3827,0.3191,0.7701,1.0125
-11.0,-36.8,2.19,0.271114,0.20147,0.957194,340,157,64,37,27,0.82,3.89,11.2,14,2.11,4.7,0.2356,0.4992,0.5682,0.3954,1.0877,1.3336
-11.0,-36.6,2.24,0.259713,0.196778,0.955646,334,145,54,35,19,0.58,3.89,7.7,14,2.16,4.1,0.2063,0.4383,0.6041,0.3647,1.1115,1.2335
-10.8,-36.8,1.66,0.282496,0.205188,0.970013,340,162,75,45,30,0.91,4.3,14.2,17,2.5,5.55,0.1906,0.3996,0.454,0.3818,0.963,1.0817
-10.8,-36.6,2.11,0.272567,0.199707,0.970858,329,156,64,37,27,0.82,4.3,13.8,15,2.3,5.0,0.2318,0.5267,0.5965,0.4184,1.1062,1.3021
-10.8,-36.4,2.23,0.260456,0.195846,0.957841,336,141,53,32,21,0.64,4.0,8.0,14,2.05,4.0,0.1983,0.4134,0.6046,0.3516,1.0895,1.3328
-10.8,-36.2,2.31,0.24787,0.188413,0.959007,340,125,40,28,12,0.36,4.08,7.35,9,2.33,4.0,0.2274,0.4935,0.5814,0.4018,1.09,1.1549
-10.6,-36.6,1.86,0.282533,0.201982,0.992775,336,168,84,50,34,1.03,4.32,13.05,17,2.56,5.35,0.2178,0.4608,0.5567,0.442,1.2347,1.3308
-10.6,-36.4,2.08,0.271614,0.196731,0.964956,342,162,72,43,29,0.88,4.34,14.4,17,2.52,5.6,0.2297,0.4944,0.6076,0.4669,1.207,1.4128
-10.6,-36.2,2.22,0.261598,0.195147,0.961861,346,154,57,34,23,0.7,3.96,9.0,14,2.0,4.0,0.1979,0.4203,0.6066,0.3539,1.0509,1.4111
-10.6,-36.0,2.32,0.245918,0.186451,0.962179,342,136,43,26,17,0.52,3.53,6.8,10,1.94,4.2,0.2092,0.4347,0.5331,0.3361,1.0819,1.3242
-10.4,-36.2,1.9,0.269956,0.1983,0.986222,356,163,71,41,30,0.91,3.8,7.0,16,2.1,4.0,0.2014,0.358,0.467,0.3556,1.0236,1.2951
-10.4,-36.0,2.23,0.259041,0.19314,0.9649,347,149,57,35,22,0.67,3.82,8.85,15,1.95,3.95,0.2217,0.5417,0.6062,0.3634,1.0288,1.4289
-10.4,-35.8,2.32,0.243985,0.184821,0.965449,350,141,42,25,17,0.52,4.24,8.2,9,2.12,4.2,0.2139,0.438,0.5335,0.3472,1.0525,1.3533
-10.2,-36.0,2.0,0.267635,0.195241,0.982127,348,157,65,35,30,0.91,3.73,8.0,15,2.1,5.0,0.212,0.3919,0.4883,0.3706,1.1231,1.3201
-10.2,-35.8,2.26,0.253947,0.189775,0.967084,354,148,55,33,22,0.67,3.91,9.8,15,1.91,3.95,0.192,0.4135,0.6036,0.3201,0.9498,1.3993
-10.2,-35.6,2.33,0.242115,0.183547,0.968501,357,133,45,29,16,0.48,3.94,7.75,10,2.12,4.25,0.1954,0.3624,0.4215,0.3553,1.049,1.3946
-10.0,-35.8,2.01,0.261726,0.192554,0.976761,354,154,69,36,33,1.0,3.61,10.0,16,1.85,4.4,0.1857,0.418,0.5998,0.2978,1.0184,1.2443
-10.0,-35.6,2.27,0.251656,0.189189,0.970033,353,145,57,35,22,0.67,3.82,8.85,15,1.82,3.95,0.2001,0.4224,0.5922,0.3076,0.9268,1.4002
-10.0,-35.4,2.35,0.239998,0.182,0.971629,349,132,45,28,17,0.52,3.94,8.4,10,1.94,3.4,0.2004,0.3644,0.4385,0.3255,0.9422,1.4178
-9.8,-35.8,2.13,0.266531,0.193949,0.999875,358,153,72,37,35,1.06,3.97,10.8,17,1.94,5.0,0.2071,0.4508,0.6011,0.3335,1.0201,1.5151
-9.8,-35.6,2.19,0.257992,0.190763,0.985671,355,152,66,35,31,0.94,3.71,10.5,15,1.81,4.5,0.1978,0.4584,0.6086,0.3108,1.0455,1.4902
-9.8,-35.4,2.28,0.249121,0.187452,0.975167,351,153,58,35,23,0.7,3.7,9.6,16,1.7,3.0,0.2152,0.4847,0.5928,0.3187,0.9081,1.4651
-9.6,-35.6,1.6,0.264005,0.192467,0.97636,371,156,75,28,47,1.42,4.19,10.0,19,2.11,5.0,0.2026,0.4444,0.7108,0.3736,1.3563,1.8186
-9.6,-35.4,2.13,0.254871,0.188841,0.998751,352,158,67,38,29,0.88,3.66,10.0,16,1.83,4.6,0.189,0.4519,0.6105,0.3128,1.0758,1.4596
-9.6,-35.2,2.26,0.244161,0.18443,0.97664,353,150,54,30,24,0.73,4.08,9.85,16,1.58,3.0,0.1903,0.4011,0.5921,0.2448,0.799,1.3707
-9.4,-35.4,1.52,0.261399,0.191507,0.98601,362,157,69,28,41,1.24,4.22,10.0,18,2.15,5.0,0.1896,0.4414,0.622,0.3467,1.2556,1.3558
-9.4,-35.2,2.15,0.249266,0.186527,0.999125,348,155,62,35,27,0.82,4.15,11.8,16,1.85,4.0,0.1981,0.4443,0.6082,0.3101,0.9464,1.3221
-9.4,-35.0,2.3,0.236885,0.179621,0.976795,358,137,48,29,19,0.58,3.95,6.8,14,2.0,3.2,0.2157,0.4073,0.5669,0.3078,0.8192,1.29
-9.2,-35.2,1.83,0.255292,0.188958,0.966471,365,156,68,36,32,0.97,4.66,11.8,18,2.34,5.0,0.2176,0.4639,0.6405,0.3893,1.2496,1.4582
-9.2,-35.0,2.2,0.243477,0.18341,0.988284,366,159,61,37,24,0.73,4.33,11.55,16,1.79,3.0,0.2165,0.5328,0.6037,0.2959,0.9256,1.2603
-9.2,-34.8,2.34,0.228422,0.172688,0.98029,357,131,39,23,16,0.48,4.44,10.5,12,2.0,3.0,0.2168,0.4097,0.5876,0.3043,0.8725,0.8949
-9.0,-35.0,2.11,0.247749,0.185746,0.996934,347,157,64,42,22,0.67,4.45,8.95,12,2.05,4.9,0.1951,0.3628,0.5532,0.3219,0.9593,1.1238
-9.0,-34.8,2.3,0.234564,0.177705,0.982298,358,150,54,35,19,0.58,3.47,6.0,6,2.05,3.2,0.2079,0.418,0.5759,0.3219,0.8791,1.1695
-8.8,-35.0,1.96,0.253182,0.18851,1.011932,355,158,66,44,22,0.67,4.41,9.0,13,2.14,4.9,0.2,0.3929,0.4826,0.3313,0.9574,0.9973
-8.8,-34.8,2.25,0.239019,0.180763,0.985532,352,155,59,38,21,0.64,3.43,6.0,12,1.86,3.0,0.2201,0.5527,0.6115,0.3001,1.0172,1.101
-8.6,-34.8,2.19,0.242803,0.183494,0.996677,358,158,65,42,23,0.7,4.04,8.9,14,1.96,3.9,0.2218,0.4552,0.5798,0.3388,1.0181,1.3333
-8.6,-34.6,2.34,0.227725,0.172119,0.987626,353,149,56,33,23,0.7,3.91,7.0,8,2.13,4.0,0.23,0.465,0.5976,0.3324,1.0194,1.0599
-8.4,-34.8,1.97,0.246746,0.186156,1.006426,354,162,68,41,27,0.82,4.15,9.4,17,1.93,3.7,0.2027,0.3952,0.4897,0.3027,0.8795,1.3635
-8.4,-34.6,2.29,0.230696,0.174928,0.99164,351,150,53,30,23,0.7,4.04,8.8,9,2.13,4.0,0.2448,0.5041,0.5654,0.3273,0.9395,1.1867
-8.2,-34.8,2.08,0.250896,0.189144,1.019043,354,159,68,39,29,0.88,4.07,9.2,17,1.9,3.6,0.2189,0.4682,0.7194,0.3437,1.1343,1.3827
-8.2,-34.6,2.24,0.234331,0.177795,0.997142,353,166,56,31,25,0.76,4.24,8.0,15,2.16,4.0,0.2385,0.5075,0.5876,0.3231,0.8721,1.3876
