grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,mhws_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_mhws,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-2.2,-43.6,1.78,0.28255,0.215362,1.693864,548,164,75,44,31,0.94,5.32,24.0,32,1.84,5.5,0.2206,0.4549,0.6072,0.3742,1.2204,2.051
-2.2,-43.4,1.88,0.276405,0.209738,1.588325,532,155,65,35,30,0.91,5.47,21.4,31,1.9,5.0,0.2286,0.4782,0.6216,0.3633,0.9115,1.9126
-2.2,-43.2,2.0,0.27048,0.204223,1.467889,543,163,66,34,32,0.97,6.06,23.05,36,1.91,5.35,0.237,0.4859,0.638,0.3728,0.898,2.5334
-2.2,-43.0,2.0,0.264034,0.198098,1.379609,526,164,68,32,36,1.09,6.28,27.0,39,1.97,5.25,0.2416,0.4593,0.6112,0.3786,0.9936,3.1435
-2.2,-42.8,2.07,0.25816,0.192179,1.311034,518,160,65,30,35,1.06,6.57,26.1,40,2.11,6.5,0.256,0.5312,0.6005,0.4109,1.2316,3.1566
-2.2,-42.6,2.16,0.252327,0.186508,1.260312,516,161,57,25,32,0.97,6.59,25.15,41,2.09,7.25,0.2434,0.5322,0.56,0.4109,1.3716,3.0313
-2.0,-44.4,1.05,0.324692,0.252914,2.119696,615,237,136,88,48,1.45,5.23,14.65,39,1.96,5.3,0.2974,0.5194,0.6567,0.4695,1.1051,3.5421
-2.0,-44.2,1.58,0.304075,0.234063,2.059387,573,198,105,67,38,1.15,6.47,21.4,39,2.03,5.45,0.3071,0.5376,0.674,0.5191,1.2969,3.5907
-2.0,-44.0,1.83,0.292367,0.222854,1.952203,562,182,92,57,35,1.06,7.06,25.7,49,2.14,5.5,0.2881,0.546,0.7137,0.533,1.4719,4.5499
-2.0,-43.8,1.92,0.283211,0.21484,1.81853,550,163,81,48,33,1.0,7.15,26.2,49,2.24,6.2,0.279,0.5243,0.7213,0.5367,1.3899,4.1578
-2.0,-43.6,1.99,0.276303,0.208626,1.653825,541,151,68,38,30,0.91,7.13,26.7,46,2.33,6.65,0.2548,0.5031,0.7168,0.5109,1.3683,3.8309
-2.0,-43.4,2.09,0.270076,0.202888,1.510522,540,155,62,34,28,0.85,6.86,25.8,41,2.18,5.95,0.2562,0.5116,0.6772,0.4501,1.0391,2.6903
-2.0,-43.2,2.12,0.264596,0.197471,1.386831,531,158,63,35,28,0.85,7.32,26.45,40,2.32,6.65,0.265,0.545,0.6378,0.4771,1.1576,2.8169
-2.0,-43.0,2.15,0.259102,0.192215,1.292776,525,162,65,32,33,1.0,6.79,25.0,42,2.12,5.6,0.263,0.5797,0.6348,0.4359,1.32,3.1426
-1.8,-44.4,1.13,0.308835,0.238774,2.115749,665,212,126,80,46,1.39,5.78,16.75,40,2.0,4.75,0.2862,0.5554,0.6636,0.4647,1.0735,3.3924
-1.8,-44.2,1.71,0.295949,0.226238,1.995643,583,183,102,63,39,1.18,6.87,20.7,39,2.18,5.4,0.3033,0.5832,0.6958,0.5178,1.3573,3.6753
-1.6,-44.6,0.92,0.293217,0.224869,2.158213,742,210,126,82,44,1.33,6.09,24.25,41,2.25,6.7,0.2952,0.5963,0.6966,0.5344,1.5596,4.0961
-1.6,-44.4,1.2,0.287828,0.219024,2.055282,715,187,104,67,37,1.12,6.84,26.8,41,2.22,5.8,0.278,0.5677,0.6646,0.5089,1.5029,4.1156
-1.6,-44.2,1.72,0.284091,0.214992,1.910045,633,174,92,53,39,1.18,6.72,22.5,48,2.13,8.1,0.2842,0.5744,0.7074,0.4843,1.3072,3.962
-1.4,-48.6,0.2,0.422303,0.328597,1.985584,572,334,112,36,76,2.3,2.91,10.75,17,1.93,5.25,0.2969,0.5172,0.5414,0.561,1.9736,3.3391
-1.4,-45.2,0.94,0.26268,0.196257,2.35151,729,156,77,39,38,1.15,4.95,18.5,27,2.26,6.6,0.4154,0.6488,0.6793,0.8033,2.029,4.3569
-1.4,-45.0,0.95,0.256038,0.189715,2.278717,695,152,81,32,49,1.49,4.8,19.2,36,2.49,7.6,0.4585,0.6697,0.7138,0.9646,2.6576,7.402
-1.4,-44.8,1.1,0.251337,0.185901,2.106728,765,152,78,47,31,0.94,7.16,35.0,41,2.61,9.5,0.3529,0.6828,0.6899,0.7317,2.6191,5.2682
-1.4,-44.6,1.14,0.25635,0.190229,2.091567,769,153,75,49,26,0.79,9.27,35.0,46,2.77,7.25,0.3037,0.5768,0.6541,0.61,1.5802,4.1288
-1.4,-44.4,1.51,0.265953,0.199139,1.9605,687,162,88,53,35,1.06,7.31,26.2,44,2.43,6.6,0.2733,0.5702,0.6921,0.5196,1.3945,3.843
-1.2,-48.6,0.29,0.417965,0.325633,1.974691,461,330,88,37,51,1.55,2.49,7.0,10,1.51,3.5,0.2706,0.5172,0.5517,0.3817,0.8121,1.9761
-1.2,-45.6,1.04,0.257562,0.188484,2.697064,762,151,68,27,41,1.24,4.85,18.0,29,2.22,6.0,0.4668,0.631,0.6448,0.8025,2.1977,4.6735
-1.2,-45.4,1.5,0.256086,0.18836,2.307049,692,146,71,48,23,0.7,6.87,28.7,32,1.65,4.0,0.2581,0.4479,0.6034,0.339,0.8282,1.2845
-1.2,-45.2,1.49,0.25151,0.183768,2.32466,685,147,75,50,25,0.76,7.76,33.0,38,2.04,6.4,0.2737,0.5291,0.6311,0.4211,1.2571,2.3014
-1.2,-45.0,1.48,0.24554,0.177306,2.221353,697,146,72,47,25,0.76,8.4,35.8,43,2.36,8.0,0.2887,0.5546,0.6663,0.4833,1.1521,2.8962
-1.2,-44.8,1.65,0.241658,0.174952,2.11262,649,140,64,38,26,0.79,8.81,38.0,52,2.46,7.0,0.3098,0.5843,0.6959,0.5559,1.239,3.7421
-1.2,-44.6,1.67,0.244229,0.177657,1.98493,654,142,66,39,27,0.82,9.33,37.0,48,2.74,7.8,0.3217,0.5833,0.6934,0.628,1.4248,3.8522
-1.0,-48.4,0.54,0.401977,0.308084,2.034469,480,282,69,27,42,1.27,2.36,6.95,8,1.57,3.95,0.3165,0.5678,0.5828,0.4784,1.139,2.1613
-1.0,-46.0,1.2,0.252693,0.182353,2.291331,781,135,53,27,26,0.79,6.46,29.5,32,2.08,5.5,0.3179,0.6128,0.6189,0.4947,1.4065,1.8451
-1.0,-45.8,1.41,0.247871,0.178646,2.338417,762,134,57,33,24,0.73,7.62,27.5,33,1.92,4.85,0.2621,0.4961,0.5565,0.36,0.8959,1.497
-1.0,-45.6,1.56,0.2425,0.17422,2.30751,731,136,57,33,24,0.73,7.21,24.8,33,1.75,4.85,0.2299,0.4751,0.5714,0.3129,0.8282,1.4972
-1.0,-45.4,1.65,0.2378,0.169282,2.260437,734,129,53,33,20,0.61,8.8,32.15,35,1.85,5.05,0.288,0.5049,0.5842,0.3939,0.9527,1.7224
-1.0,-45.2,1.62,0.23614,0.167455,2.201829,664,137,60,39,21,0.64,10.1,41.0,48,2.14,7.0,0.3161,0.5602,0.6474,0.4889,1.2782,2.4274
-1.0,-45.0,1.61,0.236213,0.167379,2.117339,675,140,64,38,26,0.79,8.85,39.0,48,2.19,6.25,0.3109,0.5763,0.6915,0.4985,1.1745,2.9711
-1.0,-44.8,1.62,0.23426,0.166292,1.995781,675,140,58,33,25,0.76,9.56,41.6,52,2.56,6.6,0.3187,0.6027,0.7109,0.5919,1.2251,3.6547
-1.0,-44.6,1.63,0.232917,0.16552,1.867274,649,134,55,31,24,0.73,10.75,43.85,53,2.96,8.55,0.3322,0.6408,0.7037,0.6458,1.5401,3.8136
-0.8,-48.4,0.72,0.395466,0.302229,2.093857,544,283,81,35,46,1.39,2.24,5.75,7,1.46,3.75,0.2924,0.5673,0.5793,0.4607,1.7784,2.1562
-0.8,-48.2,0.61,0.381385,0.2845,2.140336,572,241,86,28,58,1.76,2.69,8.15,9,1.64,4.0,0.3169,0.544,0.6207,0.4927,1.4632,2.5756
-0.8,-46.6,1.3,0.265004,0.189535,2.371893,751,148,68,44,24,0.73,5.83,19.1,25,2.0,4.0,0.3031,0.6079,0.6543,0.4632,1.4617,1.6186
-0.8,-46.4,1.37,0.252666,0.179902,2.368053,755,134,54,34,20,0.61,7.15,21.15,24,2.05,4.05,0.3259,0.5965,0.7165,0.4744,1.314,1.3733
-0.8,-46.2,1.23,0.244168,0.17353,2.349752,807,130,54,30,24,0.73,6.96,27.65,31,1.96,4.85,0.2768,0.5556,0.5717,0.4021,1.2737,1.3328
-0.8,-46.0,1.41,0.239387,0.16916,2.308008,770,121,51,26,25,0.76,6.96,28.2,30,1.84,4.8,0.269,0.5243,0.5442,0.3789,1.0513,1.4622
-0.8,-45.8,1.54,0.234074,0.164391,2.258378,747,127,55,30,25,0.76,6.32,26.6,29,1.64,4.6,0.2526,0.5028,0.518,0.3305,0.8841,1.4249
-0.8,-45.6,1.6,0.230229,0.160677,2.191007,732,124,50,26,24,0.73,6.33,20.95,30,1.46,3.7,0.2433,0.4684,0.5072,0.2802,0.787,1.1975
-0.8,-45.4,1.6,0.228322,0.158807,2.126663,720,119,50,30,20,0.61,7.9,24.9,42,1.6,3.2,0.2761,0.4991,0.515,0.3237,0.8719,0.9708
-0.6,-48.4,0.91,0.384833,0.293061,2.153095,584,271,83,37,46,1.39,1.96,6.5,7,1.48,3.0,0.3428,0.569,0.6069,0.4752,1.2855,1.9148
-0.6,-48.2,0.938,0.369094,0.267368,2.145264,598,214,86,37,49,1.49,2.84,6.6,8,1.88,4.0,0.3282,0.5634,0.6214,0.5441,1.4392,1.7681
-0.6,-48.0,0.78,0.348338,0.244063,2.238664,656,186,85,43,42,1.27,4.21,11.85,15,2.12,5.0,0.3473,0.5891,0.6128,0.649,1.57,2.5268
-0.6,-47.2,1.13,0.281838,0.197097,2.303891,712,129,69,45,24,0.73,5.42,17.25,21,2.12,4.85,0.3049,0.5916,0.7416,0.5348,1.3264,2.8434
-0.6,-47.0,1.49,0.268123,0.185737,2.316853,598,136,64,41,23,0.7,6.0,16.9,21,2.57,5.9,0.3546,0.6922,0.7316,0.6449,1.9812,2.3346
-0.6,-46.8,1.54,0.25583,0.177755,2.333717,652,132,63,42,21,0.64,6.95,18.0,19,2.57,5.0,0.3443,0.6123,0.731,0.6168,1.4762,2.2889
-0.6,-46.6,1.52,0.247269,0.172401,2.321267,733,133,59,36,23,0.7,6.61,15.9,27,2.0,4.0,0.3028,0.5869,0.7238,0.4478,1.3473,1.4043
-0.6,-46.4,1.54,0.23987,0.167372,2.293634,745,127,48,26,22,0.67,7.55,20.7,29,1.91,4.0,0.2991,0.5861,0.6892,0.4124,1.2486,1.3241
-0.6,-46.2,1.51,0.234561,0.162845,2.247503,782,124,53,28,25,0.76,7.28,25.4,31,1.92,4.8,0.2632,0.5547,0.5872,0.3682,1.1073,1.6542
-0.6,-46.0,1.51,0.230952,0.159449,2.189546,795,121,59,32,27,0.82,6.7,25.6,31,1.67,4.4,0.2624,0.5125,0.5353,0.3506,0.972,1.7686
-0.4,-48.2,1.08,0.353369,0.25183,2.056935,663,183,74,34,40,1.21,2.98,7.05,9,1.85,4.0,0.3036,0.5864,0.6,0.5234,1.519,2.1017
-0.4,-48.0,1.23,0.331761,0.231063,2.04614,643,155,69,34,35,1.06,4.14,10.6,13,2.31,5.3,0.3019,0.5664,0.5903,0.5851,1.5185,2.3836
-0.4,-47.8,1.37,0.314042,0.215824,2.118183,622,139,73,39,34,1.03,5.32,15.35,22,2.59,6.0,0.3212,0.5999,0.6834,0.676,1.8343,2.8404
-0.4,-47.6,1.47,0.296753,0.203116,2.169742,617,124,70,39,31,0.94,5.74,19.0,22,2.74,7.0,0.3341,0.6465,0.7264,0.7199,2.0564,2.5232
-0.4,-47.4,1.57,0.280379,0.191846,2.199982,572,120,63,37,26,0.79,7.04,21.5,25,3.04,7.25,0.3693,0.6461,0.7986,0.8201,2.6033,2.8937
-0.4,-47.2,1.61,0.266681,0.182594,2.221999,558,126,61,34,27,0.82,6.11,17.0,23,2.78,7.4,0.3604,0.685,0.7631,0.7156,2.3488,2.9049
-0.4,-47.0,1.63,0.254573,0.174204,2.231603,593,125,58,35,23,0.7,6.17,13.9,21,2.78,7.0,0.3842,0.6191,0.7241,0.6952,2.0688,2.3566
-0.4,-46.8,1.6,0.244735,0.167724,2.232091,642,115,55,31,24,0.73,5.71,15.55,20,2.42,4.85,0.3383,0.6074,0.7402,0.5627,1.494,2.2525
-0.4,-46.6,1.53,0.238528,0.164082,2.210888,699,122,59,36,23,0.7,6.7,17.0,22,2.04,4.0,0.3149,0.585,0.7113,0.4738,1.3467,1.4241
-0.2,-49.6,0.31,0.476692,0.370453,1.819501,573,406,120,46,74,2.24,2.43,7.0,12,1.59,4.0,0.2075,0.5116,0.5308,0.3334,0.9381,2.2489
-0.2,-48.4,0.85,0.364241,0.259119,1.980093,701,188,75,34,41,1.24,3.49,9.0,12,2.12,5.0,0.3153,0.5897,0.6102,0.5569,1.2137,3.2752
-0.2,-48.2,1.0,0.342301,0.238683,1.938727,680,151,72,37,35,1.06,4.43,11.6,16,2.66,7.3,0.3342,0.5772,0.6115,0.7133,1.9785,3.6352
-0.2,-48.0,1.37,0.319333,0.221328,2.048289,621,146,71,37,34,1.03,4.56,11.35,18,2.24,4.35,0.3202,0.5512,0.6593,0.5932,1.6223,2.6652
-0.2,-47.8,1.54,0.300208,0.206332,2.083714,585,136,76,41,35,1.06,5.0,14.3,23,2.43,5.3,0.3169,0.6004,0.7362,0.65,1.9333,2.8532
-0.2,-47.6,1.6,0.283073,0.193605,2.106833,576,123,66,35,31,0.94,5.42,17.0,23,2.58,6.5,0.3439,0.6666,0.7887,0.6909,2.1231,2.6932
-0.2,-47.4,1.68,0.268252,0.183301,2.125385,567,121,59,31,28,0.85,6.46,21.3,25,2.82,7.3,0.3466,0.6743,0.8456,0.7447,2.2662,2.8862
-0.2,-47.2,1.72,0.256556,0.175094,2.126154,539,135,62,35,27,0.82,5.67,14.7,25,2.78,7.7,0.3607,0.6319,0.7172,0.7314,2.2271,2.937
-0.0,-50.4,0.24,0.532853,0.422092,1.591697,643,522,218,60,158,4.79,2.73,8.15,19,1.96,5.15,0.1779,0.4244,0.5188,0.3269,1.0818,2.3613
-0.0,-50.2,0.21,0.517411,0.409617,1.44763,588,495,171,47,124,3.76,2.19,6.0,9,1.8,5.0,0.1723,0.3732,0.4949,0.3035,1.1659,1.6198
-0.0,-50.0,0.24,0.500809,0.395767,1.418273,565,469,150,35,115,3.49,1.99,6.3,11,1.55,4.0,0.1796,0.4013,0.5103,0.2776,0.7839,1.7604
-0.0,-49.2,0.77,0.433487,0.326816,2.066449,641,328,164,69,95,2.88,2.76,6.3,14,1.81,4.0,0.2732,0.5552,0.6138,0.4739,1.6912,2.4927
-0.0,-49.0,0.79,0.411084,0.304028,1.885441,720,289,146,63,83,2.52,2.82,7.9,12,1.8,4.0,0.2594,0.5402,0.5897,0.4327,1.4983,2.2635
-0.0,-48.8,0.82,0.392162,0.284761,1.802426,737,243,118,56,62,1.88,3.23,8.9,20,2.02,4.95,0.2642,0.5169,0.5828,0.483,1.4846,3.4404
-0.0,-48.6,0.9,0.374585,0.266646,1.77823,716,205,100,44,56,1.7,3.82,11.25,22,2.36,5.25,0.2842,0.5335,0.5877,0.5554,1.7311,3.852
-0.0,-48.4,1.07,0.353879,0.246931,1.796789,667,168,82,40,42,1.27,4.45,13.95,25,2.57,6.9,0.3034,0.5697,0.6345,0.6309,2.2433,3.6942
-0.0,-48.2,1.35,0.329955,0.227705,1.827063,610,148,79,41,38,1.15,5.08,14.45,24,2.79,6.6,0.3381,0.6371,0.6582,0.7514,2.7115,3.4406
0.2,-50.6,0.37,0.54469,0.431991,2.161073,488,543,191,74,117,3.55,2.42,7.2,11,1.74,4.0,0.2121,0.5,0.5414,0.3903,1.228,2.0673
0.2,-49.6,0.65,0.457478,0.355506,2.240734,631,402,196,38,158,4.79,2.01,5.0,8,1.68,4.0,0.3371,0.5316,0.7621,0.5555,1.4878,3.2296
0.2,-49.4,0.94,0.438038,0.334045,2.375641,616,347,182,83,99,3.0,2.81,7.0,15,1.96,4.0,0.2948,0.5804,0.8586,0.5517,1.7508,2.298
0.2,-49.2,1.23,0.417197,0.313647,2.046903,599,307,149,70,79,2.39,3.06,7.3,15,1.97,4.1,0.3027,0.6117,0.8241,0.5431,1.684,2.4573
0.2,-49.0,1.18,0.398755,0.294285,1.88403,623,272,135,63,72,2.18,3.25,7.9,20,2.07,4.45,0.2895,0.5793,0.7448,0.5333,1.5693,2.9045
0.2,-48.8,1.18,0.381519,0.276251,1.726858,634,233,113,58,55,1.67,3.67,12.0,22,2.35,5.6,0.2921,0.5197,0.6703,0.5698,1.5672,2.7671
0.2,-48.6,1.33,0.363564,0.258098,1.624536,600,200,103,51,52,1.58,4.17,12.9,25,2.46,5.9,0.2977,0.5436,0.5713,0.5982,1.7834,3.0792
0.4,-50.0,0.59,0.489395,0.387932,2.706483,648,465,217,40,177,5.36,1.95,5.0,10,1.71,4.0,0.1973,0.3992,0.5069,0.3188,0.8314,2.0518
0.4,-49.8,0.71,0.4717,0.369455,2.650299,608,434,210,69,141,4.27,2.28,6.0,10,1.67,4.0,0.3464,0.5552,1.0,0.5585,1.4108,2.1641
0.4,-49.6,0.91,0.447104,0.346721,2.932899,591,391,200,98,102,3.09,2.64,6.0,13,1.81,4.0,0.3283,0.5897,1.0,0.5724,1.6684,2.3728
0.4,-49.4,1.36,0.422996,0.322012,2.322104,548,333,165,86,79,2.39,3.06,7.0,15,1.97,4.0,0.3235,0.6323,0.9793,0.5758,1.6701,2.61
0.4,-49.2,1.41,0.404161,0.303104,1.993445,549,294,140,69,71,2.15,3.49,9.5,15,2.2,5.0,0.3275,0.6159,0.8759,0.6131,1.8401,2.4105
0.4,-29.4,2.3,0.112547,0.046954,0.974593,492,117,37,15,22,0.67,4.91,12.9,14,2.14,4.95,0.2145,0.4241,0.4637,0.341,0.7692,0.8689
0.6,-50.4,0.37,0.523436,0.416202,2.450685,607,522,265,122,143,4.33,2.34,7.0,15,1.66,3.9,0.2232,0.5172,0.6172,0.3817,1.4305,2.5013
0.6,-50.2,0.62,0.505011,0.402265,2.707793,654,512,260,156,104,3.15,2.12,6.7,14,1.55,3.85,0.2541,0.5271,0.5665,0.4078,1.2837,2.2604
0.6,-50.0,1.03,0.482803,0.383787,2.741855,611,478,237,110,127,3.85,2.2,5.0,14,1.57,3.0,0.2856,0.5566,0.6345,0.4403,1.2378,2.7071
0.6,-49.8,1.19,0.460312,0.362689,2.822521,588,437,222,110,112,3.39,2.39,6.0,12,1.63,3.0,0.312,0.5824,1.0,0.4845,1.4833,2.2141
0.6,-49.6,1.31,0.43382,0.336519,2.774897,557,380,190,117,73,2.21,2.82,7.4,13,1.86,4.0,0.3424,0.6329,1.0,0.5697,1.64,2.444
0.6,-49.4,1.42,0.41093,0.312836,2.212441,554,325,155,83,72,2.18,3.24,8.45,16,2.11,5.0,0.3318,0.6378,1.0,0.6187,1.9104,2.6333
0.6,-49.2,1.47,0.394217,0.295542,1.885744,537,290,137,72,65,1.97,3.45,10.4,15,2.18,5.0,0.3074,0.5701,0.9207,0.5908,1.6445,2.2395
0.6,-29.8,2.29,0.117714,0.051108,0.981688,498,119,36,13,23,0.7,5.04,11.9,15,2.09,4.9,0.2237,0.42,0.5451,0.3437,0.8709,0.9195
0.6,-29.6,2.29,0.116632,0.050122,0.977485,494,120,38,14,24,0.73,4.71,11.85,14,2.08,4.85,0.2185,0.4128,0.5006,0.3448,0.8166,0.958
0.6,-29.4,2.29,0.115492,0.04914,0.972691,498,121,37,14,23,0.7,4.91,11.9,14,2.17,4.9,0.2136,0.4169,0.46,0.3382,0.7595,0.9649
0.6,-29.2,2.29,0.114586,0.04816,0.967305,498,129,38,13,25,0.76,4.72,12.6,15,2.0,4.0,0.2087,0.4094,0.4264,0.3129,0.6968,0.9792
0.6,-29.0,2.29,0.113395,0.047173,0.961858,500,136,42,14,28,0.85,4.46,12.95,15,1.89,4.0,0.1991,0.3793,0.4247,0.2936,0.6731,0.9849
0.8,-50.2,0.51,0.500019,0.397642,2.668332,674,506,272,153,119,3.61,2.34,7.1,16,1.58,3.1,0.2596,0.5303,0.5793,0.4265,1.3675,2.3726
0.8,-50.0,0.73,0.476992,0.380305,2.687402,642,490,270,161,109,3.3,2.36,7.0,15,1.59,4.0,0.2555,0.529,0.5848,0.4145,1.4015,2.4065
0.8,-49.8,1.16,0.45028,0.357923,2.518836,602,451,240,154,86,2.61,2.36,6.0,12,1.6,3.0,0.2759,0.524,0.5718,0.4188,1.0185,1.4664
0.8,-49.6,1.31,0.421679,0.327364,2.269683,547,362,181,110,71,2.15,2.99,8.0,13,1.97,4.0,0.2642,0.5605,0.9793,0.4868,1.4716,2.3192
0.8,-49.4,1.42,0.401093,0.306025,1.970476,533,317,162,97,65,1.97,3.26,9.0,15,2.14,5.0,0.2915,0.5651,0.9656,0.5452,1.4919,2.2992
0.8,-29.8,2.29,0.121381,0.05354,0.977844,491,124,39,14,25,0.76,4.56,11.8,15,2.12,4.8,0.2166,0.4094,0.5353,0.3374,0.8631,0.9509
0.8,-29.6,2.29,0.120277,0.052568,0.974479,488,123,38,13,25,0.76,4.68,12.0,16,2.08,4.8,0.2088,0.4045,0.4904,0.3239,0.7979,0.9601
0.8,-29.4,2.28,0.119205,0.051603,0.970512,500,124,42,17,25,0.76,4.76,12.6,16,2.0,4.8,0.2093,0.4047,0.4529,0.3223,0.7473,0.9832
0.8,-29.2,2.29,0.118424,0.050636,0.964515,493,132,39,16,23,0.7,5.09,13.7,15,2.13,5.0,0.2154,0.4084,0.4168,0.3354,0.6906,1.1
0.8,-29.0,2.29,0.117313,0.04967,0.958609,500,138,41,15,26,0.79,4.73,14.0,16,2.0,4.75,0.2066,0.3723,0.418,0.3093,0.6631,1.0872
1.0,-50.0,0.57,0.472427,0.375843,2.617953,670,493,277,173,104,3.15,2.28,7.0,14,1.62,3.0,0.248,0.4968,0.5448,0.4028,1.3055,2.2753
1.0,-49.8,1.03,0.440062,0.349217,2.164499,577,458,230,157,73,2.21,2.55,7.0,11,1.62,3.0,0.2032,0.4059,0.474,0.3213,0.7656,1.2584
1.0,-49.6,1.31,0.411439,0.319382,1.948816,497,357,158,99,59,1.79,3.68,12.1,14,2.07,4.1,0.2146,0.4408,0.8238,0.4185,1.1506,2.1377
1.0,-29.8,2.288,0.125126,0.056222,0.971587,484,130,38,14,24,0.73,4.58,12.85,15,1.96,4.85,0.2126,0.4002,0.5266,0.3079,0.8649,0.9548
1.0,-29.6,2.28,0.124076,0.05526,0.966033,494,140,43,17,26,0.79,4.58,13.0,17,1.96,5.0,0.2061,0.396,0.4882,0.3125,0.7977,1.0798
1.0,-29.4,2.28,0.123161,0.054311,0.960863,499,137,43,18,25,0.76,4.72,12.8,16,2.04,5.0,0.2058,0.3967,0.4504,0.3187,0.7463,1.0901
1.0,-29.2,2.28,0.122318,0.053364,0.957653,496,130,40,16,24,0.73,5.04,14.4,16,2.08,5.0,0.2126,0.398,0.4132,0.3297,0.694,1.0969
1.0,-29.0,2.28,0.121403,0.052413,0.953805,503,134,39,15,24,0.73,5.0,14.55,16,2.12,5.0,0.2136,0.4066,0.4149,0.3363,0.8896,1.0861
1.2,-49.8,0.93,0.424447,0.335301,1.873005,457,429,168,128,40,1.21,3.9,12.05,17,1.6,3.0,0.1443,0.2579,0.3431,0.2196,0.5144,0.8123
1.2,-49.6,1.44,0.39967,0.309401,1.741465,438,350,145,100,45,1.36,4.53,13.0,16,2.0,4.0,0.2151,0.3886,0.789,0.394,0.8781,1.3474
1.2,-29.6,2.28,0.128478,0.058197,0.962875,495,131,43,17,26,0.79,4.5,13.0,15,2.0,5.0,0.2056,0.3876,0.4901,0.3077,0.8249,1.0631
1.2,-29.4,2.28,0.127501,0.057255,0.957874,494,129,43,17,26,0.79,4.46,13.5,15,2.0,5.0,0.1988,0.3877,0.4453,0.3101,0.7428,1.0607
1.2,-29.2,2.28,0.126649,0.056331,0.953435,492,138,40,16,24,0.73,4.92,14.55,16,2.08,5.0,0.2113,0.3963,0.4081,0.3246,0.6872,1.0661
1.4,-49.8,1.36,0.400674,0.314324,1.897521,392,372,136,87,49,1.49,4.18,13.8,16,2.08,4.6,0.2354,0.4312,0.8521,0.451,1.1951,1.7359
1.4,-49.6,1.56,0.380855,0.292287,1.718871,387,327,130,74,56,1.7,4.27,13.0,16,2.32,5.0,0.2701,0.4981,0.8852,0.553,1.4659,1.9948
1.6,-49.8,1.56,0.369454,0.282784,2.154327,369,304,122,60,62,1.88,4.4,13.95,19,2.5,5.0,0.3375,0.5985,0.8069,0.7684,2.13,2.4867
1.6,-49.6,1.68,0.35726,0.269275,1.897992,370,283,112,47,65,1.97,4.23,13.0,20,2.71,7.0,0.3426,0.6431,0.7988,0.813,2.4928,3.291
1.8,-50.0,1.57,0.34962,0.258355,3.574155,351,270,128,53,75,2.27,4.24,15.0,21,2.6,6.3,0.3926,0.6379,0.918,0.9557,2.8042,3.8983
1.8,-49.8,1.8,0.342766,0.249279,2.60935,351,247,113,39,74,2.24,4.11,13.7,16,2.49,6.35,0.3655,0.6564,0.7272,0.8348,2.4711,3.3702
1.8,-49.6,1.81,0.335225,0.245384,2.124809,348,238,98,30,68,2.06,4.12,13.95,24,2.69,6.65,0.3311,0.6391,0.7083,0.8168,2.6843,5.2098
2.0,-50.2,1.71,0.345702,0.254959,4.067557,333,262,121,63,58,1.76,4.66,14.15,17,2.53,5.0,0.4073,0.6453,0.6941,0.9533,2.6504,2.8862
2.0,-50.0,1.86,0.331736,0.237464,3.433067,332,237,108,42,66,2.0,4.45,14.75,16,2.58,5.75,0.3895,0.6552,0.6932,0.9012,2.6856,3.1984
2.0,-49.8,1.93,0.321787,0.227111,2.766639,337,213,96,34,62,1.88,4.48,14.0,17,2.73,7.0,0.3717,0.6509,0.6862,0.9099,2.743,3.7413
2.0,-49.6,1.91,0.312864,0.221994,2.301553,335,197,86,34,52,1.58,4.75,15.0,26,2.71,7.45,0.3309,0.6005,0.6655,0.8146,2.601,4.3113
2.2,-50.6,0.91,0.348307,0.253006,4.332241,351,285,136,71,65,1.97,4.54,14.0,17,2.57,5.0,0.3582,0.5779,0.5897,0.8498,2.1886,2.6754
2.2,-50.4,1.42,0.338169,0.24632,4.080478,344,250,123,71,52,1.58,5.25,14.45,17,2.63,5.0,0.3821,0.6084,0.6207,0.8904,2.1721,2.7126
2.2,-50.2,1.89,0.327952,0.23742,3.660358,332,230,100,50,50,1.52,5.16,14.55,16,2.58,5.0,0.3892,0.6536,0.6724,0.8985,2.4788,2.9087
2.2,-50.0,1.98,0.314097,0.219998,3.189866,324,201,85,37,48,1.45,5.42,14.3,17,2.88,5.65,0.3786,0.6525,0.6828,0.9519,2.5976,3.4588
2.4,-50.6,1.69,0.334835,0.242853,4.132748,339,253,117,63,54,1.64,4.69,14.0,17,2.46,5.0,0.4066,0.6345,0.6448,0.8845,2.3379,2.9023
2.4,-50.4,1.89,0.323283,0.233849,3.834614,333,228,95,46,49,1.49,4.94,13.6,16,2.49,5.0,0.4014,0.6501,0.6724,0.8591,2.4911,2.8782
2.4,-50.2,1.98,0.31012,0.220121,3.39471,328,208,81,36,45,1.36,5.47,14.0,15,2.6,5.0,0.3673,0.6414,0.6897,0.8475,2.4213,2.8737
2.6,-50.8,1.22,0.330021,0.239172,3.767275,375,260,129,74,55,1.67,4.31,14.3,15,2.15,4.3,0.3436,0.5724,0.5862,0.6752,1.8534,2.2936
