grid_lat,grid_lon,i_lat,i_lon,hs_q90,ssh_total_mean,ssh_total_q90,ssh_total_anomaly_q90,ssh_total_q90_minus_mean,threshold_translation_error,catalog_thr_ssh_total_abs,catalog_ssh_total_episode_count,ssh_total_exceedance_day_count,ssh_total_anomaly_exceedance_day_count,ssh_total_episode_count,ssh_total_anomaly_episode_count,ssh_total_mask_difference_day_count,compound_day_count_raw_ssh_total,compound_day_count_ssh_total_anomaly,compound_event_count_raw_ssh_total,compound_event_count_ssh_total_anomaly,delta_ssh_total_exceedance_day_count,delta_ssh_total_episode_count,delta_compound_day_count,delta_compound_event_count,delta_catalog_vs_recomputed_ssh_total_episode_count,ssh_total_episode_count_annual_mean,ssh_total_anomaly_episode_count_annual_mean,compound_event_count_raw_ssh_total_annual_mean,compound_event_count_ssh_total_anomaly_annual_mean
-22.4,-41.0,63,70,2.55,0.514993,0.733415,0.218422,0.218422,0.0,0.733415,426,1206,1206,426,426,0,284,284,159,159,0,0,0,0,0,12.909090909090908,12.909090909090908,4.818181818181818,4.818181818181818
-22.4,-40.8,63,71,2.66,0.529361,0.737362,0.208001,0.208001,0.0,0.737362,407,1206,1206,407,407,0,233,233,134,134,0,0,0,0,0,12.333333333333334,12.333333333333334,4.0606060606060606,4.0606060606060606
-22.2,-41.4,64,68,1.35,0.50515,0.754109,0.24896,0.24896,0.0,0.754109,466,1206,1206,466,466,0,324,324,179,179,0,0,0,0,0,14.121212121212121,14.121212121212121,5.424242424242424,5.424242424242424
-22.2,-41.2,64,69,2.13,0.504571,0.751531,0.24696,0.24696,-0.0,0.751531,468,1206,1206,468,468,0,327,327,177,177,0,0,0,0,0,14.181818181818182,14.181818181818182,5.363636363636363,5.363636363636363
-22.2,-41.0,64,70,2.38,0.513796,0.749524,0.235728,0.235728,-0.0,0.749524,455,1206,1206,455,455,0,308,308,174,174,0,0,0,0,0,13.787878787878787,13.787878787878787,5.2727272727272725,5.2727272727272725
-22.2,-40.8,64,71,2.54,0.526841,0.7513,0.22446,0.22446,0.0,0.7513,437,1206,1206,437,437,0,266,266,159,159,0,0,0,0,0,13.242424242424242,13.242424242424242,4.818181818181818,4.818181818181818
-22.2,-40.6,64,72,2.62,0.533107,0.7483,0.215194,0.215194,0.0,0.7483,414,1206,1206,414,414,0,238,238,139,139,0,0,0,0,0,12.545454545454545,12.545454545454545,4.212121212121212,4.212121212121212
-22.0,-40.8,65,71,2.27,0.545566,0.786972,0.241405,0.241405,0.0,0.786972,458,1206,1206,458,458,0,266,266,163,163,0,0,0,0,0,13.878787878787879,13.878787878787879,4.9393939393939394,4.9393939393939394
-22.0,-40.6,65,72,2.48,0.542989,0.77361,0.230621,0.230621,0.0,0.77361,439,1206,1206,439,439,0,256,256,151,151,0,0,0,0,0,13.303030303030303,13.303030303030303,4.575757575757576,4.575757575757576
-21.8,-40.8,66,71,1.928,0.580049,0.82863,0.248581,0.248581,0.0,0.82863,449,1206,1206,449,449,0,209,209,137,137,0,0,0,0,0,13.606060606060606,13.606060606060606,4.151515151515151,4.151515151515151
-21.8,-40.6,66,72,2.28,0.575742,0.812891,0.237149,0.237149,-0.0,0.812891,436,1206,1206,436,436,0,223,223,135,135,0,0,0,0,0,13.212121212121213,13.212121212121213,4.090909090909091,4.090909090909091
-21.6,-40.8,67,71,1.81,0.603465,0.854361,0.250895,0.250895,0.0,0.854361,445,1206,1206,445,445,0,165,165,110,110,0,0,0,0,0,13.484848484848484,13.484848484848484,3.3333333333333335,3.3333333333333335
-21.6,-40.6,67,72,2.16,0.601273,0.838866,0.237594,0.237594,0.0,0.838866,417,1206,1206,417,417,0,189,189,116,116,0,0,0,0,0,12.636363636363637,12.636363636363637,3.515151515151515,3.515151515151515
-21.4,-40.8,68,71,1.73,0.608927,0.864315,0.255388,0.255388,0.0,0.864315,443,1206,1206,443,443,0,158,158,104,104,0,0,0,0,0,13.424242424242424,13.424242424242424,3.1515151515151514,3.1515151515151514
-21.4,-40.6,68,72,2.02,0.605447,0.846902,0.241455,0.241455,0.0,0.846902,417,1206,1206,417,417,0,183,183,113,113,0,0,0,0,0,12.636363636363637,12.636363636363637,3.4242424242424243,3.4242424242424243
-21.2,-40.8,69,71,1.658,0.606759,0.867981,0.261222,0.261222,0.0,0.867981,452,1206,1206,452,452,0,154,154,100,100,0,0,0,0,0,13.696969696969697,13.696969696969697,3.0303030303030303,3.0303030303030303
-21.2,-40.6,69,72,1.86,0.606579,0.852214,0.245635,0.245635,-0.0,0.852214,423,1206,1206,423,423,0,182,182,116,116,0,0,0,0,0,12.818181818181818,12.818181818181818,3.515151515151515,3.515151515151515
-21.2,-40.4,69,73,2.13,0.612828,0.839679,0.226851,0.226851,-0.0,0.839679,385,1206,1206,385,385,0,171,171,100,100,0,0,0,0,0,11.666666666666666,11.666666666666666,3.0303030303030303,3.0303030303030303
-21.0,-40.8,70,71,1.47,0.604699,0.86877,0.264071,0.264071,0.0,0.86877,455,1206,1206,455,455,0,183,183,112,112,0,0,0,0,0,13.787878787878787,13.787878787878787,3.393939393939394,3.393939393939394
-21.0,-40.6,70,72,1.68,0.61043,0.859358,0.248928,0.248928,0.0,0.859358,425,1206,1206,425,425,0,194,194,121,121,0,0,0,0,0,12.878787878787879,12.878787878787879,3.6666666666666665,3.6666666666666665
-21.0,-40.4,70,73,2.02,0.614491,0.846774,0.232282,0.232282,-0.0,0.846774,387,1206,1206,387,387,0,186,186,110,110,0,0,0,0,0,11.727272727272727,11.727272727272727,3.3333333333333335,3.3333333333333335
-21.0,-40.2,70,74,2.29,0.630955,0.852334,0.221379,0.221379,0.0,0.852334,363,1206,1206,363,363,0,146,146,86,86,0,0,0,0,0,11.0,11.0,2.606060606060606,2.606060606060606
-21.0,-29.4,70,128,2.93,0.604459,0.797408,0.192948,0.192948,0.0,0.797408,341,1206,1206,341,341,0,86,86,55,55,0,0,0,0,0,10.333333333333334,10.333333333333334,1.6666666666666667,1.6666666666666667
-21.0,-29.2,70,129,2.93,0.59817,0.789574,0.191404,0.191404,0.0,0.789574,342,1206,1206,342,342,0,85,85,54,54,0,0,0,0,0,10.363636363636363,10.363636363636363,1.6363636363636365,1.6363636363636365
-20.8,-40.4,71,73,1.86,0.610599,0.849458,0.238859,0.238859,0.0,0.849458,399,1206,1206,399,399,0,198,198,112,112,0,0,0,0,0,12.090909090909092,12.090909090909092,3.393939393939394,3.393939393939394
-20.8,-40.2,71,74,2.16,0.62537,0.852972,0.227602,0.227602,-0.0,0.852972,369,1206,1206,369,369,0,172,172,99,99,0,0,0,0,0,11.181818181818182,11.181818181818182,3.0,3.0
-20.8,-40.0,71,75,2.39,0.651599,0.872373,0.220774,0.220774,0.0,0.872373,362,1206,1206,362,362,0,141,141,82,82,0,0,0,0,0,10.969696969696969,10.969696969696969,2.484848484848485,2.484848484848485
-20.8,-29.6,71,127,2.92,0.616771,0.814461,0.197689,0.197689,0.0,0.814461,343,1206,1206,343,343,0,90,90,57,57,0,0,0,0,0,10.393939393939394,10.393939393939394,1.7272727272727273,1.7272727272727273
-20.8,-29.4,71,128,2.92,0.610971,0.806496,0.195525,0.195525,0.0,0.806496,341,1206,1206,341,341,0,86,86,55,55,0,0,0,0,0,10.333333333333334,10.333333333333334,1.6666666666666667,1.6666666666666667
-20.8,-29.2,71,129,2.92,0.603272,0.79741,0.194138,0.194138,0.0,0.79741,347,1206,1206,347,347,0,81,81,51,51,0,0,0,0,0,10.515151515151516,10.515151515151516,1.5454545454545454,1.5454545454545454
-20.8,-29.0,71,130,2.92,0.597209,0.788956,0.191747,0.191747,0.0,0.788956,345,1206,1206,345,345,0,82,82,50,50,0,0,0,0,0,10.454545454545455,10.454545454545455,1.5151515151515151,1.5151515151515151
-20.8,-28.8,71,131,2.92,0.592779,0.783872,0.191093,0.191093,-0.0,0.783872,350,1206,1206,350,350,0,81,81,51,51,0,0,0,0,0,10.606060606060606,10.606060606060606,1.5454545454545454,1.5454545454545454
-20.8,-28.6,71,132,2.92,0.589462,0.780479,0.191018,0.191018,-0.0,0.780479,348,1206,1206,348,348,0,75,75,46,46,0,0,0,0,0,10.545454545454545,10.545454545454545,1.393939393939394,1.393939393939394
-20.6,-40.4,72,73,1.57,0.60186,0.850057,0.248197,0.248197,0.0,0.850057,417,1206,1206,417,417,0,204,204,118,118,0,0,0,0,0,12.636363636363637,12.636363636363637,3.5757575757575757,3.5757575757575757
-20.6,-40.2,72,74,1.94,0.621414,0.856196,0.234782,0.234782,-0.0,0.856196,385,1206,1206,385,385,0,195,195,109,109,0,0,0,0,0,11.666666666666666,11.666666666666666,3.303030303030303,3.303030303030303
-20.6,-40.0,72,75,2.27,0.648487,0.874547,0.22606,0.22606,0.0,0.874547,365,1206,1206,365,365,0,153,153,88,88,0,0,0,0,0,11.06060606060606,11.06060606060606,2.6666666666666665,2.6666666666666665
-20.6,-29.8,72,126,2.91,0.62686,0.829595,0.202736,0.202736,0.0,0.829595,346,1206,1206,346,346,0,86,86,55,55,0,0,0,0,0,10.484848484848484,10.484848484848484,1.6666666666666667,1.6666666666666667
-20.6,-29.6,72,127,2.91,0.623296,0.824055,0.200758,0.200758,-0.0,0.824055,345,1206,1206,345,345,0,87,87,56,56,0,0,0,0,0,10.454545454545455,10.454545454545455,1.696969696969697,1.696969696969697
-20.6,-29.4,72,128,2.91,0.618489,0.817443,0.198954,0.198954,-0.0,0.817443,344,1206,1206,344,344,0,85,85,53,53,0,0,0,0,0,10.424242424242424,10.424242424242424,1.606060606060606,1.606060606060606
-20.6,-29.2,72,129,2.91,0.613694,0.810839,0.197145,0.197145,0.0,0.810839,344,1207,1207,344,344,0,79,79,49,49,0,0,0,0,0,10.424242424242424,10.424242424242424,1.4848484848484849,1.4848484848484849
-20.6,-29.0,72,130,2.91,0.604686,0.799921,0.195235,0.195235,0.0,0.799921,346,1206,1206,346,346,0,77,77,46,46,0,0,0,0,0,10.484848484848484,10.484848484848484,1.393939393939394,1.393939393939394
-20.6,-28.8,72,131,2.91,0.597096,0.790823,0.193727,0.193727,0.0,0.790823,356,1206,1206,356,356,0,78,78,48,48,0,0,0,0,0,10.787878787878787,10.787878787878787,1.4545454545454546,1.4545454545454546
-20.6,-28.6,72,132,2.92,0.594352,0.788512,0.19416,0.19416,-0.0,0.788512,352,1206,1206,352,352,0,75,75,46,46,0,0,0,0,0,10.666666666666666,10.666666666666666,1.393939393939394,1.393939393939394
-20.4,-40.2,73,74,1.65,0.618823,0.860408,0.241585,0.241585,-0.0,0.860408,385,1206,1206,385,385,0,203,203,114,114,0,0,0,0,0,11.666666666666666,11.666666666666666,3.4545454545454546,3.4545454545454546
-20.4,-40.0,73,75,2.17,0.64381,0.875636,0.231826,0.231826,0.0,0.875636,370,1206,1206,370,370,0,172,172,102,102,0,0,0,0,0,11.212121212121213,11.212121212121213,3.090909090909091,3.090909090909091
-20.4,-39.8,73,76,2.4,0.668283,0.89293,0.224647,0.224647,-0.0,0.89293,361,1206,1206,361,361,0,138,138,80,80,0,0,0,0,0,10.93939393939394,10.93939393939394,2.4242424242424243,2.4242424242424243
-20.4,-29.6,73,127,2.9,0.628912,0.832827,0.203916,0.203916,-0.0,0.832827,348,1206,1206,348,348,0,85,85,53,53,0,0,0,0,0,10.545454545454545,10.545454545454545,1.606060606060606,1.606060606060606
-20.4,-29.4,73,128,2.9,0.627287,0.830351,0.203064,0.203064,-0.0,0.830351,348,1206,1206,348,348,0,83,83,52,52,0,0,0,0,0,10.545454545454545,10.545454545454545,1.5757575757575757,1.5757575757575757
-20.4,-29.2,73,129,2.9,0.622529,0.824443,0.201914,0.201914,0.0,0.824443,349,1206,1206,349,349,0,78,78,47,47,0,0,0,0,0,10.575757575757576,10.575757575757576,1.4242424242424243,1.4242424242424243
-20.4,-29.0,73,130,2.9,0.617833,0.819136,0.201303,0.201303,-0.0,0.819136,352,1206,1206,352,352,0,75,75,46,46,0,0,0,0,0,10.666666666666666,10.666666666666666,1.393939393939394,1.393939393939394
-20.4,-28.8,73,131,2.91,0.609028,0.808343,0.199315,0.199315,0.0,0.808343,355,1206,1206,355,355,0,78,78,49,49,0,0,0,0,0,10.757575757575758,10.757575757575758,1.4848484848484849,1.4848484848484849
-20.4,-28.6,73,132,2.91,0.600815,0.797001,0.196186,0.196186,-0.0,0.797001,353,1206,1206,353,353,0,73,73,46,46,0,0,0,0,0,10.696969696969697,10.696969696969697,1.393939393939394,1.393939393939394
-20.2,-40.0,74,75,2.08,0.641909,0.879123,0.237215,0.237215,0.0,0.879123,373,1206,1206,373,373,0,190,190,105,105,0,0,0,0,0,11.303030303030303,11.303030303030303,3.1818181818181817,3.1818181818181817
-20.2,-39.8,74,76,2.32,0.662261,0.889681,0.227419,0.227419,-0.0,0.889681,363,1206,1206,363,363,0,157,157,88,88,0,0,0,0,0,11.0,11.0,2.6666666666666665,2.6666666666666665
-20.2,-29.6,74,127,2.89,0.63213,0.83711,0.20498,0.20498,-0.0,0.83711,347,1206,1206,347,347,0,83,83,51,51,0,0,0,0,0,10.515151515151516,10.515151515151516,1.5454545454545454,1.5454545454545454
-20.2,-29.4,74,128,2.89,0.62861,0.832096,0.203487,0.203487,0.0,0.832096,351,1206,1206,351,351,0,81,81,52,52,0,0,0,0,0,10.636363636363637,10.636363636363637,1.5757575757575757,1.5757575757575757
-20.2,-29.2,74,129,2.89,0.624156,0.826955,0.202798,0.202798,-0.0,0.826955,348,1206,1206,348,348,0,78,78,47,47,0,0,0,0,0,10.545454545454545,10.545454545454545,1.4242424242424243,1.4242424242424243
-20.2,-29.0,74,130,2.89,0.618651,0.820203,0.201552,0.201552,0.0,0.820203,353,1206,1206,353,353,0,81,81,48,48,0,0,0,0,0,10.696969696969697,10.696969696969697,1.4545454545454546,1.4545454545454546
-20.2,-28.8,74,131,2.89,0.612428,0.812712,0.200284,0.200284,-0.0,0.812712,359,1206,1206,359,359,0,75,75,46,46,0,0,0,0,0,10.878787878787879,10.878787878787879,1.393939393939394,1.393939393939394
-20.2,-28.6,74,132,2.89,0.605823,0.803503,0.19768,0.19768,0.0,0.803503,355,1206,1206,355,355,0,75,75,46,46,0,0,0,0,0,10.757575757575758,10.757575757575758,1.393939393939394,1.393939393939394
-20.0,-40.0,75,75,2.01,0.63899,0.880543,0.241553,0.241553,0.0,0.880543,387,1206,1206,387,387,0,213,213,112,112,0,0,0,0,0,11.727272727272727,11.727272727272727,3.393939393939394,3.393939393939394
-20.0,-39.8,75,76,2.24,0.652548,0.884606,0.232058,0.232058,0.0,0.884606,375,1206,1206,375,375,0,179,179,100,100,0,0,0,0,0,11.363636363636363,11.363636363636363,3.0303030303030303,3.0303030303030303
-20.0,-39.6,75,77,2.4,0.672206,0.900051,0.227845,0.227845,-0.0,0.900051,358,1206,1206,358,358,0,143,143,73,73,0,0,0,0,0,10.848484848484848,10.848484848484848,2.212121212121212,2.212121212121212
-19.8,-40.0,76,75,1.718,0.636435,0.884481,0.248046,0.248046,0.0,0.884481,395,1206,1206,395,395,0,236,236,125,125,0,0,0,0,0,11.969696969696969,11.969696969696969,3.787878787878788,3.787878787878788
-19.8,-39.8,76,76,2.04,0.645822,0.888762,0.24294,0.24294,0.0,0.888762,382,1206,1206,382,382,0,215,215,118,118,0,0,0,0,0,11.575757575757576,11.575757575757576,3.5757575757575757,3.5757575757575757
-19.8,-39.6,76,77,2.29,0.659301,0.892082,0.232781,0.232781,0.0,0.892082,370,1206,1206,370,370,0,174,174,97,97,0,0,0,0,0,11.212121212121213,11.212121212121213,2.9393939393939394,2.9393939393939394
-19.8,-39.4,76,78,2.42,0.674912,0.90453,0.229618,0.229618,-0.0,0.90453,359,1206,1206,359,359,0,148,148,77,77,0,0,0,0,0,10.878787878787879,10.878787878787879,2.3333333333333335,2.3333333333333335
-19.6,-39.6,77,77,2.09,0.680916,0.933907,0.252992,0.252992,0.0,0.933907,373,1206,1206,373,373,0,201,201,108,108,0,0,0,0,0,11.303030303030303,11.303030303030303,3.272727272727273,3.272727272727273
-19.6,-39.4,77,78,2.25,0.686516,0.930149,0.243633,0.243633,0.0,0.930149,366,1206,1206,366,366,0,168,168,90,90,0,0,0,0,0,11.090909090909092,11.090909090909092,2.727272727272727,2.727272727272727
-19.4,-39.6,78,77,1.7,0.751722,1.038849,0.287127,0.287127,0.0,1.038849,379,1206,1206,379,379,0,191,191,106,106,0,0,0,0,0,11.484848484848484,11.484848484848484,3.212121212121212,3.212121212121212
-19.4,-39.4,78,78,2.1,0.750198,1.02769,0.277492,0.277492,-0.0,1.02769,364,1206,1206,364,364,0,164,164,89,89,0,0,0,0,0,11.030303030303031,11.030303030303031,2.696969696969697,2.696969696969697
-19.2,-39.6,79,77,1.66,0.863892,1.202045,0.338153,0.338153,-0.0,1.202045,373,1206,1206,373,373,0,166,166,94,94,0,0,0,0,0,11.303030303030303,11.303030303030303,2.8484848484848486,2.8484848484848486
-19.2,-39.4,79,78,2.06,0.844162,1.165301,0.321139,0.321139,-0.0,1.165301,368,1206,1206,368,368,0,155,155,92,92,0,0,0,0,0,11.151515151515152,11.151515151515152,2.787878787878788,2.787878787878788
-19.0,-39.6,80,77,1.56,0.949366,1.328167,0.378801,0.378801,-0.0,1.328167,368,1206,1206,368,368,0,153,153,90,90,0,0,0,0,0,11.151515151515152,11.151515151515152,2.727272727272727,2.727272727272727
-19.0,-39.4,80,78,2.02,0.927911,1.289257,0.361346,0.361346,0.0,1.289257,367,1206,1206,367,367,0,159,159,93,93,0,0,0,0,0,11.121212121212121,11.121212121212121,2.8181818181818183,2.8181818181818183
-18.8,-39.6,81,77,1.33,1.023361,1.435257,0.411896,0.411896,0.0,1.435257,371,1206,1206,371,371,0,159,159,94,94,0,0,0,0,0,11.242424242424242,11.242424242424242,2.8484848484848486,2.8484848484848486
-18.8,-39.4,81,78,1.88,1.00207,1.398173,0.396102,0.396102,0.0,1.398173,367,1206,1206,367,367,0,154,154,89,89,0,0,0,0,0,11.121212121212121,11.121212121212121,2.696969696969697,2.696969696969697
-18.6,-39.6,82,77,1.34,1.088492,1.53088,0.442387,0.442387,0.0,1.53088,372,1206,1206,372,372,0,163,163,98,98,0,0,0,0,0,11.272727272727273,11.272727272727273,2.9696969696969697,2.9696969696969697
-18.6,-39.4,82,78,1.8,1.062692,1.486701,0.424009,0.424009,-0.0,1.486701,365,1206,1206,365,365,0,159,159,92,92,0,0,0,0,0,11.06060606060606,11.06060606060606,2.787878787878788,2.787878787878788
-18.4,-39.6,83,77,1.45,1.138445,1.603276,0.464831,0.464831,0.0,1.603276,369,1206,1206,369,369,0,164,164,98,98,0,0,0,0,0,11.181818181818182,11.181818181818182,2.9696969696969697,2.9696969696969697
-18.4,-39.4,83,78,1.79,1.112559,1.559896,0.447337,0.447337,0.0,1.559896,366,1206,1206,366,366,0,171,171,98,98,0,0,0,0,0,11.090909090909092,11.090909090909092,2.9696969696969697,2.9696969696969697
-18.2,-39.4,84,78,1.62,1.14855,1.613519,0.464969,0.464969,-0.0,1.613519,372,1206,1206,372,372,0,184,184,104,104,0,0,0,0,0,11.272727272727273,11.272727272727273,3.1515151515151514,3.1515151515151514
-18.2,-39.2,84,79,1.85,1.108609,1.551174,0.442565,0.442565,0.0,1.551174,365,1206,1206,365,365,0,178,178,97,97,0,0,0,0,0,11.06060606060606,11.06060606060606,2.9393939393939394,2.9393939393939394
-18.2,-39.0,84,80,2.0,1.062141,1.481262,0.419122,0.419122,0.0,1.481262,365,1206,1206,365,365,0,165,165,91,91,0,0,0,0,0,11.06060606060606,11.06060606060606,2.757575757575758,2.757575757575758
-18.0,-39.4,85,78,1.34,1.165611,1.640337,0.474726,0.474726,-0.0,1.640337,368,1206,1206,368,368,0,201,201,108,108,0,0,0,0,0,11.151515151515152,11.151515151515152,3.272727272727273,3.272727272727273
-18.0,-39.2,85,79,1.71,1.125551,1.578768,0.453218,0.453218,0.0,1.578768,369,1206,1206,369,369,0,199,199,106,106,0,0,0,0,0,11.181818181818182,11.181818181818182,3.212121212121212,3.212121212121212
-18.0,-39.0,85,80,1.86,1.078675,1.506297,0.427623,0.427623,0.0,1.506297,368,1206,1206,368,368,0,190,190,103,103,0,0,0,0,0,11.151515151515152,11.151515151515152,3.121212121212121,3.121212121212121
-18.0,-38.8,85,81,1.87,1.033546,1.436191,0.402645,0.402645,0.0,1.436191,365,1206,1206,365,365,0,181,181,99,99,0,0,0,0,0,11.06060606060606,11.06060606060606,3.0,3.0
-17.8,-39.0,86,80,1.65,1.073238,1.492605,0.419367,0.419367,0.0,1.492605,365,1206,1206,365,365,0,199,199,104,104,0,0,0,0,0,11.06060606060606,11.06060606060606,3.1515151515151514,3.1515151515151514
-17.8,-38.8,86,81,1.72,1.031753,1.423886,0.392133,0.392133,0.0,1.423886,363,1206,1206,363,363,0,159,159,87,87,0,0,0,0,0,11.0,11.0,2.6363636363636362,2.6363636363636362
-17.6,-39.0,87,80,1.208,1.044962,1.440744,0.395782,0.395782,-0.0,1.440744,362,1206,1206,362,362,0,161,161,92,92,0,0,0,0,0,10.969696969696969,10.969696969696969,2.787878787878788,2.787878787878788
-17.6,-38.8,87,81,1.72,1.00367,1.37235,0.368681,0.368681,0.0,1.37235,357,1206,1206,357,357,0,130,130,72,72,0,0,0,0,0,10.818181818181818,10.818181818181818,2.1818181818181817,2.1818181818181817
-17.4,-39.0,88,80,1.41,1.007092,1.378398,0.371306,0.371306,-0.0,1.378398,363,1206,1206,363,363,0,114,114,74,74,0,0,0,0,0,11.0,11.0,2.242424242424242,2.242424242424242
-17.4,-38.8,88,81,1.82,0.966669,1.313713,0.347044,0.347044,-0.0,1.313713,356,1206,1206,356,356,0,119,119,66,66,0,0,0,0,0,10.787878787878787,10.787878787878787,2.0,2.0
-17.2,-39.0,89,80,1.56,0.973358,1.326453,0.353095,0.353095,0.0,1.326453,366,1206,1206,366,366,0,125,125,76,76,0,0,0,0,0,11.090909090909092,11.090909090909092,2.303030303030303,2.303030303030303
-17.2,-38.8,89,81,1.83,0.930217,1.255339,0.325122,0.325122,0.0,1.255339,356,1206,1206,356,356,0,124,124,69,69,0,0,0,0,0,10.787878787878787,10.787878787878787,2.090909090909091,2.090909090909091
-17.0,-39.0,90,80,1.5,0.943405,1.282712,0.339307,0.339307,-0.0,1.282712,361,1206,1206,361,361,0,132,132,76,76,0,0,0,0,0,10.93939393939394,10.93939393939394,2.303030303030303,2.303030303030303
-17.0,-38.8,90,81,1.81,0.90058,1.209959,0.309379,0.309379,0.0,1.209959,356,1206,1206,356,356,0,127,127,69,69,0,0,0,0,0,10.787878787878787,10.787878787878787,2.090909090909091,2.090909090909091
-16.8,-39.0,91,80,1.5,0.923179,1.248092,0.324913,0.324913,-0.0,1.248092,361,1206,1206,361,361,0,137,137,76,76,0,0,0,0,0,10.93939393939394,10.93939393939394,2.303030303030303,2.303030303030303
-16.8,-38.8,91,81,1.83,0.89862,1.20537,0.30675,0.30675,0.0,1.20537,354,1206,1206,354,354,0,127,127,70,70,0,0,0,0,0,10.727272727272727,10.727272727272727,2.121212121212121,2.121212121212121
-16.6,-39.0,92,80,1.25,0.921493,1.244775,0.323281,0.323281,-0.0,1.244775,361,1206,1206,361,361,0,148,148,82,82,0,0,0,0,0,10.93939393939394,10.93939393939394,2.484848484848485,2.484848484848485
-16.6,-38.8,92,81,1.88,0.907409,1.219513,0.312104,0.312104,-0.0,1.219513,354,1206,1206,354,354,0,134,134,72,72,0,0,0,0,0,10.727272727272727,10.727272727272727,2.1818181818181817,2.1818181818181817
-16.4,-38.8,93,81,1.8,0.913544,1.230149,0.316605,0.316605,0.0,1.230149,356,1206,1206,356,356,0,142,142,77,77,0,0,0,0,0,10.787878787878787,10.787878787878787,2.3333333333333335,2.3333333333333335
-16.4,-38.6,93,82,1.98,0.891792,1.196776,0.304985,0.304985,0.0,1.196776,348,1206,1206,348,348,0,126,126,67,67,0,0,0,0,0,10.545454545454545,10.545454545454545,2.0303030303030303,2.0303030303030303
-16.2,-38.8,94,81,1.54,0.921696,1.243806,0.32211,0.32211,-0.0,1.243806,359,1206,1206,359,359,0,150,150,80,80,0,0,0,0,0,10.878787878787879,10.878787878787879,2.4242424242424243,2.4242424242424243
-16.2,-38.6,94,82,1.92,0.906578,1.217879,0.311301,0.311301,0.0,1.217879,346,1206,1206,346,346,0,139,139,73,73,0,0,0,0,0,10.484848484848484,10.484848484848484,2.212121212121212,2.212121212121212
-16.0,-38.8,95,81,1.46,0.92015,1.242706,0.322555,0.322555,0.0,1.242706,358,1206,1206,358,358,0,158,158,83,83,0,0,0,0,0,10.848484848484848,10.848484848484848,2.515151515151515,2.515151515151515
-16.0,-38.6,95,82,1.94,0.911779,1.221901,0.310122,0.310122,0.0,1.221901,346,1206,1206,346,346,0,131,131,71,71,0,0,0,0,0,10.484848484848484,10.484848484848484,2.1515151515151514,2.1515151515151514
-15.8,-38.8,96,81,1.4,0.904311,1.214102,0.309791,0.309791,-0.0,1.214102,350,1206,1206,350,350,0,132,132,73,73,0,0,0,0,0,10.606060606060606,10.606060606060606,2.212121212121212,2.212121212121212
-15.8,-38.6,96,82,2.01,0.901168,1.201281,0.300114,0.300114,0.0,1.201281,341,1206,1206,341,341,0,120,120,61,61,0,0,0,0,0,10.333333333333334,10.333333333333334,1.8484848484848484,1.8484848484848484
-15.8,-38.4,96,83,2.07,0.913216,1.212892,0.299676,0.299676,0.0,1.212892,339,1206,1206,339,339,0,103,103,53,53,0,0,0,0,0,10.272727272727273,10.272727272727273,1.606060606060606,1.606060606060606
-15.6,-38.8,97,81,1.62,0.905185,1.211194,0.306009,0.306009,0.0,1.211194,344,1206,1206,344,344,0,117,117,67,67,0,0,0,0,0,10.424242424242424,10.424242424242424,2.0303030303030303,2.0303030303030303
-15.6,-38.6,97,82,2.01,0.905836,1.206438,0.300602,0.300602,-0.0,1.206438,342,1206,1206,342,342,0,108,108,57,57,0,0,0,0,0,10.363636363636363,10.363636363636363,1.7272727272727273,1.7272727272727273
-15.4,-38.8,98,81,1.76,0.906214,1.209872,0.303658,0.303658,0.0,1.209872,341,1206,1206,341,341,0,114,114,62,62,0,0,0,0,0,10.333333333333334,10.333333333333334,1.878787878787879,1.878787878787879
-15.4,-38.6,98,82,2.02,0.912526,1.213569,0.301042,0.301042,0.0,1.213569,346,1206,1206,346,346,0,102,102,54,54,0,0,0,0,0,10.484848484848484,10.484848484848484,1.6363636363636365,1.6363636363636365
-15.2,-38.8,99,81,1.76,0.907862,1.210033,0.302171,0.302171,-0.0,1.210033,342,1206,1206,342,342,0,110,110,60,60,0,0,0,0,0,10.363636363636363,10.363636363636363,1.8181818181818181,1.8181818181818181
-15.2,-38.6,99,82,2.04,0.918924,1.219622,0.300698,0.300698,-0.0,1.219622,349,1206,1206,349,349,0,101,101,53,53,0,0,0,0,0,10.575757575757576,10.575757575757576,1.606060606060606,1.606060606060606
-15.0,-38.8,100,81,1.87,0.912412,1.215267,0.302856,0.302856,-0.0,1.215267,342,1206,1206,342,342,0,108,108,61,61,0,0,0,0,0,10.363636363636363,10.363636363636363,1.8484848484848484,1.8484848484848484
-15.0,-38.6,100,82,2.06,0.924534,1.226109,0.301575,0.301575,-0.0,1.226109,348,1206,1206,348,348,0,98,98,53,53,0,0,0,0,0,10.545454545454545,10.545454545454545,1.606060606060606,1.606060606060606
-14.8,-38.8,101,81,1.9,0.919552,1.223076,0.303524,0.303524,0.0,1.223076,347,1206,1206,347,347,0,110,110,60,60,0,0,0,0,0,10.515151515151516,10.515151515151516,1.8181818181818181,1.8181818181818181
-14.8,-38.6,101,82,2.07,0.929112,1.230982,0.30187,0.30187,-0.0,1.230982,349,1206,1206,349,349,0,103,103,53,53,0,0,0,0,0,10.575757575757576,10.575757575757576,1.606060606060606,1.606060606060606
