grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-10.6,-36.4,0.7,0.99,1.69,0.341647,0.196731,1.38846,623,30,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.2,0.7,0.99,1.81,0.319668,0.195147,1.383781,615,33,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.0,0.7,0.99,1.89,0.29694,0.186451,1.384103,625,26,12,12,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-36.2,0.7,0.99,1.56,0.33372,0.1983,1.416001,625,29,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-36.0,0.7,0.99,1.82,0.315683,0.19314,1.388901,611,32,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-35.8,0.7,0.99,1.9,0.292982,0.184821,1.389181,638,28,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-36.0,0.7,0.99,1.64,0.331763,0.195241,1.411976,613,29,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-35.8,0.7,0.99,1.85,0.309885,0.189775,1.392141,630,32,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-35.6,0.7,0.99,1.91,0.288784,0.183547,1.393638,650,29,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.8,0.7,0.99,1.64,0.325988,0.192554,1.405856,616,28,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.6,0.7,0.99,1.86,0.305764,0.189189,1.396168,622,31,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.4,0.7,0.99,1.93,0.284462,0.182,1.398335,631,33,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.8,0.7,0.99,1.74,0.335752,0.193949,1.436392,599,29,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.6,0.7,0.99,1.79,0.320581,0.190763,1.418245,596,29,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.4,0.7,0.99,1.87,0.300485,0.187452,1.403642,619,32,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.6,0.7,0.99,1.31,0.329686,0.192467,1.525435,617,29,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.4,0.7,0.99,1.74,0.314182,0.188841,1.439302,610,32,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.2,0.7,0.99,1.85,0.292354,0.18443,1.407447,619,35,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.4,0.7,0.99,1.25,0.323708,0.191507,1.505995,614,28,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.2,0.7,0.99,1.76,0.302802,0.186527,1.442442,599,36,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.0,0.7,0.99,1.89,0.279882,0.179621,1.408616,627,38,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-35.2,0.7,0.99,1.51,0.312326,0.188958,1.488888,606,33,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-35.0,0.7,0.99,1.82,0.291298,0.18341,1.427484,621,35,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-34.8,0.7,0.99,1.94,0.268426,0.172688,1.414111,653,39,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.0,-35.0,0.7,0.99,1.74,0.300754,0.185746,1.441883,606,35,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.0,-34.8,0.7,0.99,1.9,0.277685,0.177705,1.417307,645,38,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.8,-35.0,0.7,0.99,1.61,0.307443,0.18851,1.461161,622,35,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.8,-34.8,0.7,0.99,1.86,0.284474,0.180763,1.421714,641,34,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.6,-34.8,0.7,0.99,1.81,0.290891,0.183494,1.436247,617,35,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.6,-34.6,0.7,0.99,1.96,0.267868,0.172119,1.424191,652,37,17,16,1,0.03,7.0,7.0,7.0,1.0,1.0,0.1235,0.1235,0.1235,0.0084,0.0084,0.0084
-8.4,-34.8,0.7,0.99,1.63,0.296444,0.186156,1.448603,597,35,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.4,-34.6,0.7,0.99,1.91,0.271602,0.174928,1.429391,650,38,20,19,1,0.03,8.0,8.0,8.0,1.0,1.0,0.1193,0.1193,0.1193,0.0137,0.0137,0.0137
-8.2,-34.8,0.7,0.99,1.72,0.30165,0.189144,1.464965,605,35,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.2,-34.6,0.7,0.99,1.87,0.276632,0.177795,1.436222,637,37,20,19,1,0.03,6.0,6.0,6.0,1.0,1.0,0.1092,0.1092,0.1092,0.0175,0.0175,0.0175
-8.0,-34.8,0.7,0.99,1.6,0.303502,0.192247,1.481607,595,36,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.0,-34.6,0.7,0.99,1.81,0.280099,0.180163,1.459484,628,35,22,21,1,0.03,6.0,6.0,6.0,1.0,1.0,0.1024,0.1024,0.1024,0.02,0.02,0.02
-8.0,-34.4,0.7,0.99,1.98,0.25855,0.165682,1.445025,651,36,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.8,-34.8,0.7,0.99,1.46,0.30439,0.19542,1.506723,626,38,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.8,-34.6,0.7,0.99,1.7,0.282453,0.181605,1.478786,630,36,24,23,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0808,0.0808,0.0808,0.0216,0.0216,0.0216
-7.8,-34.4,0.7,0.99,1.97,0.26006,0.167217,1.453005,651,36,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.6,-34.8,0.7,0.99,1.18,0.302577,0.197335,1.57282,690,37,23,22,1,0.03,5.0,5.0,5.0,1.0,1.0,0.0048,0.0048,0.0048,0.0255,0.0255,0.0255
-7.6,-34.6,0.7,0.99,1.56,0.28373,0.182638,1.495883,643,39,25,24,1,0.03,5.0,5.0,5.0,1.0,1.0,0.049,0.049,0.049,0.0222,0.0222,0.0222
-7.6,-34.4,0.7,0.99,1.96,0.260493,0.16802,1.457574,639,36,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.4,-34.6,0.7,0.99,1.63,0.280675,0.181755,1.500972,653,37,24,23,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0538,0.0538,0.0538,0.0343,0.0343,0.0343
-7.4,-34.4,0.7,0.99,1.96,0.258455,0.165867,1.462508,654,36,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.2,-34.6,0.7,0.99,1.72,0.27322,0.178283,1.504667,677,40,23,22,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0584,0.0584,0.0584,0.0417,0.0417,0.0417
-7.2,-34.4,0.7,0.99,1.96,0.252366,0.160614,1.468047,671,31,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.0,-34.8,0.7,0.99,1.19,0.286656,0.191582,1.546305,767,39,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.0,-34.6,0.7,0.99,1.81,0.269965,0.175794,1.490822,699,38,24,23,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0468,0.0468,0.0468,0.0392,0.0392,0.0392
-7.0,-34.4,0.7,0.99,1.964,0.255742,0.163519,1.474373,687,32,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.8,-34.8,0.7,0.99,1.24,0.281148,0.185733,1.525076,747,38,25,24,1,0.03,3.0,3.0,3.0,1.0,1.0,0.033,0.033,0.033,0.0294,0.0294,0.0294
-6.8,-34.6,0.7,0.99,1.89,0.264126,0.171232,1.483497,673,39,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.6,-34.8,0.7,0.99,1.62,0.278639,0.182621,1.505313,744,39,23,22,1,0.03,3.0,3.0,3.0,1.0,1.0,0.026,0.026,0.026,0.0539,0.0539,0.0539
-6.6,-34.6,0.7,0.99,1.91,0.256825,0.16577,1.486998,707,41,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.4,-34.8,0.7,0.99,1.77,0.276355,0.180119,1.497272,734,37,24,23,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0353,0.0353,0.0353,0.0662,0.0662,0.0662
-6.4,-34.6,0.7,0.99,1.96,0.258015,0.164893,1.491658,711,34,22,21,1,0.03,3.0,3.0,3.0,1.0,1.0,0.033,0.033,0.033,0.0662,0.0662,0.0662
-6.2,-35.0,0.7,0.99,1.28,0.287636,0.190358,1.519458,760,41,29,28,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0075,0.0075,0.0075,0.0466,0.0466,0.0466
-6.2,-34.8,0.7,0.99,1.84,0.268346,0.174104,1.497613,730,34,23,22,1,0.03,3.0,3.0,3.0,1.0,1.0,0.033,0.033,0.033,0.0662,0.0662,0.0662
-6.2,-34.6,0.7,0.99,2.0,0.253993,0.160037,1.496253,705,33,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.0,-35.0,0.7,0.99,1.65,0.286105,0.188116,1.51699,794,41,31,30,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0214,0.0214,0.0214,0.0588,0.0588,0.0588
-6.0,-34.8,0.7,0.99,1.91,0.267097,0.172533,1.50305,739,34,20,19,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0307,0.0307,0.0307,0.0662,0.0662,0.0662
-5.8,-35.0,0.7,0.99,1.67,0.282479,0.18435,1.509022,763,39,26,25,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0353,0.0353,0.0353,0.076,0.076,0.076
-5.8,-34.8,0.7,0.99,1.96,0.259696,0.165835,1.506931,744,35,22,21,1,0.03,3.0,3.0,3.0,1.0,1.0,0.033,0.033,0.033,0.0735,0.0735,0.0735
-5.6,-35.0,0.7,0.99,1.78,0.276376,0.179823,1.513292,753,36,23,22,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0422,0.0422,0.0422,0.0833,0.0833,0.0833
-5.6,-34.8,0.7,0.99,2.01,0.255109,0.162221,1.511965,743,38,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.4,-35.2,0.7,0.99,1.78,0.279171,0.18726,1.60568,764,35,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.4,-35.0,0.7,0.99,1.94,0.266148,0.173118,1.520551,756,35,24,23,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0468,0.0468,0.0468,0.0882,0.0882,0.0882
-5.4,-34.8,0.7,0.99,2.05,0.250165,0.157498,1.516327,730,39,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.4,0.7,0.99,1.65,0.26181,0.173969,1.73851,763,40,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.2,0.7,0.99,1.82,0.258816,0.169999,1.594263,758,40,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.0,0.7,0.99,2.0,0.255318,0.164647,1.530478,771,42,24,23,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0468,0.0468,0.0468,0.0882,0.0882,0.0882
-5.0,-36.6,0.7,0.99,1.26,0.274696,0.180246,1.840329,678,48,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-36.2,0.7,0.99,1.21,0.259894,0.168888,1.97077,684,48,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.6,0.7,0.99,1.56,0.253028,0.164347,1.6972,879,39,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.4,0.7,0.99,1.73,0.249514,0.160162,1.64942,817,35,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.2,0.7,0.99,1.894,0.243809,0.15359,1.587488,805,39,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.0,0.7,0.99,2.02,0.233161,0.134739,1.545186,796,34,12,12,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-37.2,0.7,0.99,1.57,0.30367,0.20818,2.560722,756,51,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-37.0,0.7,0.99,1.6,0.287392,0.193824,1.806893,746,56,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.8,0.7,0.99,1.67,0.278437,0.186307,1.73733,763,57,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.6,0.7,0.99,1.71,0.270272,0.179867,1.683603,789,56,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.4,0.7,0.99,1.72,0.265168,0.175549,1.627938,799,52,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.2,0.7,0.99,1.73,0.260402,0.171709,1.615296,812,48,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.0,0.7,0.99,1.74,0.254793,0.167736,1.610028,807,42,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.8,0.7,0.99,1.78,0.250103,0.163059,1.612341,838,43,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.6,0.7,0.99,1.84,0.244513,0.157427,1.618963,809,40,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.4,0.7,0.99,1.92,0.241009,0.15305,1.603576,811,40,17,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.4,0.7,0.99,1.36,0.302927,0.208166,1.853448,765,60,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.2,0.7,0.99,1.71,0.290823,0.197244,1.780435,787,58,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.0,0.7,0.99,1.83,0.281652,0.188369,1.678176,791,55,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.8,0.7,0.99,1.87,0.275912,0.183296,1.631472,816,56,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.6,0.7,0.99,1.88,0.269258,0.178935,1.626712,826,53,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.0,0.7,0.99,1.9,0.251411,0.164376,1.61029,807,43,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.6,0.7,0.99,1.55,0.304831,0.210214,1.858766,808,58,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.4,0.7,0.99,1.77,0.292583,0.198773,1.779353,838,57,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.2,0.7,0.99,1.86,0.28539,0.191573,1.666838,840,56,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.0,0.7,0.99,1.91,0.278722,0.185897,1.636325,849,54,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-37.8,0.7,0.99,1.44,0.302333,0.209607,1.854103,849,52,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-37.6,0.7,0.99,1.69,0.294261,0.200578,1.782573,852,51,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-37.4,0.7,0.99,1.88,0.287046,0.193629,1.690868,881,51,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.6,0.7,0.99,2.12,0.191014,0.093624,1.490892,820,25,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.4,0.7,0.99,2.1,0.189782,0.092195,1.48497,794,27,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.2,0.7,0.99,2.13,0.188994,0.090933,1.479976,823,27,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-38.0,0.7,0.99,1.52,0.299081,0.207565,1.836123,868,48,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-37.8,0.7,0.99,1.66,0.291603,0.199599,1.772287,880,48,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-37.6,0.7,0.99,1.85,0.286349,0.193576,1.693911,890,47,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.8,0.7,0.99,2.14,0.186986,0.090554,1.500969,857,27,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.6,0.7,0.99,2.11,0.185238,0.088876,1.493792,826,24,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.4,0.7,0.99,2.08,0.184024,0.08732,1.487338,786,26,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.2,0.7,0.99,2.12,0.183355,0.086454,1.482734,822,28,10,10,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.0,0.7,0.99,2.15,0.182195,0.085138,1.477778,880,25,9,9,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-38.2,0.7,0.99,1.56,0.292145,0.200718,1.806007,836,45,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-38.0,0.7,0.99,1.72,0.288368,0.196824,1.755204,873,47,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.8,0.7,0.99,2.07,0.181734,0.086276,1.505154,881,25,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.6,0.7,0.99,2.0,0.180644,0.084839,1.501549,894,26,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.4,0.7,0.99,1.98,0.17842,0.083149,1.497121,900,28,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.2,0.7,0.99,2.12,0.178403,0.082305,1.486614,859,27,9,9,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.0,0.7,0.99,2.14,0.176334,0.080699,1.481335,885,24,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.6,0.7,0.99,1.45,0.289752,0.199525,1.784805,877,48,26,26,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.4,0.7,0.99,1.61,0.281734,0.19141,1.769613,896,50,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.2,0.7,0.99,1.74,0.277686,0.187527,1.730015,875,45,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.0,0.7,0.99,1.83,0.276373,0.185679,1.678095,867,42,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.8,0.7,0.99,2.07,0.176641,0.081873,1.508328,894,24,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.6,0.7,0.99,2.02,0.175778,0.08054,1.503295,911,21,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.4,0.7,0.99,2.0,0.174168,0.079109,1.497304,897,22,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.2,0.7,0.99,2.08,0.172518,0.07764,1.490777,878,22,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.0,0.7,0.99,2.14,0.171446,0.076329,1.484888,883,27,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.8,0.7,0.99,1.6,0.287466,0.196521,1.759959,879,48,26,26,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.6,0.7,0.99,1.71,0.278273,0.18748,1.73782,885,47,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.4,0.7,0.99,1.8,0.273267,0.182701,1.707105,871,45,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.2,0.7,0.99,1.86,0.266918,0.176086,1.671651,887,48,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-32.4,0.7,0.99,2.04,0.170854,0.074882,1.499928,885,22,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-39.2,0.7,0.99,1.35,0.290907,0.199455,1.774932,867,49,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-39.0,0.7,0.99,1.63,0.284611,0.192811,1.737566,885,51,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-38.8,0.7,0.99,1.78,0.27722,0.185921,1.704213,879,51,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-38.6,0.7,0.99,1.86,0.269571,0.1795,1.666362,887,47,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.4,0.7,0.99,1.51,0.285497,0.192986,1.803254,843,48,26,26,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.2,0.7,0.99,1.68,0.2786,0.186744,1.733309,875,52,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.0,0.7,0.99,1.83,0.272225,0.180912,1.680708,888,48,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-38.8,0.7,0.99,1.88,0.270362,0.177409,1.646006,895,49,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.6,0.7,0.99,0.9,0.302969,0.1873,2.004612,784,32,16,15,1,0.03,24.0,24.0,24.0,1.0,1.0,0.0309,0.0309,0.0309,0.0226,0.0226,0.0226
-2.8,-41.4,0.7,0.99,1.02,0.290566,0.177714,2.015229,676,35,15,14,1,0.03,25.0,25.0,25.0,1.0,1.0,0.0171,0.0171,0.0171,0.0132,0.0132,0.0132
-2.8,-41.2,0.7,0.99,1.29,0.282763,0.172727,2.013555,722,36,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.0,0.7,0.99,1.23,0.277108,0.16873,2.007533,703,34,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.8,0.7,0.99,1.15,0.271163,0.164066,1.997641,673,35,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.6,0.7,0.99,1.15,0.264294,0.158599,1.984487,711,36,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.4,0.7,0.99,1.3,0.260045,0.155817,1.956,761,37,12,12,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.2,0.7,0.99,1.42,0.256324,0.15461,1.943465,781,43,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.0,0.7,0.99,1.51,0.257942,0.158541,1.948853,829,44,18,17,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0085,0.0085,0.0085,0.0121,0.0121,0.0121
-2.8,-39.8,0.7,0.99,1.6,0.272707,0.175583,1.899586,819,46,21,20,1,0.03,22.0,22.0,22.0,1.0,1.0,0.0205,0.0205,0.0205,0.0241,0.0241,0.0241
-2.8,-39.6,0.7,0.99,1.69,0.277403,0.182589,1.832702,823,53,22,21,1,0.03,25.0,25.0,25.0,1.0,1.0,0.0489,0.0489,0.0489,0.0491,0.0491,0.0491
-2.8,-39.4,0.7,0.99,1.76,0.274029,0.180401,1.764647,845,51,24,23,1,0.03,23.0,23.0,23.0,1.0,1.0,0.0635,0.0635,0.0635,0.0498,0.0498,0.0498
-2.8,-39.2,0.7,0.99,1.85,0.271023,0.177443,1.691989,878,50,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-42.4,0.7,0.99,1.3,0.318687,0.200274,1.975753,852,32,18,17,1,0.03,24.0,24.0,24.0,2.0,2.0,0.1071,0.1071,0.1071,0.0637,0.0637,0.0637
-2.6,-42.2,0.7,0.99,1.27,0.306793,0.191351,1.951352,843,35,19,18,1,0.03,24.0,24.0,24.0,2.0,2.0,0.0872,0.0872,0.0872,0.0623,0.0623,0.0623
-2.6,-42.0,0.7,0.99,1.25,0.299628,0.186399,1.930328,823,32,19,18,1,0.03,25.0,25.0,25.0,1.0,1.0,0.0756,0.0756,0.0756,0.0376,0.0376,0.0376
-2.6,-41.8,0.7,0.99,1.28,0.297077,0.1837,1.928852,799,35,17,16,1,0.03,23.0,23.0,23.0,1.0,1.0,0.0718,0.0718,0.0718,0.0385,0.0385,0.0385
-2.6,-41.6,0.7,0.99,1.47,0.289877,0.177417,1.934676,769,35,13,12,1,0.03,25.0,25.0,25.0,1.0,1.0,0.0612,0.0612,0.0612,0.0347,0.0347,0.0347
-2.6,-41.4,0.7,0.99,1.294,0.282455,0.172047,1.938719,763,34,12,11,1,0.03,30.0,30.0,30.0,1.0,1.0,0.0417,0.0417,0.0417,0.0299,0.0299,0.0299
-2.6,-41.2,0.7,0.99,1.63,0.275338,0.16665,1.937048,713,40,14,13,1,0.03,29.0,29.0,29.0,1.0,1.0,0.0503,0.0503,0.0503,0.0259,0.0259,0.0259
-2.6,-41.0,0.7,0.99,1.55,0.271859,0.164323,1.940247,722,38,15,14,1,0.03,30.0,30.0,30.0,1.0,1.0,0.0295,0.0295,0.0295,0.0259,0.0259,0.0259
-2.6,-40.8,0.7,0.99,1.45,0.264979,0.159809,1.934839,739,35,15,14,1,0.03,31.0,31.0,31.0,1.0,1.0,0.0489,0.0489,0.0489,0.0244,0.0244,0.0244
-2.6,-40.6,0.7,0.99,1.73,0.260878,0.156351,1.928443,694,36,13,12,1,0.03,30.0,30.0,30.0,1.0,1.0,0.058,0.058,0.058,0.0243,0.0243,0.0243
-2.6,-40.4,0.7,0.99,1.76,0.254669,0.152241,1.917338,726,39,14,13,1,0.03,19.0,19.0,19.0,1.0,1.0,0.0432,0.0432,0.0432,0.0234,0.0234,0.0234
-2.6,-40.2,0.7,0.99,1.77,0.251462,0.150663,1.902774,775,41,15,14,1,0.03,19.0,19.0,19.0,1.0,1.0,0.0393,0.0393,0.0393,0.0265,0.0265,0.0265
-2.6,-40.0,0.7,0.99,1.76,0.250493,0.150463,1.87312,785,40,17,16,1,0.03,19.0,19.0,19.0,1.0,1.0,0.0514,0.0514,0.0514,0.0442,0.0442,0.0442
-2.6,-39.8,0.7,0.99,1.77,0.255257,0.156695,1.825626,805,39,17,16,1,0.03,24.0,24.0,24.0,1.0,1.0,0.0667,0.0667,0.0667,0.0603,0.0603,0.0603
-2.6,-39.6,0.7,0.99,1.8,0.264964,0.168318,1.768004,829,45,22,21,1,0.03,24.0,24.0,24.0,1.0,1.0,0.073,0.073,0.073,0.0644,0.0644,0.0644
-2.4,-44.2,0.7,0.99,0.69,0.381012,0.251024,2.614275,866,45,28,27,1,0.03,23.0,23.0,23.0,2.0,2.0,0.1618,0.1618,0.1618,0.2373,0.2373,0.2373
-2.4,-44.0,0.7,0.99,0.9,0.361947,0.238117,3.150891,918,38,25,24,1,0.03,18.0,18.0,18.0,2.0,2.0,0.1612,0.1612,0.1612,0.2044,0.2044,0.2044
-2.4,-43.0,0.7,0.99,1.21,0.328682,0.211204,2.001206,876,30,21,19,2,0.06,14.5,21.25,22.0,1.5,1.95,0.0695,0.0961,0.0991,0.04,0.0735,0.0772
-2.4,-42.8,0.7,0.99,1.49,0.319491,0.203345,1.955848,865,34,21,20,1,0.03,22.0,22.0,22.0,2.0,2.0,0.1099,0.1099,0.1099,0.0821,0.0821,0.0821
-2.4,-42.6,0.7,0.99,1.59,0.311484,0.19587,1.913208,856,33,21,19,2,0.06,17.0,26.0,27.0,1.5,1.95,0.088,0.125,0.1292,0.0472,0.0896,0.0943
