grid_lat,grid_lon,n_finite_days,hat_m,thr_hs_q50,thr_zos_q50,thr_hs_q55,thr_zos_q55,thr_hs_q60,thr_zos_q60,thr_hs_q65,thr_zos_q65,thr_hs_q70,thr_zos_q70,thr_hs_q75,thr_zos_q75,thr_hs_q80,thr_zos_q80,thr_hs_q85,thr_zos_q85,thr_hs_q90,thr_zos_q90,thr_hs_q95,thr_zos_q95,thr_hs_q99,thr_zos_q99
-16.6,-38.8,12053,1.324238,1.31,0.172649,1.36,0.180048,1.4,0.188034,1.45,0.196709,1.51,0.206049,1.57,0.216656,1.65,0.227937,1.74,0.242129,1.88,0.261208,2.11,0.288888,2.58,0.343039
-16.4,-38.8,12053,1.338481,1.26,0.168817,1.3,0.177278,1.35,0.185314,1.39,0.194976,1.44,0.205184,1.5,0.216035,1.58,0.228336,1.662,0.244184,1.8,0.264891,2.02,0.29517,2.45,0.353368
-16.4,-38.6,12053,1.295215,1.39,0.174004,1.43,0.182117,1.48,0.190117,1.53,0.198273,1.59,0.207501,1.65,0.216827,1.73,0.228493,1.83,0.24021,1.98,0.258682,2.21,0.285012,2.73,0.333769
-16.2,-38.8,12053,1.355504,1.08,0.166142,1.11,0.174361,1.15,0.183495,1.19,0.193865,1.23,0.204703,1.28,0.216925,1.35,0.229694,1.42,0.247393,1.54,0.26961,1.72,0.30306,2.08,0.366271
-16.2,-38.6,12053,1.323611,1.35,0.171477,1.39,0.179741,1.44,0.188033,1.49,0.197159,1.54,0.206583,1.6,0.216706,1.68,0.228342,1.77,0.242276,1.92,0.261717,2.15,0.288893,2.64,0.34271
-16.0,-38.8,12053,1.351447,1.02,0.166571,1.06,0.175237,1.1,0.184942,1.13,0.195307,1.17,0.206672,1.22,0.218635,1.28,0.232246,1.35,0.250129,1.46,0.272761,1.63,0.306282,1.9748,0.370151
-16.0,-38.6,12053,1.323896,1.35,0.177373,1.39,0.185161,1.44,0.192815,1.5,0.201666,1.55,0.210846,1.61,0.221197,1.69,0.232405,1.79,0.245308,1.94,0.263058,2.16,0.290524,2.65,0.340646
-15.8,-38.8,12053,1.310747,1.0,0.175165,1.03,0.183016,1.06,0.192304,1.1,0.201747,1.14,0.2115,1.18,0.222651,1.24,0.234684,1.3,0.249994,1.4,0.270123,1.55,0.299538,1.85,0.357014
-15.8,-38.6,12053,1.290048,1.4,0.187333,1.44,0.194434,1.5,0.200726,1.55,0.208729,1.61,0.216969,1.67,0.225921,1.75,0.23644,1.85,0.248542,2.01,0.262774,2.24,0.284886,2.7348,0.32766
-15.8,-38.4,12053,1.290004,1.45,0.201349,1.5,0.207223,1.55,0.212865,1.61,0.219512,1.67,0.226558,1.74,0.234614,1.82,0.2444,1.92,0.255565,2.07,0.26828,2.33,0.287301,2.8248,0.322092
-15.6,-38.8,12053,1.3051,1.16,0.180854,1.2,0.188325,1.23,0.196601,1.28,0.205354,1.32,0.214987,1.37,0.225203,1.44,0.236351,1.51,0.249741,1.62,0.267928,1.8,0.295482,2.12,0.346948
-15.6,-38.6,12053,1.289537,1.4,0.19367,1.44,0.20003,1.49,0.2066,1.55,0.213517,1.61,0.220951,1.67,0.229915,1.75,0.239856,1.85,0.251753,2.01,0.264999,2.254,0.285758,2.74,0.324061
-15.4,-38.8,12053,1.301436,1.24,0.184954,1.28,0.192848,1.32,0.200063,1.37,0.208549,1.42,0.217707,1.48,0.227157,1.55,0.237996,1.63,0.250909,1.76,0.267544,1.96,0.292464,2.3448,0.340436
-15.4,-38.6,12053,1.292143,1.4,0.200287,1.45,0.206023,1.5,0.212169,1.55,0.219197,1.61,0.226261,1.68,0.23387,1.76,0.244087,1.87,0.25504,2.02,0.268741,2.27,0.286957,2.75,0.322422
-15.2,-38.8,12053,1.295797,1.23,0.191121,1.27,0.198231,1.31,0.205467,1.36,0.213371,1.41,0.221162,1.47,0.230696,1.54,0.240792,1.63,0.253063,1.76,0.268576,1.97,0.291002,2.35,0.33474
-15.2,-38.6,12053,1.295563,1.41,0.205548,1.46,0.211285,1.51,0.217795,1.56,0.223719,1.62,0.230231,1.69,0.238143,1.78,0.246853,1.88,0.258124,2.04,0.271145,2.29,0.289476,2.78,0.320633
-15.0,-38.8,12053,1.297176,1.3,0.195686,1.35,0.202399,1.39,0.209357,1.44,0.216669,1.5,0.22419,1.57,0.232672,1.64,0.242684,1.74,0.255378,1.87,0.269283,2.1,0.290646,2.51,0.329965
-15.0,-38.6,12053,1.300468,1.41,0.208624,1.46,0.214178,1.51,0.220587,1.57,0.22663,1.63,0.233222,1.7,0.240913,1.79,0.249189,1.9,0.260152,2.06,0.272347,2.31,0.291024,2.79,0.320779
-14.8,-38.8,12053,1.303494,1.32,0.199396,1.36,0.205808,1.41,0.212277,1.46,0.219146,1.52,0.226362,1.59,0.234724,1.66,0.244233,1.76,0.256501,1.9,0.270801,2.14,0.291201,2.5648,0.327773
-14.8,-38.6,12053,1.306485,1.42,0.209138,1.47,0.215106,1.52,0.220882,1.58,0.227482,1.64,0.23366,1.72,0.241194,1.81,0.250296,1.92,0.260402,2.07,0.272824,2.34,0.290907,2.82,0.322098
-14.6,-38.8,12053,1.310174,1.32,0.201179,1.37,0.20702,1.42,0.213521,1.47,0.220014,1.53,0.227167,1.6,0.235372,1.68,0.244817,1.79,0.256809,1.938,0.27109,2.18,0.290557,2.6348,0.32824
-14.6,-38.6,12053,1.313147,1.42,0.208636,1.47,0.214613,1.53,0.220344,1.58,0.22675,1.65,0.233374,1.72,0.240729,1.81,0.2499,1.93,0.260057,2.08,0.272047,2.36,0.290455,2.85,0.323306
-14.4,-38.8,12053,1.316916,1.33,0.201374,1.38,0.207252,1.42,0.213971,1.48,0.220694,1.54,0.227454,1.61,0.235675,1.69,0.24507,1.8,0.257186,1.95,0.271703,2.21,0.291236,2.66,0.329901
-14.4,-38.6,12053,1.320095,1.43,0.207623,1.48,0.213495,1.53,0.219051,1.59,0.225606,1.654,0.231965,1.73,0.239972,1.82,0.249065,1.94,0.258987,2.1,0.271261,2.38,0.289157,2.88,0.323051
-14.2,-38.8,12053,1.323417,1.26,0.199654,1.31,0.205935,1.36,0.212677,1.41,0.219332,1.47,0.226801,1.54,0.234967,1.62,0.245068,1.72,0.257409,1.87,0.272322,2.12,0.292411,2.55,0.333404
-14.2,-38.6,12053,1.326971,1.43,0.205964,1.48,0.211874,1.53,0.217548,1.59,0.223933,1.65,0.230732,1.73,0.238655,1.82,0.247841,1.93,0.257467,2.1,0.270083,2.38,0.287696,2.87,0.323234
-14.0,-38.8,12053,1.330248,1.23,0.199409,1.28,0.205878,1.32,0.213141,1.37,0.219842,1.42,0.227997,1.49,0.236459,1.56,0.246468,1.66,0.259223,1.8,0.273689,2.03,0.295894,2.45,0.339547
-14.0,-38.6,12053,1.333567,1.42,0.204535,1.47,0.210211,1.52,0.21595,1.58,0.222724,1.64,0.229646,1.72,0.237862,1.8,0.246895,1.92,0.2566,2.08,0.268625,2.36,0.287192,2.85,0.3249
-13.8,-38.8,12053,1.3407,1.19,0.199055,1.23,0.20546,1.27,0.212982,1.32,0.220587,1.37,0.228555,1.43,0.23758,1.51,0.247734,1.6,0.260155,1.73,0.276116,1.96,0.300118,2.3448,0.34607
-13.8,-38.6,12053,1.339513,1.42,0.203754,1.47,0.209589,1.52,0.215502,1.58,0.222199,1.64,0.229338,1.71,0.237384,1.81,0.24653,1.92,0.256172,2.08,0.268781,2.36,0.287502,2.8548,0.326845
-13.6,-38.8,12053,1.343764,1.18,0.201155,1.22,0.207734,1.27,0.215046,1.31,0.222773,1.36,0.230876,1.42,0.239875,1.49,0.250384,1.59,0.263047,1.71,0.279738,1.93,0.304928,2.31,0.351721
-13.6,-38.6,12053,1.344172,1.41,0.203313,1.45,0.209575,1.51,0.215659,1.56,0.222671,1.62,0.229742,1.69,0.237787,1.79,0.246268,1.9,0.257374,2.07,0.270088,2.34,0.289744,2.84,0.328939
-13.4,-38.8,12053,1.34829,1.17,0.200726,1.21,0.20757,1.26,0.215438,1.3,0.22332,1.35,0.23198,1.41,0.24117,1.48,0.252314,1.58,0.264686,1.71,0.282958,1.92,0.309176,2.3,0.356999
-13.4,-38.6,12053,1.347042,1.39,0.201874,1.43,0.208681,1.48,0.215516,1.54,0.222208,1.6,0.2299,1.67,0.237934,1.76,0.247207,1.88,0.259189,2.05,0.273293,2.31,0.295212,2.82,0.336075
-13.4,-38.4,12053,1.350069,1.46,0.201581,1.51,0.207191,1.56,0.213097,1.62,0.220235,1.69,0.227522,1.76,0.235615,1.85,0.244001,1.97,0.253157,2.14,0.265411,2.41,0.283985,2.96,0.321755
-13.2,-38.6,12053,1.351313,1.32,0.199225,1.37,0.20602,1.42,0.21395,1.48,0.222053,1.544,0.230146,1.62,0.239765,1.71,0.251024,1.83,0.263551,1.99,0.281181,2.26,0.307125,2.77,0.355094
-13.2,-38.4,12053,1.350203,1.42,0.199384,1.47,0.205887,1.52,0.212668,1.58,0.219462,1.65,0.227336,1.72,0.2352,1.81,0.24479,1.93,0.256574,2.11,0.27033,2.38,0.292194,2.91,0.33274
-13.2,-38.2,12053,1.350511,1.49,0.197428,1.53,0.203213,1.59,0.209149,1.64,0.216177,1.71,0.223303,1.79,0.231392,1.87,0.239563,2.0,0.249615,2.17,0.260825,2.43,0.279784,2.9648,0.316887
-13.2,-38.0,12053,1.350577,1.53,0.193182,1.58,0.199103,1.63,0.204962,1.69,0.210883,1.76,0.217414,1.83,0.225105,1.92,0.234077,2.04,0.244099,2.2,0.255684,2.48,0.272836,3.01,0.30561
-13.0,-38.4,12053,1.348136,1.3,0.195013,1.35,0.202338,1.4,0.2107,1.46,0.219355,1.52,0.228034,1.59,0.238166,1.68,0.25019,1.8,0.263252,1.96,0.282711,2.21,0.310336,2.72,0.361607
-13.0,-38.2,12053,1.348924,1.43,0.196722,1.48,0.203621,1.53,0.210516,1.59,0.217414,1.66,0.225374,1.73,0.233648,1.82,0.243721,1.94,0.255377,2.1,0.269589,2.37,0.292478,2.89,0.334849
-13.0,-38.0,12053,1.349592,1.5,0.194403,1.55,0.200507,1.61,0.206915,1.67,0.21363,1.73,0.220649,1.8,0.228584,1.89,0.236824,2.01,0.246956,2.17,0.258492,2.44,0.278024,2.97,0.313425
-13.0,-37.8,12053,1.350038,1.55,0.188726,1.61,0.194768,1.66,0.201055,1.72,0.207098,1.78,0.213263,1.85,0.220464,1.94,0.229438,2.06,0.239388,2.23,0.251533,2.49,0.268367,3.02,0.299842
-12.8,-38.0,12053,1.34956,1.44,0.195746,1.49,0.202765,1.54,0.20954,1.6,0.216437,1.67,0.224311,1.74,0.232734,1.82,0.242744,1.94,0.253914,2.1,0.267769,2.36,0.290439,2.85,0.332342
-12.8,-37.8,12053,1.349639,1.52,0.191924,1.57,0.197913,1.63,0.204589,1.68,0.211147,1.75,0.218085,1.82,0.225568,1.9,0.233865,2.02,0.243877,2.19,0.255388,2.45,0.274598,2.96,0.308603
-12.6,-37.8,12053,1.349527,1.47,0.19544,1.52,0.201998,1.57,0.208307,1.63,0.215587,1.69,0.222904,1.76,0.231501,1.84,0.240966,1.96,0.251608,2.12,0.264652,2.36,0.286189,2.84,0.32646
-12.6,-37.6,12053,1.351438,1.55,0.189386,1.6,0.195551,1.66,0.201974,1.71,0.208271,1.78,0.215088,1.85,0.222334,1.93,0.230226,2.05,0.240379,2.21,0.252491,2.46,0.270773,2.97,0.302902
-12.4,-37.8,12053,1.373806,1.25,0.1966,1.29,0.203602,1.34,0.210666,1.38,0.21863,1.43,0.226408,1.49,0.235334,1.56,0.245804,1.65,0.258528,1.78,0.27338,1.97,0.299044,2.35,0.344245
-12.4,-37.6,12053,1.352773,1.5,0.192937,1.55,0.199323,1.61,0.205929,1.66,0.213077,1.72,0.220027,1.79,0.228621,1.88,0.237454,1.98,0.247852,2.14,0.260133,2.38,0.281888,2.86,0.317787
-12.4,-37.4,12053,1.354573,1.58,0.186859,1.63,0.192929,1.69,0.198675,1.74,0.205081,1.81,0.212096,1.88,0.218878,1.96,0.226288,2.07,0.236372,2.24,0.249054,2.49,0.265748,2.9948,0.295176
-12.2,-37.6,12053,1.360619,1.39,0.195344,1.44,0.202362,1.48,0.20948,1.53,0.216889,1.59,0.223811,1.66,0.233027,1.73,0.24345,1.83,0.254593,1.97,0.268988,2.19,0.293652,2.61,0.335733
-12.2,-37.4,12053,1.356948,1.54,0.190313,1.59,0.197138,1.65,0.203363,1.7,0.209786,1.76,0.216901,1.83,0.22453,1.92,0.232659,2.02,0.242722,2.19,0.255146,2.43,0.274976,2.93,0.3076
-12.0,-37.4,12053,1.359817,1.49,0.194159,1.54,0.200909,1.59,0.207648,1.65,0.214606,1.71,0.22165,1.77,0.23017,1.86,0.239692,1.96,0.249946,2.12,0.262948,2.35,0.285592,2.8348,0.323159
-12.0,-37.2,12053,1.360825,1.59,0.188545,1.64,0.194832,1.69,0.20069,1.75,0.207038,1.81,0.213593,1.88,0.220833,1.96,0.228524,2.07,0.238741,2.23,0.251289,2.48,0.269967,2.97,0.298409
-11.8,-37.4,12053,1.370144,1.41,0.196575,1.45,0.203847,1.5,0.210858,1.558,0.217732,1.61,0.225207,1.68,0.234272,1.76,0.244257,1.85,0.255559,2.01,0.269803,2.224,0.294328,2.66,0.335567
-11.8,-37.2,12053,1.363171,1.55,0.191608,1.6,0.197699,1.66,0.20455,1.71,0.211244,1.77,0.217794,1.84,0.2253,1.92,0.233723,2.03,0.244187,2.19,0.255789,2.42,0.277477,2.91,0.309568
-11.6,-37.4,12053,1.602126,1.3,0.19859,1.35,0.206117,1.39,0.213498,1.44,0.22082,1.49,0.228938,1.55,0.237848,1.62,0.248457,1.71,0.260569,1.84,0.275946,2.05,0.301674,2.4348,0.345132
-11.6,-37.2,12053,1.365042,1.47,0.195221,1.51,0.201959,1.56,0.208844,1.62,0.215327,1.67,0.22281,1.74,0.231305,1.82,0.24081,1.92,0.251098,2.07,0.264692,2.29,0.287949,2.75,0.325711
-11.6,-37.0,12053,1.365911,1.59,0.189825,1.64,0.19599,1.69,0.202216,1.75,0.208441,1.81,0.215155,1.88,0.22248,1.96,0.230537,2.07,0.240193,2.23,0.252144,2.47,0.272555,2.96,0.304023
-11.4,-37.2,12053,1.388061,1.31,0.198822,1.35,0.206093,1.4,0.213225,1.44,0.219802,1.5,0.227656,1.56,0.236995,1.63,0.246968,1.72,0.258568,1.86,0.273297,2.06,0.298227,2.48,0.339389
-11.4,-37.0,12053,1.367612,1.56,0.193915,1.61,0.20069,1.66,0.207587,1.71,0.214118,1.77,0.22132,1.85,0.229316,1.93,0.237983,2.03,0.248543,2.19,0.261116,2.43,0.283236,2.8948,0.318335
-11.4,-36.8,12053,1.368654,1.62,0.188496,1.67,0.194556,1.72,0.200591,1.78,0.20679,1.84,0.213097,1.91,0.220441,1.99,0.228453,2.1,0.237905,2.26,0.249743,2.5,0.268847,2.9848,0.29989
-11.2,-37.0,12053,1.376672,1.42,0.198309,1.47,0.205573,1.51,0.21247,1.56,0.219367,1.62,0.22718,1.68,0.236152,1.76,0.24565,1.85,0.256978,2.0,0.271554,2.21,0.295553,2.63,0.335181
-11.2,-36.8,12053,1.370282,1.58,0.193584,1.63,0.200018,1.68,0.20693,1.74,0.213087,1.8,0.220372,1.87,0.22807,1.95,0.23632,2.06,0.246647,2.22,0.259547,2.45,0.281199,2.93,0.314188
-11.0,-37.0,12053,1.390123,1.04,0.202643,1.07,0.210273,1.1,0.217902,1.14,0.225837,1.18,0.233772,1.22,0.242927,1.28,0.253914,1.34,0.266121,1.45,0.281625,1.59,0.306711,1.9,0.347594
-11.0,-36.8,12053,1.374372,1.54,0.197515,1.59,0.204534,1.64,0.211737,1.7,0.218451,1.76,0.226507,1.84,0.235236,1.92,0.244916,2.03,0.256123,2.19,0.271114,2.41,0.295077,2.8748,0.33341
-11.0,-36.6,12053,1.372764,1.59,0.193182,1.64,0.200079,1.7,0.206305,1.75,0.212836,1.82,0.219672,1.89,0.227669,1.97,0.235909,2.08,0.246529,2.24,0.259713,2.47,0.280637,2.92,0.314915
-10.8,-36.8,12053,1.392731,1.19,0.200103,1.22,0.207965,1.26,0.215741,1.3,0.223752,1.35,0.232397,1.4,0.241474,1.47,0.252791,1.55,0.266416,1.66,0.282496,1.83,0.308058,2.14,0.349729
-10.8,-36.6,12053,1.394202,1.49,0.195196,1.54,0.202816,1.59,0.210322,1.64,0.217573,1.71,0.225273,1.78,0.234687,1.86,0.245249,1.97,0.257335,2.11,0.272567,2.33,0.297011,2.75,0.335536
-10.8,-36.4,12053,1.37753,1.58,0.192108,1.63,0.199029,1.68,0.205416,1.74,0.212159,1.81,0.219135,1.88,0.22746,1.96,0.235927,2.07,0.247077,2.23,0.260456,2.46,0.281006,2.9,0.316753
-10.8,-36.2,12053,1.378938,1.64,0.186042,1.69,0.191597,1.75,0.197398,1.81,0.203498,1.87,0.210583,1.95,0.217646,2.04,0.225955,2.15,0.234777,2.31,0.24787,2.54,0.267054,2.99,0.298323
-10.6,-36.6,12053,1.422749,1.3,0.196637,1.34,0.204206,1.39,0.212446,1.44,0.220381,1.5,0.229353,1.56,0.238704,1.63,0.250675,1.73,0.265368,1.86,0.282533,2.05,0.309524,2.43,0.354631
-10.6,-36.4,12053,1.38846,1.47,0.191486,1.52,0.199166,1.57,0.206874,1.63,0.214384,1.69,0.222102,1.75,0.231818,1.83,0.242898,1.94,0.256287,2.08,0.271614,2.29,0.297772,2.71,0.341647
-10.6,-36.2,12053,1.383781,1.58,0.190936,1.63,0.198129,1.68,0.204745,1.74,0.211271,1.81,0.218891,1.88,0.227119,1.97,0.236075,2.07,0.247415,2.22,0.261598,2.45,0.282285,2.89,0.319668
-10.6,-36.0,12053,1.384103,1.66,0.183721,1.71,0.189337,1.76,0.195318,1.83,0.201532,1.89,0.208014,1.97,0.215766,2.056,0.223823,2.16,0.233222,2.32,0.245918,2.55,0.264779,3.0,0.29694
-10.4,-36.2,12053,1.416001,1.36,0.193622,1.4,0.201145,1.45,0.208209,1.5,0.215205,1.56,0.22331,1.62,0.232075,1.69,0.242427,1.78,0.254979,1.9,0.269956,2.09,0.293963,2.4448,0.33372
-10.4,-36.0,12053,1.388901,1.59,0.189154,1.64,0.19599,1.69,0.202655,1.75,0.208991,1.82,0.21662,1.89,0.22425,1.97,0.233772,2.08,0.244942,2.23,0.259041,2.454,0.27955,2.89,0.315683
-10.4,-35.8,12053,1.389181,1.66,0.182037,1.72,0.187902,1.77,0.193624,1.83,0.199946,1.9,0.206693,1.98,0.213799,2.06,0.222126,2.17,0.23166,2.32,0.243985,2.56,0.262368,3.0,0.292982
-10.2,-36.0,12053,1.411976,1.42,0.189947,1.47,0.197516,1.52,0.204596,1.57,0.211603,1.64,0.219489,1.7,0.22834,1.78,0.239265,1.87,0.252327,2.0,0.267635,2.21,0.291818,2.6048,0.331763
-10.2,-35.8,12053,1.392141,1.61,0.185698,1.66,0.192176,1.71,0.198556,1.78,0.205081,1.85,0.212304,1.92,0.220026,2.01,0.229086,2.11,0.240129,2.26,0.253947,2.48,0.274464,2.9248,0.309885
-10.2,-35.6,12053,1.393638,1.68,0.180768,1.73,0.186419,1.78,0.192062,1.85,0.19848,1.91,0.20509,1.99,0.212666,2.08,0.220718,2.18,0.229866,2.33,0.242115,2.57,0.259718,3.02,0.288784
-10.0,-35.8,12053,1.405856,1.43,0.187628,1.48,0.194586,1.53,0.201178,1.58,0.208368,1.64,0.215888,1.71,0.223884,1.79,0.234626,1.88,0.24665,2.01,0.261726,2.21,0.285835,2.6,0.325988
-10.0,-35.6,12053,1.396168,1.62,0.185187,1.67,0.191351,1.73,0.19776,1.79,0.204047,1.86,0.211249,1.93,0.219245,2.02,0.227973,2.12,0.237984,2.27,0.251656,2.49,0.27109,2.94,0.305764
-10.0,-35.4,12053,1.398335,1.69,0.179204,1.74,0.184551,1.79,0.190374,1.85,0.196722,1.93,0.203497,2.01,0.210761,2.09,0.219,2.2,0.227728,2.35,0.239998,2.58,0.257551,3.03,0.284462
-9.8,-35.8,12053,1.436392,1.51,0.188678,1.56,0.195948,1.61,0.202826,1.67,0.21016,1.74,0.217841,1.81,0.226728,1.9,0.237265,1.99,0.250227,2.13,0.266531,2.35,0.291727,2.76,0.335752
-9.8,-35.6,12053,1.418245,1.56,0.186053,1.61,0.192957,1.66,0.199462,1.73,0.206508,1.79,0.21385,1.87,0.221894,1.95,0.23218,2.05,0.244043,2.19,0.257992,2.41,0.2806,2.84,0.320581
-9.8,-35.4,12053,1.403642,1.64,0.183648,1.68,0.189678,1.74,0.196048,1.8,0.202191,1.87,0.209423,1.95,0.216999,2.04,0.22606,2.14,0.236105,2.28,0.249121,2.51,0.2678,2.9548,0.300485
-9.6,-35.6,12053,1.525435,1.14,0.187457,1.18,0.194464,1.22,0.201349,1.26,0.208878,1.31,0.216638,1.37,0.225092,1.43,0.235435,1.5,0.247666,1.6,0.264005,1.75,0.2881,2.05,0.329686
-9.6,-35.4,12053,1.439302,1.52,0.184502,1.57,0.191143,1.62,0.197748,1.68,0.204544,1.74,0.211933,1.82,0.219721,1.9,0.23008,2.0,0.241077,2.13,0.254871,2.34,0.275787,2.74,0.314182
-9.6,-35.2,12053,1.407447,1.63,0.180953,1.67,0.18672,1.73,0.192869,1.79,0.199072,1.85,0.206073,1.93,0.214021,2.01,0.222508,2.12,0.231578,2.26,0.244161,2.47,0.262591,2.8948,0.292354
-9.4,-35.4,12053,1.505995,1.09,0.186785,1.12,0.193909,1.16,0.200652,1.2,0.208339,1.25,0.215514,1.3,0.223908,1.36,0.233896,1.43,0.245874,1.52,0.261399,1.66,0.284047,1.95,0.323708
-9.4,-35.2,12053,1.442442,1.54,0.182293,1.59,0.189037,1.64,0.195419,1.7,0.202251,1.76,0.209295,1.84,0.216632,1.92,0.226455,2.02,0.236362,2.15,0.249266,2.35,0.268454,2.75,0.302802
-9.4,-35.0,12053,1.408616,1.66,0.176031,1.71,0.181866,1.77,0.187701,1.83,0.193976,1.89,0.201178,1.97,0.20893,2.05,0.216498,2.16,0.225483,2.3,0.236885,2.51,0.253731,2.93,0.279882
-9.2,-35.2,12053,1.488888,1.31,0.184613,1.36,0.191556,1.4,0.198151,1.45,0.205009,1.51,0.212324,1.57,0.220417,1.64,0.230113,1.72,0.240979,1.83,0.255292,1.99,0.275449,2.32,0.312326
-9.2,-35.0,12053,1.427484,1.59,0.179083,1.64,0.185467,1.69,0.191778,1.75,0.198419,1.82,0.205109,1.89,0.213141,1.97,0.221503,2.08,0.23061,2.2,0.243477,2.41,0.260872,2.8048,0.291298
-9.2,-34.8,12053,1.414111,1.7,0.169524,1.76,0.174956,1.81,0.180623,1.87,0.187114,1.94,0.194261,2.01,0.201349,2.09,0.20928,2.2,0.218185,2.34,0.228422,2.55,0.244477,2.96,0.268426
-9.0,-35.0,12053,1.441883,1.52,0.181585,1.56,0.187689,1.62,0.194403,1.68,0.201422,1.74,0.208441,1.81,0.215766,1.89,0.225532,1.99,0.235054,2.11,0.247749,2.3,0.266427,2.6948,0.300754
-9.0,-34.8,12053,1.417307,1.67,0.173833,1.72,0.179693,1.77,0.185674,1.84,0.192375,1.9,0.199224,1.97,0.206975,2.056,0.214605,2.16,0.223334,2.3,0.234564,2.5,0.250617,2.91,0.277685
-8.8,-35.0,12053,1.461161,1.41,0.184149,1.45,0.190802,1.5,0.197455,1.56,0.204413,1.61,0.211982,1.68,0.219001,1.75,0.228828,1.84,0.239082,1.96,0.253182,2.13,0.27192,2.48,0.307443
-8.8,-34.8,12053,1.421714,1.64,0.176421,1.68,0.182671,1.74,0.189195,1.8,0.195612,1.86,0.202657,1.93,0.210187,2.01,0.218385,2.12,0.227178,2.25,0.239019,2.45,0.255979,2.86,0.284474
-8.6,-34.8,12053,1.436247,1.59,0.179119,1.63,0.185262,1.69,0.191838,1.75,0.198843,1.81,0.205343,1.88,0.213141,1.96,0.221735,2.06,0.231161,2.19,0.242803,2.39,0.260131,2.79,0.290891
-8.6,-34.6,12053,1.424191,1.73,0.168267,1.78,0.173861,1.83,0.180357,1.89,0.186774,1.96,0.193309,2.03,0.2003,2.11,0.208505,2.22,0.217197,2.34,0.227725,2.55,0.242672,2.97,0.267868
-8.4,-34.8,12053,1.448603,1.43,0.181865,1.47,0.188184,1.52,0.194807,1.57,0.201761,1.63,0.208429,1.7,0.216131,1.77,0.22505,1.86,0.234432,1.97,0.246746,2.14,0.264475,2.51,0.296444
-8.4,-34.6,12053,1.429391,1.69,0.170965,1.74,0.176751,1.79,0.18326,1.85,0.189396,1.91,0.196117,1.98,0.2034,2.06,0.211257,2.17,0.220054,2.29,0.230696,2.49,0.246033,2.91,0.271602
-8.2,-34.8,12053,1.464965,1.51,0.185039,1.56,0.191494,1.61,0.198092,1.66,0.204969,1.72,0.2119,1.79,0.219439,1.87,0.228326,1.96,0.238217,2.08,0.250896,2.26,0.26914,2.63,0.30165
-8.2,-34.6,12053,1.436222,1.65,0.17365,1.7,0.179779,1.75,0.185872,1.8,0.192389,1.87,0.199042,1.94,0.206501,2.01,0.21458,2.12,0.223179,2.24,0.234331,2.43,0.249964,2.83,0.276632
-8.0,-34.8,12053,1.481607,1.41,0.188359,1.45,0.194646,1.49,0.201543,1.55,0.208257,1.6,0.215338,1.67,0.222601,1.74,0.231732,1.82,0.241169,1.93,0.253608,2.09,0.271552,2.4248,0.303502
-8.0,-34.6,12053,1.459484,1.61,0.176032,1.65,0.182073,1.7,0.188239,1.75,0.194696,1.81,0.201667,1.88,0.208991,1.96,0.217537,2.06,0.226081,2.17,0.2373,2.35,0.253756,2.74,0.280099
-8.0,-34.4,12053,1.445025,1.77,0.162053,1.81,0.167852,1.86,0.173833,1.92,0.179937,1.98,0.186528,2.05,0.193303,2.13,0.201178,2.23,0.210089,2.35,0.220697,2.55,0.234101,2.98,0.25855
-7.8,-34.8,12053,1.506723,1.29,0.191837,1.32,0.198291,1.37,0.205022,1.41,0.211485,1.46,0.218634,1.52,0.225677,1.58,0.23445,1.66,0.243742,1.75,0.255866,1.89,0.273203,2.2,0.30439
-7.8,-34.6,12053,1.478786,1.51,0.17752,1.55,0.18337,1.59,0.189647,1.65,0.196217,1.7,0.203273,1.76,0.210505,1.83,0.218887,1.92,0.227705,2.03,0.238882,2.19,0.255353,2.56,0.282453
-7.8,-34.4,12053,1.453005,1.76,0.163555,1.8,0.169414,1.86,0.175276,1.91,0.181387,1.97,0.187735,2.04,0.194683,2.12,0.202418,2.21,0.211581,2.33,0.222162,2.53,0.235974,2.95,0.26006
-7.6,-34.8,12053,1.57282,1.05,0.193913,1.08,0.200335,1.11,0.206847,1.14,0.213504,1.18,0.220409,1.22,0.227423,1.27,0.235553,1.33,0.245029,1.4,0.256086,1.51,0.273169,1.75,0.302577
-7.6,-34.6,12053,1.495883,1.39,0.178521,1.42,0.184418,1.47,0.190756,1.51,0.197489,1.56,0.204306,1.62,0.211482,1.68,0.219814,1.75,0.228921,1.85,0.239966,2.0,0.256471,2.34,0.28373
-7.6,-34.4,12053,1.457574,1.75,0.164592,1.79,0.170337,1.85,0.175923,1.9,0.182048,1.96,0.18836,2.02,0.195465,2.1,0.203304,2.19,0.212274,2.31,0.222963,2.494,0.237138,2.91,0.260493
-7.4,-34.6,12053,1.500972,1.46,0.177654,1.49,0.183634,1.53,0.189862,1.58,0.196455,1.63,0.203105,1.68,0.210212,1.74,0.21833,1.82,0.227527,1.91,0.23826,2.06,0.254632,2.3748,0.280675
-7.4,-34.4,12053,1.462508,1.76,0.162407,1.8,0.168091,1.85,0.173958,1.9,0.179766,1.96,0.18602,2.02,0.192925,2.1,0.200892,2.182,0.209591,2.3,0.220477,2.48,0.234145,2.9,0.258455
