grid_lat,grid_lon,band,hat_m,zos_std_m,tide_daily_max_mean_m,phase_envelope_mean_m,phase_envelope_p95_m,phase_envelope_over_zos_std,median_abs_daily_zos_step_m,days_total,days_passing_gate_current,days_passing_gate_lower_bound,days_passing_gate_upper_bound,days_pass_now_fail_at_lower_bound,days_fail_now_pass_at_upper_bound,share_of_passing_days_at_risk,gate_passing_runs,gate_passing_runs_lost_at_lower_bound,share_of_runs_at_risk,spearman_current_vs_midpoint
-31.0,-50.600006103515625,RS,0.388655,0.15428784489631653,0.16941802203655243,0.09177279472351074,0.24816711544990536,0.5948154330253601,0.07211597263813019,12053,1241,634,1836,607,595,0.48912167606768736,609,271,0.44499178981937604,0.9299263099222038
-31.0,-50.399993896484375,RS,0.392952,0.11684805154800415,0.17073018848896027,0.06980911642313004,0.18820015192031858,0.5974349975585938,0.05505525320768356,12053,734,366,1091,368,357,0.5013623978201635,381,185,0.48556430446194226,0.9376561262293525
-31.0,-50.20001220703125,RS,0.39588,0.08891522139310837,0.1713663786649704,0.05575331300497055,0.14746739864349365,0.6270390152931213,0.044496387243270874,12053,366,176,583,190,217,0.5191256830601093,212,108,0.5094339622641509,0.9436898409045619
-30.799999237060547,-50.399993896484375,RS,0.395301,0.144341379404068,0.1727975606918335,0.08490992337465286,0.22913208603858942,0.5882576704025269,0.06665189564228058,12053,1075,551,1602,524,527,0.4874418604651163,528,233,0.4412878787878788,0.9330327454198145
-30.799999237060547,-50.20001220703125,RS,0.398879,0.11405183374881744,0.17366346716880798,0.0680508241057396,0.1818466126918791,0.5966657400131226,0.05359223484992981,12053,665,327,1002,338,337,0.5082706766917293,352,171,0.48579545454545453,0.9387032056121785
-30.600000381469727,-50.399993896484375,RS,0.39741,0.16149991750717163,0.17552855610847473,0.09706281870603561,0.2619403302669525,0.6010084748268127,0.07586861401796341,12053,1307,662,1960,645,653,0.4934965570007651,649,283,0.43605546995377503,0.9269669151050787
-30.600000381469727,-50.20001220703125,RS,0.404066,0.13779358565807343,0.17768977582454681,0.08059170842170715,0.2152937173843383,0.5848727226257324,0.06352171301841736,12053,957,490,1423,467,466,0.48798328108672934,473,211,0.44608879492600423,0.9350300784687497
-30.600000381469727,-50.0,RS,0.406059,0.10861969739198685,0.1776367425918579,0.06463257223367691,0.17164830267429346,0.5950354933738708,0.051454201340675354,12053,568,274,868,294,300,0.5176056338028169,306,152,0.49673202614379086,0.9407147804094766
-30.39999961853028,-50.20001220703125,RS,0.412557,0.1504250168800354,0.18499572575092316,0.0894981399178505,0.23910869956016528,0.5949684381484985,0.07062722742557526,12053,1126,572,1671,554,545,0.4920071047957371,553,244,0.4412296564195298,0.9303570045523221
-30.39999961853028,-50.0,RS,0.413877,0.12500698864459991,0.18387335538864136,0.07289731502532959,0.19386577010154718,0.5831459164619446,0.05783257260918617,12053,752,380,1134,372,382,0.4946808510638298,381,175,0.45931758530183725,0.9379438712923868
-30.39999961853028,-49.79998779296875,RS,0.413275,0.1032264232635498,0.18222913146018982,0.06082490459084511,0.16179935932159417,0.5892377495765686,0.048328857868909836,12053,479,234,736,245,257,0.511482254697286,261,128,0.4904214559386973,0.9436399303611324
-30.200000762939453,-50.0,RS,0.423298,0.1356353461742401,0.19215348362922668,0.07978963851928711,0.21212792992591856,0.5882658362388611,0.06357003003358841,12053,867,436,1315,431,448,0.497116493656286,442,205,0.4638009049773756,0.9342781803262057
-30.200000762939453,-49.79998779296875,RS,0.421627,0.11530359089374542,0.18940654397010803,0.06688738614320755,0.1776157647371292,0.580098032951355,0.053376346826553345,12053,605,298,912,307,307,0.5074380165289256,323,157,0.48606811145510836,0.9412488480052523
-30.0,-50.0,RS,0.431692,0.1462559849023819,0.20017759501934052,0.08767732232809067,0.23285622894763947,0.599478542804718,0.06988738477230072,12053,1000,501,1514,499,514,0.499,499,230,0.46092184368737477,0.9298390856710526
-30.0,-49.79998779296875,RS,0.430222,0.1260562688112259,0.1973855048418045,0.07350368052721024,0.19482851922512054,0.5831021666526794,0.05844241753220558,12053,738,368,1114,370,376,0.5013550135501355,382,185,0.48429319371727747,0.9377133233484571
-29.799999237060547,-49.79998779296875,RS,0.438053,0.1387842297554016,0.20527136325836182,0.08231416344642639,0.21729477345943451,0.5931088924407959,0.06555935740470886,12053,888,444,1345,444,457,0.5,452,216,0.4778761061946903,0.9328147341250291
-29.799999237060547,-49.600006103515625,RS,0.435056,0.12010428309440613,0.20139440894126892,0.06900060921907425,0.18348585367202758,0.5745058059692383,0.054860200732946396,12053,645,324,975,321,330,0.49767441860465117,337,157,0.4658753709198813,0.9411748289478131
-29.600000381469727,-49.79998779296875,RS,0.444409,0.15264113247394562,0.2124052196741104,0.09242670238018036,0.24457039833068847,0.6055163741111755,0.07346448302268982,12053,1075,531,1631,544,556,0.5060465116279069,548,264,0.48175182481751827,0.9275836481870722
-29.600000381469727,-49.600006103515625,RS,0.44245,0.13376249372959137,0.20899808406829834,0.0779045969247818,0.20640659928321836,0.5824098587036133,0.06163560226559639,12053,808,406,1221,402,413,0.4975247524752475,417,201,0.48201438848920863,0.936506877565756
-29.600000381469727,-49.399993896484375,RS,0.439253,0.11419311910867691,0.20476999878883362,0.06503493338823318,0.1720913469791412,0.5695170760154724,0.05128291994333267,12053,561,286,849,275,288,0.49019607843137253,297,135,0.45454545454545453,0.9438272264961207
-29.39999961853028,-49.600006103515625,RS,0.44899,0.14997050166130066,0.21615445613861084,0.08949414640665054,0.2362925350666046,0.5967450141906738,0.07090112566947937,12053,1027,508,1546,519,519,0.5053554040895814,525,250,0.47619047619047616,0.9305671797219885
-29.39999961853028,-49.399993896484375,RS,0.445521,0.1295039802789688,0.21159686148166656,0.07425683736801147,0.1962253212928772,0.573394238948822,0.05858319252729416,12053,737,368,1118,369,381,0.5006784260515604,391,188,0.48081841432225064,0.9395216541142649
-29.39999961853028,-49.20001220703125,RS,0.441797,0.10857932269573212,0.20728503167629242,0.061342980712652206,0.161707928776741,0.5649600625038147,0.048183172941207886,12053,497,242,752,255,255,0.5130784708249497,272,127,0.46691176470588236,0.946148637194944
-29.200000762939453,-49.399993896484375,RS,0.449673,0.14675481617450714,0.21750769019126892,0.0861249566078186,0.22709724903106687,0.5868629217147827,0.06800083070993423,12053,983,484,1486,499,503,0.5076297049847406,508,237,0.46653543307086615,0.9334103836855075
-29.200000762939453,-49.20001220703125,RS,0.446082,0.12430103868246078,0.21296873688697815,0.07076536118984222,0.18712237179279323,0.5693062543869019,0.05545883625745773,12053,688,340,1037,348,349,0.5058139534883721,365,173,0.473972602739726,0.9413786390603768
-29.200000762939453,-49.0,RS,0.443349,0.10186255723237991,0.20897987484931946,0.05767817795276642,0.15344696640968322,0.5662353038787842,0.045167334377765656,12053,420,203,648,217,228,0.5166666666666667,234,107,0.45726495726495725,0.9478503364534292
-29.0,-49.399993896484375,SC/PR,0.449269,0.1668962985277176,0.21999482810497284,0.10175802558660507,0.26583907604217527,0.6097081303596497,0.0809953585267067,12053,1269,636,1907,633,638,0.4988179669030733,644,288,0.4472049689440994,0.924598129557066
-29.0,-49.20001220703125,SC/PR,0.447561,0.14329004287719727,0.21703827381134033,0.08344940096139908,0.21984567046165462,0.582381010055542,0.06558547168970108,12053,947,466,1436,481,489,0.5079197465681098,491,231,0.47046843177189407,0.9347715746688188
-29.0,-49.0,SC/PR,0.445677,0.11838752776384354,0.21355704963207245,0.06810811161994934,0.18005919456481934,0.575298011302948,0.05340738594532013,12053,625,306,942,319,317,0.5104,336,157,0.46726190476190477,0.9412673541298786
-29.0,-48.79998779296875,SC/PR,0.443778,0.09632483869791031,0.21056216955184937,0.055176470428705215,0.145815509557724,0.5728166103363037,0.0431518517434597,12053,356,170,571,186,215,0.5224719101123596,209,92,0.44019138755980863,0.9489507809013621
-29.0,-48.600006103515625,SC/PR,0.442453,0.07820681482553482,0.20832519233226776,0.04321341589093208,0.1136520341038704,0.5525530576705933,0.03387579321861267,12053,195,86,325,109,130,0.558974358974359,124,67,0.5403225806451613,0.9605396769540376
-28.799999237060547,-49.0,SC/PR,0.445228,0.1468600183725357,0.21663734316825867,0.08609618991613388,0.22582519650459285,0.5862466096878052,0.06857524067163467,12053,1016,503,1511,513,495,0.5049212598425197,523,240,0.4588910133843212,0.9329904167176187
-28.799999237060547,-48.79998779296875,SC/PR,0.444728,0.11901526153087616,0.21478945016860962,0.06947080790996552,0.18185654580593105,0.5837134122848511,0.0552990697324276,12053,642,310,976,332,334,0.5171339563862928,357,170,0.47619047619047616,0.9396560871015264
-28.799999237060547,-48.600006103515625,SC/PR,0.444776,0.09344524145126343,0.21322621405124664,0.05427657067775726,0.14159993529319762,0.5808382630348206,0.04289139434695244,12053,322,149,532,173,210,0.5372670807453416,194,86,0.44329896907216493,0.9497596704568765
-28.799999237060547,-48.399993896484375,SC/PR,0.444843,0.07384322583675385,0.2118716835975647,0.04067191481590271,0.10648168325424189,0.5507873296737671,0.03203834220767021,12053,161,71,266,90,105,0.5590062111801242,107,58,0.5420560747663551,0.9639902630530626
-28.600000381469727,-48.79998779296875,SC/PR,0.441854,0.15037831664085388,0.21827393770217896,0.08915027230978012,0.2337455749511718,0.5928399562835693,0.07104159891605377,12053,1110,553,1641,557,531,0.5018018018018018,568,258,0.45422535211267606,0.9308458302531771
-28.600000381469727,-48.600006103515625,SC/PR,0.446283,0.11355406790971756,0.2187442034482956,0.06660851091146469,0.17408908009529112,0.5865796804428101,0.05280385911464691,12053,595,280,922,315,327,0.5294117647058824,337,162,0.4807121661721068,0.941685939589749
-28.600000381469727,-48.399993896484375,SC/PR,0.448277,0.08578816801309586,0.21792975068092346,0.04969505965709686,0.12986403703689575,0.5792763829231262,0.039356429129838943,12053,267,120,439,147,172,0.550561797752809,163,76,0.4662576687116564,0.9548474013001687
-28.39999961853028,-48.600006103515625,SC/PR,0.447478,0.13057859241962433,0.22549603879451752,0.07673929631710052,0.20167066156864166,0.5876866579055786,0.06125158816576004,12053,858,413,1294,445,436,0.5186480186480187,458,213,0.4650655021834061,0.9376667604319537
-28.39999961853028,-48.399993896484375,SC/PR,0.451957,0.09805784374475479,0.2254170924425125,0.05758604779839516,0.1512797683477401,0.5872660875320435,0.04580800607800484,12053,430,194,695,236,265,0.5488372093023256,254,122,0.48031496062992124,0.949338238106795
-28.200000762939453,-48.600006103515625,SC/PR,0.449557,0.14149042963981628,0.2341948300600052,0.08406967669725418,0.22007011771202084,0.5941721796989441,0.06664688885211945,12053,1100,546,1623,554,523,0.5036363636363637,567,257,0.4532627865961199,0.9352774144415121
-28.200000762939453,-48.399993896484375,SC/PR,0.455688,0.1093536764383316,0.23425176739692688,0.06422292441129684,0.16828005611896513,0.5872955322265625,0.05085567384958267,12053,617,279,972,338,355,0.5478119935170178,354,174,0.4915254237288136,0.9469080232090773
-28.200000762939453,-48.20001220703125,SC/PR,0.459175,0.08461245894432068,0.23339195549488068,0.049393609166145325,0.1291851699352264,0.5837628245353699,0.03925974667072296,12053,315,132,506,183,191,0.580952380952381,198,105,0.5303030303030303,0.9590449268944086
-28.0,-48.399993896484375,SC/PR,0.46389,0.11870779097080231,0.24439813196659088,0.06977493315935135,0.18264561891555783,0.5877873301506042,0.055237870663404465,12053,777,377,1185,400,408,0.5148005148005148,425,189,0.4447058823529412,0.9459335642766313
-28.0,-48.20001220703125,SC/PR,0.468105,0.09235502034425735,0.2436644583940506,0.05454767495393753,0.14266965985298155,0.590630292892456,0.043397970497608185,12053,408,182,664,226,256,0.553921568627451,243,121,0.49794238683127573,0.9569021685736265
