grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity,hs_max,hs_q70,hs_q90,hs_q99,hs_valid_days,zos_q99,zos_peak_month,zos_annual_range_m,zos_std_m,zos_seasonal_variance_fraction,zos_corr_with_offshore,zos_anomaly_corr_with_offshore,offshore_reference_offset_deg,seafloor_elevation_m,Hazard_Index_current,point_key,municipalities_served,n_municipalities_served
-34.599998474121094,-54.0,0.7,0.99,1.74,0.742606,0.126087,0.487323,1109,101,97,0,97,2.94,1.25,2.2,4.0,1.25,2.2,0.6609,0.9549,1.0,0.837,1.6278,3.0319,5.56,1.7400000095367432,2.299999952316284,3.430000066757202,12053,0.7426061916351305,6.0,0.18336344,0.20637393,0.08772786,0.28731830870688846,0.2997906162230472,2.0,-18.5,0.9557184567120109,-34.6|-54.0,,0
-34.599998474121094,-53.79998779296875,0.7,0.99,1.86,0.67063,0.119396,0.511101,1120,98,95,0,95,2.88,1.27,2.0,4.0,1.27,2.0,0.6406,0.941,1.0,0.8383,1.6795,3.1944,5.81,1.8600000143051147,2.4700000286102295,3.7200000286102295,12053,0.6706297183036799,6.0,0.1699431,0.18456632,0.09473103,0.21937862995029295,0.22892436939477145,2.0,-27.25,0.94600150708285,-34.6|-53.8,,0
-34.599998474121094,-53.600006103515625,0.7,0.99,2.03,0.58685,0.107752,0.526462,1118,95,92,0,92,2.79,1.3,2.0,4.0,1.3,2.0,0.5898,0.9204,0.9655,0.7979,1.7496,3.2902,6.27,2.0299999713897705,2.690000057220459,4.059999942779541,12053,0.5868504166603083,6.0,0.15219983,0.16183524,0.10292945,0.1940284753733122,0.1846832567856173,2.0,-35.0,0.9086314545326726,-34.6|-53.6,,0
-34.599998474121094,-53.399993896484375,0.7,0.99,2.14,0.501774,0.098321,0.526763,1127,97,94,0,94,2.85,1.28,2.0,4.0,1.28,2.0,0.5164,0.8601,0.8904,0.6968,1.6314,3.0954,6.48,2.140000104904175,2.8499999046325684,4.2848000907897905,12053,0.5017744684219357,5.0,0.13797194,0.13779993,0.1160652,0.20040723125514043,0.1731078486792154,2.0,-42.0,0.8646316654363949,-34.6|-53.4,,0
-34.400001525878906,-53.79998779296875,0.7,0.99,1.22,0.755472,0.126765,0.535219,1166,101,97,0,97,2.94,1.24,2.0,4.0,1.24,2.0,0.559,0.7706,1.0,0.7121,1.349,2.5564,4.07,1.2200000286102295,1.590000033378601,2.4000000953674316,12053,0.7554719281196588,6.0,0.18501662,0.2129969,0.08338808,0.34921435083550634,0.37473140813588407,2.0,8.691232,0.8884917967239623,-34.4|-53.8,,0
-34.400001525878906,-53.600006103515625,0.7,0.99,1.71,0.684916,0.121071,0.557542,1142,99,95,0,95,2.88,1.27,2.0,4.0,1.27,2.0,0.5779,0.8744,0.9674,0.7562,1.574,2.885,5.12,1.7100000381469727,2.25,3.304799947738643,12053,0.6849160528182978,6.0,0.17529787,0.19160868,0.09223467,0.2250311613674284,0.24573394240868568,2.0,-24.0,0.9018116849449893,-34.4|-53.6,,0
-34.400001525878906,-53.399993896484375,0.7,0.99,2.0,0.605543,0.113736,0.558083,1129,97,94,0,94,2.85,1.28,2.0,4.0,1.28,2.0,0.5616,0.8997,0.9838,0.7423,1.6006,3.1354,5.76,2.0,2.630000114440918,3.884800109863277,12053,0.6055430483818054,6.0,0.15965503,0.16523463,0.104630165,0.18018436796941814,0.18046506137193535,2.0,-27.0,0.8891217617490949,-34.4|-53.4,,0
-34.20000076293945,-53.600006103515625,0.7,0.99,1.5,0.741867,0.124793,0.603595,1162,101,95,0,95,2.88,1.23,2.0,4.0,1.23,2.0,0.5264,0.7956,0.9725,0.6609,1.3367,2.4828,4.51,1.5,1.9500000476837158,2.819999933242798,12053,0.7418672013282774,6.0,0.18238351,0.20962137,0.08346839,0.3023311511836016,0.3353743538056052,2.0,-19.0,0.8505170436570706,-34.2|-53.6,,0
-34.20000076293945,-53.399993896484375,0.7,0.99,1.87,0.673555,0.119814,0.603226,1138,99,95,0,95,2.88,1.26,2.0,4.0,1.26,2.0,0.5599,0.8848,0.9884,0.728,1.5782,2.9022,5.48,1.8700000047683716,2.440000057220459,3.574799928665157,12053,0.6735553646087644,6.0,0.17176057,0.18540679,0.09455856,0.20010591707584588,0.21883419928380798,2.0,-23.0,0.8866332076698653,-34.2|-53.4,,0
-34.20000076293945,-53.20001220703125,0.7,0.99,2.04,0.594386,0.114078,0.581479,1128,97,92,0,92,2.79,1.32,3.0,4.0,1.32,3.0,0.5564,0.9028,1.0,0.752,1.5909,3.1244,5.94,2.0399999618530273,2.690000057220459,3.954800043106075,12053,0.5943863296508789,6.0,0.157898,0.15953465,0.10800265,0.16677689303778273,0.17288811132169057,2.0,-32.5,0.8839260606699708,-34.2|-53.2,,0
-34.0,-53.399993896484375,0.7,0.99,1.66,0.72661,0.123465,0.650568,1139,101,96,0,96,2.91,1.23,2.0,4.0,1.23,2.0,0.5223,0.8254,0.9358,0.6629,1.4359,2.75,4.92,1.659999966621399,2.1500000953674316,3.140000104904175,12053,0.7266099548339843,6.0,0.17825893,0.20394768,0.084350824,0.23606429162981513,0.2625244865675214,2.0,-16.5,0.8568018647404126,-34.0|-53.4,,0
-34.0,-53.20001220703125,0.7,0.99,1.87,0.663485,0.120021,0.629783,1136,100,96,0,96,2.91,1.25,2.0,4.0,1.25,2.0,0.549,0.8913,0.9906,0.7039,1.5689,2.9186,5.5,1.8700000047683716,2.450000047683716,3.5847999191284137,12053,0.6634849381446833,6.0,0.16875961,0.18089333,0.095287696,0.18635881197012125,0.20992895915019683,2.0,-18.5,0.8788698636155928,-34.0|-53.2,,0
-34.0,-53.0,0.7,0.99,2.06,0.597089,0.112387,0.598559,1123,99,94,0,94,2.85,1.29,2.0,4.0,1.29,2.0,0.5467,0.8928,1.0,0.7273,1.568,3.1327,6.16,2.059999942779541,2.7200000286102295,4.019999980926514,12053,0.5970885515213011,6.0,0.15820402,0.15883878,0.10728859,0.1554922526423145,0.1735773941460951,2.0,-28.0,0.881048103624029,-34.0|-53.0,,0
-33.79999923706055,-53.399993896484375,0.7,0.99,1.32,0.769351,0.124568,0.689188,1192,104,93,0,93,2.82,1.17,2.0,3.0,1.17,2.0,0.4908,0.7617,0.8895,0.5853,1.2431,1.7696,4.17,1.3200000524520874,1.7000000476837158,2.490000009536743,12053,0.7693506884574889,6.0,0.18225124,0.22025807,0.07633857,0.2966276569385435,0.31918428812580896,2.0,-10.75,0.7994091400400718,-33.8|-53.4,,0
-33.79999923706055,-53.20001220703125,0.7,0.99,1.63,0.726764,0.12211,0.672814,1163,98,94,0,94,2.85,1.27,2.0,4.0,1.27,2.0,0.5274,0.8484,0.9257,0.6911,1.5646,2.7181,5.16,1.6299999952316284,2.119999885559082,3.0847999191284137,12053,0.7267643165588378,6.0,0.17707112,0.20306809,0.08347473,0.238114879099876,0.26627891262566106,2.0,-19.75,0.8615636753488699,-33.8|-53.2,,0
-33.79999923706055,-53.0,0.7,0.99,1.89,0.668072,0.118129,0.642905,1133,97,93,0,93,2.82,1.29,2.4,4.0,1.29,2.4,0.5614,0.9101,0.9977,0.7504,1.6922,3.0357,5.46,1.8899999856948853,2.490000009536743,3.6548000907897906,12053,0.668072142601013,6.0,0.16892548,0.18317132,0.09216136,0.19355429698458146,0.23078193894101393,2.0,-20.0,0.8882732038032972,-33.8|-53.0,,0
-33.79999923706055,-52.79998779296875,0.7,0.99,2.09,0.600591,0.108563,0.607156,1124,101,97,0,97,2.94,1.25,2.0,4.0,1.25,2.0,0.5537,0.908,1.0,0.7168,1.6232,3.1909,6.12,2.0899999141693115,2.740000009536743,4.059999942779541,12053,0.6005914092063902,6.0,0.15941362,0.16567996,0.10036258,0.1594722070276742,0.19722158800504794,2.0,-27.0,0.8910215429364828,-33.8|-52.8,,0
-33.599998474121094,-53.0,0.7,0.99,1.26,0.734285,0.121074,0.677149,1165,99,96,0,96,2.91,1.24,2.0,4.0,1.24,2.0,0.475,0.7671,0.8965,0.6276,1.3987,2.4975,4.69,1.2599999904632568,1.6299999952316284,2.4148000812530475,12053,0.7342854642868037,6.0,0.17731062,0.20710485,0.080260314,0.28015621329814916,0.3093548203031305,2.0,-18.0,0.8378018559527576,-33.6|-53.0,Santa Vitória do Palmar,1
-33.599998474121094,-52.79998779296875,0.7,0.99,1.79,0.67697,0.114688,0.646935,1141,98,93,0,93,2.82,1.28,2.4,4.0,1.28,2.4,0.5346,0.8652,0.9441,0.7164,1.612,2.839,5.55,1.7899999618530273,2.319999933242798,3.3447999095916705,12053,0.6769698739051818,6.0,0.17122605,0.19085017,0.08707819,0.21741195456424597,0.2710383233150558,2.0,-24.0,0.8699729120531479,-33.6|-52.8,,0
-33.599998474121094,-52.600006103515625,0.7,0.99,2.06,0.608963,0.107205,0.606629,1136,96,92,0,92,2.79,1.32,2.45,4.0,1.32,2.45,0.5472,0.8893,1.0,0.743,1.6387,3.0907,5.82,2.059999942779541,2.680000066757202,3.940000057220459,12053,0.6089632439613343,6.0,0.16167572,0.17048235,0.09753733,0.1662506675903637,0.22674780213976992,2.0,-22.0,0.8790818657949313,-33.6|-52.6,,0
-33.400001525878906,-52.79998779296875,0.7,0.99,1.49,0.740723,0.117572,0.680058,1185,101,97,0,97,2.94,1.22,2.0,4.0,1.22,2.0,0.4964,0.7982,0.8984,0.6402,1.4946,2.5652,4.68,1.4900000095367432,1.909999966621399,2.759999990463257,12053,0.7407229876518248,6.0,0.17927483,0.21446264,0.07704766,0.29868334413101666,0.3304944183547402,2.0,-15.75,0.8497920621111462,-33.4|-52.8,,0
-33.400001525878906,-52.600006103515625,0.7,0.99,1.76,0.673067,0.11226,0.642206,1163,99,94,0,94,2.85,1.26,2.0,4.0,1.26,2.0,0.5102,0.8422,0.9145,0.6803,1.5668,2.7749,5.23,1.7599999904632568,2.2699999809265137,3.2847999668121295,12053,0.6730667805671692,6.0,0.17139892,0.19172858,0.087105624,0.212625332580229,0.2807813507518981,2.0,-17.75,0.8557506414988225,-33.4|-52.6,,0
-33.400001525878906,-52.399993896484375,0.7,0.99,2.01,0.586635,0.106819,0.587714,1154,95,90,0,90,2.73,1.33,3.0,3.0,1.33,3.0,0.5144,0.8286,0.9534,0.7137,1.7425,2.2962,5.47,2.009999990463257,2.609999895095825,3.7699999809265137,12053,0.5866345238685606,6.0,0.15888035,0.16245264,0.10320487,0.15885295302966013,0.23425296547171406,2.0,-20.75,0.8528946535906358,-33.4|-52.4,,0
-33.20000076293945,-52.600006103515625,0.7,0.99,1.48,0.723451,0.114643,0.663173,1187,102,96,0,96,2.91,1.21,2.0,3.0,1.21,2.0,0.4637,0.7653,0.8567,0.5873,1.3917,1.8235,4.48,1.4800000190734863,1.8700000047683716,2.6548000907897906,12053,0.7234512090682983,6.0,0.17676774,0.21270609,0.07697361,0.2966497456556286,0.34090689304139127,2.0,-16.0,0.8161106277900806,-33.2|-52.6,,0
-33.20000076293945,-52.399993896484375,0.7,0.99,1.79,0.649575,0.111139,0.613792,1182,98,93,0,93,2.82,1.26,2.4,3.0,1.26,2.4,0.4843,0.8194,0.8913,0.6436,1.6163,2.0863,5.07,1.7899999618530273,2.299999952316284,3.3147999382019,12053,0.6495747399330138,6.0,0.16784793,0.18378423,0.09101019,0.1930790599277393,0.28105603809854546,2.0,-17.0,0.8307887579528279,-33.2|-52.4,,0
-33.20000076293945,-52.20001220703125,0.7,0.99,2.07,0.563346,0.107004,0.559928,1163,93,88,1,87,2.64,1.37,3.0,3.0,1.34,2.7,0.4909,0.7979,0.9375,0.6793,1.6927,2.1445,5.7,2.069999933242798,2.680000066757202,3.9096000862121496,12053,0.563346419334411,6.0,0.15308407,0.15000175,0.11066795,0.14904155527518018,0.22293694732064917,2.0,-27.75,0.8187540642904847,-33.2|-52.2,,0
-33.0,-52.399993896484375,0.7,0.99,1.48,0.682233,0.11458,0.633565,1185,101,96,0,96,2.91,1.17,2.0,3.0,1.17,2.0,0.4071,0.6906,0.8936,0.5109,1.2571,1.7501,4.32,1.4800000190734863,1.8600000143051147,2.640000104904175,12053,0.6822333669662475,6.0,0.16981725,0.19632417,0.08293729,0.2337329111884731,0.31549970421017265,2.0,-16.25,0.7749887957397448,-33.0|-52.4,,0
-33.0,-52.20001220703125,0.7,0.99,1.93,0.612138,0.110431,0.586189,1176,95,91,0,91,2.76,1.31,3.0,3.0,1.3,2.5,0.4634,0.7853,0.9353,0.6207,1.6097,1.9705,5.24,1.9299999475479126,2.4700000286102295,3.549999952316284,12053,0.6121379566192625,6.0,0.16169502,0.16745774,0.10028478,0.1537002088453561,0.23280987728222693,2.0,-21.5,0.8080463065485606,-33.0|-52.2,,0
-32.79999923706055,-52.399993896484375,0.7,0.99,1.46,0.707425,0.11447,0.642113,1152,101,92,0,92,2.79,1.17,2.0,3.0,1.17,2.0,0.4084,0.7006,0.9006,0.5129,1.2863,1.8556,4.31,1.4600000381469727,1.840000033378601,2.630000114440918,12053,0.7074247455596923,6.0,0.17120217,0.21048614,0.07501526,0.25631703669053385,0.32215531632524574,2.0,-13.0,0.7552319501564203,-32.8|-52.4,,0
-32.79999923706055,-52.20001220703125,0.7,0.99,1.71,0.646512,0.112836,0.602867,1151,98,92,0,92,2.79,1.21,2.0,3.0,1.2,2.0,0.4199,0.7471,0.9214,0.5344,1.3527,1.8837,4.89,1.7100000381469727,2.1600000858306885,3.109999895095825,12053,0.6465123486518856,6.0,0.16520052,0.18270157,0.08967572,0.16348603602676215,0.24531683710535895,2.0,-18.0,0.7668041934690147,-32.8|-52.2,,0
-32.79999923706055,-52.0,0.7,0.99,2.04,0.580579,0.107181,0.555541,1165,96,90,0,90,2.73,1.32,2.55,3.0,1.32,2.55,0.4611,0.7831,0.9376,0.6205,1.5282,1.9768,5.67,2.0399999618530273,2.5999999046325684,3.7699999809265137,12053,0.5805792260169982,6.0,0.15742907,0.15756083,0.10639878,0.13034503051052215,0.19410332272077976,2.0,-25.0,0.8027303244402264,-32.8|-52.0,,0
-32.599998474121094,-52.20001220703125,0.7,0.99,1.62,0.666568,0.115166,0.61308,1149,98,87,0,87,2.64,1.17,2.0,3.0,1.17,2.0,0.3971,0.7409,0.896,0.4911,1.1851,1.8781,4.87,1.6200000047683716,2.0399999618530273,2.930000066757202,12053,0.6665682578086852,6.0,0.16565692,0.19020294,0.084786445,0.17486905911777784,0.2619317195241717,2.0,-17.5,0.7174565670146579,-32.6|-52.2,,0
-32.599998474121094,-52.0,0.7,0.99,1.97,0.610661,0.109348,0.570541,1155,97,92,0,92,2.79,1.25,2.0,3.0,1.25,2.0,0.4531,0.8043,0.9676,0.5814,1.3571,1.9846,5.75,1.9700000286102295,2.509999990463257,3.6548000907897906,12053,0.6106608057022092,6.0,0.16068017,0.16815718,0.09911265,0.13246044498169526,0.19973443095420892,2.0,-22.5,0.7921016555942213,-32.6|-52.0,,0
-32.400001525878906,-52.20001220703125,0.7,0.99,1.49,0.695739,0.117442,0.612179,1101,101,81,0,81,2.45,1.16,2.0,3.0,1.16,2.0,0.4003,0.6909,0.7226,0.4931,1.1471,1.6656,4.35,1.4900000095367432,1.8799999952316284,2.7200000286102295,12053,0.6957389926910399,6.0,0.1683821,0.20396113,0.078352004,0.17887771700722838,0.2665898331164423,2.0,-15.0,0.6872830547646666,-32.4|-52.2,Rio Grande,1
-32.400001525878906,-52.0,0.7,0.99,1.75,0.64468,0.110113,0.572813,1142,96,88,0,88,2.67,1.26,2.0,3.0,1.26,2.0,0.4446,0.8067,0.9121,0.5822,1.4747,2.0154,5.09,1.75,2.2200000286102295,3.1700000762939453,12053,0.6446801638603206,6.0,0.16450346,0.18321092,0.08968671,0.12860563331605468,0.20277408985533643,2.0,-22.0,0.7716989173608915,-32.4|-52.0,,0
-32.400001525878906,-51.79998779296875,0.7,0.99,2.03,0.588882,0.09879,0.530149,1147,97,91,0,91,2.76,1.3,2.5,3.0,1.3,2.5,0.4801,0.8407,0.9538,0.643,1.6018,2.0969,5.9,2.0299999713897705,2.569999933242798,3.740000009536743,12053,0.5888815402984615,6.0,0.1618169,0.16648193,0.10333871,0.09820706954221602,0.15619861019880427,2.0,-27.0,0.8200491449611585,-32.4|-51.8,,0
-32.20000076293945,-52.0,0.7,0.99,1.57,0.696337,0.114421,0.562711,1155,100,91,0,91,2.76,1.21,2.0,3.0,1.21,2.0,0.4697,0.7825,0.9079,0.5955,1.3301,2.1493,4.64,1.5700000524520874,1.9900000095367432,2.8447999095916705,12053,0.6963371658325195,6.0,0.17142838,0.20548242,0.08027238,0.11747400950428923,0.200691253183748,2.0,-16.0,0.7944825608984498,-32.2|-52.0,,0
-32.20000076293945,-51.79998779296875,0.7,0.99,1.75,0.640756,0.105251,0.522609,1132,98,93,0,93,2.82,1.27,2.0,3.0,1.27,2.0,0.4839,0.8377,0.9268,0.638,1.5445,2.1378,5.01,1.75,2.2100000381469727,3.130000114440918,12053,0.640756003856658,6.0,0.16842821,0.18663941,0.091396466,0.08890218216230346,0.14955540648451657,2.0,-22.25,0.8277745922528034,-32.2|-51.8,,0
-32.20000076293945,-51.600006103515625,0.7,0.99,1.99,0.581334,0.098206,0.475387,1137,96,90,0,90,2.73,1.31,2.55,4.0,1.31,2.55,0.5114,0.8549,0.9375,0.6922,1.6303,2.1849,5.69,1.9900000095367432,2.5199999809265137,3.619999885559082,12053,0.581333549022674,6.0,0.16420726,0.16435303,0.10935778,0.07064174356997122,0.12453551197623235,2.0,-24.75,0.8413224102780414,-32.2|-51.6,,0
-32.0,-51.79998779296875,0.7,0.99,1.2,0.695939,0.111584,0.50218,1175,101,93,0,93,2.82,1.23,2.0,3.0,1.23,2.0,0.4715,0.7318,0.889,0.608,1.3554,2.0597,4.03,1.2000000476837158,1.5199999809265137,2.190000057220459,12053,0.6959387254714965,6.0,0.17578578,0.20760861,0.08342771,0.08852995623761005,0.15670247738331575,2.0,-14.25,0.8116272760026715,-32.0|-51.8,São José do Norte,1
-32.0,-51.600006103515625,0.7,0.99,1.59,0.640666,0.102784,0.460966,1128,97,91,0,91,2.76,1.29,2.5,4.0,1.29,2.5,0.5002,0.8023,0.9906,0.6655,1.5071,2.1761,4.96,1.590000033378601,2.0,2.869999885559082,12053,0.6406659221649168,6.0,0.17295446,0.18727978,0.09620974,0.06430104021128034,0.11759278449242172,2.0,-19.5,0.8321596321487574,-32.0|-51.6,,0
-32.0,-51.399993896484375,0.7,0.99,2.02,0.570662,0.093313,0.421791,1137,96,90,0,90,2.73,1.31,2.55,4.0,1.31,2.55,0.5308,0.8855,0.957,0.72,1.6602,2.2656,5.88,2.0199999809265137,2.559999942779541,3.624799995422359,12053,0.5706621479988098,6.0,0.16604555,0.16216306,0.115224764,0.05525514212380958,0.10539070420656567,2.0,-22.75,0.8562855900031636,-32.0|-51.4,,0
-32.0,-51.20001220703125,0.7,0.99,2.25,0.484353,0.085132,0.388714,1145,89,82,0,82,2.49,1.43,3.0,4.0,1.43,3.0,0.5293,0.8627,1.0,0.7661,1.7634,2.3423,6.58,2.25,2.880000114440918,4.170000076293945,12053,0.48435337305068943,6.0,0.15008084,0.13342628,0.13725787,0.06458906886297955,0.11440373105369753,2.0,-49.25,0.8394319659741994,-32.0|-51.2,,0
-31.799999237060547,-51.399993896484375,0.7,0.99,1.61,0.643971,0.09802,0.402355,1134,97,92,0,92,2.79,1.28,2.45,4.0,1.28,2.45,0.5439,0.8219,1.0,0.7191,1.5757,2.3251,5.09,1.6100000143051147,2.0199999809265137,2.869999885559082,12053,0.6439706921577448,6.0,0.1788844,0.19486736,0.09649056,0.04929631462369191,0.09854566829196622,2.0,-20.0,0.8662178371823263,-31.8|-51.4,,0
-31.799999237060547,-51.20001220703125,0.7,0.99,2.07,0.55995,0.088323,0.381555,1130,93,88,0,88,2.67,1.34,3.0,4.0,1.34,3.0,0.5526,0.8881,0.9478,0.7625,1.7994,2.4999,6.32,2.069999933242798,2.630000114440918,3.7200000286102295,12053,0.5599495363235467,6.0,0.16785078,0.16179767,0.119179904,0.04839305932702297,0.09590518586656646,2.0,-27.0,0.8687442880241836,-31.8|-51.2,,0
-31.799999237060547,-51.0,0.7,0.99,2.29,0.45395,0.082398,0.383175,1140,88,82,0,82,2.49,1.44,3.0,5.0,1.44,3.0,0.4884,0.8132,0.9731,0.7182,1.6731,2.6813,6.82,2.2899999618530273,2.9200000762939453,4.234799900054927,12053,0.4539497935771939,6.0,0.14239946,0.12506421,0.14191872,0.06724634010656613,0.11341447241360564,2.0,-53.0,0.813650084361489,-31.8|-51.0,,0
-31.600000381469727,-51.20001220703125,0.7,0.99,1.62,0.626257,0.094876,0.376494,1128,94,89,0,89,2.7,1.31,2.6,5.0,1.31,2.6,0.5409,0.8395,0.9931,0.7337,1.5828,2.9495,5.41,1.6200000047683716,2.0299999713897705,2.869999885559082,12053,0.6262565279006954,6.0,0.1793443,0.19110323,0.10139437,0.04831111827723453,0.09434986012161904,2.0,-16.25,0.8584511977573904,-31.6|-51.2,,0
-31.600000381469727,-51.0,0.7,0.99,2.08,0.533029,0.086368,0.380624,1134,90,85,0,85,2.58,1.38,3.0,5.0,1.38,3.0,0.5186,0.8563,0.9274,0.7366,1.6872,2.8888,6.82,2.0799999237060547,2.630000114440918,3.75,12053,0.5330289363861076,6.0,0.16288126,0.15253513,0.12661728,0.0501593105026099,0.09357732482980029,2.0,-34.25,0.8391787716615698,-31.6|-51.0,,0
-31.600000381469727,-50.79998779296875,0.7,0.99,2.34,0.414176,0.089498,0.382144,1116,87,82,0,82,2.49,1.4,3.0,5.0,1.4,3.0,0.4291,0.7645,0.9095,0.6216,1.5281,2.3642,7.65,2.3399999141693115,2.9700000286102295,4.309999942779541,12053,0.41417600035667385,6.0,0.12272909,0.11011752,0.13707124,0.08623062668158915,0.12734402216512009,2.0,-62.5,0.7616557260360646,-31.6|-50.8,,0
-31.39999961853028,-50.79998779296875,0.7,0.99,2.18,0.507877,0.088925,0.381983,1110,90,83,0,83,2.52,1.4,3.0,5.0,1.4,3.0,0.4843,0.832,0.9012,0.6851,1.6355,2.6188,7.08,2.180000066757202,2.7300000190734863,3.8499999046325684,12053,0.5078772115707396,6.0,0.15403911,0.14292595,0.12957433,0.054841970665500145,0.094528713013261,2.0,-41.5,0.8010425454321769,-31.4|-50.8,,0
