grid_lat,grid_lon,hs_prime_trend_mm_per_year,hs_prime_trend_low_mm_per_year,hs_prime_trend_high_mm_per_year,hs_star_trend_mm_per_year,hs_star_trend_low_mm_per_year,hs_star_trend_high_mm_per_year,zos_prime_trend_mm_per_year,zos_prime_trend_low_mm_per_year,zos_prime_trend_high_mm_per_year,zos_star_trend_mm_per_year,zos_star_trend_low_mm_per_year,zos_star_trend_high_mm_per_year
-23.600000,-45.200012,1.134687,-0.007828,2.252800,1.144649,-0.007828,2.238468,3.634133,2.795197,4.536851,3.634130,2.796161,4.536849
-23.600000,-45.000000,2.035322,0.487672,3.236001,2.078289,0.487670,3.258752,3.437906,2.649108,4.229430,3.437905,2.649108,4.228021
-23.600000,-44.799988,2.228964,0.757269,3.673369,2.245138,0.783751,3.661410,3.321522,2.464421,4.017636,3.315097,2.464421,4.017642
-23.600000,-44.600006,2.443578,1.013701,3.862709,2.450423,1.024660,3.879105,3.150908,2.344806,3.935606,3.150908,2.344805,3.935606
-23.600000,-44.399994,2.469122,0.992895,4.006847,2.465457,0.991520,4.014870,3.002304,2.288626,3.693066,3.002304,2.294901,3.693065
-23.600000,-44.200012,2.594258,0.976335,4.114571,2.593933,0.950685,4.123288,2.980260,2.309153,3.536034,2.979602,2.312363,3.536033
-23.600000,-44.000000,2.624824,1.022990,4.138424,2.653944,1.008715,4.129100,2.893975,2.363466,3.516975,2.892714,2.365621,3.516974
-23.400000,-44.399994,2.398837,1.114844,3.975820,2.384661,1.120240,4.021552,3.287632,2.457165,4.011571,3.289270,2.461321,4.007610
-23.400000,-44.200012,2.627415,1.281582,4.306085,2.621776,1.281583,4.333824,3.132433,2.336465,3.870067,3.131180,2.336464,3.870069
-23.400000,-44.000000,2.678545,1.336241,4.318306,2.678547,1.336240,4.324852,3.028870,2.342005,3.718737,3.029605,2.342005,3.718735
-23.400000,-43.799988,2.622994,1.008492,4.138216,2.643333,1.044128,4.205479,2.963693,2.336700,3.577996,2.964402,2.336706,3.577996
-23.400000,-43.600006,2.596085,0.871496,4.104604,2.652012,0.831401,4.104611,2.911637,2.270180,3.543705,2.911637,2.270180,3.541786
-23.400000,-43.399994,2.619483,0.793144,4.164925,2.617610,0.732655,4.104874,2.985244,2.283641,3.540127,2.985243,2.283641,3.542358
-23.400000,-43.200012,2.647069,0.523971,3.998318,2.660397,0.719801,3.995251,2.956616,2.297073,3.528549,2.956617,2.300297,3.529730
-23.400000,-43.000000,2.579698,0.479135,4.095891,2.615753,0.557070,4.129155,2.963842,2.375094,3.470894,2.963841,2.375092,3.469282
-23.400000,-42.799988,2.445155,0.464772,4.272361,2.445153,0.429926,4.266827,3.055206,2.510406,3.525777,3.055205,2.511601,3.525776
-23.400000,-42.600006,2.415613,0.630148,4.105937,2.402460,0.637920,4.105938,3.185291,2.621389,3.675866,3.185288,2.621384,3.675074
-23.400000,-42.200012,2.431777,0.594786,4.211348,2.409713,0.532485,4.211348,3.219481,2.683163,3.758835,3.219487,2.683162,3.758496
-23.400000,-42.000000,2.276882,0.516807,4.091314,2.202199,0.546931,4.147943,3.170811,2.609167,3.710222,3.170443,2.609166,3.711162
-23.200001,-44.399994,2.149070,0.933059,3.328766,2.149070,0.933060,3.345202,3.534528,2.655605,4.361810,3.531558,2.653266,4.361259
-23.200001,-44.200012,2.351559,0.886807,3.570075,2.364500,0.901559,3.570074,3.491078,2.607154,4.298508,3.493040,2.602181,4.298509
-23.200001,-44.000000,2.425048,1.024884,3.718883,2.411218,1.072227,3.718916,3.434170,2.523562,4.190435,3.434170,2.523560,4.190435
-23.200001,-43.799988,2.613449,1.161078,4.011504,2.585274,1.193629,3.958420,3.321538,2.472812,4.055296,3.321538,2.469007,4.055295
-23.200001,-43.600006,2.608446,1.166344,4.007210,2.595483,0.937471,4.010274,3.243949,2.454120,4.020117,3.241263,2.454120,4.022024
-23.200001,-43.399994,2.471897,0.925283,3.884325,2.482011,0.925280,3.884321,3.147457,2.418603,3.902936,3.142811,2.418811,3.906102
-23.200001,-43.200012,2.413969,0.525765,3.758906,2.426968,0.525765,3.776869,3.090393,2.375566,3.829856,3.090393,2.375565,3.824494
-23.200001,-43.000000,2.308968,0.273975,3.646654,2.343144,0.273973,3.606165,3.045411,2.374253,3.741079,3.045411,2.374255,3.743633
-23.200001,-42.799988,2.099706,0.166746,3.746788,2.113616,0.169953,3.706576,3.043997,2.424294,3.658862,3.047471,2.424294,3.658862
-23.200001,-42.600006,2.152224,0.090904,3.771036,2.182903,0.126272,3.758905,3.083847,2.460359,3.589509,3.083847,2.460364,3.589509
-23.200001,-42.399994,2.065916,0.178079,3.837445,2.039906,0.178083,3.837443,3.114392,2.563386,3.650804,3.114392,2.563387,3.650804
-23.200001,-42.200012,2.231772,0.376572,4.006449,2.184797,0.396015,4.006447,3.152561,2.572536,3.632451,3.152561,2.572545,3.632452
-23.200001,-42.000000,2.212221,0.472074,4.186953,2.212223,0.485324,4.217221,3.128945,2.551599,3.651164,3.128074,2.554560,3.655394
-23.200001,-41.799988,2.227717,0.533927,4.067772,2.241628,0.575338,4.067772,3.141065,2.526243,3.648933,3.140246,2.527791,3.648936
-23.000000,-44.399994,0.772403,0.222222,1.296649,0.778995,0.211706,1.293104,3.696682,2.792205,4.550440,3.696680,2.792204,4.555686
-23.000000,-44.000000,0.544903,-0.246576,1.312209,0.544899,-0.219178,1.305487,3.775616,2.765892,4.577755,3.775615,2.765896,4.583034
-23.000000,-43.399994,1.595043,0.342466,2.719317,1.588794,0.341049,2.730593,3.627988,2.702347,4.401073,3.627989,2.702348,4.406417
-23.000000,-43.200012,1.561398,0.264839,2.805284,1.566610,0.257528,2.805282,3.604935,2.672016,4.329012,3.604935,2.672015,4.334205
-23.000000,-43.000000,1.993249,0.533827,3.299836,1.970154,0.541332,3.337226,3.589456,2.666773,4.315510,3.589457,2.666776,4.315513
-23.000000,-42.799988,1.994232,0.239102,3.282780,2.004251,0.311154,3.300535,3.543309,2.683345,4.231138,3.534428,2.683343,4.231137
-23.000000,-42.600006,1.992640,0.256706,3.284242,1.979530,0.257113,3.284249,3.420577,2.588392,4.053360,3.422555,2.592406,4.053354
-23.000000,-42.399994,2.294316,0.586186,3.722292,2.294312,0.618849,3.731901,3.339342,2.552713,3.949568,3.337830,2.552713,3.943657
-23.000000,-42.200012,2.595101,0.809367,3.845890,2.654809,0.837442,3.883389,3.308421,2.555297,3.867154,3.308423,2.561845,3.877506
-23.000000,-42.000000,2.354576,0.755532,3.832307,2.387294,0.727081,3.867806,3.254703,2.524965,3.817531,3.256044,2.527200,3.826641
-23.000000,-41.799988,2.203521,0.533086,3.784244,2.203516,0.563034,3.773212,3.183369,2.494589,3.755000,3.183369,2.494588,3.754999
-23.000000,-41.600006,2.197864,0.574289,3.882728,2.224354,0.602422,3.905694,3.167240,2.501653,3.717937,3.170538,2.501653,3.724343
-22.799999,-41.799988,1.288951,0.259832,2.612330,1.271426,0.259832,2.585780,3.219883,2.491627,3.790067,3.214667,2.494007,3.790066
-22.799999,-41.600006,2.116209,0.662519,3.613946,2.116210,0.662516,3.624048,3.140036,2.430861,3.719108,3.141204,2.434434,3.719108
-22.600000,-41.799988,1.239918,0.036529,2.377686,1.252151,0.036529,2.412438,3.267741,2.551983,3.901367,3.267741,2.547066,3.901367
-22.600000,-41.600006,1.941815,0.627090,3.476029,1.981920,0.627093,3.476027,3.164959,2.433094,3.753843,3.165850,2.433090,3.753843
-22.600000,-41.399994,1.815072,0.438340,3.162857,1.809729,0.427392,3.158158,3.150299,2.445573,3.700779,3.150298,2.442501,3.697384
-22.400000,-41.600006,1.805663,0.803084,2.961068,1.816949,0.818005,2.931060,3.349829,2.576846,3.968774,3.349829,2.585267,3.968773
-22.400000,-41.399994,2.036757,0.702098,3.371387,2.051334,0.718852,3.371384,3.246010,2.497281,3.878773,3.246010,2.492594,3.878772
-22.400000,-41.200012,1.993768,0.575480,3.295750,2.011229,0.575479,3.253300,3.197464,2.497710,3.807018,3.197464,2.497709,3.807019
-22.400000,-41.000000,1.845205,0.476025,3.366438,1.861942,0.476027,3.366439,3.182752,2.516277,3.679647,3.183958,2.516278,3.681643
-22.400000,-40.799988,1.817194,0.463259,3.332317,1.819004,0.479457,3.332601,3.243797,2.612780,3.662517,3.243797,2.612780,3.667306
-22.200001,-41.399994,0.998334,0.180012,1.974315,0.997468,0.180499,1.912783,3.509474,2.788876,4.188804,3.518218,2.792004,4.190334
-22.200001,-41.200012,1.355250,0.224952,2.666190,1.370082,0.196916,2.688214,3.495838,2.721897,4.103183,3.497571,2.724878,4.103183
-22.200001,-41.000000,1.578564,0.573430,3.023978,1.576540,0.544702,3.040138,3.348352,2.564332,3.859009,3.349581,2.570001,3.858447
-22.200001,-40.799988,1.888692,0.500629,3.428894,1.842059,0.536160,3.475878,3.251297,2.611604,3.756649,3.252521,2.611604,3.759362
-22.200001,-40.600006,1.950098,0.448543,3.349939,1.937063,0.512310,3.349937,3.270188,2.653317,3.714968,3.270188,2.656887,3.716478
-22.000000,-40.799988,1.879187,0.696354,3.039384,1.869053,0.714711,3.039385,3.339543,2.565235,3.867298,3.340975,2.587584,3.873392
-22.000000,-40.600006,2.231764,0.721460,3.380138,2.225747,0.721461,3.382831,3.299339,2.665315,3.742121,3.299341,2.666396,3.746955
-21.799999,-40.799988,1.296327,0.136610,2.536338,1.257364,0.104278,2.548659,3.349425,2.719739,3.895945,3.351131,2.722856,3.895949
-21.799999,-40.600006,1.888733,0.643841,3.159814,1.895640,0.715889,3.148075,3.369157,2.770684,3.788785,3.362656,2.774070,3.790891
-21.600000,-40.799988,1.020854,-0.285748,2.339041,1.025705,-0.285132,2.339042,3.416777,2.773782,3.918695,3.414392,2.780739,3.918694
-21.600000,-40.600006,1.616237,0.443834,3.045204,1.606438,0.443836,3.048418,3.441525,2.851751,3.830238,3.436818,2.851751,3.833793
-21.400000,-40.799988,0.909716,-0.249926,2.288730,0.910835,-0.287350,2.310502,3.436261,2.755108,3.972346,3.436260,2.759574,3.967391
-21.400000,-40.600006,0.982919,-0.000007,2.312569,0.996978,-0.004383,2.319634,3.443634,2.873736,3.842237,3.442717,2.873739,3.842237
-21.200001,-40.799988,0.753929,-0.528021,2.011735,0.753929,-0.512449,2.011740,3.516990,2.859778,4.030552,3.520344,2.859778,4.036075
-21.200001,-40.600006,0.905992,-0.345891,2.133073,0.879520,-0.345892,2.127733,3.445907,2.877377,3.855438,3.445907,2.877379,3.861985
-21.200001,-40.399994,1.415240,0.140772,2.714819,1.421994,0.202318,2.670764,3.363010,2.877944,3.676794,3.362109,2.875799,3.687774
-21.000000,-40.799988,0.587554,-0.536563,1.520549,0.589932,-0.530511,1.520548,3.597611,2.948016,4.114389,3.601235,2.948016,4.114390
-21.000000,-40.600006,1.009746,0.076716,2.054788,1.013367,0.050092,2.038051,3.526325,2.895516,3.906863,3.525168,2.895517,3.903766
-21.000000,-40.399994,1.711201,0.591781,2.689634,1.718853,0.591779,2.701891,3.389906,2.879563,3.700033,3.389907,2.883021,3.703321
-21.000000,-40.200012,1.961166,0.906394,3.410958,1.988708,0.906393,3.530320,3.239435,2.740985,3.671742,3.239463,2.740983,3.671745
-21.000000,-29.399994,1.752609,-0.228324,3.861643,1.770372,-0.228315,3.861643,2.808688,2.124535,3.643561,2.816171,2.124533,3.643561
-21.000000,-29.200012,1.789850,-0.332679,3.875433,1.808858,-0.332682,3.877216,2.828946,2.056775,3.631383,2.837006,2.052671,3.631386
-20.799999,-40.399994,0.773431,-0.236302,1.774181,0.775419,-0.236301,1.798131,3.490277,2.899154,3.785106,3.490277,2.899155,3.785109
-20.799999,-40.200012,1.726302,0.636460,3.039899,1.738300,0.615950,3.031345,3.309623,2.808260,3.672348,3.309624,2.808260,3.665487
-20.799999,-40.000000,2.276359,1.083097,3.591188,2.305090,1.134826,3.581213,3.193209,2.639121,3.724761,3.193622,2.640015,3.724764
-20.799999,-29.600006,1.926941,-0.362016,3.901646,1.931793,-0.362026,3.866119,3.031122,2.300455,3.776877,3.033203,2.300455,3.779372
-20.799999,-29.399994,1.806508,-0.378536,3.850681,1.806507,-0.381979,3.910519,2.996386,2.244926,3.733947,2.996384,2.244926,3.733947
-20.799999,-29.200012,1.729239,-0.456618,3.937842,1.729238,-0.434442,3.937843,2.953104,2.175860,3.691969,2.947981,2.179808,3.691970
-20.799999,-29.000000,1.706475,-0.487596,3.876712,1.660248,-0.449772,3.876712,2.950889,2.118272,3.695922,2.952797,2.122985,3.687909
-20.799999,-28.799988,1.657409,-0.590565,3.780822,1.715984,-0.481758,3.781448,2.966853,2.188711,3.721350,2.966853,2.194597,3.724414
-20.799999,-28.600006,1.596346,-0.606660,3.736179,1.698387,-0.604509,3.727168,3.027243,2.224282,3.747818,3.027243,2.225516,3.747817
-20.600000,-40.399994,1.872179,0.845419,2.641878,1.889215,0.877092,2.609185,3.584123,2.921792,3.907650,3.584706,2.923908,3.920197
-20.600000,-40.200012,1.643737,0.663490,2.671230,1.667483,0.689494,2.671230,3.415888,2.893781,3.722910,3.419339,2.893780,3.720698
-20.600000,-40.000000,2.004354,0.808102,3.210957,2.030097,0.794522,3.210961,3.270140,2.707986,3.656868,3.269994,2.708281,3.656877
-20.600000,-29.799988,1.872143,-0.391387,3.869865,1.872149,-0.402114,4.009214,3.147532,2.392451,3.785661,3.145101,2.397677,3.785661
-20.600000,-29.600006,1.822817,-0.463007,3.854623,1.851608,-0.536621,3.895973,3.090094,2.397354,3.750480,3.090096,2.397354,3.751951
-20.600000,-29.399994,1.730815,-0.513745,3.852739,1.789034,-0.529369,3.852741,3.114288,2.342972,3.700049,3.114287,2.342973,3.700052
-20.600000,-29.200012,1.679793,-0.552316,3.844179,1.663855,-0.565992,3.849315,3.065574,2.304831,3.700105,3.065572,2.309748,3.693677
-20.600000,-29.000000,1.642003,-0.585192,3.728788,1.642003,-0.674963,3.730353,3.052340,2.350916,3.703699,3.050504,2.345530,3.700302
-20.600000,-28.799988,1.606785,-0.660786,3.698630,1.611300,-0.692705,3.698630,3.029419,2.296081,3.691230,3.029417,2.296080,3.686951
-20.600000,-28.600006,1.523461,-0.702627,3.620220,1.546973,-0.698203,3.669540,3.013307,2.294493,3.686237,3.013306,2.294493,3.686218
-20.400000,-40.200012,1.370591,0.458037,2.287671,1.391599,0.508120,2.249312,3.499879,2.930001,3.824014,3.502512,2.930001,3.824015
-20.400000,-40.000000,1.798240,0.614158,2.933464,1.830512,0.614155,2.886436,3.323784,2.809083,3.646673,3.323785,2.809082,3.647709
-20.400000,-39.799988,2.316160,0.949048,3.622408,2.352760,0.947488,3.619323,3.162775,2.583216,3.740761,3.162416,2.583217,3.740760
-20.400000,-29.600006,1.815657,-0.581423,3.936021,1.829723,-0.549536,3.994862,3.184714,2.512451,3.685114,3.182602,2.512451,3.685114
-20.400000,-29.399994,1.732837,-0.566937,3.824725,1.747208,-0.578158,3.921232,3.113643,2.450268,3.657487,3.113646,2.450269,3.651605
-20.400000,-29.200012,1.633394,-0.618867,3.688268,1.673147,-0.613079,3.748489,3.093391,2.407865,3.662288,3.091087,2.407865,3.656480
-20.400000,-29.000000,1.564141,-0.644485,3.743332,1.572613,-0.644485,3.743329,3.047823,2.402583,3.635465,3.048929,2.398785,3.638071
-20.400000,-28.799988,1.632830,-0.678410,3.615855,1.604323,-0.710668,3.619474,3.057840,2.340798,3.644129,3.059358,2.353440,3.642523
-20.400000,-28.600006,1.610518,-0.727984,3.592462,1.595292,-0.727984,3.609283,3.012219,2.307359,3.624126,3.012220,2.307360,3.624128
-20.200001,-40.000000,1.921292,0.840161,2.960003,1.896556,0.840163,2.960000,3.389968,2.883009,3.744936,3.391840,2.881404,3.744936
-20.200001,-39.799988,2.063587,0.683563,3.488520,2.070955,0.740060,3.524351,3.155214,2.624149,3.643905,3.155190,2.624154,3.643983
-20.200001,-29.600006,1.822123,-0.683580,3.872258,1.856697,-0.611098,3.901370,3.054420,2.449606,3.645053,3.054420,2.449608,3.651987
-20.200001,-29.399994,1.750177,-0.649439,3.815994,1.838343,-0.612106,3.876143,3.013317,2.450060,3.619495,3.011418,2.451638,3.619495
-20.200001,-29.200012,1.656682,-0.619238,3.779110,1.674288,-0.655824,3.779110,3.079342,2.453447,3.584565,3.081171,2.453448,3.590179
-20.200001,-29.000000,1.558950,-0.680165,3.740447,1.585020,-0.622071,3.740448,3.054807,2.416169,3.599848,3.054805,2.420707,3.599849
-20.200001,-28.799988,1.560255,-0.747122,3.705856,1.560259,-0.771689,3.745417,2.985457,2.435949,3.546136,2.985456,2.435949,3.546136
-20.200001,-28.600006,1.620648,-0.760078,3.607303,1.646160,-0.712325,3.709588,2.927795,2.426183,3.518895,2.927663,2.419373,3.513969
-20.000000,-40.000000,1.870532,0.689765,2.961095,1.848510,0.665984,2.961096,3.502247,2.995883,3.841813,3.502691,2.995883,3.838789
-20.000000,-39.799988,2.372851,1.115458,3.742990,2.356174,1.173326,3.760823,3.331181,2.800720,3.652908,3.332710,2.801737,3.652909
-20.000000,-39.600006,2.465658,0.980190,3.963660,2.516952,0.951616,3.963014,3.163826,2.645352,3.639525,3.163694,2.645354,3.638595
-19.799999,-40.000000,1.241407,0.036433,2.384033,1.276824,0.004566,2.398586,3.616707,3.066354,3.916348,3.616706,3.066355,3.927599
-19.799999,-39.799988,1.790111,0.516635,3.095890,1.766701,0.516633,3.124983,3.504033,2.995823,3.845418,3.504032,2.994010,3.845556
-19.799999,-39.600006,2.250851,0.860272,3.700344,2.248698,0.860275,3.721124,3.305793,2.784033,3.675963,3.305793,2.784033,3.675960
-19.799999,-39.399994,2.572010,0.951595,4.094370,2.572008,0.954796,4.077808,3.155162,2.705159,3.637909,3.155025,2.705335,3.637911
-19.600000,-39.600006,1.747822,0.645506,3.141556,1.725405,0.621003,3.141553,3.472568,2.919106,3.842199,3.471559,2.919104,3.843664
-19.600000,-39.399994,1.974885,0.632127,3.469360,1.976852,0.697383,3.471324,3.305639,2.797184,3.718991,3.303701,2.797183,3.718168
-19.400000,-39.600006,1.562200,0.412480,2.657539,1.569864,0.343986,2.670487,3.556159,2.987119,3.917280,3.553248,2.987117,3.917280
-19.400000,-39.399994,1.627643,0.308218,3.094281,1.627647,0.308219,3.098380,3.376986,2.844731,3.789657,3.375173,2.844729,3.789655
-19.200001,-39.600006,0.813913,-0.207266,2.097683,0.800789,-0.190638,2.076218,3.542170,2.978785,3.921055,3.539909,2.978784,3.923855
-19.200001,-39.399994,1.634440,0.258905,2.957579,1.623458,0.258904,2.990286,3.417102,2.855908,3.834245,3.416063,2.853975,3.834246
-19.000000,-39.600006,0.868742,-0.132149,2.052305,0.868743,-0.136987,2.056324,3.544162,2.997518,3.906450,3.525131,2.997520,3.906452
-19.000000,-39.399994,1.720757,0.358332,3.134100,1.719356,0.351598,3.128947,3.422215,2.857595,3.834909,3.422216,2.858871,3.837105
-18.799999,-39.600006,0.716439,-0.276582,1.677310,0.710663,-0.276582,1.687095,3.523599,2.973841,3.948887,3.521392,2.978143,3.946684
-18.799999,-39.399994,1.667416,0.438964,2.917889,1.679261,0.419521,2.935393,3.434803,2.882212,3.835907,3.432802,2.891707,3.838235
-18.600000,-39.600006,1.180616,0.261327,2.136985,1.188116,0.254204,2.122769,3.553658,3.019646,3.983451,3.546524,3.019646,3.983450
-18.600000,-39.399994,1.231870,0.027404,2.500529,1.225358,0.018836,2.499388,3.441250,2.908938,3.838044,3.442502,2.908939,3.840668
-18.400000,-39.600006,0.075555,-1.129379,1.302617,0.064850,-1.129375,1.301488,3.596629,3.038317,4.004430,3.599455,3.038320,4.004431
-18.400000,-39.399994,0.222873,-1.105481,1.585829,0.222875,-1.187817,1.622913,3.451623,2.937867,3.865761,3.453543,2.937865,3.865760
-18.200001,-39.399994,0.591650,-0.709866,1.771578,0.609776,-0.737235,1.760412,3.571341,2.981964,3.953291,3.571341,2.981962,3.950865
-18.200001,-39.200012,1.178883,-0.289627,2.497778,1.163922,-0.324705,2.423726,3.420190,2.903640,3.851375,3.423188,2.896313,3.851373
-18.200001,-39.000000,1.346878,-0.254636,2.761642,1.362376,-0.284930,2.742491,3.384377,2.920946,3.808208,3.385232,2.920954,3.808209
-18.000000,-39.399994,0.878883,-0.467212,2.007828,0.868196,-0.467213,1.972604,3.570365,2.946622,4.052499,3.572411,2.946623,4.052500
-18.000000,-39.200012,1.230626,-0.218125,2.517260,1.246946,-0.218124,2.527398,3.537615,2.932828,3.971279,3.539874,2.932827,3.965248
-18.000000,-39.000000,1.367820,0.047611,2.826899,1.386789,-0.018524,2.826898,3.543472,2.924552,3.915915,3.548583,2.924551,3.918572
-18.000000,-38.799988,1.413666,-0.019102,2.794521,1.419584,0.005608,2.794521,3.448721,2.901049,3.860267,3.448720,2.901050,3.862686
-17.799999,-39.000000,1.397444,0.071112,2.679154,1.397443,0.103105,2.620550,3.564505,2.945480,3.956149,3.555313,2.942117,3.956154
-17.799999,-38.799988,1.169336,-0.373480,2.558503,1.175756,-0.356167,2.495318,3.486808,2.981532,3.895333,3.486809,2.977470,3.895333
-17.600000,-39.000000,0.778153,-0.081658,1.804532,0.784635,-0.101839,1.821918,3.547018,3.024995,3.973594,3.547410,3.024995,3.968631
-17.600000,-38.799988,0.892231,-0.595592,2.489727,0.892231,-0.595592,2.489727,3.488032,3.029794,3.902183,3.488031,3.025064,3.902184
-17.400000,-39.000000,0.988011,-0.302675,2.228986,1.000590,-0.302675,2.254447,3.548968,3.030995,3.938283,3.547865,3.030996,3.938283
-17.400000,-38.799988,1.291066,-0.556284,3.035227,1.279785,-0.547839,3.073059,3.494655,3.029971,3.882110,3.494654,3.023367,3.882112
-17.200001,-39.000000,0.994006,-0.413623,2.667295,0.994007,-0.387692,2.632486,3.531594,3.037899,3.949524,3.531427,3.042659,3.949524
-17.200001,-38.799988,1.210761,-0.630134,2.855180,1.184709,-0.618855,2.855185,3.481959,3.037216,3.858277,3.482875,3.037216,3.858275
-17.000000,-39.000000,0.957835,-0.202604,2.391388,0.932824,-0.219178,2.392696,3.549383,3.049632,3.945039,3.554934,3.053600,3.945040
-17.000000,-38.799988,1.069707,-0.568542,2.751208,1.069708,-0.529391,2.708588,3.436290,3.039530,3.814351,3.436290,3.036573,3.814352
-16.799999,-39.000000,0.852436,-0.371233,2.322898,0.871644,-0.422816,2.332053,3.521766,3.038473,3.931478,3.521766,3.043277,3.929287
-16.799999,-38.799988,1.028277,-0.733944,2.598171,1.032695,-0.718651,2.598171,3.416009,3.030923,3.806018,3.418821,3.031300,3.806016
-16.600000,-39.000000,0.006359,-1.180824,1.410959,0.044153,-1.180822,1.410961,3.536461,3.035838,3.926975,3.536461,3.043825,3.930198
-16.600000,-38.799988,1.039611,-0.732419,2.565558,1.021918,-0.732421,2.620276,3.433385,3.039227,3.813502,3.433384,3.039226,3.813502
-16.400000,-38.799988,1.184223,-0.508096,2.866057,1.184333,-0.527641,2.890412,3.480530,3.023077,3.885648,3.483483,3.035452,3.885649
-16.400000,-38.600006,1.490185,-0.093681,3.631782,1.473979,-0.101588,3.631781,3.421184,3.049586,3.763538,3.423882,3.049586,3.758728
-16.200001,-38.799988,1.082890,-0.290411,2.424658,1.031826,-0.290411,2.424658,3.523741,3.069579,3.915815,3.522296,3.069579,3.915814
-16.200001,-38.600006,1.717279,0.162671,3.767122,1.677835,0.145126,3.767124,3.429657,3.050777,3.818248,3.429658,3.047316,3.818246
-16.000000,-38.799988,1.026152,-0.290932,2.399543,1.021852,-0.274858,2.412764,3.502453,3.085155,3.910321,3.502453,3.085155,3.910322
-16.000000,-38.600006,1.859555,0.399037,3.773345,1.859553,0.400000,3.773349,3.415457,3.025932,3.786357,3.408715,3.025931,3.786357
-15.800000,-38.799988,1.322093,0.206535,2.643260,1.322093,0.212334,2.664991,3.451299,3.066611,3.848447,3.451298,3.066612,3.848447
-15.800000,-38.600006,1.873885,0.311641,3.819461,1.816838,0.242045,3.859106,3.417875,3.006537,3.769510,3.417875,3.003596,3.771775
-15.800000,-38.399994,2.121602,0.295416,4.255704,2.088910,0.303226,4.255707,3.361188,3.018246,3.766693,3.360628,3.018245,3.766693
-15.600000,-38.799988,1.316977,-0.383561,3.041152,1.338913,-0.347033,3.062564,3.453461,3.032764,3.820067,3.451728,3.033371,3.820067
-15.600000,-38.600006,1.779387,0.295807,3.897180,1.745270,0.251660,3.909978,3.429184,3.056023,3.793127,3.428717,3.056022,3.793127
-15.400000,-38.799988,1.348560,-0.407906,3.125240,1.357007,-0.424327,3.128534,3.440980,3.020022,3.815735,3.437067,3.020022,3.817273
-15.400000,-38.600006,1.889483,0.171235,3.738478,1.902917,0.177005,3.784326,3.420736,3.056781,3.802302,3.421032,3.056190,3.802304
-15.200000,-38.799988,1.469855,-0.315020,2.958924,1.469852,-0.272916,2.971357,3.443223,3.041507,3.803309,3.443223,3.041507,3.803498
-15.200000,-38.600006,1.940511,0.033269,3.831232,1.948895,0.033272,3.831234,3.388048,3.036792,3.773201,3.388081,3.036791,3.773158
-15.000000,-38.799988,1.326922,-0.458263,3.283104,1.326923,-0.457324,3.283107,3.466888,3.029408,3.754295,3.466888,3.029406,3.754296
-15.000000,-38.600006,1.952542,0.013548,3.956065,1.941892,0.027397,3.998042,3.326788,2.917942,3.702977,3.326355,2.918547,3.703476
-14.800000,-38.799988,1.415459,-0.417407,3.431095,1.435566,-0.417405,3.461408,3.453391,3.026794,3.736021,3.452895,3.026795,3.735415
-14.800000,-38.600006,1.992983,0.065486,4.051201,1.996769,0.038355,4.020551,3.254991,2.866181,3.589159,3.254993,2.866182,3.590721
-14.600000,-38.799988,1.642509,-0.313698,3.642963,1.657925,-0.328554,3.649412,3.387942,3.005684,3.700013,3.387636,3.004976,3.700013
-14.600000,-38.600006,2.070995,0.106163,4.196352,2.107480,0.142253,4.196348,3.211616,2.818311,3.627413,3.211616,2.818313,3.625822
-14.400000,-38.799988,1.768175,-0.018257,3.589043,1.788352,-0.036163,3.584470,3.393138,3.004136,3.714801,3.393363,3.004897,3.714470
-14.400000,-38.600006,2.108141,0.291475,4.276464,2.141494,0.321878,4.281555,3.243389,2.846174,3.609139,3.243389,2.846175,3.609140
-14.200000,-38.799988,1.724667,0.054795,3.546305,1.701797,0.054794,3.552437,3.414756,2.988300,3.744105,3.414757,2.988299,3.743526
-14.200000,-38.600006,2.249035,0.400686,4.308219,2.237128,0.467645,4.308220,3.262462,2.869331,3.618716,3.262460,2.869331,3.621245
-14.000000,-38.799988,1.692078,-0.134879,3.248099,1.692078,-0.134879,3.283965,3.428875,3.035575,3.790338,3.428877,3.035576,3.790339
-14.000000,-38.600006,2.238168,0.384863,4.373850,2.238175,0.384866,4.407533,3.257230,2.885364,3.642508,3.257232,2.885369,3.642509
-13.800000,-38.799988,1.506476,-0.207437,3.028373,1.520192,-0.222733,3.028377,3.430685,3.020350,3.804092,3.430687,3.021873,3.804090
-13.800000,-38.600006,2.264351,0.505936,4.391341,2.231694,0.505936,4.424654,3.277948,2.895393,3.653718,3.277949,2.894643,3.653718
-13.600000,-38.799988,1.113266,-0.558428,2.745327,1.139871,-0.586760,2.753204,3.418653,3.029839,3.796792,3.418773,3.029839,3.797806
-13.600000,-38.600006,2.071956,0.313109,4.212603,2.071955,0.318112,4.212601,3.318886,2.943490,3.710730,3.319520,2.943487,3.710731
-13.400000,-38.799988,1.324290,-0.357305,2.974316,1.338266,-0.346995,2.974315,3.458430,3.043403,3.866945,3.458431,3.042366,3.868021
-13.400000,-38.600006,2.117185,0.290237,3.996694,2.150030,0.326484,3.980430,3.390808,3.019477,3.757766,3.390766,3.019479,3.757765
-13.400000,-38.399994,2.417105,0.547289,4.288360,2.415139,0.528979,4.257568,3.269691,2.922362,3.616749,3.269692,2.922362,3.616748
