grid_lat,grid_lon,i_lat,i_lon,region,method,season,compound_event_count
-23.399999618530273,-44.0,58,55,SE,Seasonal q90,DJF,30
-23.399999618530273,-44.0,58,55,SE,Seasonal q90,MAM,55
-23.399999618530273,-44.0,58,55,SE,Seasonal q90,JJA,64
-23.399999618530273,-44.0,58,55,SE,Seasonal q90,SON,49
-23.399999618530273,-43.79998779296875,58,56,SE,Global q90,DJF,11
-23.399999618530273,-43.79998779296875,58,56,SE,Global q90,MAM,67
-23.399999618530273,-43.79998779296875,58,56,SE,Global q90,JJA,86
-23.399999618530273,-43.79998779296875,58,56,SE,Global q90,SON,43
-23.399999618530273,-43.79998779296875,58,56,SE,Seasonal q90,DJF,30
-23.399999618530273,-43.79998779296875,58,56,SE,Seasonal q90,MAM,54
-23.399999618530273,-43.79998779296875,58,56,SE,Seasonal q90,JJA,61
-23.399999618530273,-43.79998779296875,58,56,SE,Seasonal q90,SON,47
-23.399999618530273,-43.600006103515625,58,57,SE,Global q90,DJF,10
-23.399999618530273,-43.600006103515625,58,57,SE,Global q90,MAM,67
-23.399999618530273,-43.600006103515625,58,57,SE,Global q90,JJA,79
-23.399999618530273,-43.600006103515625,58,57,SE,Global q90,SON,40
-23.399999618530273,-43.600006103515625,58,57,SE,Seasonal q90,DJF,30
-23.399999618530273,-43.600006103515625,58,57,SE,Seasonal q90,MAM,54
-23.399999618530273,-43.600006103515625,58,57,SE,Seasonal q90,JJA,57
-23.399999618530273,-43.600006103515625,58,57,SE,Seasonal q90,SON,44
-23.399999618530273,-43.399993896484375,58,58,SE,Global q90,DJF,7
-23.399999618530273,-43.399993896484375,58,58,SE,Global q90,MAM,64
-23.399999618530273,-43.399993896484375,58,58,SE,Global q90,JJA,74
-23.399999618530273,-43.399993896484375,58,58,SE,Global q90,SON,42
-23.399999618530273,-43.399993896484375,58,58,SE,Seasonal q90,DJF,31
-23.399999618530273,-43.399993896484375,58,58,SE,Seasonal q90,MAM,53
-23.399999618530273,-43.399993896484375,58,58,SE,Seasonal q90,JJA,58
-23.399999618530273,-43.399993896484375,58,58,SE,Seasonal q90,SON,42
-23.399999618530273,-43.20001220703125,58,59,SE,Global q90,DJF,9
-23.399999618530273,-43.20001220703125,58,59,SE,Global q90,MAM,59
-23.399999618530273,-43.20001220703125,58,59,SE,Global q90,JJA,70
-23.399999618530273,-43.20001220703125,58,59,SE,Global q90,SON,39
-23.399999618530273,-43.20001220703125,58,59,SE,Seasonal q90,DJF,30
-23.399999618530273,-43.20001220703125,58,59,SE,Seasonal q90,MAM,48
-23.399999618530273,-43.20001220703125,58,59,SE,Seasonal q90,JJA,55
-23.399999618530273,-43.20001220703125,58,59,SE,Seasonal q90,SON,42
-23.399999618530273,-43.0,58,60,SE,Global q90,DJF,11
-23.399999618530273,-43.0,58,60,SE,Global q90,MAM,57
-23.399999618530273,-43.0,58,60,SE,Global q90,JJA,62
-23.399999618530273,-43.0,58,60,SE,Global q90,SON,36
-23.399999618530273,-43.0,58,60,SE,Seasonal q90,DJF,27
-23.399999618530273,-43.0,58,60,SE,Seasonal q90,MAM,45
-23.399999618530273,-43.0,58,60,SE,Seasonal q90,JJA,50
-23.399999618530273,-43.0,58,60,SE,Seasonal q90,SON,40
-23.399999618530273,-42.79998779296875,58,61,SE,Global q90,DJF,10
-23.399999618530273,-42.79998779296875,58,61,SE,Global q90,MAM,52
-23.399999618530273,-42.79998779296875,58,61,SE,Global q90,JJA,52
-23.399999618530273,-42.79998779296875,58,61,SE,Global q90,SON,32
-23.399999618530273,-42.79998779296875,58,61,SE,Seasonal q90,DJF,27
-23.399999618530273,-42.79998779296875,58,61,SE,Seasonal q90,MAM,43
-23.399999618530273,-42.79998779296875,58,61,SE,Seasonal q90,JJA,43
-23.399999618530273,-42.79998779296875,58,61,SE,Seasonal q90,SON,32
-23.399999618530273,-42.600006103515625,58,62,SE,Global q90,DJF,9
-23.399999618530273,-42.600006103515625,58,62,SE,Global q90,MAM,50
-23.399999618530273,-42.600006103515625,58,62,SE,Global q90,JJA,44
-23.399999618530273,-42.600006103515625,58,62,SE,Global q90,SON,31
-23.399999618530273,-42.600006103515625,58,62,SE,Seasonal q90,DJF,25
-23.399999618530273,-42.600006103515625,58,62,SE,Seasonal q90,MAM,36
-23.399999618530273,-42.600006103515625,58,62,SE,Seasonal q90,JJA,41
-23.399999618530273,-42.600006103515625,58,62,SE,Seasonal q90,SON,28
-23.399999618530273,-42.20001220703125,58,64,SE,Global q90,DJF,8
-23.399999618530273,-42.20001220703125,58,64,SE,Global q90,MAM,50
-23.399999618530273,-42.20001220703125,58,64,SE,Global q90,JJA,42
-23.399999618530273,-42.20001220703125,58,64,SE,Global q90,SON,27
-23.399999618530273,-42.20001220703125,58,64,SE,Seasonal q90,DJF,25
-23.399999618530273,-42.20001220703125,58,64,SE,Seasonal q90,MAM,36
-23.399999618530273,-42.20001220703125,58,64,SE,Seasonal q90,JJA,41
-23.399999618530273,-42.20001220703125,58,64,SE,Seasonal q90,SON,27
-23.399999618530273,-42.0,58,65,SE,Global q90,DJF,8
-23.399999618530273,-42.0,58,65,SE,Global q90,MAM,49
-23.399999618530273,-42.0,58,65,SE,Global q90,JJA,45
-23.399999618530273,-42.0,58,65,SE,Global q90,SON,28
-23.399999618530273,-42.0,58,65,SE,Seasonal q90,DJF,25
-23.399999618530273,-42.0,58,65,SE,Seasonal q90,MAM,38
-23.399999618530273,-42.0,58,65,SE,Seasonal q90,JJA,39
-23.399999618530273,-42.0,58,65,SE,Seasonal q90,SON,27
-23.200000762939453,-44.399993896484375,59,53,SE,Global q90,DJF,13
-23.200000762939453,-44.399993896484375,59,53,SE,Global q90,MAM,79
-23.200000762939453,-44.399993896484375,59,53,SE,Global q90,JJA,102
-23.200000762939453,-44.399993896484375,59,53,SE,Global q90,SON,49
-23.200000762939453,-44.399993896484375,59,53,SE,Seasonal q90,DJF,39
-23.200000762939453,-44.399993896484375,59,53,SE,Seasonal q90,MAM,65
-23.200000762939453,-44.399993896484375,59,53,SE,Seasonal q90,JJA,71
-23.200000762939453,-44.399993896484375,59,53,SE,Seasonal q90,SON,57
-23.200000762939453,-44.20001220703125,59,54,SE,Global q90,DJF,12
-23.200000762939453,-44.20001220703125,59,54,SE,Global q90,MAM,82
-23.200000762939453,-44.20001220703125,59,54,SE,Global q90,JJA,106
-23.200000762939453,-44.20001220703125,59,54,SE,Global q90,SON,45
-23.200000762939453,-44.20001220703125,59,54,SE,Seasonal q90,DJF,42
-23.200000762939453,-44.20001220703125,59,54,SE,Seasonal q90,MAM,66
-23.200000762939453,-44.20001220703125,59,54,SE,Seasonal q90,JJA,70
-23.200000762939453,-44.20001220703125,59,54,SE,Seasonal q90,SON,59
-23.200000762939453,-44.0,59,55,SE,Global q90,DJF,12
-23.200000762939453,-44.0,59,55,SE,Global q90,MAM,78
-23.200000762939453,-44.0,59,55,SE,Global q90,JJA,100
-23.200000762939453,-44.0,59,55,SE,Global q90,SON,48
-23.200000762939453,-44.0,59,55,SE,Seasonal q90,DJF,35
-23.200000762939453,-44.0,59,55,SE,Seasonal q90,MAM,61
-23.200000762939453,-44.0,59,55,SE,Seasonal q90,JJA,70
-23.200000762939453,-44.0,59,55,SE,Seasonal q90,SON,52
-23.200000762939453,-43.79998779296875,59,56,SE,Global q90,DJF,11
-23.200000762939453,-43.79998779296875,59,56,SE,Global q90,MAM,78
-23.200000762939453,-43.79998779296875,59,56,SE,Global q90,JJA,93
-23.200000762939453,-43.79998779296875,59,56,SE,Global q90,SON,46
-23.200000762939453,-43.79998779296875,59,56,SE,Seasonal q90,DJF,35
-23.200000762939453,-43.79998779296875,59,56,SE,Seasonal q90,MAM,57
-23.200000762939453,-43.79998779296875,59,56,SE,Seasonal q90,JJA,69
-23.200000762939453,-43.79998779296875,59,56,SE,Seasonal q90,SON,52
-23.200000762939453,-43.600006103515625,59,57,SE,Global q90,DJF,12
-23.200000762939453,-43.600006103515625,59,57,SE,Global q90,MAM,77
-23.200000762939453,-43.600006103515625,59,57,SE,Global q90,JJA,92
-23.200000762939453,-43.600006103515625,59,57,SE,Global q90,SON,46
-23.200000762939453,-43.600006103515625,59,57,SE,Seasonal q90,DJF,35
-23.200000762939453,-43.600006103515625,59,57,SE,Seasonal q90,MAM,56
-23.200000762939453,-43.600006103515625,59,57,SE,Seasonal q90,JJA,65
-23.200000762939453,-43.600006103515625,59,57,SE,Seasonal q90,SON,54
-23.200000762939453,-43.399993896484375,59,58,SE,Global q90,DJF,10
-23.200000762939453,-43.399993896484375,59,58,SE,Global q90,MAM,74
-23.200000762939453,-43.399993896484375,59,58,SE,Global q90,JJA,92
-23.200000762939453,-43.399993896484375,59,58,SE,Global q90,SON,42
-23.200000762939453,-43.399993896484375,59,58,SE,Seasonal q90,DJF,36
-23.200000762939453,-43.399993896484375,59,58,SE,Seasonal q90,MAM,56
-23.200000762939453,-43.399993896484375,59,58,SE,Seasonal q90,JJA,65
-23.200000762939453,-43.399993896484375,59,58,SE,Seasonal q90,SON,52
-23.200000762939453,-43.20001220703125,59,59,SE,Global q90,DJF,10
-23.200000762939453,-43.20001220703125,59,59,SE,Global q90,MAM,74
-23.200000762939453,-43.20001220703125,59,59,SE,Global q90,JJA,89
-23.200000762939453,-43.20001220703125,59,59,SE,Global q90,SON,40
-23.200000762939453,-43.20001220703125,59,59,SE,Seasonal q90,DJF,34
-23.200000762939453,-43.20001220703125,59,59,SE,Seasonal q90,MAM,54
-23.200000762939453,-43.20001220703125,59,59,SE,Seasonal q90,JJA,61
-23.200000762939453,-43.20001220703125,59,59,SE,Seasonal q90,SON,51
-23.200000762939453,-43.0,59,60,SE,Global q90,DJF,8
-23.200000762939453,-43.0,59,60,SE,Global q90,MAM,73
-23.200000762939453,-43.0,59,60,SE,Global q90,JJA,85
-23.200000762939453,-43.0,59,60,SE,Global q90,SON,37
-23.200000762939453,-43.0,59,60,SE,Seasonal q90,DJF,33
-23.200000762939453,-43.0,59,60,SE,Seasonal q90,MAM,54
-23.200000762939453,-43.0,59,60,SE,Seasonal q90,JJA,58
-23.200000762939453,-43.0,59,60,SE,Seasonal q90,SON,45
-23.200000762939453,-42.79998779296875,59,61,SE,Global q90,DJF,7
-23.200000762939453,-42.79998779296875,59,61,SE,Global q90,MAM,66
-23.200000762939453,-42.79998779296875,59,61,SE,Global q90,JJA,78
-23.200000762939453,-42.79998779296875,59,61,SE,Global q90,SON,39
-23.200000762939453,-42.79998779296875,59,61,SE,Seasonal q90,DJF,30
-23.200000762939453,-42.79998779296875,59,61,SE,Seasonal q90,MAM,52
-23.200000762939453,-42.79998779296875,59,61,SE,Seasonal q90,JJA,57
-23.200000762939453,-42.79998779296875,59,61,SE,Seasonal q90,SON,45
-23.200000762939453,-42.600006103515625,59,62,SE,Global q90,DJF,8
-23.200000762939453,-42.600006103515625,59,62,SE,Global q90,MAM,65
-23.200000762939453,-42.600006103515625,59,62,SE,Global q90,JJA,70
-23.200000762939453,-42.600006103515625,59,62,SE,Global q90,SON,36
-23.200000762939453,-42.600006103515625,59,62,SE,Seasonal q90,DJF,29
-23.200000762939453,-42.600006103515625,59,62,SE,Seasonal q90,MAM,49
-23.200000762939453,-42.600006103515625,59,62,SE,Seasonal q90,JJA,51
-23.200000762939453,-42.600006103515625,59,62,SE,Seasonal q90,SON,40
-23.200000762939453,-42.399993896484375,59,63,SE,Global q90,DJF,7
-23.200000762939453,-42.399993896484375,59,63,SE,Global q90,MAM,59
-23.200000762939453,-42.399993896484375,59,63,SE,Global q90,JJA,64
-23.200000762939453,-42.399993896484375,59,63,SE,Global q90,SON,36
-23.200000762939453,-42.399993896484375,59,63,SE,Seasonal q90,DJF,28
-23.200000762939453,-42.399993896484375,59,63,SE,Seasonal q90,MAM,50
-23.200000762939453,-42.399993896484375,59,63,SE,Seasonal q90,JJA,49
-23.200000762939453,-42.399993896484375,59,63,SE,Seasonal q90,SON,38
-23.200000762939453,-42.20001220703125,59,64,SE,Global q90,DJF,7
-23.200000762939453,-42.20001220703125,59,64,SE,Global q90,MAM,57
-23.200000762939453,-42.20001220703125,59,64,SE,Global q90,JJA,62
-23.200000762939453,-42.20001220703125,59,64,SE,Global q90,SON,34
-23.200000762939453,-42.20001220703125,59,64,SE,Seasonal q90,DJF,26
-23.200000762939453,-42.20001220703125,59,64,SE,Seasonal q90,MAM,48
-23.200000762939453,-42.20001220703125,59,64,SE,Seasonal q90,JJA,50
-23.200000762939453,-42.20001220703125,59,64,SE,Seasonal q90,SON,35
-23.200000762939453,-42.0,59,65,SE,Global q90,DJF,7
-23.200000762939453,-42.0,59,65,SE,Global q90,MAM,55
-23.200000762939453,-42.0,59,65,SE,Global q90,JJA,61
-23.200000762939453,-42.0,59,65,SE,Global q90,SON,35
-23.200000762939453,-42.0,59,65,SE,Seasonal q90,DJF,28
-23.200000762939453,-42.0,59,65,SE,Seasonal q90,MAM,44
-23.200000762939453,-42.0,59,65,SE,Seasonal q90,JJA,49
-23.200000762939453,-42.0,59,65,SE,Seasonal q90,SON,36
-23.200000762939453,-41.79998779296875,59,66,SE,Global q90,DJF,6
-23.200000762939453,-41.79998779296875,59,66,SE,Global q90,MAM,55
-23.200000762939453,-41.79998779296875,59,66,SE,Global q90,JJA,60
-23.200000762939453,-41.79998779296875,59,66,SE,Global q90,SON,33
-23.200000762939453,-41.79998779296875,59,66,SE,Seasonal q90,DJF,29
-23.200000762939453,-41.79998779296875,59,66,SE,Seasonal q90,MAM,42
-23.200000762939453,-41.79998779296875,59,66,SE,Seasonal q90,JJA,51
-23.200000762939453,-41.79998779296875,59,66,SE,Seasonal q90,SON,34
-23.0,-44.399993896484375,60,53,SE,Global q90,DJF,15
-23.0,-44.399993896484375,60,53,SE,Global q90,MAM,89
-23.0,-44.399993896484375,60,53,SE,Global q90,JJA,107
-23.0,-44.399993896484375,60,53,SE,Global q90,SON,58
-23.0,-44.399993896484375,60,53,SE,Seasonal q90,DJF,45
-23.0,-44.399993896484375,60,53,SE,Seasonal q90,MAM,74
-23.0,-44.399993896484375,60,53,SE,Seasonal q90,JJA,86
-23.0,-44.399993896484375,60,53,SE,Seasonal q90,SON,65
-23.0,-44.0,60,55,SE,Global q90,DJF,13
-23.0,-44.0,60,55,SE,Global q90,MAM,76
-23.0,-44.0,60,55,SE,Global q90,JJA,101
-23.0,-44.0,60,55,SE,Global q90,SON,54
-23.0,-44.0,60,55,SE,Seasonal q90,DJF,34
-23.0,-44.0,60,55,SE,Seasonal q90,MAM,66
-23.0,-44.0,60,55,SE,Seasonal q90,JJA,81
-23.0,-44.0,60,55,SE,Seasonal q90,SON,57
-23.0,-43.399993896484375,60,58,SE,Global q90,DJF,12
-23.0,-43.399993896484375,60,58,SE,Global q90,MAM,86
-23.0,-43.399993896484375,60,58,SE,Global q90,JJA,99
-23.0,-43.399993896484375,60,58,SE,Global q90,SON,48
-23.0,-43.399993896484375,60,58,SE,Seasonal q90,DJF,39
-23.0,-43.399993896484375,60,58,SE,Seasonal q90,MAM,71
-23.0,-43.399993896484375,60,58,SE,Seasonal q90,JJA,65
-23.0,-43.399993896484375,60,58,SE,Seasonal q90,SON,58
-23.0,-43.20001220703125,60,59,SE,Global q90,DJF,10
-23.0,-43.20001220703125,60,59,SE,Global q90,MAM,83
-23.0,-43.20001220703125,60,59,SE,Global q90,JJA,97
-23.0,-43.20001220703125,60,59,SE,Global q90,SON,46
-23.0,-43.20001220703125,60,59,SE,Seasonal q90,DJF,37
-23.0,-43.20001220703125,60,59,SE,Seasonal q90,MAM,70
-23.0,-43.20001220703125,60,59,SE,Seasonal q90,JJA,63
-23.0,-43.20001220703125,60,59,SE,Seasonal q90,SON,56
-23.0,-43.0,60,60,SE,Global q90,DJF,9
-23.0,-43.0,60,60,SE,Global q90,MAM,81
-23.0,-43.0,60,60,SE,Global q90,JJA,97
-23.0,-43.0,60,60,SE,Global q90,SON,42
-23.0,-43.0,60,60,SE,Seasonal q90,DJF,36
-23.0,-43.0,60,60,SE,Seasonal q90,MAM,65
-23.0,-43.0,60,60,SE,Seasonal q90,JJA,61
-23.0,-43.0,60,60,SE,Seasonal q90,SON,55
-23.0,-42.79998779296875,60,61,SE,Global q90,DJF,10
-23.0,-42.79998779296875,60,61,SE,Global q90,MAM,82
-23.0,-42.79998779296875,60,61,SE,Global q90,JJA,96
-23.0,-42.79998779296875,60,61,SE,Global q90,SON,42
-23.0,-42.79998779296875,60,61,SE,Seasonal q90,DJF,36
-23.0,-42.79998779296875,60,61,SE,Seasonal q90,MAM,65
-23.0,-42.79998779296875,60,61,SE,Seasonal q90,JJA,61
-23.0,-42.79998779296875,60,61,SE,Seasonal q90,SON,53
-23.0,-42.600006103515625,60,62,SE,Global q90,DJF,10
-23.0,-42.600006103515625,60,62,SE,Global q90,MAM,82
-23.0,-42.600006103515625,60,62,SE,Global q90,JJA,96
-23.0,-42.600006103515625,60,62,SE,Global q90,SON,39
-23.0,-42.600006103515625,60,62,SE,Seasonal q90,DJF,35
-23.0,-42.600006103515625,60,62,SE,Seasonal q90,MAM,64
-23.0,-42.600006103515625,60,62,SE,Seasonal q90,JJA,59
-23.0,-42.600006103515625,60,62,SE,Seasonal q90,SON,51
-23.0,-42.399993896484375,60,63,SE,Global q90,DJF,9
-23.0,-42.399993896484375,60,63,SE,Global q90,MAM,77
-23.0,-42.399993896484375,60,63,SE,Global q90,JJA,93
-23.0,-42.399993896484375,60,63,SE,Global q90,SON,39
-23.0,-42.399993896484375,60,63,SE,Seasonal q90,DJF,35
-23.0,-42.399993896484375,60,63,SE,Seasonal q90,MAM,63
-23.0,-42.399993896484375,60,63,SE,Seasonal q90,JJA,60
-23.0,-42.399993896484375,60,63,SE,Seasonal q90,SON,51
-23.0,-42.20001220703125,60,64,SE,Global q90,DJF,9
-23.0,-42.20001220703125,60,64,SE,Global q90,MAM,78
-23.0,-42.20001220703125,60,64,SE,Global q90,JJA,91
-23.0,-42.20001220703125,60,64,SE,Global q90,SON,39
-23.0,-42.20001220703125,60,64,SE,Seasonal q90,DJF,37
-23.0,-42.20001220703125,60,64,SE,Seasonal q90,MAM,64
-23.0,-42.20001220703125,60,64,SE,Seasonal q90,JJA,60
-23.0,-42.20001220703125,60,64,SE,Seasonal q90,SON,52
-23.0,-42.0,60,65,SE,Global q90,DJF,7
-23.0,-42.0,60,65,SE,Global q90,MAM,74
-23.0,-42.0,60,65,SE,Global q90,JJA,86
-23.0,-42.0,60,65,SE,Global q90,SON,34
-23.0,-42.0,60,65,SE,Seasonal q90,DJF,31
-23.0,-42.0,60,65,SE,Seasonal q90,MAM,54
-23.0,-42.0,60,65,SE,Seasonal q90,JJA,59
-23.0,-42.0,60,65,SE,Seasonal q90,SON,40
-23.0,-41.79998779296875,60,66,SE,Global q90,DJF,6
-23.0,-41.79998779296875,60,66,SE,Global q90,MAM,66
-23.0,-41.79998779296875,60,66,SE,Global q90,JJA,80
-23.0,-41.79998779296875,60,66,SE,Global q90,SON,31
-23.0,-41.79998779296875,60,66,SE,Seasonal q90,DJF,31
-23.0,-41.79998779296875,60,66,SE,Seasonal q90,MAM,49
-23.0,-41.79998779296875,60,66,SE,Seasonal q90,JJA,54
-23.0,-41.79998779296875,60,66,SE,Seasonal q90,SON,37
-23.0,-41.600006103515625,60,67,SE,Global q90,DJF,6
-23.0,-41.600006103515625,60,67,SE,Global q90,MAM,61
-23.0,-41.600006103515625,60,67,SE,Global q90,JJA,72
-23.0,-41.600006103515625,60,67,SE,Global q90,SON,33
-23.0,-41.600006103515625,60,67,SE,Seasonal q90,DJF,31
-23.0,-41.600006103515625,60,67,SE,Seasonal q90,MAM,44
-23.0,-41.600006103515625,60,67,SE,Seasonal q90,JJA,53
-23.0,-41.600006103515625,60,67,SE,Seasonal q90,SON,38
-22.799999237060547,-41.79998779296875,61,66,SE,Global q90,DJF,6
-22.799999237060547,-41.79998779296875,61,66,SE,Global q90,MAM,57
-22.799999237060547,-41.79998779296875,61,66,SE,Global q90,JJA,66
-22.799999237060547,-41.79998779296875,61,66,SE,Global q90,SON,34
-22.799999237060547,-41.79998779296875,61,66,SE,Seasonal q90,DJF,19
-22.799999237060547,-41.79998779296875,61,66,SE,Seasonal q90,MAM,44
-22.799999237060547,-41.79998779296875,61,66,SE,Seasonal q90,JJA,52
-22.799999237060547,-41.79998779296875,61,66,SE,Seasonal q90,SON,29
-22.799999237060547,-41.600006103515625,61,67,SE,Global q90,DJF,6
-22.799999237060547,-41.600006103515625,61,67,SE,Global q90,MAM,61
-22.799999237060547,-41.600006103515625,61,67,SE,Global q90,JJA,74
-22.799999237060547,-41.600006103515625,61,67,SE,Global q90,SON,33
-22.799999237060547,-41.600006103515625,61,67,SE,Seasonal q90,DJF,27
-22.799999237060547,-41.600006103515625,61,67,SE,Seasonal q90,MAM,45
-22.799999237060547,-41.600006103515625,61,67,SE,Seasonal q90,JJA,50
-22.799999237060547,-41.600006103515625,61,67,SE,Seasonal q90,SON,38
-22.600000381469727,-41.79998779296875,62,66,SE,Global q90,DJF,3
-22.600000381469727,-41.79998779296875,62,66,SE,Global q90,MAM,44
-22.600000381469727,-41.79998779296875,62,66,SE,Global q90,JJA,49
-22.600000381469727,-41.79998779296875,62,66,SE,Global q90,SON,29
-22.600000381469727,-41.79998779296875,62,66,SE,Seasonal q90,DJF,15
-22.600000381469727,-41.79998779296875,62,66,SE,Seasonal q90,MAM,32
-22.600000381469727,-41.79998779296875,62,66,SE,Seasonal q90,JJA,42
-22.600000381469727,-41.79998779296875,62,66,SE,Seasonal q90,SON,26
-22.600000381469727,-41.600006103515625,62,67,SE,Global q90,DJF,5
-22.600000381469727,-41.600006103515625,62,67,SE,Global q90,MAM,62
-22.600000381469727,-41.600006103515625,62,67,SE,Global q90,JJA,70
-22.600000381469727,-41.600006103515625,62,67,SE,Global q90,SON,33
-22.600000381469727,-41.600006103515625,62,67,SE,Seasonal q90,DJF,25
-22.600000381469727,-41.600006103515625,62,67,SE,Seasonal q90,MAM,44
-22.600000381469727,-41.600006103515625,62,67,SE,Seasonal q90,JJA,52
-22.600000381469727,-41.600006103515625,62,67,SE,Seasonal q90,SON,32
-22.600000381469727,-41.399993896484375,62,68,SE,Global q90,DJF,6
-22.600000381469727,-41.399993896484375,62,68,SE,Global q90,MAM,62
-22.600000381469727,-41.399993896484375,62,68,SE,Global q90,JJA,76
-22.600000381469727,-41.399993896484375,62,68,SE,Global q90,SON,33
-22.600000381469727,-41.399993896484375,62,68,SE,Seasonal q90,DJF,27
-22.600000381469727,-41.399993896484375,62,68,SE,Seasonal q90,MAM,45
-22.600000381469727,-41.399993896484375,62,68,SE,Seasonal q90,JJA,52
-22.600000381469727,-41.399993896484375,62,68,SE,Seasonal q90,SON,37
-22.399999618530273,-41.600006103515625,63,67,SE,Global q90,DJF,5
-22.399999618530273,-41.600006103515625,63,67,SE,Global q90,MAM,63
-22.399999618530273,-41.600006103515625,63,67,SE,Global q90,JJA,69
-22.399999618530273,-41.600006103515625,63,67,SE,Global q90,SON,30
-22.399999618530273,-41.600006103515625,63,67,SE,Seasonal q90,DJF,26
-22.399999618530273,-41.600006103515625,63,67,SE,Seasonal q90,MAM,45
-22.399999618530273,-41.600006103515625,63,67,SE,Seasonal q90,JJA,53
-22.399999618530273,-41.600006103515625,63,67,SE,Seasonal q90,SON,31
-22.399999618530273,-41.399993896484375,63,68,SE,Global q90,DJF,5
-22.399999618530273,-41.399993896484375,63,68,SE,Global q90,MAM,64
-22.399999618530273,-41.399993896484375,63,68,SE,Global q90,JJA,74
-22.399999618530273,-41.399993896484375,63,68,SE,Global q90,SON,32
-22.399999618530273,-41.399993896484375,63,68,SE,Seasonal q90,DJF,31
-22.399999618530273,-41.399993896484375,63,68,SE,Seasonal q90,MAM,46
-22.399999618530273,-41.399993896484375,63,68,SE,Seasonal q90,JJA,53
-22.399999618530273,-41.399993896484375,63,68,SE,Seasonal q90,SON,36
-22.399999618530273,-41.20001220703125,63,69,SE,Global q90,DJF,6
-22.399999618530273,-41.20001220703125,63,69,SE,Global q90,MAM,62
-22.399999618530273,-41.20001220703125,63,69,SE,Global q90,JJA,73
-22.399999618530273,-41.20001220703125,63,69,SE,Global q90,SON,34
-22.399999618530273,-41.20001220703125,63,69,SE,Seasonal q90,DJF,27
-22.399999618530273,-41.20001220703125,63,69,SE,Seasonal q90,MAM,44
-22.399999618530273,-41.20001220703125,63,69,SE,Seasonal q90,JJA,52
-22.399999618530273,-41.20001220703125,63,69,SE,Seasonal q90,SON,37
-22.399999618530273,-41.0,63,70,SE,Global q90,DJF,6
-22.399999618530273,-41.0,63,70,SE,Global q90,MAM,60
-22.399999618530273,-41.0,63,70,SE,Global q90,JJA,63
-22.399999618530273,-41.0,63,70,SE,Global q90,SON,30
-22.399999618530273,-41.0,63,70,SE,Seasonal q90,DJF,20
-22.399999618530273,-41.0,63,70,SE,Seasonal q90,MAM,36
-22.399999618530273,-41.0,63,70,SE,Seasonal q90,JJA,49
-22.399999618530273,-41.0,63,70,SE,Seasonal q90,SON,30
-22.399999618530273,-40.79998779296875,63,71,SE,Global q90,DJF,5
-22.399999618530273,-40.79998779296875,63,71,SE,Global q90,MAM,46
-22.399999618530273,-40.79998779296875,63,71,SE,Global q90,JJA,54
-22.399999618530273,-40.79998779296875,63,71,SE,Global q90,SON,29
-22.399999618530273,-40.79998779296875,63,71,SE,Seasonal q90,DJF,17
-22.399999618530273,-40.79998779296875,63,71,SE,Seasonal q90,MAM,30
-22.399999618530273,-40.79998779296875,63,71,SE,Seasonal q90,JJA,47
-22.399999618530273,-40.79998779296875,63,71,SE,Seasonal q90,SON,26
-22.200000762939453,-41.399993896484375,64,68,SE,Global q90,DJF,5
-22.200000762939453,-41.399993896484375,64,68,SE,Global q90,MAM,63
-22.200000762939453,-41.399993896484375,64,68,SE,Global q90,JJA,75
-22.200000762939453,-41.399993896484375,64,68,SE,Global q90,SON,36
-22.200000762939453,-41.399993896484375,64,68,SE,Seasonal q90,DJF,33
-22.200000762939453,-41.399993896484375,64,68,SE,Seasonal q90,MAM,50
-22.200000762939453,-41.399993896484375,64,68,SE,Seasonal q90,JJA,56
-22.200000762939453,-41.399993896484375,64,68,SE,Seasonal q90,SON,40
-22.200000762939453,-41.20001220703125,64,69,SE,Global q90,DJF,6
-22.200000762939453,-41.20001220703125,64,69,SE,Global q90,MAM,63
-22.200000762939453,-41.20001220703125,64,69,SE,Global q90,JJA,73
-22.200000762939453,-41.20001220703125,64,69,SE,Global q90,SON,35
-22.200000762939453,-41.20001220703125,64,69,SE,Seasonal q90,DJF,31
-22.200000762939453,-41.20001220703125,64,69,SE,Seasonal q90,MAM,48
-22.200000762939453,-41.20001220703125,64,69,SE,Seasonal q90,JJA,52
-22.200000762939453,-41.20001220703125,64,69,SE,Seasonal q90,SON,39
-22.200000762939453,-41.0,64,70,SE,Global q90,DJF,6
-22.200000762939453,-41.0,64,70,SE,Global q90,MAM,59
-22.200000762939453,-41.0,64,70,SE,Global q90,JJA,71
-22.200000762939453,-41.0,64,70,SE,Global q90,SON,38
-22.200000762939453,-41.0,64,70,SE,Seasonal q90,DJF,27
-22.200000762939453,-41.0,64,70,SE,Seasonal q90,MAM,44
-22.200000762939453,-41.0,64,70,SE,Seasonal q90,JJA,53
-22.200000762939453,-41.0,64,70,SE,Seasonal q90,SON,41
-22.200000762939453,-40.79998779296875,64,71,SE,Global q90,DJF,6
-22.200000762939453,-40.79998779296875,64,71,SE,Global q90,MAM,54
-22.200000762939453,-40.79998779296875,64,71,SE,Global q90,JJA,66
-22.200000762939453,-40.79998779296875,64,71,SE,Global q90,SON,33
-22.200000762939453,-40.79998779296875,64,71,SE,Seasonal q90,DJF,21
-22.200000762939453,-40.79998779296875,64,71,SE,Seasonal q90,MAM,37
