thr_hs_pct,thr_ssh_pct,municipality,F
0.85,0.9,São Francisco do Sul,146
0.85,0.9,Itapoá,146
0.85,0.9,Balneário Piçarras,130
0.85,0.9,Balneário Barra do Sul,130
0.85,0.9,Barra Velha,130
0.85,0.9,Penha,130
0.85,0.9,Araquari,130
0.85,0.9,Balneário Camboriú,116
0.85,0.9,Navegantes,116
0.85,0.9,Itajaí,116
0.85,0.9,Itapema,116
0.85,0.9,Bombinhas,143
0.85,0.9,Porto Belo,143
0.85,0.9,Içara/Balneário Rincão,216
0.85,0.9,Balneário Rincão,216
0.85,0.9,Florianópolis,180
0.85,0.9,Palhoça,180
0.85,0.9,Araranguá,200
0.85,0.9,Balneário Arroio do Silva,200
0.85,0.9,Balneário Gaivota,205
0.85,0.9,Passo de Torres,186
0.85,0.9,Garopaba,191
0.9,0.5,São Francisco do Sul,266
0.9,0.5,Itapoá,266
0.9,0.5,Balneário Piçarras,235
0.9,0.5,Balneário Barra do Sul,235
0.9,0.5,Barra Velha,235
0.9,0.5,Penha,235
0.9,0.5,Araquari,235
0.9,0.5,Balneário Camboriú,225
0.9,0.5,Navegantes,225
0.9,0.5,Itajaí,225
0.9,0.5,Itapema,225
0.9,0.5,Bombinhas,259
0.9,0.5,Porto Belo,259
0.9,0.5,Içara/Balneário Rincão,307
0.9,0.5,Balneário Rincão,307
0.9,0.5,Florianópolis,295
0.9,0.5,Palhoça,295
0.9,0.5,Araranguá,281
0.9,0.5,Balneário Arroio do Silva,281
0.9,0.5,Balneário Gaivota,291
0.9,0.5,Passo de Torres,262
0.9,0.5,Garopaba,303
0.9,0.55,São Francisco do Sul,249
0.9,0.55,Itapoá,249
0.9,0.55,Balneário Piçarras,217
0.9,0.55,Balneário Barra do Sul,217
0.9,0.55,Barra Velha,217
0.9,0.55,Penha,217
0.9,0.55,Araquari,217
0.9,0.55,Balneário Camboriú,213
0.9,0.55,Navegantes,213
0.9,0.55,Itajaí,213
0.9,0.55,Itapema,213
0.9,0.55,Bombinhas,243
0.9,0.55,Porto Belo,243
0.9,0.55,Içara/Balneário Rincão,297
0.9,0.55,Balneário Rincão,297
0.9,0.55,Florianópolis,280
0.9,0.55,Palhoça,280
0.9,0.55,Araranguá,273
0.9,0.55,Balneário Arroio do Silva,273
0.9,0.55,Balneário Gaivota,277
0.9,0.55,Passo de Torres,249
0.9,0.55,Garopaba,293
0.9,0.6,São Francisco do Sul,230
0.9,0.6,Itapoá,230
0.9,0.6,Balneário Piçarras,206
0.9,0.6,Balneário Barra do Sul,206
0.9,0.6,Barra Velha,206
0.9,0.6,Penha,206
0.9,0.6,Araquari,206
0.9,0.6,Balneário Camboriú,201
0.9,0.6,Navegantes,201
0.9,0.6,Itajaí,201
0.9,0.6,Itapema,201
0.9,0.6,Bombinhas,233
0.9,0.6,Porto Belo,233
0.9,0.6,Içara/Balneário Rincão,285
0.9,0.6,Balneário Rincão,285
0.9,0.6,Florianópolis,267
0.9,0.6,Palhoça,267
0.9,0.6,Araranguá,261
0.9,0.6,Balneário Arroio do Silva,261
0.9,0.6,Balneário Gaivota,267
0.9,0.6,Passo de Torres,235
0.9,0.6,Garopaba,278
0.9,0.65,São Francisco do Sul,214
0.9,0.65,Itapoá,214
0.9,0.65,Balneário Piçarras,191
0.9,0.65,Balneário Barra do Sul,191
0.9,0.65,Barra Velha,191
0.9,0.65,Penha,191
0.9,0.65,Araquari,191
0.9,0.65,Balneário Camboriú,189
0.9,0.65,Navegantes,189
0.9,0.65,Itajaí,189
0.9,0.65,Itapema,189
0.9,0.65,Bombinhas,223
0.9,0.65,Porto Belo,223
0.9,0.65,Içara/Balneário Rincão,274
0.9,0.65,Balneário Rincão,274
0.9,0.65,Florianópolis,255
0.9,0.65,Palhoça,255
0.9,0.65,Araranguá,238
0.9,0.65,Balneário Arroio do Silva,238
0.9,0.65,Balneário Gaivota,253
0.9,0.65,Passo de Torres,224
0.9,0.65,Garopaba,264
0.9,0.7,São Francisco do Sul,203
0.9,0.7,Itapoá,203
0.9,0.7,Balneário Piçarras,174
0.9,0.7,Balneário Barra do Sul,174
0.9,0.7,Barra Velha,174
0.9,0.7,Penha,174
0.9,0.7,Araquari,174
0.9,0.7,Balneário Camboriú,170
0.9,0.7,Navegantes,170
0.9,0.7,Itajaí,170
0.9,0.7,Itapema,170
0.9,0.7,Bombinhas,197
0.9,0.7,Porto Belo,197
0.9,0.7,Içara/Balneário Rincão,261
0.9,0.7,Balneário Rincão,261
0.9,0.7,Florianópolis,235
0.9,0.7,Palhoça,235
0.9,0.7,Araranguá,228
0.9,0.7,Balneário Arroio do Silva,228
0.9,0.7,Balneário Gaivota,242
0.9,0.7,Passo de Torres,210
0.9,0.7,Garopaba,244
0.9,0.75,São Francisco do Sul,186
0.9,0.75,Itapoá,186
0.9,0.75,Balneário Piçarras,162
0.9,0.75,Balneário Barra do Sul,162
0.9,0.75,Barra Velha,162
0.9,0.75,Penha,162
0.9,0.75,Araquari,162
0.9,0.75,Balneário Camboriú,155
0.9,0.75,Navegantes,155
0.9,0.75,Itajaí,155
0.9,0.75,Itapema,155
0.9,0.75,Bombinhas,181
0.9,0.75,Porto Belo,181
0.9,0.75,Içara/Balneário Rincão,243
0.9,0.75,Balneário Rincão,243
0.9,0.75,Florianópolis,216
0.9,0.75,Palhoça,216
0.9,0.75,Araranguá,211
0.9,0.75,Balneário Arroio do Silva,211
0.9,0.75,Balneário Gaivota,219
0.9,0.75,Passo de Torres,197
0.9,0.75,Garopaba,226
0.9,0.8,São Francisco do Sul,167
0.9,0.8,Itapoá,167
0.9,0.8,Balneário Piçarras,142
0.9,0.8,Balneário Barra do Sul,142
0.9,0.8,Barra Velha,142
0.9,0.8,Penha,142
0.9,0.8,Araquari,142
0.9,0.8,Balneário Camboriú,138
0.9,0.8,Navegantes,138
0.9,0.8,Itajaí,138
0.9,0.8,Itapema,138
0.9,0.8,Bombinhas,165
0.9,0.8,Porto Belo,165
0.9,0.8,Içara/Balneário Rincão,226
0.9,0.8,Balneário Rincão,226
0.9,0.8,Florianópolis,194
0.9,0.8,Palhoça,194
0.9,0.8,Araranguá,191
0.9,0.8,Balneário Arroio do Silva,191
0.9,0.8,Balneário Gaivota,204
0.9,0.8,Passo de Torres,180
0.9,0.8,Garopaba,206
0.9,0.85,São Francisco do Sul,140
0.9,0.85,Itapoá,140
0.9,0.85,Balneário Piçarras,122
0.9,0.85,Balneário Barra do Sul,122
0.9,0.85,Barra Velha,122
0.9,0.85,Penha,122
0.9,0.85,Araquari,122
0.9,0.85,Balneário Camboriú,113
0.9,0.85,Navegantes,113
0.9,0.85,Itajaí,113
0.9,0.85,Itapema,113
0.9,0.85,Bombinhas,141
0.9,0.85,Porto Belo,141
0.9,0.85,Içara/Balneário Rincão,208
0.9,0.85,Balneário Rincão,208
0.9,0.85,Florianópolis,173
0.9,0.85,Palhoça,173
0.9,0.85,Araranguá,171
0.9,0.85,Balneário Arroio do Silva,171
0.9,0.85,Balneário Gaivota,183
0.9,0.85,Passo de Torres,161
0.9,0.85,Garopaba,186
0.9,0.9,São Francisco do Sul,109
0.9,0.9,Itapoá,109
0.9,0.9,Balneário Piçarras,91
0.9,0.9,Balneário Barra do Sul,91
0.9,0.9,Barra Velha,91
0.9,0.9,Penha,91
0.9,0.9,Araquari,91
0.9,0.9,Balneário Camboriú,77
0.9,0.9,Navegantes,77
0.9,0.9,Itajaí,77
0.9,0.9,Itapema,77
0.9,0.9,Bombinhas,100
0.9,0.9,Porto Belo,100
0.9,0.9,Içara/Balneário Rincão,183
0.9,0.9,Balneário Rincão,183
0.9,0.9,Florianópolis,132
0.9,0.9,Palhoça,132
0.9,0.9,Araranguá,143
0.9,0.9,Balneário Arroio do Silva,143
0.9,0.9,Balneário Gaivota,168
0.9,0.9,Passo de Torres,140
0.9,0.9,Garopaba,155
