grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,n_hs_episodes,n_zos_episodes,n_candidate_events,hat_m,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-0.4,-47.8,1.37,0.314042,0.215824,622,139,73,2.774426,66,7,0.21,9.0,20.2,22.0,1.29,2.0,0.1509,0.2731,0.3215,0.1205,0.1774,0.1885
-0.4,-47.6,1.47,0.296753,0.203116,617,124,70,2.835506,64,6,0.18,10.67,21.5,22.0,1.17,1.75,0.1626,0.2717,0.299,0.1128,0.2182,0.2439
-0.4,-47.4,1.57,0.280379,0.191846,572,120,63,2.847995,57,6,0.18,12.0,24.25,25.0,1.67,3.0,0.1669,0.2389,0.239,0.1328,0.2598,0.296
-0.4,-47.2,1.61,0.266681,0.182594,558,126,61,2.870207,56,5,0.15,11.6,21.8,23.0,1.8,3.6,0.2052,0.3096,0.3265,0.1749,0.2444,0.2489
-0.4,-47.0,1.63,0.254573,0.174204,593,125,58,2.866034,53,5,0.15,10.6,19.4,21.0,1.4,2.6,0.1946,0.3353,0.3662,0.151,0.2151,0.2238
-0.4,-46.8,1.6,0.244735,0.167724,642,115,55,2.847996,51,4,0.12,8.0,13.0,13.0,1.25,1.85,0.1841,0.344,0.3704,0.1345,0.1777,0.1787
-0.4,-46.6,1.53,0.238528,0.164082,699,122,59,2.81404,56,3,0.09,9.33,13.7,14.0,1.33,1.9,0.1738,0.3121,0.3324,0.1116,0.1334,0.1353
-0.2,-49.6,0.31,0.476692,0.370453,573,406,120,2.594349,117,3,0.09,8.67,12.0,12.0,2.0,2.9,0.1291,0.1514,0.1547,0.1859,0.2205,0.2232
-0.2,-48.4,0.85,0.364241,0.259119,701,188,75,2.767483,71,4,0.12,7.0,11.7,12.0,1.0,1.0,0.1092,0.1703,0.1765,0.0794,0.1479,0.1539
-0.2,-48.2,1.0,0.342301,0.238683,680,151,72,2.667735,66,6,0.18,6.67,15.25,16.0,1.5,2.75,0.072,0.1364,0.1441,0.0917,0.2103,0.2193
-0.2,-48.0,1.37,0.319333,0.221328,621,146,71,2.708041,65,6,0.18,6.5,16.25,18.0,1.5,2.0,0.1066,0.1311,0.1312,0.1233,0.1466,0.1506
-0.2,-47.8,1.54,0.300208,0.206332,585,136,76,2.748529,69,7,0.21,9.29,20.6,23.0,1.29,2.4,0.1407,0.2709,0.3218,0.0995,0.1763,0.179
-0.2,-47.6,1.6,0.283073,0.193605,576,123,66,2.760031,59,7,0.21,9.57,21.8,23.0,1.29,2.0,0.1532,0.2807,0.31,0.0998,0.2001,0.2261
-0.2,-47.4,1.68,0.268252,0.183301,567,121,59,2.768685,53,6,0.18,12.17,24.25,25.0,1.83,3.5,0.1776,0.2745,0.2871,0.1464,0.2499,0.2581
-0.2,-47.2,1.72,0.256556,0.175094,539,135,62,2.76283,57,5,0.15,11.8,23.0,25.0,1.8,3.6,0.1944,0.3211,0.3432,0.18,0.2633,0.2711
-0.0,-50.4,0.24,0.532853,0.422092,643,522,218,2.19094,209,9,0.27,9.0,18.6,19.0,1.33,2.0,0.0929,0.176,0.1929,0.1093,0.2588,0.2963
-0.0,-50.2,0.21,0.517411,0.409617,588,495,171,2.009903,164,7,0.21,5.0,7.7,8.0,1.57,2.7,0.0896,0.1895,0.2034,0.1246,0.2117,0.2171
-0.0,-50.0,0.24,0.500809,0.395767,565,469,150,2.026225,143,7,0.21,4.71,9.8,11.0,1.43,2.0,0.0576,0.1607,0.1984,0.0733,0.2104,0.2639
-0.0,-49.2,0.77,0.433487,0.326816,641,328,164,2.970676,157,7,0.21,2.14,3.7,4.0,1.0,1.0,0.062,0.1111,0.1164,0.0667,0.1134,0.1164
-0.0,-49.0,0.79,0.411084,0.304028,720,289,146,2.638095,138,8,0.24,3.25,8.25,10.0,1.12,1.65,0.0715,0.1401,0.1407,0.0859,0.1599,0.1613
-0.0,-48.8,0.82,0.392162,0.284761,737,243,118,2.498322,111,7,0.21,5.86,17.3,20.0,1.29,2.0,0.0829,0.1682,0.1926,0.1006,0.1927,0.2161
-0.0,-48.6,0.9,0.374585,0.266646,716,205,100,2.464769,92,8,0.24,7.0,18.5,22.0,1.25,2.3,0.0844,0.1479,0.1506,0.0943,0.1969,0.2108
-0.0,-48.4,1.07,0.353879,0.246931,667,168,82,2.456981,76,6,0.18,10.83,22.5,25.0,1.5,2.75,0.1338,0.2379,0.2413,0.124,0.178,0.1803
-0.0,-48.2,1.35,0.329955,0.227705,610,148,79,2.458865,68,11,0.33,7.27,20.5,24.0,1.55,3.0,0.1196,0.2544,0.2611,0.1154,0.245,0.246
0.2,-50.6,0.37,0.54469,0.431991,488,543,191,2.878966,183,8,0.24,3.5,6.95,8.0,1.38,2.0,0.0742,0.1498,0.1523,0.0907,0.2225,0.264
0.2,-49.6,0.65,0.457478,0.355506,631,402,196,3.52509,191,5,0.15,3.2,4.0,4.0,1.2,1.8,0.0576,0.1565,0.1801,0.0988,0.3009,0.3593
0.2,-49.4,0.94,0.438038,0.334045,616,347,182,3.404997,181,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0688,0.0688,0.0688,0.082,0.082,0.082
0.2,-49.2,1.23,0.417197,0.313647,599,307,149,2.886956,147,2,0.06,2.0,2.9,3.0,1.0,1.0,0.0145,0.0247,0.0258,0.008,0.0152,0.016
0.2,-49.0,1.18,0.398755,0.294285,623,272,135,2.641126,129,6,0.18,5.33,16.5,20.0,1.0,1.0,0.1,0.2063,0.2473,0.0907,0.2321,0.2816
0.2,-48.8,1.18,0.381519,0.276251,634,233,113,2.370161,107,6,0.18,7.33,19.5,22.0,1.67,2.0,0.1154,0.2502,0.2713,0.1323,0.2782,0.3037
0.2,-48.6,1.33,0.363564,0.258098,600,200,103,2.219122,95,8,0.24,7.5,21.15,25.0,1.25,2.0,0.1374,0.1931,0.1952,0.1263,0.2134,0.2151
0.4,-50.0,0.59,0.489395,0.387932,648,465,217,3.331347,214,3,0.09,4.33,5.9,6.0,1.33,1.9,0.1063,0.1969,0.2117,0.1337,0.2654,0.2872
0.4,-49.8,0.71,0.4717,0.369455,608,434,210,3.806559,207,3,0.09,5.33,7.9,8.0,1.67,2.0,0.0538,0.1177,0.127,0.1064,0.2328,0.2511
0.4,-49.6,0.91,0.447104,0.346721,591,391,200,4.162305,197,3,0.09,1.67,2.8,3.0,1.0,1.0,0.1767,0.4528,0.5,0.1681,0.4504,0.5
0.4,-49.4,1.36,0.422996,0.322012,548,333,165,3.250249,163,2,0.06,1.0,1.0,1.0,1.0,1.0,0.2471,0.4333,0.454,0.2778,0.488,0.5114
0.4,-49.2,1.41,0.404161,0.303104,549,294,140,2.800498,139,1,0.03,1.0,1.0,1.0,1.0,1.0,0.3419,0.3419,0.3419,0.388,0.388,0.388
0.4,-29.4,2.3,0.112547,0.046954,492,117,37,1.419356,37,0,0.0,,,,,,,,,0.0,0.0,0.0
0.6,-50.4,0.37,0.523436,0.416202,607,522,265,3.234794,261,4,0.12,6.0,13.5,15.0,1.25,1.85,0.0751,0.1544,0.1657,0.0927,0.1614,0.1631
0.6,-50.2,0.62,0.505011,0.402265,654,512,260,3.51504,254,6,0.18,4.5,11.5,14.0,1.33,2.5,0.0449,0.1003,0.1116,0.0425,0.1006,0.1138
0.6,-50.0,1.03,0.482803,0.383787,611,478,237,3.696011,235,2,0.06,9.5,13.55,14.0,1.5,1.95,0.1296,0.1304,0.1304,0.0959,0.1166,0.1189
0.6,-49.8,1.19,0.460312,0.362689,588,437,222,3.892893,218,4,0.12,4.5,10.65,12.0,1.0,1.0,0.1752,0.4938,0.5655,0.153,0.4897,0.5709
0.6,-49.6,1.31,0.43382,0.336519,557,380,190,3.777912,189,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0395,0.0395,0.0395,0.0406,0.0406,0.0406
0.6,-49.4,1.42,0.41093,0.312836,554,325,155,3.036217,153,2,0.06,2.0,2.9,3.0,1.0,1.0,0.3251,0.5565,0.5823,0.3401,0.5762,0.6024
0.6,-49.2,1.47,0.394217,0.295542,537,290,137,2.584148,133,4,0.12,4.25,6.85,7.0,1.25,1.85,0.183,0.4373,0.4945,0.1934,0.4882,0.5514
0.6,-29.8,2.29,0.117714,0.051108,498,119,36,1.428497,36,0,0.0,,,,,,,,,0.0,0.0,0.0
0.6,-29.6,2.29,0.116632,0.050122,494,120,38,1.423168,38,0,0.0,,,,,,,,,0.0,0.0,0.0
0.6,-29.4,2.29,0.115492,0.04914,498,121,37,1.417093,37,0,0.0,,,,,,,,,0.0,0.0,0.0
0.6,-29.2,2.29,0.114586,0.04816,498,129,38,1.410312,38,0,0.0,,,,,,,,,0.0,0.0,0.0
0.6,-29.0,2.29,0.113395,0.047173,500,136,42,1.403462,42,0,0.0,,,,,,,,,0.0,0.0,0.0
0.8,-50.2,0.51,0.500019,0.397642,674,506,272,3.48617,267,5,0.15,6.4,14.0,16.0,1.4,2.6,0.0681,0.1355,0.1533,0.0598,0.1238,0.1401
0.8,-50.0,0.73,0.476992,0.380305,642,490,270,3.506284,268,2,0.06,10.5,14.55,15.0,1.0,1.0,0.1016,0.1395,0.1437,0.0657,0.1104,0.1154
0.8,-49.8,1.16,0.45028,0.357923,602,451,240,3.253789,239,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0712,0.0712,0.0712,0.0677,0.0677,0.0677
0.8,-49.6,1.31,0.421679,0.327364,547,362,181,2.984089,179,2,0.06,4.5,7.65,8.0,1.5,1.95,0.321,0.487,0.5054,0.3044,0.4872,0.5075
0.8,-49.4,1.42,0.401093,0.306025,533,317,162,2.629218,159,3,0.09,4.0,7.5,8.0,1.0,1.0,0.2224,0.5019,0.5484,0.2033,0.5023,0.5529
0.8,-29.8,2.29,0.121381,0.05354,491,124,39,1.423599,39,0,0.0,,,,,,,,,0.0,0.0,0.0
0.8,-29.6,2.29,0.120277,0.052568,488,123,38,1.419397,38,0,0.0,,,,,,,,,0.0,0.0,0.0
0.8,-29.4,2.28,0.119205,0.051603,500,124,42,1.414405,42,0,0.0,,,,,,,,,0.0,0.0,0.0
0.8,-29.2,2.29,0.118424,0.050636,493,132,39,1.406857,39,0,0.0,,,,,,,,,0.0,0.0,0.0
0.8,-29.0,2.29,0.117313,0.04967,500,138,41,1.399467,41,0,0.0,,,,,,,,,0.0,0.0,0.0
1.0,-50.0,0.57,0.472427,0.375843,670,493,277,3.384965,275,2,0.06,10.0,13.6,14.0,1.5,1.95,0.0821,0.1294,0.1347,0.073,0.108,0.1118
1.0,-49.8,1.03,0.440062,0.349217,577,458,230,2.713614,225,5,0.15,2.6,4.4,5.0,1.0,1.0,0.0454,0.1223,0.1415,0.0355,0.0892,0.0992
1.0,-49.6,1.31,0.411439,0.319382,497,357,158,2.455517,155,3,0.09,6.67,11.2,12.0,1.67,2.8,0.09,0.1618,0.1731,0.0726,0.1853,0.2044
1.0,-29.8,2.288,0.125126,0.056222,484,130,38,1.415641,38,0,0.0,,,,,,,,,0.0,0.0,0.0
1.0,-29.6,2.28,0.124076,0.05526,494,140,43,1.408623,43,0,0.0,,,,,,,,,0.0,0.0,0.0
1.0,-29.4,2.28,0.123161,0.054311,499,137,43,1.402179,43,0,0.0,,,,,,,,,0.0,0.0,0.0
1.0,-29.2,2.28,0.122318,0.053364,496,130,40,1.398248,40,0,0.0,,,,,,,,,0.0,0.0,0.0
1.0,-29.0,2.28,0.121403,0.052413,503,134,39,1.393432,39,0,0.0,,,,,,,,,0.0,0.0,0.0
1.2,-49.8,0.93,0.424447,0.335301,457,429,168,2.187036,166,2,0.06,4.5,7.65,8.0,2.0,2.9,0.0852,0.1469,0.1537,0.1022,0.1768,0.185
1.2,-49.6,1.44,0.39967,0.309401,438,350,145,2.140021,140,5,0.15,6.0,12.4,13.0,1.0,1.0,0.1669,0.473,0.552,0.1618,0.4669,0.5567
1.2,-29.6,2.28,0.128478,0.058197,495,131,43,1.404569,43,0,0.0,,,,,,,,,0.0,0.0,0.0
1.2,-29.4,2.28,0.127501,0.057255,494,129,43,1.398319,43,0,0.0,,,,,,,,,0.0,0.0,0.0
1.2,-29.2,2.28,0.126649,0.056331,492,138,40,1.392795,40,0,0.0,,,,,,,,,0.0,0.0,0.0
1.4,-49.8,1.36,0.400674,0.314324,392,372,136,2.427619,133,3,0.09,7.0,14.0,15.0,1.0,1.0,0.2041,0.4258,0.4638,0.2066,0.4651,0.5065
1.4,-49.6,1.56,0.380855,0.292287,387,327,130,2.302629,127,3,0.09,6.33,12.2,13.0,1.0,1.0,0.2118,0.4418,0.48,0.2137,0.4904,0.5377
1.6,-49.8,1.56,0.369454,0.282784,369,304,122,2.972669,118,4,0.12,9.0,17.8,19.0,1.0,1.0,0.1597,0.3099,0.3448,0.1346,0.3449,0.3877
1.6,-49.6,1.68,0.35726,0.269275,370,283,112,2.707691,109,3,0.09,8.67,18.5,20.0,1.0,1.0,0.1609,0.2627,0.2753,0.1379,0.2883,0.3127
1.8,-50.0,1.57,0.34962,0.258355,351,270,128,4.942067,127,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0098,0.0098,0.0098,0.012,0.012,0.012
1.8,-49.8,1.8,0.342766,0.249279,351,247,113,3.615597,110,3,0.09,7.0,10.8,11.0,1.0,1.0,0.068,0.1005,0.1013,0.0195,0.024,0.0241
1.8,-49.6,1.81,0.335225,0.245384,348,238,98,2.987294,94,4,0.12,9.25,21.9,24.0,1.0,1.0,0.1305,0.1582,0.1587,0.0825,0.166,0.1835
2.0,-50.2,1.71,0.345702,0.254959,333,262,121,5.31965,120,1,0.03,2.0,2.0,2.0,1.0,1.0,0.067,0.067,0.067,0.0806,0.0806,0.0806
2.0,-50.0,1.86,0.331736,0.237464,332,237,108,4.579433,106,2,0.06,1.5,1.95,2.0,1.0,1.0,0.0337,0.0486,0.0502,0.0415,0.061,0.0632
2.0,-49.8,1.93,0.321787,0.227111,337,213,96,3.735987,93,3,0.09,10.33,16.5,17.0,1.0,1.0,0.1109,0.1477,0.1535,0.0556,0.095,0.0987
2.0,-49.6,1.91,0.312864,0.221994,335,197,86,3.102664,84,2,0.06,7.5,12.45,13.0,1.0,1.0,0.0971,0.1443,0.1496,0.0617,0.0653,0.0657
2.2,-50.6,0.91,0.348307,0.253006,351,285,136,5.623373,135,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0138,0.0138,0.0138,0.0234,0.0234,0.0234
2.2,-50.4,1.42,0.338169,0.24632,344,250,123,5.177614,120,3,0.09,5.67,9.4,10.0,1.0,1.0,0.052,0.0881,0.0917,0.0242,0.0332,0.0342
2.2,-50.2,1.89,0.327952,0.23742,332,230,100,4.676989,98,2,0.06,3.0,3.9,4.0,1.0,1.0,0.1062,0.1133,0.1141,0.0825,0.1106,0.1137
2.2,-50.0,1.98,0.314097,0.219998,324,201,85,4.119654,82,3,0.09,7.0,15.5,17.0,1.0,1.0,0.1008,0.1428,0.145,0.0804,0.132,0.1404
2.4,-50.6,1.69,0.334835,0.242853,339,253,117,5.293974,115,2,0.06,6.0,9.6,10.0,1.0,1.0,0.0621,0.095,0.0986,0.0212,0.028,0.0288
2.4,-50.4,1.89,0.323283,0.233849,333,228,95,4.884984,92,3,0.09,5.33,11.1,12.0,1.0,1.0,0.0844,0.1267,0.1268,0.0383,0.0723,0.076
2.4,-50.2,1.98,0.31012,0.220121,328,208,81,4.306118,78,3,0.09,5.33,10.2,11.0,1.0,1.0,0.1347,0.1604,0.1627,0.0862,0.1164,0.118
2.6,-50.8,1.22,0.330021,0.239172,375,260,129,4.752028,126,3,0.09,2.33,2.9,3.0,1.0,1.0,0.0239,0.0402,0.0416,0.0219,0.0305,0.0309
2.6,-50.6,1.75,0.320296,0.230891,342,219,96,4.697703,92,4,0.12,4.5,10.65,12.0,1.0,1.0,0.0685,0.119,0.1205,0.038,0.067,0.0728
2.6,-50.4,1.94,0.307743,0.220426,328,208,76,4.333643,74,2,0.06,7.5,11.55,12.0,1.0,1.0,0.1582,0.1644,0.1651,0.0794,0.1103,0.1137
2.8,-50.8,1.52,0.316132,0.227993,331,239,102,4.157855,99,3,0.09,2.33,2.9,3.0,1.0,1.0,0.05,0.0767,0.0812,0.0389,0.0399,0.0399
2.8,-50.6,1.88,0.305596,0.218979,337,213,81,4.068867,80,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1306,0.1306,0.1306,0.0638,0.0638,0.0638
3.0,-50.8,1.8,0.30256,0.217488,330,214,79,3.531451,77,2,0.06,2.5,2.95,3.0,1.0,1.0,0.052,0.0711,0.0732,0.0554,0.0775,0.0799
3.0,-50.6,1.98,0.290353,0.20666,332,197,70,3.36274,69,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0694,0.0694,0.0694,0.0726,0.0726,0.0726
3.2,-50.8,1.95,0.288047,0.204661,316,186,68,2.964172,64,4,0.12,4.5,9.8,11.0,1.25,1.85,0.1431,0.2087,0.2131,0.1123,0.1429,0.149
3.2,-50.6,2.07,0.270766,0.1891,325,170,62,2.765468,58,4,0.12,4.5,10.5,12.0,1.25,1.85,0.1406,0.2173,0.2235,0.1056,0.135,0.1377
3.4,-50.8,2.0,0.270107,0.188402,315,171,66,2.505258,62,4,0.12,5.0,9.25,10.0,1.25,1.85,0.1425,0.2217,0.2308,0.0858,0.1253,0.1267
3.6,-51.0,1.56,0.268062,0.186355,338,183,67,2.309414,63,4,0.12,5.5,10.1,11.0,1.5,2.7,0.0968,0.1746,0.1858,0.1106,0.2068,0.2201
3.6,-50.8,1.99,0.248861,0.168247,321,162,62,2.202086,59,3,0.09,4.0,8.3,9.0,1.33,1.9,0.0974,0.1839,0.1969,0.0965,0.1797,0.1934
3.8,-51.0,1.29,0.24792,0.167289,355,168,62,2.080939,58,4,0.12,5.5,9.4,10.0,1.5,2.7,0.0855,0.1369,0.1425,0.0969,0.1715,0.1819
3.8,-50.8,1.9,0.229003,0.150061,324,146,45,1.986709,44,1,0.03,11.0,11.0,11.0,3.0,3.0,0.1908,0.1908,0.1908,0.1627,0.1627,0.1627
4.0,-51.0,1.46,0.219428,0.139598,367,152,54,1.941237,52,2,0.06,9.5,10.85,11.0,1.5,1.95,0.1159,0.1309,0.1325,0.0705,0.0738,0.0742
4.0,-50.8,2.01,0.207648,0.12938,336,126,32,1.807062,31,1,0.03,11.0,11.0,11.0,2.0,2.0,0.1671,0.1671,0.1671,0.0327,0.0327,0.0327
4.2,-51.2,1.0,0.203554,0.123753,437,153,61,1.998946,59,2,0.06,10.5,11.85,12.0,1.5,1.95,0.0868,0.1206,0.1243,0.075,0.087,0.0883
4.2,-51.0,1.39,0.192816,0.112943,384,131,38,1.749204,36,2,0.06,9.5,10.85,11.0,1.5,1.95,0.0845,0.1195,0.1234,0.0727,0.0951,0.0976
4.2,-50.8,2.01,0.189117,0.11172,331,130,22,1.654944,21,1,0.03,12.0,12.0,12.0,1.0,1.0,0.1817,0.1817,0.1817,0.0687,0.0687,0.0687
4.4,-51.6,1.0,0.187723,0.108909,389,159,62,1.514566,59,3,0.09,7.33,13.2,14.0,1.33,1.9,0.0964,0.1082,0.1103,0.0615,0.1019,0.1062
4.4,-51.4,1.33,0.177886,0.09927,365,139,46,1.755413,43,3,0.09,8.67,11.6,12.0,1.33,1.9,0.1443,0.1762,0.1807,0.0945,0.1445,0.1529
4.4,-51.2,1.35,0.182853,0.103241,387,133,38,1.680212,35,3,0.09,7.33,11.6,12.0,1.33,1.9,0.1088,0.1355,0.1394,0.0732,0.1,0.1015
4.4,-51.0,1.38,0.178509,0.096584,385,138,30,1.590975,28,2,0.06,9.0,11.7,12.0,1.5,1.95,0.1091,0.1232,0.1247,0.0844,0.1009,0.1028
4.6,-51.6,1.92,0.172671,0.095259,320,133,36,1.654176,34,2,0.06,9.5,12.65,13.0,1.5,1.95,0.2028,0.2334,0.2368,0.1138,0.143,0.1463
4.6,-51.4,1.99,0.168977,0.090286,331,138,30,1.599656,28,2,0.06,8.0,11.6,12.0,2.0,2.9,0.1998,0.2355,0.2394,0.1143,0.1525,0.1568
4.6,-51.2,1.76,0.165823,0.085085,355,134,28,1.529998,27,1,0.03,11.0,11.0,11.0,2.0,2.0,0.181,0.181,0.181,0.1261,0.1261,0.1261
4.6,-51.0,2.13,0.176995,0.094501,336,125,16,1.500165,15,1,0.03,11.0,11.0,11.0,2.0,2.0,0.2107,0.2107,0.2107,0.1311,0.1311,0.1311
4.8,-52.0,1.86,0.158574,0.080716,318,148,47,1.654961,45,2,0.06,10.0,13.6,14.0,2.5,2.95,0.2409,0.2531,0.2545,0.2036,0.205,0.2052
4.8,-51.8,2.14,0.151687,0.073422,302,138,33,1.604465,31,2,0.06,9.5,13.55,14.0,2.0,2.9,0.2481,0.2932,0.2982,0.1732,0.2364,0.2434
4.8,-51.6,2.21,0.154736,0.076438,307,137,30,1.542312,28,2,0.06,7.5,11.55,12.0,2.0,2.9,0.2231,0.2677,0.2726,0.1428,0.1898,0.1951
4.8,-51.4,2.3,0.159695,0.079151,320,135,23,1.500167,22,1,0.03,13.0,13.0,13.0,3.0,3.0,0.2627,0.2627,0.2627,0.1684,0.1684,0.1684
5.0,-52.2,1.53,0.143376,0.06435,365,149,48,1.587629,45,3,0.09,7.67,14.1,15.0,2.0,2.9,0.1557,0.2196,0.2223,0.1301,0.2465,0.2593
5.0,-52.0,1.92,0.14069,0.061692,329,138,35,1.552442,33,2,0.06,8.5,12.55,13.0,2.0,2.9,0.216,0.2449,0.2481,0.1525,0.2325,0.2414
5.0,-51.8,2.25,0.142095,0.063573,317,131,27,1.515197,25,2,0.06,8.5,12.55,13.0,2.0,2.9,0.2324,0.2787,0.2839,0.133,0.1885,0.1946
5.0,-51.6,2.34,0.149284,0.070024,323,125,23,1.479345,22,1,0.03,13.0,13.0,13.0,2.0,2.0,0.2711,0.2711,0.2711,0.0753,0.0753,0.0753
5.2,-52.6,1.47,0.140088,0.06142,367,173,54,1.561166,50,4,0.12,6.75,10.55,11.0,1.5,2.0,0.1228,0.1912,0.1932,0.1042,0.1816,0.1932
5.2,-52.4,1.82,0.13213,0.053775,341,147,42,1.542537,39,3,0.09,6.67,12.2,13.0,2.0,2.9,0.1726,0.2646,0.2716,0.1485,0.2872,0.3042
5.2,-52.2,1.92,0.132312,0.053225,336,132,29,1.510593,27,2,0.06,8.5,12.55,13.0,2.0,2.9,0.2226,0.2584,0.2624,0.1448,0.2341,0.244
5.2,-52.0,2.21,0.141545,0.061947,332,123,25,1.477151,24,1,0.03,12.0,12.0,12.0,3.0,3.0,0.2695,0.2695,0.2695,0.1919,0.1919,0.1919
5.4,-52.6,1.84,0.118229,0.040494,364,145,38,1.516122,35,3,0.09,6.33,10.4,11.0,1.67,2.0,0.1817,0.2765,0.2871,0.1046,0.1665,0.1729
5.4,-52.4,1.94,0.119778,0.042148,355,125,26,1.481362,23,3,0.09,6.33,11.2,12.0,1.67,2.8,0.1751,0.2649,0.2738,0.0873,0.1772,0.193
5.6,-53.4,1.49,0.094597,0.018571,364,157,50,1.613339,48,2,0.06,9.0,12.6,13.0,2.0,2.0,0.1625,0.1988,0.2029,0.1167,0.1283,0.1296
5.6,-53.2,1.92,0.091673,0.016047,338,166,41,1.599135,39,2,0.06,9.0,11.7,12.0,2.0,2.0,0.1955,0.2498,0.2559,0.127,0.1459,0.148
5.6,-53.0,1.98,0.093497,0.016639,353,157,38,1.556313,36,2,0.06,8.5,11.65,12.0,1.5,1.95,0.2021,0.2644,0.2714,0.0968,0.1346,0.1387
5.6,-52.8,2.0,0.09496,0.017655,353,153,32,1.499172,30,2,0.06,7.5,11.55,12.0,1.5,1.95,0.1676,0.2749,0.2868,0.0854,0.1352,0.1407
5.6,-52.6,1.94,0.112881,0.034861,353,128,24,1.461278,22,2,0.06,7.0,10.6,11.0,1.5,1.95,0.1571,0.2607,0.2722,0.0875,0.1327,0.1377
5.8,-53.6,1.7,0.083201,0.008678,364,146,38,1.588477,37,1,0.03,12.0,12.0,12.0,2.0,2.0,0.1787,0.1787,0.1787,0.1043,0.1043,0.1043
5.8,-53.4,1.54,0.082163,0.006835,372,140,33,1.561184,32,1,0.03,12.0,12.0,12.0,2.0,2.0,0.1813,0.1813,0.1813,0.0882,0.0882,0.0882
5.8,-53.2,2.12,0.083467,0.007779,336,138,25,1.525109,23,2,0.06,8.5,12.55,13.0,1.5,1.95,0.1891,0.2633,0.2716,0.0853,0.1351,0.1406
5.8,-53.0,2.14,0.089114,0.012434,353,145,24,1.486704,22,2,0.06,8.5,12.55,13.0,1.5,1.95,0.191,0.2643,0.2724,0.0754,0.1165,0.1211
5.8,-52.8,2.12,0.097792,0.020173,354,142,18,1.44521,15,3,0.09,5.67,11.2,12.0,1.0,1.0,0.1381,0.2582,0.274,0.0329,0.0434,0.0447
6.0,-54.2,1.94,0.068361,-0.006022,344,142,30,1.546589,29,1,0.03,10.0,10.0,10.0,2.0,2.0,0.1756,0.1756,0.1756,0.1431,0.1431,0.1431
6.0,-54.0,2.07,0.067141,-0.007635,346,150,28,1.555553,27,1,0.03,10.0,10.0,10.0,2.0,2.0,0.187,0.187,0.187,0.1312,0.1312,0.1312
6.0,-53.8,2.16,0.069021,-0.006673,342,141,25,1.541895,24,1,0.03,11.0,11.0,11.0,2.0,2.0,0.2007,0.2007,0.2007,0.1076,0.1076,0.1076
6.0,-53.6,2.2,0.077321,0.00113,347,138,25,1.518222,24,1,0.03,11.0,11.0,11.0,2.0,2.0,0.212,0.212,0.212,0.0921,0.0921,0.0921
6.0,-53.4,2.22,0.08063,0.00331,351,131,23,1.490253,22,1,0.03,9.0,9.0,9.0,1.0,1.0,0.2171,0.2171,0.2171,0.0162,0.0162,0.0162
6.0,-53.2,2.22,0.086965,0.009696,349,130,21,1.457728,20,1,0.03,9.0,9.0,9.0,1.0,1.0,0.2317,0.2317,0.2317,0.0152,0.0152,0.0152
