grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,n_hs_episodes,n_zos_episodes,n_candidate_events,hat_m,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-20.2,-29.2,2.89,0.246468,0.181945,502,63,22,0.82612,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.2,-29.0,2.89,0.242537,0.179321,503,69,18,0.820817,17,1,0.03,9.0,9.0,9.0,1.0,1.0,0.2683,0.2683,0.2683,0.0051,0.0051,0.0051
-20.2,-28.8,2.89,0.239126,0.177051,507,67,18,0.813605,17,1,0.03,9.0,9.0,9.0,1.0,1.0,0.27,0.27,0.27,0.0102,0.0102,0.0102
-20.2,-28.6,2.89,0.237522,0.175269,506,65,18,0.804866,17,1,0.03,9.0,9.0,9.0,1.0,1.0,0.2698,0.2698,0.2698,0.0166,0.0166,0.0166
-20.0,-40.0,2.01,0.23896,0.136669,468,405,190,0.927341,171,19,0.58,2.32,4.1,5.0,1.58,3.0,0.1903,0.3275,0.4069,0.2344,0.5764,0.6769
-20.0,-39.8,2.24,0.240118,0.157486,493,309,146,0.912863,135,11,0.33,2.27,4.0,5.0,1.45,2.0,0.1527,0.2824,0.283,0.205,0.4754,0.5423
-20.0,-39.6,2.4,0.249153,0.178778,494,225,105,0.908498,100,5,0.15,3.2,4.8,5.0,1.6,2.0,0.1992,0.2692,0.277,0.2128,0.4237,0.4626
-19.8,-40.0,1.718,0.246638,0.129643,482,438,215,0.935606,189,26,0.79,2.42,4.75,6.0,1.5,2.75,0.1971,0.322,0.3719,0.2549,0.6214,0.66
-19.8,-39.8,2.04,0.240177,0.140038,494,397,192,0.931915,175,17,0.52,2.41,4.2,5.0,1.59,3.0,0.1838,0.3165,0.3188,0.2506,0.5937,0.609
-19.8,-39.6,2.29,0.241149,0.160036,496,314,143,0.918094,133,10,0.3,3.0,5.55,6.0,1.5,2.0,0.1976,0.3505,0.397,0.2011,0.4542,0.5178
-19.8,-39.4,2.42,0.246956,0.174987,490,232,111,0.918504,106,5,0.15,3.6,5.0,5.0,1.6,2.0,0.2055,0.2833,0.2898,0.2472,0.4551,0.5107
-19.6,-39.6,2.09,0.243374,0.147066,495,367,177,0.982108,162,15,0.45,2.33,5.0,5.0,1.47,2.3,0.1807,0.3027,0.3049,0.2324,0.5592,0.5623
-19.6,-39.4,2.25,0.241924,0.160308,495,310,144,0.965226,136,8,0.24,3.0,5.0,5.0,1.62,2.0,0.2416,0.3643,0.3884,0.1903,0.4416,0.5011
-19.4,-39.6,1.7,0.248343,0.143362,491,407,187,1.115143,170,17,0.52,2.06,4.2,5.0,1.29,2.0,0.1332,0.2721,0.2867,0.1602,0.4839,0.5159
-19.4,-39.4,2.1,0.243286,0.152701,482,345,156,1.095759,150,6,0.18,3.17,4.75,5.0,1.67,2.0,0.1967,0.286,0.2898,0.2286,0.463,0.5052
-19.2,-39.6,1.66,0.251859,0.145541,490,400,168,1.322787,161,7,0.21,2.0,3.4,4.0,1.29,2.0,0.1835,0.2437,0.2513,0.2017,0.3757,0.4266
-19.2,-39.4,2.06,0.244783,0.150887,492,356,165,1.272525,161,4,0.12,2.5,3.85,4.0,1.75,2.0,0.1849,0.2625,0.2659,0.2498,0.4515,0.4822
-19.0,-39.6,1.56,0.252816,0.144878,469,400,161,1.481503,156,5,0.15,1.4,2.0,2.0,1.0,1.0,0.1738,0.2056,0.207,0.1708,0.2267,0.2291
-19.0,-39.4,2.02,0.245723,0.149763,473,362,170,1.433717,165,5,0.15,2.2,3.0,3.0,1.2,1.8,0.1682,0.2733,0.2867,0.1957,0.3832,0.4279
-18.8,-39.6,1.33,0.25494,0.144824,487,401,176,1.620159,171,5,0.15,1.6,2.8,3.0,1.0,1.0,0.1595,0.1985,0.1995,0.1623,0.2203,0.2212
-18.8,-39.4,1.88,0.247405,0.14954,472,362,171,1.571999,167,4,0.12,2.25,3.0,3.0,1.25,1.85,0.1845,0.2699,0.2799,0.2122,0.3717,0.3997
-18.6,-39.6,1.34,0.258612,0.144373,492,404,193,1.739896,188,5,0.15,1.6,2.8,3.0,1.0,1.0,0.18,0.2223,0.2227,0.184,0.2458,0.246
-18.6,-39.4,1.8,0.249858,0.14803,480,372,184,1.684572,180,4,0.12,2.0,2.85,3.0,1.25,1.85,0.2035,0.2991,0.3106,0.2295,0.3863,0.4125
-18.4,-39.6,1.45,0.263514,0.143022,476,419,206,1.841177,200,6,0.18,1.67,2.75,3.0,1.0,1.0,0.2175,0.3578,0.3919,0.1918,0.2416,0.2447
-18.4,-39.4,1.79,0.254322,0.145254,475,399,206,1.785987,201,5,0.15,1.8,2.8,3.0,1.0,1.0,0.2617,0.3938,0.3995,0.2116,0.2826,0.2857
-18.2,-39.4,1.62,0.261256,0.14188,462,412,230,1.862386,224,6,0.18,1.83,2.75,3.0,1.0,1.0,0.278,0.3928,0.399,0.2057,0.3109,0.3234
-18.2,-39.2,1.85,0.255313,0.144437,458,402,226,1.780442,220,6,0.18,2.17,3.0,3.0,1.17,1.75,0.2882,0.3976,0.3983,0.2387,0.4322,0.4593
-18.2,-39.0,2.0,0.253706,0.14565,468,396,220,1.690964,214,6,0.18,2.17,3.0,3.0,1.17,1.75,0.2868,0.4198,0.4238,0.2314,0.4164,0.4337
-18.0,-39.4,1.34,0.270931,0.137817,456,425,254,1.905866,247,7,0.21,2.14,3.0,3.0,1.29,2.0,0.2804,0.4105,0.4116,0.2708,0.3818,0.3986
-18.0,-39.2,1.71,0.263802,0.139275,460,417,253,1.824537,246,7,0.21,2.57,3.0,3.0,1.57,2.0,0.3203,0.4795,0.4972,0.3158,0.4883,0.5093
-18.0,-39.0,1.86,0.260262,0.141995,474,403,243,1.729094,234,9,0.27,2.56,3.6,4.0,1.33,2.0,0.2589,0.4949,0.5284,0.2115,0.4613,0.4821
-18.0,-38.8,1.87,0.255135,0.144966,479,385,221,1.637309,214,7,0.21,2.86,4.0,4.0,1.57,2.7,0.2671,0.4504,0.4815,0.2296,0.4432,0.4586
-17.8,-39.0,1.65,0.262264,0.14428,478,396,244,1.712443,235,9,0.27,2.67,4.0,4.0,1.44,2.6,0.2332,0.4424,0.4795,0.2155,0.4517,0.4642
-17.8,-38.8,1.72,0.256267,0.152091,487,362,199,1.616846,192,7,0.21,2.71,4.0,4.0,1.43,2.7,0.217,0.3877,0.419,0.18,0.3639,0.3912
-17.6,-39.0,1.208,0.262813,0.155088,483,371,210,1.633249,204,6,0.18,2.0,3.0,3.0,1.17,1.75,0.2002,0.3421,0.3658,0.1412,0.2706,0.2991
-17.6,-38.8,1.72,0.256302,0.163049,470,311,161,1.538098,158,3,0.09,2.0,2.9,3.0,1.33,1.9,0.2149,0.3321,0.3452,0.1121,0.1487,0.1539
-17.4,-39.0,1.41,0.262813,0.161027,472,348,152,1.547085,148,4,0.12,2.0,2.85,3.0,1.0,1.0,0.1676,0.2015,0.204,0.1067,0.1912,0.2039
-17.4,-38.8,1.82,0.257227,0.168466,446,285,142,1.456344,140,2,0.06,2.0,2.0,2.0,1.0,1.0,0.2633,0.3392,0.3476,0.0747,0.0876,0.089
-17.2,-39.0,1.56,0.264168,0.165297,449,326,148,1.474319,146,2,0.06,3.0,3.9,4.0,2.0,2.9,0.2348,0.2974,0.3043,0.1967,0.267,0.2748
-17.2,-38.8,1.83,0.257742,0.175932,449,242,128,1.373565,126,2,0.06,2.0,2.0,2.0,1.0,1.0,0.2293,0.3124,0.3216,0.0473,0.0542,0.0549
-17.0,-39.0,1.5,0.266732,0.1663,438,320,160,1.415185,157,3,0.09,2.33,2.9,3.0,1.67,2.0,0.233,0.278,0.2798,0.1742,0.3124,0.3265
-17.0,-38.8,1.81,0.257697,0.17962,441,225,116,1.312467,114,2,0.06,2.0,2.9,3.0,1.5,1.95,0.2628,0.2931,0.2965,0.1168,0.1811,0.1882
-16.8,-39.0,1.5,0.268807,0.171997,414,307,150,1.366177,147,3,0.09,2.33,2.9,3.0,1.67,2.0,0.2113,0.249,0.2512,0.1697,0.3055,0.3195
-16.8,-38.8,1.83,0.259235,0.180782,437,221,119,1.306837,118,1,0.03,3.0,3.0,3.0,2.0,2.0,0.2061,0.2061,0.2061,0.2265,0.2265,0.2265
-16.6,-39.0,1.25,0.272469,0.174012,410,311,152,1.357535,149,3,0.09,2.33,2.9,3.0,1.67,2.0,0.1934,0.2493,0.252,0.1862,0.352,0.3714
-16.6,-38.8,1.88,0.261208,0.179433,403,237,121,1.324238,119,2,0.06,2.0,2.9,3.0,1.5,1.95,0.2436,0.2853,0.2899,0.162,0.2428,0.2518
-16.4,-38.8,1.8,0.264891,0.17702,399,258,138,1.338481,136,2,0.06,2.0,2.0,2.0,1.5,1.95,0.2429,0.2711,0.2742,0.1978,0.2812,0.2905
-16.4,-38.6,1.98,0.258682,0.180393,407,201,104,1.295215,103,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1503,0.1503,0.1503,0.1526,0.1526,0.1526
-16.2,-38.8,1.54,0.26961,0.175332,400,276,145,1.355504,143,2,0.06,2.0,2.0,2.0,1.5,1.95,0.2456,0.2471,0.2472,0.2378,0.3389,0.3501
-16.2,-38.6,1.92,0.261717,0.178842,408,222,121,1.323611,120,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1683,0.1683,0.1683,0.2371,0.2371,0.2371
-16.0,-38.8,1.46,0.272761,0.176236,392,282,138,1.351447,135,3,0.09,2.33,2.9,3.0,1.33,1.9,0.187,0.2327,0.2339,0.1593,0.3064,0.3263
-16.0,-38.6,1.94,0.263058,0.184015,394,211,111,1.323896,110,1,0.03,2.0,2.0,2.0,1.0,1.0,0.135,0.135,0.135,0.1499,0.1499,0.1499
-15.8,-38.8,1.4,0.270123,0.183285,395,250,119,1.310747,118,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1507,0.1507,0.1507,0.1832,0.1832,0.1832
-15.8,-38.6,2.01,0.262774,0.192251,385,168,80,1.290048,79,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0673,0.0673,0.0673,0.0804,0.0804,0.0804
-15.8,-38.4,2.07,0.26828,0.204095,395,131,58,1.290004,58,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.6,-38.8,1.62,0.267928,0.187608,400,211,98,1.3051,97,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0961,0.0961,0.0961,0.1033,0.1033,0.1033
-15.6,-38.6,2.01,0.264999,0.1975,391,155,71,1.289537,70,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0208,0.0208,0.0208,0.0306,0.0306,0.0306
-15.4,-38.8,1.76,0.267544,0.191112,390,193,88,1.301436,88,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.4,-38.6,2.02,0.268741,0.202938,390,147,60,1.292143,60,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.2,-38.8,1.76,0.268576,0.196381,395,176,83,1.295797,83,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.2,-38.6,2.04,0.271145,0.207514,388,144,56,1.295563,56,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.0,-38.8,1.87,0.269283,0.200121,401,168,74,1.297176,74,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.0,-38.6,2.06,0.272347,0.210182,386,139,53,1.300468,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.8,-38.8,1.9,0.270801,0.203163,397,165,73,1.303494,73,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.8,-38.6,2.07,0.272824,0.210939,389,138,54,1.306485,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.6,-38.8,1.938,0.27109,0.204407,388,161,69,1.310174,69,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.6,-38.6,2.08,0.272047,0.2105,390,134,55,1.313147,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.4,-38.8,1.95,0.271703,0.204815,394,166,71,1.316916,71,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.4,-38.6,2.1,0.271261,0.209373,390,132,53,1.320095,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.2,-38.8,1.87,0.272322,0.203552,390,174,76,1.323417,76,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.2,-38.6,2.1,0.270083,0.208024,382,135,55,1.326971,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.0,-38.8,1.8,0.273689,0.203892,396,173,84,1.330248,84,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.0,-38.6,2.08,0.268625,0.207051,386,145,60,1.333567,60,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.8,-38.8,1.73,0.276116,0.203897,389,175,86,1.3407,86,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.8,-38.6,2.08,0.268781,0.206741,374,143,60,1.339513,60,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.6,-38.8,1.71,0.279738,0.206297,381,171,90,1.343764,90,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.6,-38.6,2.07,0.270088,0.206858,369,152,65,1.344172,64,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0967,0.0967,0.0967,0.0486,0.0486,0.0486
-13.4,-38.8,1.71,0.282958,0.206623,374,172,92,1.34829,91,1,0.03,5.0,5.0,5.0,1.0,1.0,0.0888,0.0888,0.0888,0.0574,0.0574,0.0574
-13.4,-38.6,2.05,0.273293,0.206286,355,161,79,1.347042,78,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0952,0.0952,0.0952,0.0576,0.0576,0.0576
-13.4,-38.4,2.14,0.265411,0.204509,366,142,60,1.350069,59,1,0.03,4.0,4.0,4.0,1.0,1.0,0.118,0.118,0.118,0.0582,0.0582,0.0582
-13.2,-38.6,1.99,0.281181,0.204848,353,166,92,1.351313,91,1,0.03,5.0,5.0,5.0,1.0,1.0,0.1065,0.1065,0.1065,0.0668,0.0668,0.0668
-13.2,-38.4,2.11,0.27033,0.203496,352,168,79,1.350203,78,1,0.03,5.0,5.0,5.0,1.0,1.0,0.1178,0.1178,0.1178,0.0653,0.0653,0.0653
-13.2,-38.2,2.17,0.260825,0.200369,359,147,59,1.350511,58,1,0.03,4.0,4.0,4.0,1.0,1.0,0.1219,0.1219,0.1219,0.0593,0.0593,0.0593
-13.2,-38.0,2.2,0.255684,0.194694,362,142,54,1.350577,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.0,-38.4,1.96,0.282711,0.201955,358,175,102,1.348136,101,1,0.03,5.0,5.0,5.0,1.0,1.0,0.1157,0.1157,0.1157,0.0596,0.0596,0.0596
-13.0,-38.2,2.1,0.269589,0.201245,357,163,83,1.348924,83,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.0,-38.0,2.17,0.258492,0.197739,352,157,66,1.349592,66,0,0.0,,,,,,,,,0.0,0.0,0.0
-13.0,-37.8,2.23,0.251533,0.190653,351,133,53,1.350038,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.8,-38.0,2.1,0.267769,0.200284,343,159,79,1.34956,79,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.8,-37.8,2.19,0.255388,0.195262,342,151,60,1.349639,60,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.6,-37.8,2.12,0.264652,0.199515,338,161,68,1.349527,68,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.6,-37.6,2.21,0.252491,0.192322,341,138,53,1.351438,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.8,1.78,0.27338,0.201528,346,159,79,1.373806,79,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.6,2.14,0.260133,0.196985,333,150,59,1.352773,59,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.4,2.24,0.249054,0.188905,339,129,50,1.354573,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.2,-37.6,1.97,0.268988,0.199839,336,153,76,1.360619,76,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.2,-37.4,2.19,0.255146,0.193985,337,139,54,1.356948,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.0,-37.4,2.12,0.262948,0.198422,337,151,67,1.359817,67,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.0,-37.2,2.23,0.251289,0.19096,340,131,49,1.360825,49,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.8,-37.4,2.01,0.269803,0.201015,328,156,72,1.370144,72,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.8,-37.2,2.19,0.255789,0.195055,346,142,52,1.363171,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.4,1.84,0.275946,0.203258,344,166,78,1.602126,78,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.2,2.07,0.264692,0.199272,339,154,65,1.365042,65,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.0,2.23,0.252144,0.192599,338,134,49,1.365911,49,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-37.2,1.86,0.273297,0.202991,328,160,69,1.388061,69,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-37.0,2.19,0.261116,0.197975,337,146,57,1.367612,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-36.8,2.26,0.249743,0.190849,348,135,46,1.368654,46,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.2,-37.0,2.0,0.271554,0.202253,340,155,67,1.376672,67,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.2,-36.8,2.22,0.259547,0.197201,342,146,55,1.370282,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-37.0,1.45,0.281625,0.207078,355,165,75,1.390123,75,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-36.8,2.19,0.271114,0.20147,340,157,64,1.374372,64,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-36.6,2.24,0.259713,0.196778,334,145,54,1.372764,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.8,1.66,0.282496,0.205188,340,162,75,1.392731,75,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.6,2.11,0.272567,0.199707,329,156,64,1.394202,64,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.4,2.23,0.260456,0.195846,336,141,53,1.37753,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.2,2.31,0.24787,0.188413,340,125,40,1.378938,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.6,1.86,0.282533,0.201982,336,168,84,1.422749,84,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.4,2.08,0.271614,0.196731,342,162,72,1.38846,72,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.2,2.22,0.261598,0.195147,346,154,57,1.383781,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.0,2.32,0.245918,0.186451,342,136,43,1.384103,43,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-36.2,1.9,0.269956,0.1983,356,163,71,1.416001,71,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-36.0,2.23,0.259041,0.19314,347,149,57,1.388901,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.4,-35.8,2.32,0.243985,0.184821,350,141,42,1.389181,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-36.0,2.0,0.267635,0.195241,348,157,65,1.411976,65,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-35.8,2.26,0.253947,0.189775,354,148,55,1.392141,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.2,-35.6,2.33,0.242115,0.183547,357,133,45,1.393638,45,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.8,2.01,0.261726,0.192554,354,154,69,1.405856,69,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.6,2.27,0.251656,0.189189,353,145,57,1.396168,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.0,-35.4,2.35,0.239998,0.182,349,132,45,1.398335,45,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.8,2.13,0.266531,0.193949,358,153,72,1.436392,72,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.6,2.19,0.257992,0.190763,355,152,66,1.418245,66,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.8,-35.4,2.28,0.249121,0.187452,351,153,58,1.403642,58,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.6,1.6,0.264005,0.192467,371,156,75,1.525435,75,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.4,2.13,0.254871,0.188841,352,158,67,1.439302,67,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.6,-35.2,2.26,0.244161,0.18443,353,150,54,1.407447,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.4,1.52,0.261399,0.191507,362,157,69,1.505995,69,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.2,2.15,0.249266,0.186527,348,155,62,1.442442,62,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.4,-35.0,2.3,0.236885,0.179621,358,137,48,1.408616,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-35.2,1.83,0.255292,0.188958,365,156,68,1.488888,68,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-35.0,2.2,0.243477,0.18341,366,159,61,1.427484,61,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.2,-34.8,2.34,0.228422,0.172688,357,131,39,1.414111,39,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.0,-35.0,2.11,0.247749,0.185746,347,157,64,1.441883,64,0,0.0,,,,,,,,,0.0,0.0,0.0
-9.0,-34.8,2.3,0.234564,0.177705,358,150,54,1.417307,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.8,-35.0,1.96,0.253182,0.18851,355,158,66,1.461161,66,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.8,-34.8,2.25,0.239019,0.180763,352,155,59,1.421714,59,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.6,-34.8,2.19,0.242803,0.183494,358,158,65,1.436247,65,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.6,-34.6,2.34,0.227725,0.172119,353,149,56,1.424191,56,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.4,-34.8,1.97,0.246746,0.186156,354,162,68,1.448603,68,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.4,-34.6,2.29,0.230696,0.174928,351,150,53,1.429391,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.2,-34.8,2.08,0.250896,0.189144,354,159,68,1.464965,68,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.2,-34.6,2.24,0.234331,0.177795,353,166,56,1.436222,56,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.0,-34.8,1.93,0.253608,0.192247,363,170,63,1.481607,63,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.0,-34.6,2.17,0.2373,0.180163,350,158,54,1.459484,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-8.0,-34.4,2.35,0.220697,0.165682,360,159,51,1.445025,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.8,-34.8,1.75,0.255866,0.19542,369,179,71,1.506723,71,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.8,-34.6,2.03,0.238882,0.181605,366,159,57,1.478786,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.8,-34.4,2.33,0.222162,0.167217,368,152,52,1.453005,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.6,-34.8,1.4,0.256086,0.197335,391,185,73,1.57282,73,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.6,-34.6,1.85,0.239966,0.182638,368,173,57,1.495883,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.6,-34.4,2.31,0.222963,0.16802,375,157,49,1.457574,49,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.4,-34.6,1.91,0.23826,0.181755,370,176,53,1.500972,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.4,-34.4,2.3,0.220477,0.165867,375,157,55,1.462508,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.2,-34.6,2.01,0.233535,0.178283,383,167,52,1.504667,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.2,-34.4,2.3,0.215155,0.160614,375,165,59,1.468047,59,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.0,-34.8,1.38,0.246393,0.191582,434,193,64,1.546305,64,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.0,-34.6,2.11,0.230769,0.175794,377,167,51,1.490822,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-7.0,-34.4,2.28,0.218573,0.163519,395,155,54,1.474373,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.8,-34.8,1.43,0.240963,0.185733,417,185,55,1.525076,54,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0493,0.0493,0.0493,0.0,0.0,0.0
-6.8,-34.6,2.19,0.225801,0.171232,367,162,51,1.483497,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.6,-34.8,1.86,0.238273,0.182621,392,182,54,1.505313,53,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0247,0.0247,0.0247,0.0171,0.0171,0.0171
-6.6,-34.6,2.21,0.22012,0.16577,372,172,56,1.486998,56,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.4,-34.8,2.038,0.235984,0.180119,379,179,60,1.497272,59,1,0.03,21.0,21.0,21.0,1.0,1.0,0.1578,0.1578,0.1578,0.0247,0.0247,0.0247
-6.4,-34.6,2.27,0.219873,0.164893,382,159,52,1.491658,51,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0123,0.0123,0.0123,0.0103,0.0103,0.0103
-6.2,-35.0,1.47,0.246394,0.190358,430,192,65,1.519458,64,1,0.03,9.0,9.0,9.0,1.0,1.0,0.0154,0.0154,0.0154,0.024,0.024,0.024
-6.2,-34.8,2.12,0.229019,0.174104,390,177,58,1.497613,57,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0216,0.0216,0.0216,0.0205,0.0205,0.0205
-6.2,-34.6,2.3,0.21454,0.160037,388,161,53,1.496253,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-6.0,-35.0,1.87,0.244453,0.188116,432,192,60,1.51699,59,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0247,0.0247,0.0247,0.0308,0.0308,0.0308
-6.0,-34.8,2.18,0.227485,0.172533,393,170,57,1.50305,56,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0216,0.0216,0.0216,0.024,0.024,0.024
-5.8,-35.0,1.9,0.240608,0.18435,408,196,62,1.509022,61,1,0.03,9.0,9.0,9.0,1.0,1.0,0.0407,0.0407,0.0407,0.0537,0.0537,0.0537
-5.8,-34.8,2.24,0.219906,0.165835,394,172,56,1.506931,55,1,0.03,4.0,4.0,4.0,1.0,1.0,0.0216,0.0216,0.0216,0.0308,0.0308,0.0308
-5.6,-35.0,2.03,0.235347,0.179823,404,186,63,1.513292,62,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0456,0.0456,0.0456,0.0591,0.0591,0.0591
-5.6,-34.8,2.3,0.215567,0.162221,395,178,51,1.511965,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.4,-35.2,2.01,0.240752,0.18726,431,180,57,1.60568,57,0,0.0,,,,,,,,,0.0,0.0,0.0
