grid_lat_legacy,grid_lon_legacy,compound_count_total_legacy,mean_overlap_duration_legacy,mean_compound_intensity_norm_legacy,compound_count_annual_mean_legacy,mean_compound_intensity_norm_abspeak,Hazard_Frequency_legacy,Hazard_Duration_legacy,Hazard_Intensity_legacy,Hazard_Index_raw_legacy,Hazard_Index_legacy,grid_lat_mhws,grid_lon_mhws,compound_count_total_mhws,mean_overlap_duration_mhws,mean_compound_intensity_norm_mhws,compound_count_annual_mean_mhws,Hazard_Frequency_mhws,Hazard_Duration_mhws,Hazard_Intensity_mhws,Hazard_Index_raw_mhws,Hazard_Index_mhws,band
-12.4,-37.6,58,1.91,0.3094,1.76,0.4274,0.053763440860215055,0.52,0.41204111600587373,0.3286015189553629,0.3128586943933551,-12.4,-37.6,28,3.75,0.2128,0.85,0.056716417910447764,0.26701570680628267,0.20549019607843136,0.17640744026505392,0.2290619084686391,BA-N
-12.4,-37.4,52,1.87,0.315,1.58,0.4477,0.03225806451612903,0.48800000000000016,0.42848751835535975,0.31624852762382966,0.2915965191669181,-12.4,-37.4,24,3.17,0.1997,0.73,0.04477611940298507,0.206282722513089,0.17980392156862743,0.1436209211615672,0.1742628943512884,BA-N
-12.2,-37.6,61,1.97,0.2971,1.85,0.3882,0.06451612903225806,0.5680000000000001,0.3759177679882525,0.33614463234017017,0.32584202727494216,-12.2,-37.6,37,3.73,0.2169,1.12,0.08358208955223881,0.2649214659685864,0.2135294117647059,0.18734432242851037,0.24734168858751468,BA-N
-12.2,-37.4,54,1.89,0.3148,1.64,0.4409,0.03942652329749104,0.504,0.42790014684287814,0.3237755567134564,0.304552167490705,-12.2,-37.4,24,3.75,0.2225,0.73,0.04477611940298507,0.26701570680628267,0.22450980392156863,0.17876721004361215,0.23300600076464492,BA-N
-12.0,-37.4,59,1.86,0.3158,1.79,0.4277,0.05734767025089606,0.48000000000000015,0.4308370044052864,0.3227282248853942,0.30274948243646727,-12.0,-37.4,29,3.62,0.208,0.88,0.05970149253731343,0.2534031413612565,0.196078431372549,0.1697276884237063,0.21789744741990644,BA-N
-12.0,-37.2,51,1.82,0.3161,1.55,0.4484,0.02867383512544803,0.4480000000000001,0.4317180616740088,0.30279729893315227,0.2684440394349856,-12.0,-37.2,23,2.83,0.2153,0.7,0.041791044776119404,0.1706806282722513,0.21039215686274507,0.14095460997037193,0.16980645223413726,BA-N
-11.8,-37.4,58,1.95,0.3029,1.76,0.4,0.053763440860215055,0.552,0.39295154185022024,0.3329049942368118,0.3202659080034897,-11.8,-37.4,32,3.44,0.1886,0.97,0.06865671641791045,0.23455497382198953,0.1580392156862745,0.1537503019753915,0.19119302592349757,BA-N
-11.8,-37.2,55,1.82,0.3093,1.67,0.4371,0.043010752688172046,0.4480000000000001,0.4117474302496329,0.3009193943126017,0.26521175860283136,-11.8,-37.2,24,3.42,0.2153,0.73,0.04477611940298507,0.23246073298429315,0.21039215686274507,0.1625430030833411,0.2058890462794046,BA-N
-11.6,-37.4,64,1.89,0.3166,1.94,0.4012,0.07526881720430108,0.504,0.43318649045521285,0.3374851025531713,0.3281492670187195,-11.6,-37.4,43,4.0,0.2499,1.3,0.10149253731343283,0.2931937172774869,0.2782352941176471,0.2243071829028556,0.309120992043242,BA-N
-11.6,-37.2,56,1.88,0.3095,1.7,0.4126,0.04659498207885305,0.496,0.4123348017621145,0.3183099279469892,0.29514463587051915,-11.6,-37.2,27,3.7,0.2052,0.82,0.05373134328358209,0.2617801047120419,0.19058823529411764,0.16869989442991387,0.21617960426010693,BA-N
-11.6,-37.0,50,1.82,0.3164,1.52,0.4461,0.025089605734767026,0.4480000000000001,0.4325991189427313,0.30189624155916617,0.26689312441686686,-11.6,-37.0,22,2.82,0.2122,0.67,0.03880597014925373,0.16963350785340311,0.20431372549019608,0.1375844011642843,0.16417352367102012,BA-N
-11.4,-37.2,58,1.98,0.289,1.76,0.3658,0.053763440860215055,0.5760000000000001,0.35212922173274586,0.32729755419765366,0.3106142884496111,-11.4,-37.2,31,3.77,0.1972,0.94,0.06567164179104477,0.26910994764397905,0.1749019607843137,0.16989451673977918,0.21817628236480544,BA-N
-11.4,-37.0,54,1.83,0.3106,1.64,0.436,0.03942652329749104,0.4560000000000001,0.41556534508076354,0.30366395612608493,0.2699357442862914,-11.4,-37.0,24,3.58,0.222,0.73,0.04477611940298507,0.24921465968586384,0.2235294117647059,0.17250673028451827,0.22254230629262367,BA-N
-11.4,-36.8,46,1.85,0.3142,1.39,0.4511,0.010752688172043012,0.47200000000000014,0.42613803230543307,0.3029635734924921,0.2687302339866937,-11.4,-36.8,19,3.05,0.2176,0.58,0.029850746268656716,0.19371727748691098,0.2149019607843137,0.1461566615132938,0.17850110185644025,BA-N
-11.2,-37.0,54,2.02,0.303,1.64,0.3952,0.03942652329749104,0.6080000000000001,0.393245227606461,0.34689058363465075,0.34433813831929805,-11.2,-37.0,28,3.89,0.2215,0.85,0.056716417910447764,0.28167539267015707,0.22254901960784315,0.18698027672948267,0.24673322675790074,BA-N
-11.2,-36.8,49,1.88,0.307,1.49,0.4393,0.021505376344086023,0.496,0.40499265785609395,0.3074993447333933,0.2765372792863123,-11.2,-36.8,21,3.71,0.213,0.64,0.03582089552238806,0.26282722513089,0.20588235294117646,0.16817682453148483,0.21530535119719713,BA-N
-11.0,-37.0,53,2.11,0.2636,1.61,0.2736,0.035842293906810034,0.68,0.2775330396475771,0.3311251111847957,0.317202343534054,-11.0,-37.0,30,3.87,0.1716,0.91,0.0626865671641791,0.2795811518324607,0.12470588235294118,0.155657867116527,0.1943813085456602,BA-N
-11.0,-36.8,53,2.0,0.2998,1.61,0.4302,0.035842293906810034,0.5920000000000001,0.3838472834067548,0.3372298591045217,0.32770993772713847,-11.0,-36.8,27,3.89,0.2356,0.82,0.05373134328358209,0.28167539267015707,0.25019607843137254,0.19520093812837058,0.2604731464678803,BA-N
-11.0,-36.6,47,1.98,0.324,1.42,0.4507,0.014336917562724014,0.5760000000000001,0.45491923641703375,0.3484187179932526,0.34696838872829744,-11.0,-36.6,19,3.89,0.2063,0.58,0.029850746268656716,0.28167539267015707,0.19274509803921572,0.16809041232600982,0.2151609228224499,BA-N
-10.8,-36.8,56,2.12,0.2739,1.7,0.3192,0.04659498207885305,0.6880000000000002,0.3077826725403817,0.3474592182064116,0.34531688165199403,-10.8,-36.8,30,4.3,0.1906,0.91,0.0626865671641791,0.3246073298429319,0.1619607843137255,0.18308489377361215,0.24022252811015882,BA-N
-10.8,-36.6,51,2.08,0.3163,1.55,0.425,0.02867383512544803,0.6560000000000001,0.4323054331864905,0.3723264227706462,0.3881187299368488,-10.8,-36.6,27,4.3,0.2318,0.82,0.05373134328358209,0.3246073298429319,0.2427450980392157,0.2070279237219099,0.28024063530865634,BA-N
-10.8,-36.4,46,2.02,0.3305,1.39,0.4509,0.010752688172043012,0.6080000000000001,0.47400881057268723,0.3642538329149101,0.37422405330045583,-10.8,-36.4,21,4.0,0.1983,0.64,0.03582089552238806,0.2931937172774869,0.17705882352941177,0.16869114544309557,0.21616498130331624,BA-N
-10.8,-36.2,43,1.93,0.3248,1.3,0.4621,0.0,0.536,0.45726872246696026,0.33108957415565343,0.31714117660530206,-10.8,-36.2,12,4.08,0.2274,0.36,0.008955223880597015,0.3015706806282722,0.2341176470588235,0.18154785052256425,0.23765353154949023,BA-N
-10.6,-36.6,52,2.19,0.2973,1.58,0.3737,0.03225806451612903,0.7440000000000001,0.3765051395007342,0.38425440133895444,0.4086493660888518,-10.6,-36.6,34,4.32,0.2178,1.03,0.07462686567164178,0.3267015706806283,0.2152941176470588,0.20554085133310962,0.2777551594772582,BA-N
-10.6,-36.4,52,2.1,0.307,1.58,0.4128,0.03225806451612903,0.6720000000000002,0.40499265785609395,0.3697502407907411,0.3836845624383168,-10.6,-36.4,29,4.34,0.2297,0.88,0.05970149253731343,0.32879581151832454,0.23862745098039212,0.20904158501201006,0.2836062458242303,BA-N
-10.6,-36.2,51,1.9,0.3192,1.55,0.4446,0.02867383512544803,0.512,0.44082232011747424,0.3271653850809741,0.31038679675606545,-10.6,-36.2,23,3.96,0.1979,0.7,0.041791044776119404,0.2890052356020942,0.17627450980392156,0.1690235967273784,0.2167206365884425,BA-N
-10.6,-36.0,47,1.85,0.3305,1.42,0.4647,0.014336917562724014,0.47200000000000014,0.47400881057268723,0.3201152427118038,0.2982519738292513,-10.6,-36.0,17,3.53,0.2092,0.52,0.023880597014925373,0.24397905759162303,0.1984313725490196,0.15543034238518935,0.1940010263044969,BA-N
-10.4,-36.2,53,1.94,0.3042,1.61,0.3772,0.035842293906810034,0.544,0.396769456681351,0.3255372501960537,0.3075844237691206,-10.4,-36.2,30,3.8,0.2014,0.91,0.0626865671641791,0.2722513089005235,0.18313725490196078,0.1726917103222211,0.2228514798180446,BA-N
-10.4,-36.0,50,1.88,0.3249,1.52,0.446,0.025089605734767026,0.496,0.4575624082232012,0.3262173379859894,0.3087550022444784,-10.4,-36.0,22,3.82,0.2217,0.67,0.03880597014925373,0.2743455497382199,0.22294117647058825,0.1786975654526873,0.2328895975896314,BA-N
-10.4,-35.8,47,1.89,0.3282,1.42,0.4641,0.014336917562724014,0.504,0.46725403817914823,0.3285303185806241,0.312736143117858,-10.4,-35.8,17,4.24,0.2139,0.52,0.023880597014925373,0.3183246073298429,0.20764705882352943,0.18328408772276591,0.240555458605077,BA-N
-10.2,-36.0,56,1.93,0.3032,1.7,0.3959,0.04659498207885305,0.536,0.39383259911894275,0.3254758603992653,0.30747875862442825,-10.2,-36.0,30,3.73,0.212,0.91,0.0626865671641791,0.2649214659685864,0.20392156862745098,0.17717653392007215,0.23034736283254648,BA-N
-10.2,-35.8,51,1.9,0.3095,1.55,0.4467,0.02867383512544803,0.512,0.4123348017621145,0.31766954562918753,0.29404239911768876,-10.2,-35.8,22,3.91,0.192,0.67,0.03880597014925373,0.2837696335078534,0.16470588235294117,0.16242716200334942,0.2056954308194103,BA-N
-10.2,-35.6,47,1.89,0.3178,1.42,0.4616,0.014336917562724014,0.504,0.4367107195301028,0.31834921236427566,0.2952122528664026,-10.2,-35.6,16,3.94,0.1954,0.48,0.020895522388059702,0.2869109947643979,0.17137254901960783,0.15972635539068847,0.2011813334482227,BA-N
-10.0,-35.8,55,1.87,0.2987,1.67,0.394,0.043010752688172046,0.48800000000000016,0.38061674008810575,0.30387583092542597,0.27030042673354254,-10.0,-35.8,33,3.61,0.1857,1.0,0.07164179104477612,0.2523560209424084,0.1523529411764706,0.15878358438788506,0.19960559674592182,NE
-10.0,-35.6,49,1.88,0.3139,1.49,0.4502,0.021505376344086023,0.496,0.4252569750367107,0.31425411712693224,0.28816370647237416,-10.0,-35.6,22,3.82,0.2001,0.67,0.03880597014925373,0.2743455497382199,0.18058823529411763,0.16457991839386377,0.2092935232995134,NE
-10.0,-35.4,46,1.93,0.3244,1.39,0.4682,0.010752688172043012,0.536,0.4560939794419971,0.3342822225380134,0.32263641638328644,-10.0,-35.4,17,3.94,0.2004,0.52,0.023880597014925373,0.2869109947643979,0.18117647058823527,0.16398935412251953,0.20830646091144933,NE
-9.8,-35.8,54,1.98,0.3114,1.64,0.4276,0.03942652329749104,0.5760000000000001,0.41791483113069017,0.3444471181427271,0.34013240465894873,-9.8,-35.8,35,3.97,0.2071,1.06,0.07761194029850746,0.2900523560209424,0.1943137254901961,0.187326007269882,0.24731107684025752,NE
-9.8,-35.6,51,1.96,0.3171,1.55,0.4388,0.02867383512544803,0.56,0.43465491923641697,0.3411095847872884,0.3343877864427707,-9.8,-35.6,31,3.71,0.1978,0.94,0.06567164179104477,0.26282722513089,0.17607843137254903,0.16819243276482795,0.21533143862040352,NE
-9.8,-35.4,48,1.88,0.3262,1.45,0.4585,0.017921146953405017,0.496,0.4613803230543318,0.3251004900025789,0.3068326648213192,-9.8,-35.4,23,3.7,0.2152,0.7,0.041791044776119404,0.2617801047120419,0.21019607843137256,0.17125574263984458,0.22045141981014207,NE
-9.6,-35.6,51,2.02,0.2914,1.55,0.325,0.02867383512544803,0.6080000000000001,0.35917767988252564,0.33195050500265794,0.3186230251742496,-9.6,-35.6,47,4.19,0.2026,1.42,0.11343283582089553,0.31308900523560207,0.18549019607843137,0.20400401237830965,0.2751865043750085,NE
-9.6,-35.4,49,1.96,0.3092,1.49,0.4271,0.021505376344086023,0.56,0.41145374449339195,0.33098637361249267,0.3169635461048623,-9.6,-35.4,29,3.66,0.189,0.88,0.05970149253731343,0.2575916230366492,0.1588235294117647,0.15870554832857578,0.1994751681663506,NE
-9.6,-35.2,48,1.94,0.3045,1.45,0.4463,0.017921146953405017,0.544,0.3976505139500734,0.31985722030115943,0.29780786134181964,-9.6,-35.2,24,4.08,0.1903,0.73,0.04477611940298507,0.3015706806282722,0.16137254901960785,0.16923978301695505,0.2170819678873552,NE
-9.4,-35.4,51,2.02,0.2801,1.55,0.3032,0.02867383512544803,0.6080000000000001,0.3259911894273128,0.320888341517587,0.2995826444202644,-9.4,-35.4,41,4.22,0.1896,1.24,0.0955223880597015,0.31623036649214653,0.15999999999999998,0.19058425151728264,0.25275686911687945,NE
-9.4,-35.2,49,2.06,0.3068,1.49,0.4312,0.021505376344086023,0.6400000000000001,0.40440528634361234,0.3553035542292328,0.358818683974685,-9.4,-35.2,27,4.15,0.1981,0.82,0.05373134328358209,0.3089005235602094,0.17666666666666667,0.1797661778368194,0.2346756641415333,NE
-9.4,-35.0,47,1.98,0.3098,1.42,0.4527,0.014336917562724014,0.5760000000000001,0.413215859030837,0.33451759219785365,0.32304153857727164,-9.4,-35.0,19,3.95,0.2157,0.58,0.029850746268656716,0.28795811518324604,0.2111764705882353,0.17632844401337935,0.22892987503449902,NE
-9.2,-35.2,54,2.06,0.292,1.64,0.3645,0.03942652329749104,0.6400000000000001,0.36093979441997054,0.34678877257248725,0.34416289941678346,-9.2,-35.2,32,4.66,0.2176,0.97,0.06865671641791045,0.36230366492146593,0.2149019607843137,0.21528744737456337,0.29404550894637704,NE
-9.2,-35.0,51,2.08,0.3052,1.55,0.4358,0.02867383512544803,0.6560000000000001,0.39970631424375924,0.36146004978973584,0.36941534707231466,-9.2,-35.0,24,4.33,0.2165,0.73,0.04477611940298507,0.3277486910994764,0.21274509803921568,0.19508996951389238,0.2602876747911774,NE
-9.2,-34.8,49,2.0,0.304,1.49,0.4568,0.021505376344086023,0.5920000000000001,0.39618208516886927,0.33656248717098514,0.32656124599642883,-9.2,-34.8,16,4.44,0.2168,0.48,0.020895522388059702,0.3392670157068063,0.21333333333333332,0.19116529047606642,0.2537280110061609,NE
-9.0,-35.0,53,2.0,0.3058,1.61,0.4191,0.035842293906810034,0.5920000000000001,0.40146842878120415,0.34310357422933807,0.3378198744106704,-9.0,-35.0,22,4.45,0.1951,0.67,0.03880597014925373,0.3403141361256544,0.1707843137254902,0.18330147333346614,0.240584516716528,NE
-9.0,-34.8,53,1.96,0.2957,1.61,0.4464,0.035842293906810034,0.56,0.37180616740088107,0.32254948710256376,0.3024418359760974,-9.0,-34.8,19,3.47,0.2079,0.58,0.029850746268656716,0.23769633507853405,0.19588235294117648,0.15447647809612242,0.19240674841004798,NE
-8.8,-35.0,55,2.0,0.2985,1.67,0.3911,0.043010752688172046,0.5920000000000001,0.380029368575624,0.338346707087932,0.32963227515029736,-8.8,-35.0,22,4.41,0.2,0.67,0.03880597014925373,0.33612565445026177,0.18039215686274512,0.1851079271540869,0.2436038030307013,NE
-8.8,-34.8,54,2.04,0.3022,1.64,0.4412,0.03942652329749104,0.6240000000000001,0.39089574155653456,0.3514407549513419,0.3521699692701409,-8.8,-34.8,21,3.43,0.2201,0.64,0.03582089552238806,0.2335078534031414,0.21980392156862744,0.16304422349805228,0.20672678036440972,NE
-8.6,-34.8,55,2.09,0.2963,1.67,0.4313,0.043010752688172046,0.664,0.373568281938326,0.36019301154216604,0.3672344996552475,-8.6,-34.8,23,4.04,0.2218,0.7,0.041791044776119404,0.29738219895287954,0.2231372549019608,0.18743683287698656,0.24749630949606702,NE
-8.6,-34.6,52,2.13,0.3075,1.58,0.4559,0.03225806451612903,0.6960000000000001,0.4064610866372981,0.3782397170511424,0.398296790924915,-8.6,-34.6,23,3.91,0.23,0.7,0.041791044776119404,0.2837696335078534,0.23921568627450981,0.18825878818616085,0.2488701162258727,NE
-8.4,-34.8,61,2.03,0.2838,1.85,0.385,0.06451612903225806,0.616,0.3368575624082232,0.3391245638134938,0.3309711351523876,-8.4,-34.8,27,4.15,0.2027,0.82,0.05373134328358209,0.3089005235602094,0.1856862745098039,0.18277271378453178,0.23970075403665095,NE
-8.4,-34.6,54,2.04,0.3045,1.64,0.4468,0.03942652329749104,0.6240000000000001,0.3976505139500734,0.35369234574918823,0.3560454449988282,-8.4,-34.6,23,4.04,0.2448,0.7,0.041791044776119404,0.29738219895287954,0.268235294117647,0.20246951261554866,0.2726217589716556,NE
-8.2,-34.8,62,2.02,0.2855,1.88,0.4061,0.06810035842293907,0.6080000000000001,0.3418502202643171,0.33931685956241875,0.3313021178106935,-8.2,-34.8,29,4.07,0.2189,0.88,0.05970149253731343,0.30052356020942406,0.21745098039215688,0.19255867771296478,0.25605690254309776,NE
-8.2,-34.6,61,1.92,0.287,1.85,0.4298,0.06451612903225806,0.528,0.3462555066079294,0.31292387854672915,0.28587407758604555,-8.2,-34.6,25,4.24,0.2385,0.76,0.04776119402985075,0.3183246073298429,0.25588235294117645,0.20732271810029004,0.2807333512707132,NE
-8.0,-34.8,65,2.0,0.2745,1.97,0.377,0.07885304659498207,0.5920000000000001,0.3095447870778268,0.3267992778909363,0.3097566469391243,-8.0,-34.8,31,4.16,0.2182,0.94,0.06567164179104477,0.30994764397905755,0.21607843137254903,0.1972325723808838,0.2638687967878597,NE
-8.0,-34.6,64,1.86,0.2816,1.94,0.4196,0.07526881720430108,0.48000000000000015,0.3303964757709251,0.29522176432507546,0.2554049026018122,-8.0,-34.6,26,4.35,0.2333,0.79,0.050746268656716415,0.3298429319371727,0.24568627450980396,0.20875849170123104,0.2831330868931177,NE
-8.0,-34.4,61,1.89,0.2988,1.85,0.4528,0.06451612903225806,0.504,0.38091042584434653,0.3164755182922015,0.29198721930068794,-8.0,-34.4,25,4.44,0.2257,0.76,0.04776119402985075,0.3392670157068063,0.23078431372549021,0.20593750782071574,0.278418126606994,NE
-7.8,-34.8,69,1.99,0.2668,2.09,0.3436,0.0931899641577061,0.5840000000000001,0.2869309838472833,0.3213736493349965,0.3004179643501166,-7.8,-34.8,32,4.44,0.2134,0.97,0.06865671641791045,0.3392670157068063,0.20666666666666667,0.20486346626379448,0.276622985797609,NE
-7.8,-34.6,66,1.88,0.2753,2.0,0.393,0.08243727598566308,0.496,0.31189427312775325,0.2967771830378054,0.25808211529734143,-7.8,-34.6,25,5.0,0.2195,0.76,0.04776119402985075,0.39790575916230364,0.21862745098039216,0.22143146805751548,0.30431455504668664,NE
-7.8,-34.4,63,1.87,0.2958,1.91,0.4509,0.07168458781362007,0.48800000000000016,0.37209985315712185,0.31059481365691405,0.281865252154866,-7.8,-34.4,26,4.38,0.2361,0.79,0.050746268656716415,0.3329842931937172,0.2511764705882353,0.21163567747955633,0.28794198239028934,NE
-7.6,-34.8,63,1.78,0.2785,1.91,0.2842,0.07168458781362007,0.4160000000000001,0.32129221732745966,0.2696589350470266,0.21140573342843677,-7.6,-34.8,43,4.05,0.2144,1.3,0.10149253731343283,0.2984293193717277,0.20862745098039218,0.2028497692218509,0.27325731552681176,NE
-7.6,-34.6,66,1.86,0.2641,2.0,0.3592,0.08243727598566308,0.48000000000000015,0.2790014684287812,0.2804795814714815,0.23003041097943477,-7.6,-34.6,23,5.0,0.1934,0.7,0.041791044776119404,0.39790575916230364,0.16745098039215683,0.20238259477685996,0.27247648548732145,NE
-7.6,-34.4,64,1.83,0.2809,1.94,0.444,0.07526881720430108,0.4560000000000001,0.3283406754772393,0.2865364975605135,0.2404556762257628,-7.6,-34.4,24,4.71,0.244,0.73,0.04477611940298507,0.36753926701570677,0.26666666666666666,0.22632735102845283,0.31249747800945893,NE
-7.4,-34.6,64,1.91,0.2578,1.94,0.368,0.07526881720430108,0.52,0.2604992657856093,0.28525602766330344,0.23825171002875264,-7.4,-34.6,23,4.91,0.2151,0.7,0.041791044776119404,0.38848167539267014,0.21000000000000002,0.21342424005626318,0.29093136548342474,NE
-7.4,-34.4,67,1.84,0.2773,2.03,0.4392,0.08602150537634409,0.46400000000000013,0.3177679882525697,0.2892631645429713,0.24514886102685354,-7.4,-34.4,27,4.48,0.2351,0.82,0.05373134328358209,0.34345549738219894,0.24921568627450977,0.21546750898009692,0.29434646186036223,NE
-7.2,-34.6,63,1.83,0.2644,1.91,0.3882,0.07168458781362007,0.4560000000000001,0.2798825256975037,0.2691890378370413,0.21059693849375424,-7.2,-34.6,24,4.88,0.2118,0.73,0.04477611940298507,0.3853403141361256,0.20352941176470585,0.21121528176793883,0.28723933779227373,NE
-7.2,-34.4,62,1.85,0.2725,1.88,0.4383,0.06810035842293907,0.47200000000000014,0.3036710719530103,0.2812571434586499,0.23136876367287415,-7.2,-34.4,24,3.79,0.2271,0.73,0.04477611940298507,0.2712041884816754,0.23352941176470587,0.1831699065497888,0.2403646174947365,NE
-7.0,-34.8,67,1.76,0.2182,2.03,0.2573,0.08602150537634409,0.4000000000000001,0.14419970631424375,0.21007373723019596,0.1088466946594748,-7.0,-34.8,32,3.59,0.1364,0.97,0.06865671641791045,0.250261780104712,0.05568627450980391,0.12486825701080878,0.14291990535353102,NE
-7.0,-34.6,60,1.88,0.2581,1.82,0.4033,0.06093189964157706,0.496,0.26138032305433184,0.27277074089863634,0.21676182569077682,-7.0,-34.6,22,4.55,0.2055,0.67,0.03880597014925373,0.35078534031413605,0.19117647058823528,0.1935892603505417,0.2577794066103157,NE
-7.0,-34.4,63,1.97,0.2674,1.91,0.4334,0.07168458781362007,0.5680000000000001,0.2886930983847284,0.30945922873278287,0.27991066439604984,-7.0,-34.4,23,4.96,0.2178,0.7,0.041791044776119404,0.39371727748691093,0.2152941176470588,0.21693414663669638,0.2967977833134068,NE
-6.8,-34.8,61,1.93,0.2173,1.85,0.2685,0.06451612903225806,0.536,0.14155653450807631,0.24735755451344477,0.1730202243666721,-6.8,-34.8,25,3.88,0.1429,0.76,0.04776119402985075,0.2806282722513089,0.06843137254901961,0.13227361294339307,0.15529713280524113,NE
-6.8,-34.6,61,1.85,0.2607,1.85,0.4198,0.06451612903225806,0.47200000000000014,0.2690161527165932,0.2685107605829505,0.2094294763429656,-6.8,-34.6,21,4.57,0.2114,0.64,0.03582089552238806,0.35287958115183243,0.2027450980392157,0.19714852490447873,0.2637283207943115,NE
-6.6,-34.8,60,1.95,0.2277,1.82,0.3498,0.06093189964157706,0.552,0.1720998531571219,0.2616772509328997,0.19766752527447934,-6.6,-34.8,26,3.46,0.1527,0.79,0.050746268656716415,0.23664921465968583,0.08764705882352941,0.12501418071331055,0.14316380056571293,NE
-6.6,-34.6,59,1.9,0.2521,1.79,0.4185,0.05734767025089606,0.512,0.24375917767988248,0.2710356159769262,0.21377529966359635,-6.6,-34.6,24,4.04,0.1938,0.73,0.04477611940298507,0.29738219895287954,0.16823529411764707,0.17013120415783722,0.21857187901605785,NE
-6.4,-34.8,57,2.04,0.2411,1.73,0.3882,0.05017921146953405,0.6240000000000001,0.21145374449339208,0.2952109853209754,0.2553863495997262,-6.4,-34.8,22,4.55,0.1868,0.67,0.03880597014925373,0.35078534031413605,0.15450980392156863,0.18136703812831947,0.23735132377581541,NE
-6.4,-34.6,58,1.97,0.2489,1.76,0.431,0.053763440860215055,0.5680000000000001,0.23436123348017623,0.2853748914467971,0.23845630036034857,-6.4,-34.6,20,5.15,0.2281,0.61,0.03283582089552239,0.41361256544502617,0.23549019607843136,0.22731286080632662,0.3141446478130002,NE
-6.2,-35.0,66,1.8,0.2081,2.0,0.2693,0.08243727598566308,0.4320000000000001,0.11453744493392072,0.209658240306528,0.10813153440719467,-6.2,-35.0,25,3.4,0.1503,0.76,0.04776119402985075,0.23036649214659685,0.08294117647058821,0.12035628754901195,0.13537865105161384,NE
-6.2,-34.8,59,1.97,0.2449,1.79,0.4043,0.05734767025089606,0.5680000000000001,0.22261380323054333,0.28265382449381315,0.23377275442362272,-6.2,-34.8,25,4.48,0.1764,0.76,0.04776119402985075,0.34345549738219894,0.13411764705882354,0.17511144615695773,0.22689579869646712,NE
-6.2,-34.6,65,1.85,0.2448,1.97,0.4364,0.07885304659498207,0.47200000000000014,0.22232011747430244,0.2577243880230949,0.19086379154078767,-6.2,-34.6,25,4.64,0.2145,0.76,0.04776119402985075,0.36020942408376955,0.20882352941176469,0.20559804917512833,0.2778507592980984,NE
-6.0,-35.0,66,1.76,0.2235,2.0,0.3508,0.08243727598566308,0.4000000000000001,0.15976505139500735,0.2140674424602235,0.11572072687763263,-6.0,-35.0,26,4.38,0.16,0.79,0.050746268656716415,0.3329842931937172,0.1019607843137255,0.16189711538805304,0.20480951695149405,NE
-6.0,-34.8,67,1.85,0.2328,2.03,0.4115,0.08602150537634409,0.47200000000000014,0.18707782672540382,0.24836644403391603,0.17475674187831466,-6.0,-34.8,26,4.73,0.1813,0.79,0.050746268656716415,0.36963350785340315,0.14372549019607841,0.188035088902066,0.24849622779360386,NE
-5.8,-35.0,72,1.75,0.2269,2.18,0.3558,0.1039426523297491,0.39200000000000007,0.16975036710719527,0.22189767314564812,0.12919825085775014,-5.8,-35.0,26,4.81,0.1776,0.79,0.050746268656716415,0.3780104712041884,0.13647058823529412,0.18840910936539965,0.24912136133052207,NE
-5.8,-34.8,64,1.84,0.2439,1.94,0.4261,0.07526881720430108,0.46400000000000013,0.2196769456681351,0.2529819209574788,0.1827009779316389,-5.8,-34.8,26,4.92,0.1855,0.79,0.050746268656716415,0.3895287958115183,0.15196078431372548,0.19741194959398675,0.2641686058161415,NE
-5.6,-35.0,69,1.68,0.223,2.09,0.3808,0.0931899641577061,0.336,0.15829662261380323,0.19582886225716978,0.0843281776763031,-5.6,-35.0,27,4.7,0.1704,0.82,0.05373134328358209,0.36649214659685864,0.12235294117647058,0.18085881035230378,0.23650187766704103,NE
-5.6,-34.8,61,1.93,0.2499,1.85,0.4406,0.06451612903225806,0.536,0.23729809104258445,0.27927140669161415,0.22795088034719616,-5.6,-34.8,24,4.58,0.1872,0.73,0.04477611940298507,0.35392670157068057,0.15529411764705883,0.18466564620690817,0.24286457969955774,NE
-5.4,-35.2,71,1.72,0.2376,2.15,0.393,0.1003584229390681,0.36800000000000005,0.2011747430249633,0.22317772198801047,0.13140149232811618,-5.4,-35.2,29,4.55,0.1648,0.88,0.05970149253731343,0.35078534031413605,0.11137254901960784,0.17395312729035242,0.22495979775281255,NE
-5.4,-35.0,69,1.75,0.2324,2.09,0.4179,0.0931899641577061,0.39200000000000007,0.1859030837004405,0.22369768261938225,0.1322964572607681,-5.4,-35.0,23,5.17,0.1782,0.7,0.041791044776119404,0.41570680628272244,0.1376470588235294,0.1983816366274571,0.2657893296651366,NE
-5.4,-34.8,60,1.9,0.253,1.82,0.4504,0.06093189964157706,0.512,0.24640234948604992,0.27311141637587566,0.21734820201842162,-5.4,-34.8,23,4.65,0.1919,0.7,0.041791044776119404,0.3612565445026178,0.1645098039215686,0.18918579773343525,0.2504195094111531,NE
-5.2,-35.4,69,1.64,0.2366,2.09,0.3817,0.0931899641577061,0.304,0.19823788546255505,0.1984759498734204,0.08888438914168155,-5.2,-35.4,30,2.83,0.1598,0.91,0.0626865671641791,0.1706806282722513,0.10156862745098039,0.1116452742958036,0.12081916284451628,NE
