municipality_code,municipality_name,state,frontage_km,distance_to_coastline_km,pop_10km,pop_municipality,Risk_Hazard,coverage_status,has_measured_frontage
2921005,Mata de São João,Bahia,5.749887012042656,0.0,17191,42296,0.0,associated_no_accepted_event_1993_2025,True
2503209,Cabedelo,Paraíba,9.257694088864081,0.0,66782,66782,0.0,associated_no_accepted_event_1993_2025,True
2927408,Salvador,Bahia,42.66235577632088,0.0,2403202,2416356,0.196715,associated_with_hazard,True
2917805,Jaguaripe,Bahia,35.443801867240566,0.0,8703,17676,0.26884,associated_with_hazard,True
2932903,Valença,Bahia,32.22945960030376,0.0,65916,85560,0.223137,associated_with_hazard,True
2905404,Cairu,Bahia,104.28559696500314,0.0,17106,17106,0.22785,associated_with_hazard,True
2905800,Camamu,Bahia,36.08896797719041,0.0,21927,30603,0.233191,associated_with_hazard,True
2920700,Maraú,Bahia,67.21513224121327,0.0,17327,24460,0.237973,associated_with_hazard,True
2932705,Uruçuca,Bahia,0.7075649970673398,0.0,5022,21444,0.108079,associated_with_hazard,True
2913606,Ilhéus,Bahia,42.2816948889741,0.0,162788,178354,0.0,associated_no_accepted_event_1993_2025,True
2905701,Camaçari,Bahia,17.593042628320802,0.0,114610,300589,0.130631,associated_with_hazard,True
2511905,Pitimbu,Paraíba,15.818170338476522,0.0,16552,16589,0.216984,associated_with_hazard,True
2606200,Goiana,Pernambuco,50.51349792667525,0.0,73181,80881,0.157852,associated_with_hazard,True
2606804,Igarassu,Pernambuco,11.423607351318436,0.0,112161,115783,0.0,associated_no_accepted_event_1993_2025,True
2611606,Recife,Pernambuco,20.040365708146165,0.0,1487647,1489975,0.0,associated_no_accepted_event_1993_2025,True
2602902,Cabo de Santo Agostinho,Pernambuco,2.791254423144719,0.0,132206,203366,0.0,associated_no_accepted_event_1993_2025,True
2601409,Barreiros,Pernambuco,5.945616496221058,0.0,37626,40999,0.0,associated_no_accepted_event_1993_2025,True
2704500,Maragogi,Alagoas,1.8477389659505168,0.0,29706,32034,0.0,associated_no_accepted_event_1993_2025,True
2800308,Aracaju,Sergipe,18.95016718172199,0.0,603813,603825,0.0,associated_no_accepted_event_1993_2025,True
2704302,Maceió,Alagoas,19.565931786387033,0.0,956710,956810,0.0,associated_no_accepted_event_1993_2025,True
2704708,Marechal Deodoro,Alagoas,44.30735002866648,0.0,60303,60303,0.0,associated_no_accepted_event_1993_2025,True
2703759,Jequiá da Praia,Alagoas,9.898574341571956,0.0,7790,9440,0.0,associated_no_accepted_event_1993_2025,True
2702306,Coruripe,Alagoas,23.86125759318398,0.0,36897,50402,0.0,associated_no_accepted_event_1993_2025,True
2706802,Piaçabuçu,Alagoas,12.301982223394246,0.0,12759,15918,0.0,associated_no_accepted_event_1993_2025,True
2804904,Pacatuba,Sergipe,25.098553296113415,0.0,6035,12380,0.0,associated_no_accepted_event_1993_2025,True
2805307,Pirambu,Sergipe,23.649793831411866,0.0,7810,7810,0.0,associated_no_accepted_event_1993_2025,True
2800605,Barra dos Coqueiros,Sergipe,24.998253733222473,0.0,41447,41447,0.0,associated_no_accepted_event_1993_2025,True
2707404,Porto de Pedras,Alagoas,2.579483269490952,0.0,8012,9326,0.0,associated_no_accepted_event_1993_2025,True
