city,date,coastal_sector,source_title,source_url,notes
Palhoça,2015-09-11,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2015-09-28,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2015-10-17,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2016-05-18,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2016-05-23,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2016-06-05,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2016-07-18,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Porto Belo,2016-08-17,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Tijucas,2016-08-17,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2016-09-15,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Biguaçu,2016-09-15,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação. Setor costeiro inferido por coerência regional; revisar se desejar.
Bombinhas,2016-09-15,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2016-09-15,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Palhoça,2016-09-15,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Tijucas,2016-09-15,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2016-10-28,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2016-10-28,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
São Francisco do Sul,2016-10-28,North,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,"Data representativa adotada: 2016-10-28, dentro da janela 27–30/10/2016."
Florianópolis,2017-05-25,Central,BRASPOR 2018 Resumos – caracterização do clima de ondas e níveis extremos de água,https://www.redebraspor.org/reunioes/2018/Braspor2018_Resumos.pdf,"Fonte acadêmica/anais; manter como registro com necessidade de corroborar em acervo jornalístico ou boletim operacional, se desejado."
Florianópolis,2017-05-30,Central,Chuvas deixam 19 cidades do RS em emergência e também afetam SC,https://noticias.r7.com/sao-paulo/chuvas-deixam-19-cidades-do-rs-em-emergencia-e-tambem-afetam-sc-30052017/,Data registrada como 2017-05-30.
Balneário Camboriú,2017-08-21,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2017-08-21,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2018-06-14,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2018-06-14,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2018-06-14,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2018-06-26,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Bombinhas,2018-08-10,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2018-08-10,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2018-08-10,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2018-08-14,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2018-08-26,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2018-08-26,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Florianópolis,2019-07-02,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Itajaí,2019-07-02,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2019-07-04,Central-north,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Data registrada como início da janela do evento.
Joinville,2019-07-04,North,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Ilha da Paz tratada como Joinville para codificação municipal.
Florianópolis,2019-08-03,Central,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Balneário Camboriú,2019-08-14,Central-north,Padrões atmosféricos associados a riscos de inundação costeira no litoral central e centro-norte de Santa Catarina,https://repositorio.ufsc.br/bitstream/handle/123456789/244414/PGDN0019-D.pdf?isAllowed=y&sequence=1,Evento compilado a partir de inventário acadêmico UFSC; data tratada como início do episódio para fins de deduplicação.
Barra Velha,2020-04-03,North,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Data registrada como início da janela do evento.
Imbituba,2020-04-03,Central-south,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Setor costeiro inferido geograficamente; revisar se desejar aderência estrita ao mapeamento do CSV-base.
Laguna,2020-04-03,Central-south,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Setor costeiro inferido geograficamente; revisar se desejar aderência estrita ao mapeamento do CSV-base.
Passo de Torres,2020-04-03,South,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Data registrada como início da janela do evento.
Florianópolis,2020-04-06,Central,Principais eventos de inundação costeira na costa de Santa Catarina registrados pela rede maregráfica da Epagri entre 2012 e 2020,https://publicacoes.epagri.sc.gov.br/rac/article/download/827/1215/9085,Data registrada como início da janela do evento.
