event_idx,disaster_id,municipality,date,captured,peak_hs_causal,peak_ssh_causal,thr_hs,thr_ssh,source,coastal_sector
59,60,Balneário Camboriú,2001-05-05,True,2.359999895095825,0.8422341644763947,1.8199999332427979,0.7012333750724793,legacy,Central-north
60,61,Itapoá,2001-05-05,True,1.7999999523162842,1.1128246784210205,1.3399999141693115,0.8872952967882158,legacy,North
61,62,Bombinhas,2001-05-06,True,2.3399999141693115,0.7949784994125366,1.6399999856948853,0.6637062728404999,legacy,Central-north
62,63,Navegantes,2001-05-06,True,2.490000009536743,0.8422341644763947,1.8199999332427979,0.7012333750724793,legacy,Central-north
63,64,Balneário Barra do Sul,2001-05-06,True,2.1599998474121094,0.9893644750118256,1.6899999380111694,0.8045958518981935,legacy,North
64,65,Barra Velha,2001-05-06,True,2.1599998474121094,0.9893644750118256,1.6899999380111694,0.8045958518981935,legacy,North
65,66,Barra Velha,2001-05-22,False,1.8499999046325684,0.7096967175602913,1.6899999380111694,0.8045958518981935,legacy,North
66,67,Balneário Camboriú,2002-09-21,True,2.8899998664855957,0.7612096667289734,1.8199999332427979,0.7012333750724793,legacy,Central-north
67,68,Içara/Balneário Rincão,2004-03-27,False,3.009999990463257,0.28842591494321823,2.4800000190734863,0.5089423596858978,legacy,South
68,69,Florianópolis,2004-03-28,False,2.1599998474121094,0.2935943976044655,1.899999976158142,0.5721239119768143,legacy,Central
69,70,Araranguá,2004-03-28,False,2.799999952316284,0.2503772899508476,2.119999885559082,0.5499903023242952,legacy,South
70,71,Balneário Arroio do Silva,2004-03-28,False,2.799999952316284,0.2503772899508476,2.119999885559082,0.5499903023242952,legacy,South
71,72,Balneário Gaivota,2004-03-28,False,3.0,0.2433258295059204,2.4700000286102295,0.518030056357384,legacy,South
72,73,Passo de Torres,2004-03-28,False,2.799999952316284,0.2481246292591095,2.3479999065399277,0.5269441217184067,legacy,South
73,74,Itajaí,2005-08-08,False,3.7699999809265137,0.6909263134002686,1.8199999332427979,0.7012333750724793,legacy,Central-north
74,75,Palhoça,2005-08-09,True,3.879999876022339,0.5961351990699768,1.899999976158142,0.5721239119768143,legacy,Central
75,76,Bombinhas,2005-08-09,True,3.4600000381469727,0.6758275926113129,1.6399999856948853,0.6637062728404999,legacy,Central-north
76,77,Barra Velha,2005-08-09,False,4.329999923706055,0.7989256680011749,1.6899999380111694,0.8045958518981935,legacy,North
77,78,Itajaí,2006-04-24,False,1.25,0.8110388815402985,1.8199999332427979,0.7012333750724793,legacy,Central-north
78,79,Florianópolis,2010-05-13,False,3.0299999713897705,0.4305045008659363,1.899999976158142,0.5721239119768143,legacy,Central
79,80,Barra Velha,2010-05-13,False,2.2300000190734863,0.6854297965764999,1.6899999380111694,0.8045958518981935,legacy,North
80,81,Balneário Barra do Sul,2010-05-28,False,1.909999966621399,0.7416976243257523,1.6899999380111694,0.8045958518981935,legacy,North
81,82,Navegantes,2010-06-01,False,1.659999966621399,0.6876413822174072,1.8199999332427979,0.7012333750724793,legacy,Central-north
82,83,Garopaba,2010-06-09,False,1.649999976158142,0.5404364466667175,2.1399998664855957,0.5274001717567445,legacy,South
83,84,Florianópolis,2010-06-24,False,1.2899999618530273,0.49513863027095795,1.899999976158142,0.5721239119768143,legacy,Central
84,85,Florianópolis,2010-07-16,False,1.6799999475479126,0.8124825954437256,1.899999976158142,0.5721239119768143,legacy,Central
85,86,Balneário Piçarras,2010-09-23,False,1.5199999809265137,0.6757299043238163,1.6899999380111694,0.8045958518981935,legacy,Central-north
86,87,Bombinhas,2010-09-28,False,1.6100000143051147,0.4360992116853595,1.6399999856948853,0.6637062728404999,legacy,Central-north
87,88,Balneário Piçarras,2011-01-23,False,1.5099999904632568,0.7350940778851509,1.6899999380111694,0.8045958518981935,legacy,Central-north
88,89,Navegantes,2011-05-03,False,1.7400000095367432,0.9249341487884521,1.8199999332427979,0.7012333750724793,legacy,Central-north
89,90,Barra Velha,2011-05-29,False,2.1499998569488525,0.6208664774894714,1.6899999380111694,0.8045958518981935,legacy,North
90,91,Penha,2011-06-04,False,1.459999918937683,1.018496572971344,1.6899999380111694,0.8045958518981935,legacy,Central-north
91,92,Balneário Barra do Sul,2012-01-27,False,1.7799999713897705,0.7958667278289795,1.6899999380111694,0.8045958518981935,legacy,North
92,93,Balneário Barra do Sul,2015-07-27,False,1.6299999952316284,0.4466630816459656,1.6899999380111694,0.8045958518981935,legacy,North
93,94,Balneário Barra do Sul,2015-08-18,False,1.3700000047683716,0.6975407525897026,1.6899999380111694,0.8045958518981935,legacy,North
94,95,Balneário Barra do Sul,2016-07-01,False,0.949999988079071,0.5483824759721756,1.6899999380111694,0.8045958518981935,legacy,North
95,96,Florianópolis,2016-09-15,False,1.7699999809265137,1.0374670028686523,1.899999976158142,0.5721239119768143,legacy,Central
96,97,Porto Belo,2016-09-15,False,1.5999999046325684,1.1153669953346252,1.6399999856948853,0.6637062728404999,legacy,Central-north
97,98,Balneário Barra do Sul,2016-12-12,False,0.8700000047683716,0.7568546384572983,1.6899999380111694,0.8045958518981935,legacy,North
98,99,Balneário Barra do Sul,2017-03-25,False,1.46999990940094,0.7573814690113068,1.6899999380111694,0.8045958518981935,legacy,North
99,100,Balneário Barra do Sul,2017-05-02,False,0.8199999928474426,0.6887756288051605,1.6899999380111694,0.8045958518981935,legacy,North
100,101,Balneário Barra do Sul,2017-05-21,False,2.799999952316284,0.35427090153098106,1.6899999380111694,0.8045958518981935,legacy,North
101,102,Florianópolis,2017-05-22,False,2.9700000286102295,0.4348981976509094,1.899999976158142,0.5721239119768143,legacy,Central
102,103,Barra Velha,2017-05-22,False,2.799999952316284,0.698235422372818,1.6899999380111694,0.8045958518981935,legacy,North
103,104,Itapoá,2017-08-15,False,2.3499999046325684,0.43103325366973877,1.3399999141693115,0.8872952967882158,legacy,North
104,105,Balneário Barra do Sul,2017-08-26,False,1.7699999809265137,0.4140949249267578,1.6899999380111694,0.8045958518981935,legacy,North
105,106,Navegantes,2017-09-07,False,1.9399999380111694,0.7191243022680283,1.8199999332427979,0.7012333750724793,legacy,Central-north
106,107,Balneário Barra do Sul,2017-09-09,False,1.3799999952316284,0.7444511651992798,1.6899999380111694,0.8045958518981935,legacy,North
107,108,Florianópolis,2017-09-13,False,1.7799999713897705,0.3428991138935089,1.899999976158142,0.5721239119768143,legacy,Central
108,109,Barra Velha,2017-09-13,False,1.7999999523162842,0.3835306018590927,1.6899999380111694,0.8045958518981935,legacy,North
109,110,Navegantes,2017-09-16,False,2.0199999809265137,0.569371372461319,1.8199999332427979,0.7012333750724793,legacy,Central-north
110,111,Balneário Barra do Sul,2017-09-18,False,1.7300000190734863,0.7668341100215912,1.6899999380111694,0.8045958518981935,legacy,North
111,112,Itapema,2017-09-30,False,1.959999918937683,0.32256022095680237,1.8199999332427979,0.7012333750724793,legacy,Central-north
112,113,Garopaba,2017-10-01,False,2.3999998569488525,0.24557270109653473,2.1399998664855957,0.5274001717567445,legacy,Central-south
113,114,São Francisco do Sul,2017-10-07,True,1.8899999856948853,0.888372927904129,1.3399999141693115,0.8872952967882158,legacy,North
114,115,Bombinhas,2017-12-10,False,1.8899999856948853,0.37610313296318054,1.6399999856948853,0.6637062728404999,legacy,Central-north
115,116,São Francisco do Sul,2017-12-11,False,1.4800000190734863,0.5051960647106171,1.3399999141693115,0.8872952967882158,legacy,North
116,117,Araquari,2017-12-17,False,1.5,0.6768755316734314,1.6899999380111694,0.8045958518981935,legacy,North
117,118,Porto Belo,2018-04-14,True,1.6799999475479126,0.7919462025165558,1.6399999856948853,0.6637062728404999,legacy,Central-north
118,119,Itapoá,2018-05-21,False,2.2200000286102295,0.7565028965473175,1.3399999141693115,0.8872952967882158,legacy,North
119,120,Itapoá,2018-06-15,False,1.0799999237060547,1.1909556686878204,1.3399999141693115,0.8872952967882158,legacy,North
120,121,Balneário Barra do Sul,2018-07-07,False,1.2699999809265137,0.6115605235099792,1.6899999380111694,0.8045958518981935,legacy,North
121,122,Balneário Camboriú,2018-09-18,False,2.5399999618530273,0.2706536836922169,1.8199999332427979,0.7012333750724793,legacy,Central-north
122,123,Itapoá,2018-09-19,False,1.7599999904632568,0.49282820522785187,1.3399999141693115,0.8872952967882158,legacy,North
123,124,Itapoá,2018-10-08,False,1.0099999904632568,0.9690780639648438,1.3399999141693115,0.8872952967882158,legacy,North
124,125,Balneário Barra do Sul,2018-12-03,True,1.9399999380111694,0.8145845830440521,1.6899999380111694,0.8045958518981935,legacy,North
125,126,Balneário Camboriú,2019-03-21,True,2.0299999713897705,0.9486408233642578,1.8199999332427979,0.7012333750724793,legacy,Central-north
126,127,Barra Velha,2019-03-22,True,1.9399999380111694,1.1096959114074707,1.6899999380111694,0.8045958518981935,legacy,North
127,128,Balneário Barra do Sul,2019-03-27,False,1.459999918937683,0.7608701586723328,1.6899999380111694,0.8045958518981935,legacy,North
128,129,Balneário Barra do Sul,2019-06-13,False,0.75,0.5450243130326271,1.6899999380111694,0.8045958518981935,legacy,North
129,130,Itapoá,2019-07-21,False,1.96999990940094,0.5252521187067032,1.3399999141693115,0.8872952967882158,legacy,North
130,131,Balneário Piçarras,2019-07-22,False,2.3999998569488525,0.4645604118704796,1.6899999380111694,0.8045958518981935,legacy,Central-north
131,132,Balneário Barra do Sul,2019-07-29,False,1.5699999332427979,0.663997545838356,1.6899999380111694,0.8045958518981935,legacy,North
132,133,Itapoá,2019-08-04,True,1.7400000095367432,1.184092402458191,1.3399999141693115,0.8872952967882158,legacy,North
133,134,São Francisco do Sul,2019-08-15,True,1.9299999475479126,1.2199515104293823,1.3399999141693115,0.8872952967882158,legacy,North
134,135,Navegantes,2019-09-19,False,1.8199999332427979,0.5989999175071716,1.8199999332427979,0.7012333750724793,legacy,Central-north
135,136,Balneário Camboriú,2020-03-03,False,2.0,0.39228807389736176,1.8199999332427979,0.7012333750724793,legacy,Central-north
136,137,Balneário Rincão,2020-04-03,True,4.309999942779541,0.8317935764789581,2.4800000190734863,0.5089423596858978,legacy,South
137,138,Florianópolis,2020-04-04,True,2.549999952316284,1.0068065226078033,1.899999976158142,0.5721239119768143,legacy,Central
138,139,Porto Belo,2020-04-04,False,1.5099999904632568,1.0820014476776123,1.6399999856948853,0.6637062728404999,legacy,Central-north
139,140,Porto Belo,2020-04-08,True,1.6399999856948853,1.135812222957611,1.6399999856948853,0.6637062728404999,legacy,Central-north
140,141,Balneário Barra do Sul,2020-04-08,False,1.5999999046325684,1.3511926531791687,1.6899999380111694,0.8045958518981935,legacy,North
141,142,Balneário Rincão,2020-04-08,True,3.4600000381469727,0.8992176055908203,2.4800000190734863,0.5089423596858978,legacy,South
142,143,Itapoá,2020-04-09,False,1.3199999332427979,1.4437668323516846,1.3399999141693115,0.8872952967882158,legacy,North
143,144,Barra Velha,2020-04-12,False,1.6699999570846558,1.0241747796535492,1.6899999380111694,0.8045958518981935,legacy,North
144,145,Balneário Camboriú,2020-05-07,False,1.649999976158142,1.1304751634597778,1.8199999332427979,0.7012333750724793,legacy,Central-north
145,146,Bombinhas,2020-06-30,False,1.6100000143051147,0.5391098707914352,1.6399999856948853,0.6637062728404999,legacy,Central-north
146,147,Balneário Barra do Sul,2020-06-30,False,1.5499999523162842,0.6325809359550476,1.6899999380111694,0.8045958518981935,legacy,North
