episode_id,municipality,date_start,date_end,hs_peak,ssh_peak,n_days,E_i,I_i,C_season,C_multi,C_exposure,C_i,alpha_E,alpha_I,alpha_C,contrib_E,contrib_I,contrib_C,q_i_raw,q_i,penalty_component
hs90_ssh90_BAL_20180414,Balneário Arroio do Silva,2018-04-14,2018-04-14,2.119999885559082,0.5521611273288727,1,0,0.0164,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0049,0.0667,0.0716,0.0716,0.9284
hs90_ssh90_BAL_20031224,Balneário Piçarras,2003-12-24,2003-12-24,1.7599999904632568,0.8072847276926041,1,0,0.1338,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0401,0.0333,0.0735,0.0735,0.9265
hs90_ssh90_JOI_20031224,Joinville,2003-12-24,2003-12-24,1.7599999904632568,0.8072847276926041,1,0,0.1338,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0401,0.0333,0.0735,0.0735,0.9265
hs90_ssh90_PEN_20031224,Penha,2003-12-24,2003-12-24,1.7599999904632568,0.8072847276926041,1,0,0.1338,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0401,0.0333,0.0735,0.0735,0.9265
hs90_ssh90_IMB_20071112,Imbituba,2007-11-12,2007-11-12,2.2100000381469727,0.5383570194244385,1,0,0.1413,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0424,0.0333,0.0757,0.0757,0.9243
hs90_ssh90_GAR_20071112,Garopaba,2007-11-12,2007-11-12,2.2100000381469727,0.5383570194244385,1,0,0.1413,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0424,0.0333,0.0757,0.0757,0.9243
hs90_ssh90_PAL_20150122,Palhoça,2015-01-22,2015-01-22,1.899999976158142,0.6027473509311676,1,0,0.1434,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.043,0.0333,0.0764,0.0763,0.9237
hs90_ssh90_FLO_20150122,Florianópolis,2015-01-22,2015-01-22,1.899999976158142,0.6027473509311676,1,0,0.1434,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.043,0.0333,0.0764,0.0763,0.9237
hs90_ssh90_PAS_20160524,Passo de Torres,2016-05-24,2016-05-24,2.3499999046325684,0.5323653668165207,1,0,0.038,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0114,0.0667,0.0781,0.0781,0.9219
hs90_ssh90_ITA_20131104,Itajaí,2013-11-04,2013-11-04,1.9299999475479128,0.7015807330608368,1,0,0.1533,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.046,0.0333,0.0793,0.0793,0.9207
hs90_ssh90_BAL_20131104,Balneário Camboriú,2013-11-04,2013-11-04,1.9299999475479128,0.7015807330608368,1,0,0.1533,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.046,0.0333,0.0793,0.0793,0.9207
hs90_ssh90_NAV_20131104,Navegantes,2013-11-04,2013-11-04,1.9299999475479128,0.7015807330608368,1,0,0.1533,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.046,0.0333,0.0793,0.0793,0.9207
hs90_ssh90_ITA_20131104,Itapema,2013-11-04,2013-11-04,1.9299999475479128,0.7015807330608368,1,0,0.1533,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.046,0.0333,0.0793,0.0793,0.9207
hs90_ssh90_GAR_20191202,Garopaba,2019-12-02,2019-12-02,2.2699999809265137,0.5282648056745529,1,0,0.1608,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0482,0.0333,0.0816,0.0816,0.9184
hs90_ssh90_IMB_20191202,Imbituba,2019-12-02,2019-12-02,2.2699999809265137,0.5282648056745529,1,0,0.1608,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0482,0.0333,0.0816,0.0816,0.9184
hs90_ssh90_GAR_19980822,Garopaba,1998-08-22,1998-08-22,2.1499998569488525,0.5345878899097443,1,0,0.05,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.015,0.0667,0.0817,0.0817,0.9183
hs90_ssh90_IMB_19980822,Imbituba,1998-08-22,1998-08-22,2.1499998569488525,0.5345878899097443,1,0,0.05,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.015,0.0667,0.0817,0.0817,0.9183
hs90_ssh90_GAR_20121228,Garopaba,2012-12-28,2012-12-28,2.2300000190734863,0.5380423814058304,1,0,0.1629,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0489,0.0333,0.0822,0.0822,0.9178
hs90_ssh90_IMB_20121228,Imbituba,2012-12-28,2012-12-28,2.2300000190734863,0.5380423814058304,1,0,0.1629,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0489,0.0333,0.0822,0.0822,0.9178
hs90_ssh90_BAL_20160311,Balneário Gaivota,2016-03-11,2016-03-11,2.509999990463257,0.5462882220745087,1,0,0.1633,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.049,0.0333,0.0823,0.0823,0.9177
hs90_ssh90_BAL_20031210,Balneário Rincão,2003-12-10,2003-12-10,2.5999999046325684,0.5193738788366318,1,0,0.1683,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0505,0.0333,0.0838,0.0838,0.9162
hs90_ssh90_IÇA_20031210,Içara/Balneário Rincão,2003-12-10,2003-12-10,2.5999999046325684,0.5193738788366318,1,0,0.1683,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0505,0.0333,0.0838,0.0838,0.9162
hs90_ssh90_BAL_20071105,Balneário Arroio do Silva,2007-11-05,2007-11-05,2.220000028610229,0.5593500062823296,1,0,0.1691,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0507,0.0333,0.0841,0.0841,0.9159
hs90_ssh90_ARA_20071105,Araranguá,2007-11-05,2007-11-05,2.220000028610229,0.5593500062823296,1,0,0.1691,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0507,0.0333,0.0841,0.0841,0.9159
hs90_ssh90_IÇA_20200117,Içara/Balneário Rincão,2020-01-17,2020-01-17,2.5799999237060547,0.5242597162723541,1,0,0.1712,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0514,0.0333,0.0847,0.0847,0.9153
hs90_ssh90_BAL_20200117,Balneário Rincão,2020-01-17,2020-01-17,2.5799999237060547,0.5242597162723541,1,0,0.1712,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0514,0.0333,0.0847,0.0847,0.9153
hs90_ssh90_JOI_20181025,Joinville,2018-10-25,2018-10-25,1.6899999380111694,0.8173673450946808,1,0,0.0608,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0182,0.0667,0.0849,0.0849,0.9151
hs90_ssh90_BAL_20181025,Balneário Piçarras,2018-10-25,2018-10-25,1.6899999380111694,0.8173673450946808,1,0,0.0608,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0182,0.0667,0.0849,0.0849,0.9151
hs90_ssh90_PEN_20181025,Penha,2018-10-25,2018-10-25,1.6899999380111694,0.8173673450946808,1,0,0.0608,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0182,0.0667,0.0849,0.0849,0.9151
hs90_ssh90_PAL_20130815,Palhoça,2013-08-15,2013-08-15,1.909999966621399,0.580293208360672,1,0,0.0616,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0185,0.0667,0.0851,0.0852,0.9148
hs90_ssh90_FLO_20130815,Florianópolis,2013-08-15,2013-08-15,1.909999966621399,0.580293208360672,1,0,0.0616,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0185,0.0667,0.0851,0.0852,0.9148
hs90_ssh90_GAR_20050901,Garopaba,2005-09-01,2005-09-01,2.1499998569488525,0.5370134115219116,1,0,0.0625,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0188,0.0667,0.0854,0.0854,0.9146
hs90_ssh90_BIG_20110319,Biguaçu,2011-03-19,2011-03-19,1.5099999904632568,0.663728341460228,1,0,0.1736,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0521,0.0333,0.0854,0.0854,0.9146
hs90_ssh90_IMB_20050901,Imbituba,2005-09-01,2005-09-01,2.1499998569488525,0.5370134115219116,1,0,0.0625,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0188,0.0667,0.0854,0.0854,0.9146
hs90_ssh90_PAS_20160311,Passo de Torres,2016-03-11,2016-03-11,2.419999837875366,0.5497412830591202,1,0,0.1757,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0527,0.0333,0.086,0.0861,0.9139
hs90_ssh90_BAL_20030322,Balneário Gaivota,2003-03-22,2003-03-22,2.639999866485596,0.5185280740261078,1,0,0.1782,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0535,0.0333,0.0868,0.0868,0.9132
hs90_ssh90_IMB_20130102,Imbituba,2013-01-02,2013-01-02,2.2699999809265137,0.5331684350967407,1,0,0.1807,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0542,0.0333,0.0875,0.0875,0.9125
hs90_ssh90_BAL_20180313,Balneário Gaivota,2018-03-13,2018-03-13,2.470000028610229,0.5659207254648209,1,0,0.1807,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0542,0.0333,0.0875,0.0875,0.9125
hs90_ssh90_GAR_20130102,Garopaba,2013-01-02,2013-01-02,2.2699999809265137,0.5331684350967407,1,0,0.1807,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0542,0.0333,0.0875,0.0875,0.9125
hs90_ssh90_BIG_20190203,Biguaçu,2019-02-03,2019-02-03,1.5499999523162842,0.647275447845459,1,0,0.1828,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0548,0.0333,0.0882,0.0882,0.9118
hs90_ssh90_IMB_20050323,Imbituba,2005-03-23,2005-03-24,2.190000057220459,0.5565923303365707,2,0,0.1849,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0555,0.0333,0.0888,0.0888,0.9112
hs90_ssh90_GAR_20050323,Garopaba,2005-03-23,2005-03-24,2.190000057220459,0.5565923303365707,2,0,0.1849,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0555,0.0333,0.0888,0.0888,0.9112
hs90_ssh90_IÇA_20181012,Içara/Balneário Rincão,2018-10-12,2018-10-12,2.4800000190734863,0.5268851071596146,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_NAV_20140911,Navegantes,2014-09-11,2014-09-11,1.829999923706055,0.7134174853563309,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_BAL_20140911,Balneário Camboriú,2014-09-11,2014-09-11,1.829999923706055,0.7134174853563309,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_ITA_20140911,Itapema,2014-09-11,2014-09-11,1.829999923706055,0.7134174853563309,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_ITA_20140911,Itajaí,2014-09-11,2014-09-11,1.829999923706055,0.7134174853563309,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_BAL_20181012,Balneário Rincão,2018-10-12,2018-10-12,2.4800000190734863,0.5268851071596146,1,0,0.0787,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0236,0.0667,0.0903,0.0903,0.9097
hs90_ssh90_BAL_20080506,Balneário Arroio do Silva,2008-05-06,2008-05-06,2.1499998569488525,0.5572649240493774,1,0,0.0807,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0242,0.0667,0.0909,0.0909,0.9091
hs90_ssh90_ARA_20080506,Araranguá,2008-05-06,2008-05-06,2.1499998569488525,0.5572649240493774,1,0,0.0807,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0242,0.0667,0.0909,0.0909,0.9091
hs90_ssh90_LAG_20000622,Laguna,2000-06-22,2000-06-22,2.639999866485596,0.5205129086971283,1,0,0.1923,1,0,0,0.3333,0.6,0.3,0.1,0.0,0.0577,0.0333,0.091,0.091,0.909
hs90_ssh90_PAS_20120430,Passo de Torres,2012-04-30,2012-04-30,2.389999866485596,0.5342237502336502,1,0,0.0845,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0254,0.0667,0.092,0.092,0.908
hs90_ssh90_POR_20060829,Porto Belo,2006-08-29,2006-08-29,1.649999976158142,0.6761038601398468,1,0,0.0865,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.026,0.0667,0.0926,0.0926,0.9074
hs90_ssh90_BOM_20060829,Bombinhas,2006-08-29,2006-08-29,1.649999976158142,0.6761038601398468,1,0,0.0865,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.026,0.0667,0.0926,0.0926,0.9074
hs90_ssh90_TIJ_20060829,Tijucas,2006-08-29,2006-08-29,1.649999976158142,0.6761038601398468,1,0,0.0865,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.026,0.0667,0.0926,0.0926,0.9074
hs90_ssh90_BIG_20101111,Biguaçu,2010-11-11,2010-11-11,1.559999942779541,0.6472661197185516,1,0,0.199,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0597,0.0333,0.093,0.093,0.907
hs90_ssh90_BIG_20130904,Biguaçu,2013-09-04,2013-09-04,1.5099999904632568,0.6430736482143402,1,0,0.0907,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0272,0.0667,0.0939,0.0939,0.9061
hs90_ssh90_JOI_20171020,Joinville,2017-10-20,2017-10-20,1.7300000190734863,0.8080296665430069,1,0,0.0915,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0274,0.0667,0.0941,0.0941,0.9059
hs90_ssh90_BAL_20171020,Balneário Piçarras,2017-10-20,2017-10-20,1.7300000190734863,0.8080296665430069,1,0,0.0915,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0274,0.0667,0.0941,0.0941,0.9059
hs90_ssh90_PEN_20171020,Penha,2017-10-20,2017-10-20,1.7300000190734863,0.8080296665430069,1,0,0.0915,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0274,0.0667,0.0941,0.0941,0.9059
hs90_ssh90_ARA_20020921,Araranguá,2002-09-21,2002-09-21,2.169999837875366,0.5530136227607727,1,0,0.0919,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0276,0.0667,0.0942,0.0942,0.9058
hs90_ssh90_BAL_20020921,Balneário Arroio do Silva,2002-09-21,2002-09-21,2.169999837875366,0.5530136227607727,1,0,0.0919,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0276,0.0667,0.0942,0.0942,0.9058
hs90_ssh90_BAL_20170412,Balneário Piçarras,2017-04-12,2017-04-12,1.71999990940094,0.8140174299478531,1,0,0.0957,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0287,0.0667,0.0954,0.0954,0.9046
hs90_ssh90_PEN_20170412,Penha,2017-04-12,2017-04-12,1.71999990940094,0.8140174299478531,1,0,0.0957,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0287,0.0667,0.0954,0.0954,0.9046
hs90_ssh90_JOI_20170412,Joinville,2017-04-12,2017-04-12,1.71999990940094,0.8140174299478531,1,0,0.0957,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0287,0.0667,0.0954,0.0954,0.9046
hs90_ssh90_IÇA_20130810,Içara/Balneário Rincão,2013-08-10,2013-08-10,2.490000009536743,0.5279577076435089,1,0,0.0965,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.029,0.0667,0.0956,0.0956,0.9044
hs90_ssh90_BAL_20130810,Balneário Rincão,2013-08-10,2013-08-10,2.490000009536743,0.5279577076435089,1,0,0.0965,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.029,0.0667,0.0956,0.0956,0.9044
hs90_ssh90_PEN_20130223,Penha,2013-02-23,2013-02-23,1.829999923706055,0.8046211302280426,1,0,0.2081,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0624,0.0333,0.0958,0.0958,0.9042
hs90_ssh90_BAL_20130223,Balneário Piçarras,2013-02-23,2013-02-23,1.829999923706055,0.8046211302280426,1,0,0.2081,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0624,0.0333,0.0958,0.0958,0.9042
hs90_ssh90_JOI_20130223,Joinville,2013-02-23,2013-02-23,1.829999923706055,0.8046211302280426,1,0,0.2081,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0624,0.0333,0.0958,0.0958,0.9042
hs90_ssh90_ARA_20160311,Araranguá,2016-03-11,2016-03-11,2.129999876022339,0.6050026714801788,1,0,0.2093,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0628,0.0333,0.0961,0.0961,0.9039
hs90_ssh90_BAL_20160311,Balneário Arroio do Silva,2016-03-11,2016-03-11,2.129999876022339,0.6050026714801788,1,0,0.2093,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0628,0.0333,0.0961,0.0961,0.9039
hs90_ssh90_BAL_20170619,Balneário Arroio do Silva,2017-06-19,2017-06-19,2.129999876022339,0.5674439668655396,1,0,0.099,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0297,0.0667,0.0964,0.0964,0.9036
hs90_ssh90_ARA_20170619,Araranguá,2017-06-19,2017-06-19,2.129999876022339,0.5674439668655396,1,0,0.099,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0297,0.0667,0.0964,0.0964,0.9036
hs90_ssh90_PAS_20180613,Passo de Torres,2018-06-13,2018-06-13,2.379999876022339,0.5410239100456238,1,0,0.1019,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0306,0.0667,0.0972,0.0972,0.9028
hs90_ssh90_ARA_20180613,Araranguá,2018-06-13,2018-06-13,2.1499998569488525,0.5613594651222229,1,0,0.1019,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0306,0.0667,0.0972,0.0972,0.9028
hs90_ssh90_BAL_20180613,Balneário Arroio do Silva,2018-06-13,2018-06-13,2.1499998569488525,0.5613594651222229,1,0,0.1019,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0306,0.0667,0.0972,0.0972,0.9028
hs90_ssh90_ITA_20181025,Itapema,2018-10-25,2018-10-25,1.8199999332427976,0.721772089600563,1,0,0.1023,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0307,0.0667,0.0974,0.0974,0.9026
hs90_ssh90_BAL_20181025,Balneário Camboriú,2018-10-25,2018-10-25,1.8199999332427976,0.721772089600563,1,0,0.1023,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0307,0.0667,0.0974,0.0974,0.9026
hs90_ssh90_ITA_20181025,Itajaí,2018-10-25,2018-10-25,1.8199999332427976,0.721772089600563,1,0,0.1023,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0307,0.0667,0.0974,0.0974,0.9026
hs90_ssh90_NAV_20181025,Navegantes,2018-10-25,2018-10-25,1.8199999332427976,0.721772089600563,1,0,0.1023,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0307,0.0667,0.0974,0.0974,0.9026
hs90_ssh90_LAG_20031210,Laguna,2003-12-10,2003-12-10,2.5999999046325684,0.5352883040904999,1,0,0.2168,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.065,0.0333,0.0984,0.0984,0.9016
hs90_ssh90_PAS_20020907,Passo de Torres,2002-09-07,2002-09-07,2.4099998474121094,0.5337938368320465,1,0,0.1064,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0319,0.0667,0.0986,0.0986,0.9014
hs90_ssh90_GAR_20190218,Garopaba,2019-02-18,2019-02-18,2.169999837875366,0.5732771009206772,1,0,0.2218,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0665,0.0333,0.0999,0.0999,0.9001
hs90_ssh90_IMB_20190218,Imbituba,2019-02-18,2019-02-18,2.169999837875366,0.5732771009206772,1,0,0.2218,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0665,0.0333,0.0999,0.0999,0.9001
hs90_ssh90_LAG_19980625,Laguna,1998-06-25,1998-06-25,2.549999952316284,0.5184442400932312,1,0,0.1127,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0338,0.0667,0.1005,0.1005,0.8995
hs90_ssh90_LAG_20060924,Laguna,2006-09-24,2006-09-24,2.5,0.5292502343654633,1,0,0.1147,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0344,0.0667,0.1011,0.1011,0.8989
hs90_ssh90_LAG_20090501,Laguna,2009-05-01,2009-05-01,2.470000028610229,0.5708021223545074,1,0,0.2288,1,0,0,0.3333,0.6,0.3,0.1,0.0,0.0686,0.0333,0.102,0.102,0.898
hs90_ssh90_BAL_20111225,Balneário Arroio do Silva,2011-12-25,2011-12-25,2.259999990463257,0.5630688369274139,1,0,0.2305,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0692,0.0333,0.1025,0.1025,0.8975
hs90_ssh90_ARA_20111225,Araranguá,2011-12-25,2011-12-25,2.259999990463257,0.5630688369274139,1,0,0.2305,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0692,0.0333,0.1025,0.1025,0.8975
hs90_ssh90_BAR_20191213,Barra Velha,2019-12-13,2019-12-13,1.7300000190734863,0.8158462792634964,1,0,0.1201,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.036,0.0667,0.1027,0.1027,0.8973
hs90_ssh90_ARA_20191213,Araquari,2019-12-13,2019-12-13,1.7300000190734863,0.8158462792634964,1,0,0.1201,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.036,0.0667,0.1027,0.1027,0.8973
hs90_ssh90_BAL_20191213,Balneário Barra do Sul,2019-12-13,2019-12-13,1.7300000190734863,0.8158462792634964,1,0,0.1201,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.036,0.0667,0.1027,0.1027,0.8973
hs90_ssh90_BAL_20200117,Balneário Gaivota,2020-01-17,2020-01-17,2.539999961853028,0.5568642020225525,1,0,0.2317,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0695,0.0333,0.1028,0.1029,0.8971
hs90_ssh90_BAL_20100326,Balneário Gaivota,2010-03-26,2010-03-26,2.7100000381469727,0.5199927538633347,1,0,0.2321,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0696,0.0333,0.103,0.103,0.897
hs90_ssh90_BOM_20181025,Bombinhas,2018-10-25,2018-10-25,1.6899999380111694,0.6671102792024612,1,0,0.1214,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0364,0.0667,0.1031,0.1031,0.8969
hs90_ssh90_POR_20181025,Porto Belo,2018-10-25,2018-10-25,1.6899999380111694,0.6671102792024612,1,0,0.1214,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0364,0.0667,0.1031,0.1031,0.8969
hs90_ssh90_TIJ_20181025,Tijucas,2018-10-25,2018-10-25,1.6899999380111694,0.6671102792024612,1,0,0.1214,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0364,0.0667,0.1031,0.1031,0.8969
hs90_ssh90_BAL_20181012,Balneário Gaivota,2018-10-12,2018-10-12,2.509999990463257,0.5350579619407654,1,0,0.1226,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0368,0.0667,0.1034,0.1035,0.8965
hs90_ssh90_LAG_20070121,Laguna,2007-01-21,2007-01-21,2.490000009536743,0.5665991008281708,1,0,0.2367,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.071,0.0333,0.1043,0.1043,0.8957
hs90_ssh90_NAV_20181203,Navegantes,2018-12-03,2018-12-03,2.0,0.7037324011325836,1,0,0.2396,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0719,0.0333,0.1052,0.1052,0.8948
hs90_ssh90_ITA_20181203,Itapema,2018-12-03,2018-12-03,2.0,0.7037324011325836,1,0,0.2396,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0719,0.0333,0.1052,0.1052,0.8948
hs90_ssh90_ITA_20181203,Itajaí,2018-12-03,2018-12-03,2.0,0.7037324011325836,1,0,0.2396,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0719,0.0333,0.1052,0.1052,0.8948
hs90_ssh90_BAL_20181203,Balneário Camboriú,2018-12-03,2018-12-03,2.0,0.7037324011325836,1,0,0.2396,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.0719,0.0333,0.1052,0.1052,0.8948
hs90_ssh90_POR_20080905,Porto Belo,2008-09-05,2008-09-05,1.659999966621399,0.6818163692951202,1,0,0.1305,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0392,0.0667,0.1058,0.1058,0.8942
hs90_ssh90_TIJ_20080905,Tijucas,2008-09-05,2008-09-05,1.659999966621399,0.6818163692951202,1,0,0.1305,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.0392,0.0667,0.1058,0.1058,0.8942
