grid_lat,grid_lon,municipality,thr_hs_abs,thr_ssh_total_abs,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_peak_lag_days,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_compound_intensity_norm_abspeak,p95_compound_intensity_norm_abspeak,max_compound_intensity_norm_abspeak
-13.0,-37.8,,2.23,1.24848,48,1.45,2.0,4.0,4,-0.69,0.3261,0.6269,0.7478,0.4456,0.6051,0.6744
-12.8,-38.0,,2.1,1.255236,61,1.85,2.0,4.0,5,-0.51,0.3301,0.623,0.7539,0.4277,0.5663,0.6624
-12.8,-37.8,,2.19,1.249708,53,1.61,1.92,3.4,4,-0.58,0.3296,0.6142,0.7421,0.443,0.6163,0.6735
-12.6,-37.8,,2.12,1.25369,60,1.82,1.95,4.0,5,-0.57,0.3154,0.6082,0.7449,0.4233,0.5849,0.6596
-12.6,-37.6,,2.21,1.247274,54,1.64,1.87,4.0,4,-0.24,0.3206,0.6272,0.7706,0.4432,0.6234,0.6606
-12.4,-37.8,,1.78,1.277298,63,1.91,1.94,4.0,5,-0.57,0.2746,0.5464,0.6545,0.3407,0.4826,0.5075
-12.4,-37.6,,2.14,1.253656,58,1.76,1.91,4.0,5,-0.5,0.3094,0.6247,0.7721,0.4274,0.609,0.6572
-12.4,-37.4,,2.24,1.2458,52,1.58,1.87,4.0,4,-0.13,0.315,0.6286,0.7956,0.4477,0.6356,0.6501
-12.2,-37.6,,1.97,1.264039,61,1.85,1.97,4.0,5,-0.54,0.2971,0.5881,0.7477,0.3882,0.5365,0.5844
-12.2,-37.4,,2.19,1.251975,54,1.64,1.89,4.0,4,-0.41,0.3148,0.6327,0.7865,0.4409,0.6392,0.6538
-12.0,-37.4,,2.12,1.259483,59,1.79,1.86,4.0,5,-0.44,0.3158,0.6166,0.7782,0.4277,0.6078,0.6586
-12.0,-37.2,,2.23,1.25175,51,1.55,1.82,4.0,4,-0.24,0.3161,0.6172,0.7924,0.4484,0.6427,0.6844
-11.8,-37.4,,2.01,1.270479,58,1.76,1.95,4.0,5,-0.41,0.3029,0.5923,0.7827,0.4,0.5856,0.628
-11.8,-37.2,,2.19,1.256161,55,1.67,1.82,4.0,5,-0.47,0.3093,0.5981,0.7839,0.4371,0.6255,0.6747
-11.6,-37.4,,1.84,1.460342,64,1.94,1.89,4.0,5,-0.31,0.3166,0.633,0.8274,0.4012,0.5621,0.606
-11.6,-37.2,,2.07,1.262251,56,1.7,1.88,4.0,5,-0.52,0.3095,0.5915,0.7873,0.4126,0.5821,0.6472
-11.6,-37.0,,2.23,1.255764,50,1.52,1.82,4.0,5,-0.22,0.3164,0.5968,0.7815,0.4461,0.6337,0.6889
-11.4,-37.2,,1.86,1.28638,58,1.76,1.98,4.0,5,-0.17,0.289,0.5761,0.7927,0.3658,0.501,0.5944
-11.4,-37.0,,2.19,1.261825,54,1.64,1.83,4.0,5,-0.39,0.3106,0.5927,0.7919,0.436,0.6067,0.6919
-11.4,-36.8,,2.26,1.256563,46,1.39,1.85,4.0,4,-0.65,0.3142,0.5971,0.7817,0.4511,0.6302,0.6891
-11.2,-37.0,,2.0,1.274561,54,1.64,2.02,4.0,5,-0.17,0.303,0.5861,0.7928,0.3952,0.5305,0.6268
-11.2,-36.8,,2.22,1.261827,49,1.49,1.88,4.0,5,-0.47,0.307,0.604,0.7945,0.4393,0.6007,0.6923
-11.0,-37.0,,1.45,1.290438,53,1.61,2.11,4.0,5,0.06,0.2636,0.4816,0.7916,0.2736,0.3588,0.4961
-11.0,-36.8,,2.19,1.271335,53,1.61,2.0,4.0,5,-0.28,0.2998,0.6084,0.7923,0.4302,0.5759,0.6938
-11.0,-36.6,,2.24,1.263685,47,1.42,1.98,4.0,5,0.11,0.324,0.6209,0.7961,0.4507,0.6092,0.6929
-10.8,-36.8,,1.66,1.289736,56,1.7,2.12,4.25,5,-0.11,0.2739,0.5254,0.7944,0.3192,0.4215,0.5972
-10.8,-36.6,,2.11,1.28509,51,1.55,2.08,4.0,5,-0.14,0.3163,0.6201,0.7991,0.425,0.5757,0.6978
-10.8,-36.4,,2.23,1.265146,46,1.39,2.02,4.0,5,-0.17,0.3305,0.6297,0.8013,0.4509,0.6109,0.6941
-10.8,-36.2,,2.31,1.259763,43,1.3,1.93,4.0,5,-0.09,0.3248,0.6101,0.8042,0.4621,0.6319,0.6935
-10.6,-36.6,,1.86,1.310157,52,1.58,2.19,4.45,5,-0.15,0.2973,0.59,0.8016,0.3737,0.5056,0.6739
-10.6,-36.4,,2.08,1.277341,52,1.58,2.1,4.0,5,-0.06,0.307,0.6075,0.8007,0.4128,0.556,0.6964
-10.6,-36.2,,2.22,1.270695,51,1.55,1.9,4.0,5,-0.08,0.3192,0.5992,0.8006,0.4446,0.5871,0.6951
-10.6,-36.0,,2.32,1.261307,47,1.42,1.85,4.0,5,-0.15,0.3305,0.6055,0.805,0.4647,0.6136,0.6939
-10.4,-36.2,,1.9,1.300144,53,1.61,1.94,4.0,5,-0.4,0.3042,0.5628,0.8039,0.3772,0.4907,0.6485
-10.4,-36.0,,2.23,1.271858,50,1.52,1.88,4.0,5,-0.18,0.3249,0.6119,0.801,0.446,0.5845,0.6826
-10.4,-35.8,,2.32,1.262563,47,1.42,1.89,4.0,5,0.02,0.3282,0.6059,0.8038,0.4641,0.6112,0.694
-10.2,-36.0,,2.0,1.292758,56,1.7,1.93,4.0,5,-0.62,0.3032,0.584,0.8037,0.3959,0.5175,0.6341
-10.2,-35.8,,2.26,1.270104,51,1.55,1.9,4.0,5,-0.31,0.3095,0.596,0.8018,0.4467,0.5875,0.6952
-10.2,-35.6,,2.33,1.266157,47,1.42,1.89,4.0,5,-0.28,0.3178,0.604,0.802,0.4616,0.6107,0.6944
-10.0,-35.8,,2.01,1.284509,55,1.67,1.87,4.0,5,-0.65,0.2987,0.5874,0.8037,0.394,0.5249,0.6361
-10.0,-35.6,,2.27,1.273416,49,1.49,1.88,4.0,5,-0.24,0.3139,0.5918,0.8026,0.4502,0.5948,0.696
-10.0,-35.4,,2.35,1.268474,46,1.39,1.93,4.0,5,-0.43,0.3244,0.6206,0.8039,0.4682,0.6266,0.6952
-9.8,-35.8,,2.13,1.310815,54,1.64,1.98,4.0,5,0.06,0.3114,0.591,0.806,0.4276,0.5722,0.7023
-9.8,-35.6,,2.19,1.292465,51,1.55,1.96,4.0,5,-0.04,0.3171,0.5992,0.808,0.4388,0.5824,0.7007
-9.8,-35.4,,2.28,1.278232,48,1.45,1.88,4.0,5,-0.33,0.3262,0.6189,0.8038,0.4585,0.6082,0.6971
-9.6,-35.6,,1.6,1.380091,51,1.55,2.02,4.0,5,0.0,0.2914,0.5675,0.7967,0.325,0.4088,0.5218
-9.6,-35.4,,2.13,1.308327,49,1.49,1.96,4.0,5,-0.06,0.3092,0.6059,0.8134,0.4271,0.5494,0.7048
-9.6,-35.2,,2.26,1.279132,48,1.45,1.94,4.0,5,-0.4,0.3045,0.6097,0.8018,0.4463,0.5727,0.697
-9.4,-35.4,,1.52,1.366279,51,1.55,2.02,4.0,5,-0.14,0.2801,0.5466,0.793,0.3032,0.3794,0.5013
-9.4,-35.2,,2.15,1.309146,49,1.49,2.06,4.0,5,-0.08,0.3068,0.6025,0.8117,0.4312,0.5476,0.7047
-9.4,-35.0,,2.3,1.273998,47,1.42,1.98,4.0,5,-0.26,0.3098,0.6419,0.8018,0.4527,0.5806,0.6957
-9.2,-35.2,,1.83,1.343808,54,1.64,2.06,4.0,5,0.2,0.292,0.5532,0.8342,0.3645,0.4502,0.6239
-9.2,-35.0,,2.2,1.294326,51,1.55,2.08,4.0,5,-0.08,0.3052,0.605,0.8152,0.4358,0.5509,0.7003
-9.2,-34.8,,2.34,1.272311,49,1.49,2.0,4.0,6,-0.18,0.304,0.6541,0.8113,0.4568,0.5855,0.6943
-9.0,-35.0,,2.11,1.307188,53,1.61,2.0,4.0,5,-0.4,0.3058,0.6239,0.8092,0.4191,0.5485,0.7039
-9.0,-34.8,,2.3,1.281661,53,1.61,1.96,4.0,6,-0.25,0.2957,0.6156,0.817,0.4464,0.5727,0.6964
-8.8,-35.0,,1.96,1.326403,55,1.67,2.0,4.0,5,-0.22,0.2985,0.6574,0.8131,0.3911,0.5615,0.6828
-8.8,-34.8,,2.25,1.288328,54,1.64,2.04,4.0,6,0.26,0.3022,0.6589,0.8236,0.4412,0.569,0.6983
-8.6,-34.8,,2.19,1.303582,55,1.67,2.09,4.3,6,0.18,0.2963,0.672,0.8325,0.4313,0.5956,0.7021
-8.6,-34.6,,2.34,1.281477,52,1.58,2.13,4.45,6,0.38,0.3075,0.7062,0.8226,0.4559,0.6067,0.6961
-8.4,-34.8,,1.97,1.316863,61,1.85,2.03,4.0,6,0.11,0.2838,0.5786,0.8246,0.385,0.5124,0.7052
-8.4,-34.6,,2.29,1.289405,54,1.64,2.04,4.35,6,0.26,0.3045,0.6955,0.827,0.4468,0.5954,0.6971
-8.2,-34.8,,2.08,1.335369,62,1.88,2.02,4.0,6,0.05,0.2855,0.5134,0.8336,0.4061,0.5077,0.709
-8.2,-34.6,,2.24,1.299459,61,1.85,1.92,4.0,6,0.11,0.287,0.5414,0.8277,0.4298,0.5452,0.6998
-8.0,-34.8,,1.93,1.354498,65,1.97,2.0,4.0,6,0.05,0.2745,0.4819,0.8024,0.377,0.4602,0.7013
-8.0,-34.6,,2.17,1.324909,64,1.94,1.86,4.0,6,0.02,0.2816,0.5179,0.8033,0.4196,0.5245,0.7056
-8.0,-34.4,,2.35,1.297281,61,1.85,1.89,4.0,6,0.02,0.2988,0.547,0.8188,0.4528,0.5679,0.697
-7.8,-34.8,,1.75,1.378044,69,2.09,1.99,4.0,6,0.46,0.2668,0.4644,0.8018,0.3436,0.4194,0.6986
-7.8,-34.6,,2.03,1.342964,66,2.0,1.88,4.0,6,-0.05,0.2753,0.4803,0.8005,0.393,0.4803,0.7097
-7.8,-34.4,,2.33,1.307871,63,1.91,1.87,4.0,6,-0.16,0.2958,0.5216,0.7864,0.4509,0.5618,0.6995
-7.6,-34.8,,1.4,1.43055,63,1.91,1.78,4.0,5,1.0,0.2785,0.4841,0.5545,0.2842,0.3505,0.3668
-7.6,-34.6,,1.85,1.359312,66,2.0,1.86,4.0,6,0.12,0.2641,0.473,0.8001,0.3592,0.4446,0.7129
-7.6,-34.4,,2.31,1.315022,64,1.94,1.83,4.0,5,-0.11,0.2809,0.5099,0.7848,0.444,0.5517,0.7014
-7.4,-34.6,,1.91,1.364901,64,1.94,1.91,4.0,6,0.11,0.2578,0.4714,0.7954,0.368,0.4502,0.7132
-7.4,-34.4,,2.3,1.317,67,2.03,1.84,4.0,5,0.13,0.2773,0.5022,0.7921,0.4392,0.5444,0.703
-7.2,-34.6,,2.01,1.364615,63,1.91,1.83,4.0,5,0.1,0.2644,0.4968,0.7971,0.3882,0.4741,0.7135
-7.2,-34.4,,2.3,1.318361,62,1.88,1.85,4.0,5,0.15,0.2725,0.5175,0.7975,0.4383,0.5377,0.7042
-7.0,-34.8,,1.38,1.406612,67,2.03,1.76,4.0,4,0.13,0.2182,0.4402,0.827,0.2573,0.308,0.5346
-7.0,-34.6,,2.11,1.35179,60,1.82,1.88,4.0,5,-0.18,0.2581,0.4715,0.7939,0.4033,0.4922,0.7103
-7.0,-34.4,,2.28,1.326259,63,1.91,1.97,4.0,5,-0.02,0.2674,0.5064,0.7971,0.4334,0.524,0.7057
-6.8,-34.8,,1.43,1.391897,61,1.85,1.93,4.0,5,0.31,0.2173,0.4417,0.797,0.2685,0.3248,0.5798
-6.8,-34.6,,2.19,1.342656,61,1.85,1.85,4.0,5,-0.26,0.2607,0.463,0.7931,0.4198,0.513,0.7084
-6.6,-34.8,,1.86,1.373365,60,1.82,1.95,4.0,4,0.03,0.2277,0.4268,0.7947,0.3498,0.4171,0.6526
-6.6,-34.6,,2.21,1.3416,59,1.79,1.9,4.0,4,-0.2,0.2521,0.4554,0.7949,0.4185,0.5142,0.7085
-6.4,-34.8,,2.038,1.36534,57,1.73,2.04,4.0,5,0.02,0.2411,0.4373,0.7958,0.3882,0.4681,0.6713
-6.4,-34.6,,2.27,1.345935,58,1.76,1.97,4.0,5,-0.1,0.2489,0.4522,0.7984,0.431,0.5282,0.7099
-6.2,-35.0,,1.47,1.394526,66,2.0,1.8,4.0,4,-0.45,0.2081,0.3971,0.6974,0.2693,0.3188,0.4661
-6.2,-34.8,,2.12,1.361824,59,1.79,1.97,4.0,5,-0.1,0.2449,0.4496,0.7915,0.4043,0.5101,0.7028
-6.2,-34.6,,2.3,1.346455,65,1.97,1.85,4.0,5,-0.14,0.2448,0.4528,0.7911,0.4364,0.5387,0.7088
-6.0,-35.0,,1.87,1.390955,66,2.0,1.76,4.0,4,0.02,0.2235,0.4186,0.7344,0.3508,0.4268,0.557
-6.0,-34.8,,2.18,1.365858,67,2.03,1.85,4.0,4,0.01,0.2328,0.4388,0.7938,0.4115,0.4762,0.7059
-5.8,-35.0,,1.9,1.381765,72,2.18,1.75,4.0,4,-0.04,0.2269,0.4379,0.7475,0.3558,0.4418,0.5677
-5.8,-34.8,,2.24,1.363358,64,1.94,1.84,4.0,4,-0.19,0.2439,0.4599,0.79,0.4261,0.5321,0.701
-5.6,-35.0,,2.03,1.383637,69,2.09,1.68,4.0,4,-0.07,0.223,0.4592,0.7758,0.3808,0.4822,0.6063
-5.6,-34.8,,2.3,1.365896,61,1.85,1.93,4.0,4,0.25,0.2499,0.4944,0.7858,0.4406,0.5395,0.7082
-5.4,-35.2,,2.01,1.466034,71,2.15,1.72,4.0,4,-0.04,0.2376,0.4716,0.6909,0.393,0.4764,0.571
-5.4,-35.0,,2.21,1.384989,69,2.09,1.75,4.0,4,0.22,0.2324,0.4777,0.7752,0.4179,0.5131,0.6395
-5.4,-34.8,,2.34,1.366738,60,1.82,1.9,4.0,4,0.33,0.253,0.5239,0.7823,0.4504,0.552,0.7023
-5.2,-35.4,,1.87,1.56747,69,2.09,1.64,3.6,4,0.07,0.2366,0.4554,0.5553,0.3817,0.4401,0.4799
-5.2,-35.2,,2.06,1.442934,70,2.12,1.73,3.55,4,0.33,0.2245,0.4643,0.6792,0.3941,0.465,0.576
-5.2,-35.0,,2.27,1.386125,73,2.21,1.73,4.0,4,0.32,0.2341,0.4943,0.7621,0.4286,0.5106,0.6448
-5.0,-36.6,,1.42,1.644253,66,2.0,1.94,3.75,5,-0.29,0.2725,0.4601,0.6877,0.3245,0.386,0.5045
-5.0,-36.2,,1.36,1.729575,74,2.24,1.89,4.0,4,-0.38,0.2764,0.5247,0.7684,0.3317,0.4046,0.54
-5.0,-35.6,,1.72,1.515432,76,2.3,1.55,3.0,4,-0.11,0.2131,0.4247,0.5198,0.336,0.3892,0.4628
-5.0,-35.4,,1.93,1.476623,71,2.15,1.61,3.0,4,0.04,0.2166,0.4552,0.559,0.3718,0.4358,0.5183
-5.0,-35.2,,2.14,1.421647,66,2.0,1.71,3.75,4,0.32,0.2321,0.5113,0.657,0.4091,0.4903,0.5852
-5.0,-35.0,,2.29,1.370841,65,1.97,1.66,4.0,4,0.63,0.2363,0.55,0.7341,0.4312,0.5307,0.6383
-4.8,-37.2,,1.76,2.276873,88,2.67,1.61,3.0,5,-0.14,0.32,0.5342,0.5556,0.5152,0.5619,0.5884
-4.8,-37.0,,1.79,1.632679,82,2.49,1.55,3.0,5,-0.22,0.2302,0.3819,0.4586,0.3761,0.4167,0.4598
-4.8,-36.8,,1.86,1.571185,81,2.45,1.59,3.0,5,-0.36,0.2167,0.3701,0.539,0.3752,0.419,0.5053
-4.8,-36.6,,1.9,1.522251,79,2.39,1.63,3.0,3,-0.37,0.2164,0.3818,0.6252,0.3741,0.4241,0.5488
-4.8,-36.4,,1.91,1.476011,72,2.18,1.65,3.0,3,0.11,0.2118,0.3853,0.6724,0.3668,0.4247,0.5699
-4.8,-36.2,,1.91,1.46108,74,2.24,1.55,3.0,3,0.14,0.2065,0.3896,0.6953,0.3623,0.4235,0.5793
-4.8,-36.0,,1.93,1.454371,72,2.18,1.58,3.0,3,0.29,0.214,0.3955,0.7298,0.367,0.4257,0.5995
-4.8,-35.8,,1.98,1.449664,74,2.24,1.51,3.0,3,0.23,0.2152,0.4328,0.6426,0.3756,0.426,0.5639
-4.8,-35.6,,2.07,1.449795,65,1.97,1.6,3.0,4,0.18,0.2189,0.4558,0.576,0.3949,0.4681,0.5474
-4.8,-35.4,,2.17,1.433594,62,1.88,1.71,3.0,4,0.13,0.2335,0.5078,0.6581,0.418,0.516,0.6054
-4.6,-37.4,,1.52,1.688442,89,2.7,1.61,3.6,5,-0.12,0.2314,0.3886,0.4334,0.3374,0.3724,0.4126
-4.6,-37.2,,1.93,1.619092,83,2.52,1.52,3.0,5,-0.02,0.2334,0.3897,0.5438,0.4037,0.4474,0.5311
-4.6,-37.0,,2.06,1.527905,80,2.42,1.5,3.0,5,0.15,0.224,0.3939,0.5673,0.4081,0.4483,0.5526
-4.6,-36.8,,2.09,1.487054,75,2.27,1.61,3.0,4,0.29,0.2158,0.3979,0.5724,0.4047,0.4462,0.5556
-4.6,-36.6,,2.09,1.479166,75,2.27,1.6,3.0,4,0.08,0.2209,0.3974,0.611,0.4044,0.4471,0.5738
-4.6,-36.0,,2.12,1.450993,72,2.18,1.51,2.45,3,0.28,0.2156,0.4363,0.6822,0.404,0.4584,0.6111
-4.4,-37.6,,1.75,1.701803,83,2.52,1.59,3.0,5,-0.04,0.2428,0.4234,0.4956,0.3895,0.4346,0.453
-4.4,-37.4,,2.0,1.624544,86,2.61,1.53,3.0,5,0.0,0.2401,0.423,0.6101,0.4219,0.4693,0.5829
-4.4,-37.2,,2.1,1.524334,83,2.52,1.52,3.0,5,0.34,0.2341,0.4143,0.6056,0.4205,0.4708,0.5826
-4.4,-37.0,,2.15,1.495144,78,2.36,1.6,3.0,4,0.4,0.2323,0.4125,0.5994,0.4231,0.4718,0.5837
-4.2,-37.8,,1.63,1.700399,85,2.58,1.61,3.0,4,-0.24,0.2351,0.4292,0.5112,0.3642,0.4161,0.442
-4.2,-37.6,,1.91,1.633143,83,2.52,1.53,3.0,4,0.23,0.2351,0.4402,0.5278,0.4059,0.4609,0.5313
-4.2,-37.4,,2.14,1.548592,82,2.49,1.5,3.0,4,0.48,0.2384,0.4489,0.5977,0.4346,0.4976,0.5935
-4.2,-32.6,,2.43,1.284232,61,1.85,1.72,4.0,4,0.13,0.2659,0.5317,0.6722,0.4554,0.5602,0.5982
-4.2,-32.4,,2.41,1.277939,59,1.79,1.85,4.0,4,0.2,0.2677,0.5061,0.673,0.4505,0.5563,0.5887
-4.2,-32.2,,2.43,1.271915,62,1.88,1.74,4.0,4,0.21,0.2618,0.4853,0.6719,0.4497,0.539,0.5897
-4.0,-38.0,,1.71,1.685846,83,2.52,1.59,3.0,5,-0.17,0.232,0.4305,0.4979,0.375,0.4272,0.4438
-4.0,-37.8,,1.87,1.625822,84,2.55,1.58,3.0,4,-0.19,0.2335,0.4759,0.4895,0.3973,0.4613,0.5057
-4.0,-37.6,,2.11,1.553317,83,2.52,1.52,3.0,5,0.28,0.2366,0.466,0.5869,0.4317,0.5099,0.5872
-4.0,-32.8,,2.44,1.288779,60,1.82,1.7,4.0,4,0.18,0.2676,0.5494,0.6933,0.4584,0.562,0.6258
-4.0,-32.6,,2.41,1.281978,60,1.82,1.78,4.0,4,0.2,0.2692,0.5332,0.6788,0.45,0.5606,0.5909
-4.0,-32.4,,2.39,1.275085,60,1.82,1.87,4.0,4,0.08,0.2581,0.5075,0.6728,0.4414,0.5542,0.582
-4.0,-32.2,,2.42,1.270311,62,1.88,1.73,3.95,4,0.18,0.2584,0.4884,0.6776,0.4463,0.5373,0.5885
-4.0,-32.0,,2.44,1.264823,64,1.94,1.7,3.85,4,-0.16,0.2543,0.4992,0.6869,0.4486,0.559,0.5951
-3.8,-38.2,,1.77,1.656402,88,2.67,1.64,3.0,5,-0.16,0.2271,0.4439,0.4921,0.381,0.4307,0.4836
-3.8,-38.0,,1.95,1.609591,89,2.7,1.58,3.0,4,0.2,0.2308,0.472,0.5478,0.4092,0.4731,0.5142
-3.8,-32.8,,2.35,1.28878,61,1.85,1.7,4.0,4,0.05,0.2679,0.5468,0.6888,0.4409,0.5442,0.6295
-3.8,-32.6,,2.26,1.284521,60,1.82,1.68,3.05,4,0.17,0.2533,0.4942,0.6837,0.4168,0.5026,0.6156
-3.8,-32.4,,2.23,1.27897,64,1.94,1.67,3.0,4,-0.36,0.2401,0.4337,0.6676,0.4044,0.483,0.6002
-3.8,-32.2,,2.4,1.26972,65,1.97,1.68,3.8,4,-0.23,0.2457,0.4861,0.5883,0.4375,0.5311,0.5906
-3.8,-32.0,,2.43,1.262978,64,1.94,1.67,3.85,5,0.02,0.2564,0.4988,0.691,0.447,0.5566,0.5983
-3.6,-38.6,,1.62,1.638646,85,2.58,1.61,3.0,5,-0.25,0.2229,0.3896,0.4803,0.3467,0.3955,0.4093
-3.6,-38.4,,1.81,1.6188,88,2.67,1.6,3.0,5,-0.14,0.2272,0.425,0.4863,0.3815,0.4299,0.4656
-3.6,-38.2,,1.98,1.581122,84,2.55,1.55,3.0,4,0.33,0.2373,0.4504,0.5279,0.4107,0.4671,0.5124
-3.6,-38.0,,2.08,1.535603,88,2.67,1.48,3.0,4,0.14,0.2404,0.4723,0.8177,0.4245,0.4971,0.7514
-3.6,-32.8,,2.34,1.286744,63,1.91,1.71,3.9,4,0.13,0.2655,0.5404,0.6871,0.4365,0.5379,0.6312
-3.6,-32.6,,2.28,1.281922,58,1.76,1.66,3.15,4,-0.02,0.2501,0.4342,0.6854,0.4193,0.4983,0.619
-3.6,-32.4,,2.25,1.275161,62,1.88,1.56,3.0,5,-0.23,0.2384,0.4458,0.6793,0.4066,0.487,0.6086
-3.6,-32.2,,2.35,1.268622,63,1.91,1.62,3.0,5,0.0,0.2429,0.4758,0.6297,0.4267,0.5164,0.6015
-3.6,-32.0,,2.42,1.261804,59,1.79,1.68,3.1,5,-0.42,0.2574,0.5078,0.6001,0.4446,0.5523,0.5983
-3.4,-38.8,,1.79,1.617196,88,2.67,1.67,3.0,5,-0.23,0.2401,0.4256,0.8245,0.3826,0.427,0.769
-3.4,-38.6,,1.93,1.589889,85,2.58,1.59,3.0,4,0.12,0.2406,0.4359,0.8228,0.4062,0.4696,0.7632
-3.4,-38.4,,2.04,1.559873,87,2.64,1.57,3.0,4,0.05,0.2454,0.4588,0.8175,0.4232,0.4945,0.7563
-3.4,-38.2,,2.12,1.523372,85,2.58,1.58,3.0,4,-0.13,0.2531,0.4803,0.8141,0.434,0.5114,0.7483
-3.4,-32.4,,2.3,1.273987,58,1.76,1.66,3.0,5,-0.05,0.2449,0.505,0.6601,0.4185,0.5148,0.6083
-3.2,-39.2,,1.5,1.632463,94,2.85,1.56,3.0,4,-0.06,0.2318,0.3965,0.8288,0.326,0.3685,0.6794
-3.2,-39.0,,1.83,1.595319,84,2.55,1.62,3.0,4,-0.08,0.2477,0.4228,0.8227,0.3899,0.4425,0.7643
-3.2,-38.8,,2.02,1.562143,86,2.61,1.63,3.0,4,0.12,0.2455,0.4392,0.8161,0.4194,0.4867,0.7565
-3.2,-38.6,,2.12,1.524429,85,2.58,1.55,3.0,4,-0.13,0.2503,0.4636,0.8101,0.4329,0.5049,0.7479
-3.0,-39.4,,1.68,1.653955,97,2.94,1.57,3.0,3,0.0,0.2452,0.4195,0.8351,0.3677,0.4149,0.6885
-3.0,-39.2,,1.9,1.588162,86,2.61,1.57,3.0,3,-0.03,0.2494,0.415,0.8221,0.4019,0.4594,0.7628
-3.0,-39.0,,2.07,1.538296,86,2.61,1.64,3.0,5,0.08,0.253,0.4451,0.8133,0.4273,0.4991,0.7512
-3.0,-38.8,,2.14,1.506434,85,2.58,1.54,3.0,3,0.07,0.2503,0.466,0.8084,0.4335,0.506,0.744
-2.8,-41.6,,1.03,1.815257,94,2.85,1.54,3.0,4,-0.12,0.2797,0.4912,0.7469,0.3001,0.3453,0.4518
-2.8,-41.4,,1.17,1.811709,87,2.64,1.71,3.0,5,-0.3,0.2801,0.4809,0.7633,0.3115,0.373,0.4831
-2.8,-41.2,,1.45,1.805584,85,2.58,1.71,3.0,5,-0.47,0.2707,0.4502,0.7317,0.3591,0.4114,0.5182
-2.8,-41.0,,1.39,1.796068,84,2.55,1.74,3.0,5,-0.49,0.2638,0.4327,0.6894,0.3435,0.3991,0.4848
-2.8,-40.8,,1.3,1.783768,86,2.61,1.78,3.0,5,-0.57,0.2551,0.4154,0.6508,0.321,0.365,0.4484
-2.8,-40.6,,1.29,1.76777,87,2.64,1.7,3.7,5,-0.46,0.238,0.4272,0.6098,0.3096,0.35,0.4256
-2.8,-40.4,,1.44,1.740438,87,2.64,1.77,3.7,5,-0.31,0.2489,0.4471,0.5774,0.3356,0.385,0.4348
-2.8,-40.2,,1.58,1.730741,88,2.67,1.66,3.0,4,-0.1,0.2502,0.4784,0.5268,0.3625,0.4225,0.4788
-2.8,-40.0,,1.67,1.744129,81,2.45,1.78,3.0,5,-0.1,0.2589,0.4772,0.5177,0.3838,0.4354,0.4714
-2.8,-39.8,,1.79,1.717386,86,2.61,1.71,3.0,5,-0.21,0.2619,0.4695,0.861,0.4031,0.4555,0.6763
-2.8,-39.6,,1.9,1.672054,93,2.82,1.67,3.0,4,-0.01,0.2596,0.4265,0.848,0.4173,0.4707,0.7382
-2.8,-39.4,,1.99,1.612444,93,2.82,1.59,3.0,4,-0.28,0.2556,0.4378,0.8326,0.4243,0.4823,0.7694
-2.8,-39.2,,2.1,1.547843,93,2.82,1.61,3.0,4,-0.03,0.2557,0.4595,0.8185,0.434,0.5096,0.754
-2.6,-42.4,,1.49,1.819458,97,2.94,1.51,3.0,4,-0.52,0.2839,0.4837,0.6696,0.3765,0.4431,0.5094
-2.6,-42.2,,1.45,1.786817,97,2.94,1.53,3.0,4,-0.26,0.283,0.471,0.7372,0.362,0.4244,0.5287
-2.6,-42.0,,1.43,1.761956,96,2.91,1.54,3.0,4,-0.11,0.2809,0.4573,0.7853,0.3529,0.4161,0.5439
-2.6,-41.8,,1.45,1.756047,96,2.91,1.58,3.0,4,-0.01,0.2847,0.4667,0.8144,0.3556,0.4159,0.561
-2.6,-41.6,,1.66,1.753232,96,2.91,1.62,3.0,5,0.17,0.2908,0.4847,0.7985,0.3953,0.4522,0.5901
-2.6,-41.4,,1.46,1.749367,88,2.67,1.7,3.0,5,-0.36,0.2814,0.45,0.7941,0.3531,0.4106,0.5495
-2.6,-41.2,,1.85,1.74206,83,2.52,1.8,3.0,5,-0.28,0.2783,0.4466,0.7663,0.4237,0.4789,0.6063
-2.6,-41.0,,1.74,1.740842,84,2.55,1.79,3.0,5,-0.33,0.2765,0.4431,0.7465,0.4008,0.4483,0.5753
-2.6,-40.8,,1.62,1.732215,83,2.52,1.67,3.0,5,-0.31,0.2682,0.4262,0.7123,0.3733,0.4206,0.5362
-2.6,-40.6,,1.94,1.723508,78,2.36,1.77,3.0,5,-0.67,0.2768,0.4626,0.6653,0.4348,0.4898,0.5718
-2.6,-40.4,,1.97,1.710878,79,2.39,1.75,3.0,5,-0.7,0.2707,0.4656,0.6195,0.4367,0.4939,0.5549
-2.6,-40.2,,1.98,1.698056,82,2.49,1.68,3.0,5,-0.24,0.2665,0.4793,0.5685,0.4343,0.4916,0.5322
-2.6,-40.0,,1.97,1.673631,85,2.58,1.72,3.0,5,-0.4,0.2755,0.4745,0.8623,0.4319,0.4966,0.6896
-2.6,-39.8,,1.99,1.641402,88,2.67,1.68,3.0,4,-0.26,0.2698,0.4606,0.8546,0.4301,0.4832,0.735
