grid_lat,grid_lon,compound_count_total,reference_driver_overlap_days,opt1_full_criterion_days,opt2_integrated_intensity,opt3_integrated_excess_m_days,opt4_p95_full_criterion_days
-28.0,-48.4,243,1.6008230452674896,1.5884773662551441,0.5024662819594912,0.3819241952935169,3.0
-28.0,-48.2,271,1.6715867158671587,1.6457564575645756,0.5332886096917476,0.2923635885154657,3.0
-27.8,-48.4,227,1.475770925110132,1.4625550660792952,0.4352989697976736,0.3578885233059937,3.0
-27.8,-48.2,267,1.6104868913857677,1.5767790262172285,0.49234955415299747,0.2992620399085253,3.0
-27.6,-48.4,213,1.3474178403755868,1.3474178403755868,0.3673281867783577,0.33945662668497584,2.0
-27.6,-48.2,251,1.5776892430278884,1.5298804780876494,0.4615776347249592,0.30312521327379216,3.0
-27.6,-48.0,251,1.6334661354581674,1.5577689243027888,0.4926285285399109,0.2470219843700701,3.0
-27.4,-48.4,172,1.2732558139534884,1.2674418604651163,0.3016325506964056,0.3131273033147718,2.0
-27.4,-48.2,233,1.4892703862660943,1.4377682403433476,0.43085525923547774,0.298647420549577,3.0
-27.4,-48.0,255,1.576470588235294,1.5019607843137255,0.45788337281185687,0.25231240840140134,3.0
-27.2,-48.4,147,1.2312925170068028,1.2312925170068028,0.2999327906372459,0.3094757069511901,2.0
-27.2,-48.2,207,1.4106280193236715,1.3429951690821256,0.378839135603697,0.2860838384738935,2.0
-27.2,-48.0,241,1.5643153526970954,1.4896265560165975,0.4527870996663099,0.26509824318452496,3.0
-27.0,-48.4,127,1.204724409448819,1.1811023622047243,0.2974753583197237,0.2798228817483572,2.0
-27.0,-48.2,195,1.4,1.3435897435897435,0.3888970664798238,0.2988369237467767,2.0
-26.8,-48.4,161,1.279503105590062,1.2484472049689441,0.33200188247511475,0.30618248868224335,2.0
-26.8,-48.2,209,1.4162679425837321,1.3492822966507176,0.39450110098447605,0.3075303979712514,2.0
-26.6,-48.6,151,1.205298013245033,1.1920529801324504,0.3285116419776649,0.33774966697593395,2.0
-26.6,-48.4,177,1.265536723163842,1.2372881355932204,0.34116375990552306,0.3166337475943376,2.0
-26.6,-48.2,217,1.3824884792626728,1.3317972350230414,0.39280015950414304,0.31608122639140346,2.0
-26.4,-48.4,187,1.3101604278074865,1.2834224598930482,0.3580711003662928,0.36027840479400713,2.0
-26.4,-48.2,209,1.4019138755980862,1.354066985645933,0.4170677278802521,0.33954354844682183,2.0
-26.2,-48.4,179,1.2849162011173185,1.2569832402234637,0.35439679589465234,0.38284871576378465,2.0
-26.2,-48.2,212,1.419811320754717,1.3584905660377358,0.4210630721324347,0.373234576971279,2.4499999999999886
-26.0,-48.4,176,1.2670454545454546,1.2329545454545454,0.3621519631889399,0.4021979467323909,2.0
-26.0,-48.2,209,1.3827751196172249,1.3397129186602872,0.4202067687829261,0.4018067790310691,3.0
-25.8,-48.2,224,1.3303571428571428,1.2901785714285714,0.41616164027125296,0.4075263771117159,2.0
-25.8,-48.0,238,1.4579831932773109,1.3781512605042017,0.4712292684479735,0.4010785086069907,2.1499999999999773
-25.6,-48.4,236,1.3305084745762712,1.2796610169491525,0.41333439445945863,0.4606700719232459,2.0
-25.6,-48.2,233,1.3390557939914163,1.296137339055794,0.4314846424080373,0.4423617206969323,2.0
-25.6,-48.0,236,1.4406779661016949,1.36864406779661,0.4729024076309729,0.4205113382805586,2.0
-25.6,-47.8,238,1.5126050420168067,1.4327731092436975,0.5056231215524383,0.4056770237963741,2.1499999999999773
-25.4,-48.0,256,1.4453125,1.359375,0.46053132685378817,0.437814360375192,2.0
-25.4,-47.8,247,1.51417004048583,1.408906882591093,0.47911155797260957,0.42409066003799256,2.0
-25.4,-47.6,246,1.5447154471544715,1.451219512195122,0.5036217446543694,0.39925383195194386,3.0
-25.2,-47.8,249,1.4939759036144578,1.393574297188755,0.46630025544166603,0.4474437074688601,2.5999999999999943
-25.2,-47.6,249,1.538152610441767,1.4377510040160641,0.4934528396889958,0.41963015627320605,2.5999999999999943
-25.0,-47.8,231,1.367965367965368,1.303030303030303,0.39713257752567077,0.436340727331822,2.0
-25.0,-47.6,248,1.5483870967741935,1.435483870967742,0.4897813337422244,0.4376504503913579,3.0
-25.0,-47.4,256,1.5625,1.44921875,0.4886311876929849,0.4032431638388746,3.0
-25.0,-47.2,251,1.6334661354581674,1.4860557768924303,0.49145477439030966,0.36524912589830416,3.0
-24.8,-47.4,253,1.5494071146245059,1.4308300395256917,0.4877118005851184,0.4238096269318276,2.3999999999999773
-24.8,-47.2,259,1.613899613899614,1.4787644787644787,0.4883466094883585,0.3847638698052475,3.0
-24.8,-47.0,248,1.6491935483870968,1.5241935483870968,0.49798391096953476,0.3638569390350233,3.0
-24.8,-46.8,242,1.7107438016528926,1.5826446280991735,0.5132722952230165,0.33966740415317365,3.0
-24.6,-47.2,263,1.6121673003802282,1.4866920152091254,0.4708783639545114,0.41701567785628585,3.0
-24.6,-47.0,260,1.676923076923077,1.5076923076923077,0.48716626457711465,0.3877344498058246,3.0
-24.6,-46.8,248,1.717741935483871,1.560483870967742,0.49641194375569186,0.35970115729341195,3.0
-24.6,-46.6,249,1.7630522088353413,1.5943775100401607,0.5104887819869643,0.3348558320718098,3.0
-24.4,-46.8,266,1.736842105263158,1.5751879699248121,0.48720102893804124,0.38420969759443485,3.0
-24.4,-46.6,263,1.7832699619771863,1.608365019011407,0.5055667439570916,0.3660539991060084,3.0
-24.4,-46.4,259,1.7992277992277992,1.6254826254826256,0.5193180675047158,0.3445510295193057,3.0
-24.4,-46.2,250,1.868,1.696,0.5403013956458398,0.3378460576669807,3.0
-24.4,-46.0,245,1.8979591836734695,1.7020408163265306,0.5470753654579038,0.3192382861757084,3.0
-24.4,-45.2,186,2.086021505376344,1.7204301075268817,0.5256435336460978,0.22051863714097644,3.0
-24.2,-46.6,267,1.7902621722846441,1.6329588014981273,0.5144427194550337,0.40861035309529753,3.0
-24.2,-46.4,269,1.8066914498141264,1.654275092936803,0.5319081840864412,0.3880528090708495,3.0
-24.2,-46.2,266,1.8270676691729324,1.6879699248120301,0.5329310470709068,0.3700622523106347,3.0
-24.2,-46.0,255,1.8823529411764706,1.7254901960784315,0.5499536000198585,0.35554012885007663,3.0
-24.2,-45.8,258,1.930232558139535,1.755813953488372,0.5675966500441784,0.3394599725510762,3.0
-24.2,-45.6,247,1.9635627530364372,1.757085020242915,0.5601036792545605,0.31648472335825856,3.0
-24.2,-45.4,239,1.9832635983263598,1.7364016736401673,0.5497865743358434,0.2865180590712775,3.0
-24.2,-45.2,214,2.014018691588785,1.7242990654205608,0.5402249837949388,0.25828568852890327,3.0
-24.2,-45.0,188,2.1117021276595747,1.7553191489361701,0.5310674454555809,0.22304025741299432,3.0
-24.0,-46.4,297,1.8181818181818181,1.6868686868686869,0.5413940205825075,0.4317516482192947,3.0
-24.0,-46.2,287,1.8083623693379791,1.6968641114982579,0.5247640785699772,0.421329380573751,3.0
-24.0,-46.0,280,1.8392857142857142,1.7321428571428572,0.556895370986787,0.4019870553202629,3.0
-24.0,-45.8,280,1.8535714285714286,1.7392857142857143,0.5673027436933173,0.3877254762433188,3.0
-24.0,-45.6,274,1.8832116788321167,1.7554744525547445,0.561553535787028,0.37290197113199297,3.349999999999966
-24.0,-45.4,261,1.946360153256705,1.8199233716475096,0.5936492435632835,0.37310240755610985,4.0
-24.0,-45.2,248,1.9637096774193548,1.7983870967741935,0.5746161436757058,0.3278772476776878,4.0
-24.0,-45.0,222,1.990990990990991,1.7612612612612613,0.5315541587532517,0.27169321980604394,3.0
-24.0,-44.8,199,2.0653266331658293,1.743718592964824,0.5215151862618231,0.23446164742179362,3.0
-23.8,-45.8,313,1.9137380191693292,1.7859424920127795,0.5897336279877684,0.43960759216667805,4.0
-23.8,-45.6,323,1.9473684210526316,1.8018575851393188,0.5800283386092121,0.4404586095608218,4.0
-23.8,-45.4,302,1.9370860927152318,1.814569536423841,0.4936323678555873,0.40829292322787214,4.0
-23.8,-45.2,234,1.7564102564102564,1.6452991452991452,0.4058445953067449,0.34626736632844324,3.0
-23.8,-45.0,223,1.9730941704035874,1.8161434977578474,0.528574545644848,0.3385452176808242,3.0
-23.8,-44.8,223,1.9910313901345291,1.7668161434977578,0.5268390622126844,0.28551736462116667,3.0
-23.8,-44.6,211,2.090047393364929,1.7725118483412323,0.5324370213862322,0.2552944135222775,3.0
-23.6,-45.2,185,1.4486486486486487,1.3837837837837839,0.30234728062900484,0.3220347482877318,3.0
-23.6,-45.0,218,1.834862385321101,1.7201834862385321,0.44267206333766757,0.35566512676827416,3.0
-23.6,-44.8,232,1.9827586206896552,1.8362068965517242,0.531113869256647,0.34245023987782425,3.0
-23.6,-44.6,233,2.0214592274678114,1.798283261802575,0.541890200120603,0.30647037675530525,3.0
-23.6,-44.4,222,2.09009009009009,1.8018018018018018,0.5564954533939392,0.28323618439908504,3.0
-23.6,-44.2,211,2.1279620853080567,1.8009478672985781,0.5588567177536814,0.259206358591708,3.0
-23.6,-44.0,203,2.1527093596059115,1.8029556650246306,0.5599700944480362,0.23741759955387878,3.0
-23.4,-44.4,248,2.0080645161290325,1.7983870967741935,0.5506288670462653,0.32749453629609854,3.0
-23.4,-44.2,237,2.1054852320675104,1.8481012658227849,0.5802233743123303,0.314800679731369,4.0
-23.4,-44.0,221,2.176470588235294,1.8733031674208145,0.6036170646403878,0.3037329778906748,4.0
-23.4,-43.8,218,2.1926605504587156,1.8623853211009174,0.5965887686156054,0.2805691320383483,4.0
-23.4,-43.6,211,2.227488151658768,1.872037914691943,0.5864817030356261,0.2628723086115761,4.0
-23.4,-43.4,205,2.2146341463414636,1.824390243902439,0.5744761043663261,0.24236554920483103,3.799999999999983
-23.4,-43.2,193,2.2124352331606216,1.839378238341969,0.5875538068489313,0.22979693791871242,4.0
-23.4,-43.0,176,2.2045454545454546,1.8181818181818181,0.5748097385516384,0.21401780663660983,4.0
-23.4,-42.8,158,2.2088607594936707,1.7658227848101267,0.5449459399365938,0.19713057120695593,3.0
-23.4,-42.6,140,2.2857142857142856,1.8142857142857143,0.5567670542015151,0.19507144210320204,3.0
-23.4,-42.2,124,2.1774193548387095,1.8387096774193548,0.5637934544771702,0.20395439121177888,3.0
-23.4,-42.0,133,2.172932330827068,1.7969924812030076,0.5478845209911123,0.2038052109829394,3.0
-23.2,-44.4,256,2.03125,1.85546875,0.5322901213190688,0.376340053418465,3.25
-23.2,-44.2,258,2.13953488372093,1.949612403100775,0.6007563125353685,0.38690691394697235,4.0
-23.2,-44.0,250,2.064,1.872,0.5617233723027021,0.35943326106223306,4.0
-23.2,-43.8,241,2.078838174273859,1.887966804979253,0.5943775758704416,0.3453357036568615,4.0
-23.2,-43.6,237,2.130801687763713,1.9029535864978904,0.6148185124408366,0.33167674138948383,4.0
-23.2,-43.4,219,2.228310502283105,1.9680365296803652,0.6544551559753184,0.33677578671854697,4.0
-23.2,-43.2,216,2.2175925925925926,1.9444444444444444,0.6500175428373013,0.32031408193237243,4.0
-23.2,-43.0,210,2.2333333333333334,1.9142857142857144,0.646478826532057,0.30095500185834795,4.0
-23.2,-42.8,198,2.1818181818181817,1.878787878787879,0.6228065805837902,0.2711283964754259,4.0
-23.2,-42.6,194,2.1597938144329896,1.8556701030927836,0.5977769427513802,0.24234242495487654,4.0
-23.2,-42.4,183,2.1366120218579234,1.830601092896175,0.5920727255141781,0.23050385316864394,4.0
-23.2,-42.2,178,2.1292134831460676,1.8146067415730338,0.584529995746506,0.22685196654981976,4.0
-23.2,-42.0,183,2.07103825136612,1.7486338797814207,0.5663156657604517,0.22006546218345724,4.0
-23.2,-41.8,177,2.0,1.7062146892655368,0.5435964544038048,0.21771981752623015,4.0
-23.0,-44.4,283,1.8904593639575973,1.7667844522968197,0.3636499859856164,0.3877888302411291,3.0
-23.0,-44.0,252,1.8253968253968254,1.6785714285714286,0.3914338644636079,0.3930488192884659,3.0
-23.0,-43.4,262,2.0763358778625953,1.9083969465648856,0.5550063458138307,0.38934364112324377,4.0
-23.0,-43.2,251,2.103585657370518,1.9282868525896415,0.5897006433309253,0.3936849031036574,4.0
-23.0,-43.0,245,2.1183673469387756,1.9183673469387754,0.6213462441525911,0.38398471704794424,4.0
-23.0,-42.8,242,2.103305785123967,1.8884297520661157,0.6296316880965606,0.36265875966418887,4.0
-23.0,-42.6,244,2.122950819672131,1.8852459016393444,0.6228317883964221,0.339783123800696,4.0
-23.0,-42.4,234,2.1666666666666665,1.9273504273504274,0.645828535878512,0.33458045667879405,4.0
-23.0,-42.2,231,2.1125541125541125,1.878787878787879,0.6354905833355485,0.32013417292405416,4.0
-23.0,-42.0,213,2.0469483568075115,1.8169014084507042,0.5950072406116866,0.30181503155728007,4.0
-23.0,-41.8,201,1.9950248756218905,1.756218905472637,0.542226421943624,0.2638407587839193,4.0
-23.0,-41.6,192,1.9375,1.7291666666666667,0.5286612518659846,0.24745083524476486,3.4499999999999886
-22.8,-41.8,173,1.8208092485549132,1.5895953757225434,0.36471339910117334,0.2625236800997242,3.0
-22.8,-41.6,187,1.9037433155080214,1.6898395721925135,0.48366742548122393,0.2674400436003222,3.6999999999999886
-22.6,-41.8,136,1.661764705882353,1.4852941176470589,0.29979823387938026,0.2565321168104269,3.0
-22.6,-41.6,184,1.9130434782608696,1.6576086956521738,0.45575241025109337,0.2819841883877307,3.0
-22.6,-41.4,184,1.9619565217391304,1.7228260869565217,0.5130325431226062,0.28795138339641824,3.0
-22.4,-41.6,180,1.9833333333333334,1.75,0.41510805547920393,0.3181771549855074,3.049999999999983
-22.4,-41.4,186,2.021505376344086,1.7473118279569892,0.47465114075720555,0.30880117662273415,4.0
-22.4,-41.2,180,2.011111111111111,1.7666666666666666,0.5130455952706681,0.30464101249380654,4.0
-22.4,-41.0,164,1.9878048780487805,1.7560975609756098,0.4978823174174324,0.2673480980944286,3.0
-22.4,-40.8,133,2.075187969924812,1.736842105263158,0.4958080311278977,0.22813065063417773,3.0
-22.2,-41.4,204,1.8872549019607843,1.7009803921568627,0.36841723003586974,0.3262162007072159,3.0
-22.2,-41.2,192,1.9947916666666667,1.765625,0.4699132947485145,0.3307794368938804,4.0
-22.2,-41.0,177,1.9548022598870056,1.7062146892655368,0.4736367258837063,0.29958338305352644,3.0
-22.2,-40.8,154,1.9610389610389611,1.7012987012987013,0.46920279232015905,0.25706710275004746,3.0
-22.2,-40.6,135,2.066666666666667,1.7555555555555555,0.4830324100806215,0.23054683885969945,3.0
-22.0,-40.8,159,1.7735849056603774,1.578616352201258,0.3756690933923079,0.2692699591354574,3.0
-22.0,-40.6,150,1.8933333333333333,1.66,0.4198345190645087,0.2554487167990558,3.0
-21.8,-40.8,109,1.6055045871559632,1.5137614678899083,0.2985869842502604,0.2528913461937598,3.0
-21.8,-40.6,127,1.874015748031496,1.6771653543307086,0.3665094697755973,0.2527305974707415,3.0
-21.6,-40.8,80,1.55,1.4125,0.2518663209366051,0.2409103077949763,3.0
-21.6,-40.6,105,1.8476190476190477,1.5714285714285714,0.3081147938089775,0.23091664586671198,3.0
-21.4,-40.8,73,1.452054794520548,1.36986301369863,0.24229092147135767,0.24362008371353144,2.0
-21.4,-40.6,99,1.707070707070707,1.4747474747474747,0.28001930309070777,0.2254829530543606,3.0
-21.2,-40.8,75,1.4933333333333334,1.3466666666666667,0.2572233070436342,0.2592469018055343,2.0
-21.2,-40.6,89,1.7191011235955056,1.4719101123595506,0.2748976421806904,0.2379385387497484,3.0
-21.2,-40.4,77,1.922077922077922,1.5454545454545454,0.3082804174309011,0.21524955508534313,3.0
-21.0,-40.8,94,1.6063829787234043,1.446808510638298,0.2707517517198031,0.27494298304726206,2.3499999999999943
-21.0,-40.6,99,1.7272727272727273,1.505050505050505,0.2719365001194859,0.24213330095291152,3.0
-21.0,-40.4,87,1.896551724137931,1.5632183908045978,0.30547016447129055,0.21608646842604665,3.0
-21.0,-40.2,65,2.123076923076923,1.6,0.3560779758660554,0.20303716605620759,3.0
-21.0,-29.4,12,5.0,2.0833333333333335,0.3525046743436368,0.19105250130097082,4.349999999999998
-21.0,-29.2,10,5.5,2.1,0.3518025758253635,0.2052068348752975,4.649999999999997
-20.8,-40.4,99,1.8484848484848484,1.5252525252525253,0.28783019442357327,0.2156315668179194,3.0
-20.8,-40.2,78,2.0256410256410255,1.5512820512820513,0.33465769202600193,0.20954790156937866,3.0
-20.8,-40.0,48,2.4791666666666665,1.7916666666666667,0.4222340220755061,0.22574126367175584,3.0
-20.8,-29.6,11,4.818181818181818,2.1818181818181817,0.3883758231620514,0.20384458657836896,5.0
-20.8,-29.4,10,5.4,2.3,0.40469149089828216,0.2237325004356386,4.649999999999997
-20.8,-29.2,9,5.555555555555555,2.3333333333333335,0.4232108911889984,0.2146222912521362,4.6
