municipality_code,municipality_name,state,grid_lat,grid_lon,Hazard_Index_mhws,Hazard_Index_mun_mhws,Risk_Hazard_mhws,Hazard_Index_hat,Hazard_Index_mun_hat,Risk_Hazard_hat,Exposure_Index,SVI_Coast_2022,compound_count_total_mhws,compound_count_total_hat,rank_mhws,rank_hat,rank_change_hat_minus_mhws
4207304,Imbituba,SC,-28.2,-48.6,0.5184685264532265,0.5506297146806645,0.635500878970346,0.4934273211702015,0.7040068140384297,0.8056081856166326,0.8245950395997951,26.646654,203.0,168.0,64.0,26.0,38.0
4220000,Balneário Rincão,SC,-29.0,-49.2,0.7175803159307821,0.7720369465330418,0.6685701819725389,0.6174495065344485,0.8809578255497071,0.8051690683705899,0.74242811742802,23.616552,249.0,208.0,47.0,27.0,20.0
3522109,Itanhaém,SP,-24.2,-46.6,0.6456389415031538,0.6920399729260517,0.681091578244592,0.5276317182482266,0.7528085880380897,0.8032571889069338,0.8707150904599299,23.415333,267.0,170.0,39.0,28.0,11.0
4313656,Palmares do Sul,RS,-30.4,-50.2,0.531091965648504,0.564666657123986,0.6519045342379624,0.46266144969474543,0.6601110218330352,0.7956398733945872,0.6590708503100801,34.390362,157.0,133.0,51.0,29.0,22.0
4201406,Araranguá,SC,-29.0,-49.2,0.7175803159307821,0.7720369465330418,0.6560620208593633,0.6174495065344485,0.8809578255497071,0.7926376071522867,0.7455967240711979,22.549432,249.0,208.0,49.0,30.0,19.0
3520400,Ilhabela,SP,-23.8,-45.4,0.6901083138711633,0.7414887808748318,0.6453681205217736,0.606695751138088,0.8656147005326615,0.7886272076349433,0.7967475596202028,21.186565,302.0,215.0,55.0,31.0,24.0
4301057,Arroio do Sal,RS,-29.6,-49.8,0.5446762537008772,0.5797720389913932,0.6367404131245684,0.48092305701615085,0.6861661173617419,0.7839311115925914,0.7148684530874758,29.317089,172.0,148.0,62.0,32.0,30.0
3531100,Mongaguá,SP,-24.2,-46.6,0.6456389415031538,0.6920399729260517,0.6555713449949905,0.5276317182482266,0.7528085880380897,0.7780936527644798,0.8351957450558318,22.420114,267.0,170.0,50.0,33.0,17.0
3520301,Iguape,SP,-24.6,-47.2,0.6122942680078707,0.6549615464050336,0.6763224999460138,0.46511848466669026,0.6636166432049478,0.7776053330934103,0.7195819516339925,29.470371,263.0,145.0,44.0,34.0,10.0
4201950,Balneário Arroio do Silva,SC,-29.0,-49.4,0.5921127641185014,0.6325202287789524,0.6153115654380598,0.5522799990589453,0.7879759914237102,0.7770037457253534,0.7412310663827986,24.044719,202.0,184.0,72.0,35.0,37.0
3300258,Arraial do Cabo,RJ,-23.0,-42.2,0.6613223854796888,0.7094795626453128,0.7060308608534174,0.45458749455952757,0.648591352800616,0.7757820019230112,0.7890580017267456,27.326435,231.0,107.0,33.0,36.0,-3.0
3300704,Cabo Frio,RJ,-23.0,-42.0,0.6069125949355448,0.6489772632000832,0.7191052455212661,0.3972544729505594,0.5667903739119672,0.7745802118481943,0.9135059354227837,26.898822,213.0,88.0,30.0,37.0,-7.0
4205704,Garopaba,SC,-28.0,-48.4,0.5990281174718181,0.640209925342156,0.6358363929880393,0.4998757513733517,0.7132072344612441,0.7654493424873781,0.7868953459848554,24.044055,243.0,169.0,63.0,38.0,25.0
3537602,Peruíbe,SP,-24.4,-46.8,0.6272458118023502,0.6715872817878621,0.6472520710117238,0.4854724682688123,0.692657076383105,0.7546376337498699,0.8397112120137076,22.338265,266.0,152.0,54.0,39.0,15.0
4211900,Palhoça,SC,-27.8,-48.4,0.5314432041780834,0.565057225411068,0.6126120851638494,0.4593523191116444,0.6553896568435142,0.753721832089759,0.9143610263299126,21.611157,227.0,162.0,73.0,40.0,33.0
4301636,Balneário Pinhal,RS,-30.2,-50.0,0.5823783078026444,0.6216957616183841,0.6266929325906256,0.4796041100563456,0.6842842847042879,0.7529414787819507,0.6908026735780745,27.321755,172.0,136.0,68.0,41.0,27.0
3300936,Carapebus,RJ,-22.4,-41.6,0.44207598521488084,0.46568315710047026,0.6501719982534844,0.3098326981214196,0.44205969416547963,0.7341725335791062,0.6850165438621179,39.885213,180.0,59.0,52.0,42.0,10.0
3541000,Praia Grande,SP,-24.0,-46.4,0.711372036999577,0.7651334986943567,0.5962558107159627,0.5983600651680372,0.8537216020542817,0.7265441625761451,0.9412674615191136,14.61998,297.0,201.0,78.0,43.0,35.0
4305454,Cidreira,RS,-30.2,-50.0,0.5823783078026444,0.6216957616183841,0.586133788717699,0.4796041100563456,0.6842842847042879,0.712792216560253,0.7436402091158298,21.949653,172.0,136.0,79.0,44.0,35.0
4118204,Paranaguá,PR,-25.6,-48.2,0.5389221942293901,0.5733736716077305,0.6900073578586491,0.3052531437108139,0.435525727820284,0.709520039827549,0.8884190456206027,28.517923,233.0,96.0,37.0,45.0,-8.0
3304557,Rio de Janeiro,RJ,-23.0,-43.4,0.6624671288548889,0.7107524880835775,0.5724293668940494,0.5576013692345696,0.795568357518834,0.703698403425515,0.8404582983489088,16.147798,262.0,170.0,83.0,46.0,37.0
3509908,Cananéia,SP,-25.2,-47.8,0.5865471965280715,0.6263314595598234,0.6417108585722672,0.3749147169189869,0.5349167021564502,0.6977105489328369,0.7139173954532836,27.643227,249.0,116.0,57.0,47.0,10.0
4304630,Capão da Canoa,RS,-29.6,-49.8,0.5446762537008772,0.5797720389913932,0.5467489670726308,0.48092305701615085,0.6861661173617419,0.6926681689337073,0.8368850893656323,18.035624,172.0,148.0,91.0,48.0,43.0
2103109,Cedral,MA,-1.8,-44.4,0.2533192960517847,0.2557905327065155,0.631882422744168,0.148962340167743,0.21253485166669117,0.6816075505034715,0.6657911914469613,70.157168,46.0,1.0,66.0,49.0,17.0
4321501,Torres,RS,-29.4,-49.6,0.6190174515897681,0.66243755508342,0.5393029220368832,0.5402153838914965,0.7707625722995073,0.6806914235028633,0.7999603869631918,16.044145,198.0,168.0,93.0,50.0,43.0
4323804,Xangri-lá,RS,-30.0,-50.0,0.4730677283510179,0.5001451850700672,0.5257070195810601,0.4188060956817353,0.5975395614931304,0.6737486392398128,0.7462019694274874,21.597022,129.0,100.0,102.0,51.0,51.0
4321600,Tramandaí,RS,-30.0,-50.0,0.4730677283510179,0.5001451850700672,0.5254148347813861,0.4188060956817353,0.5975395614931304,0.6734513925368171,0.8244653802065641,19.524281,129.0,100.0,103.0,52.0,51.0
4310330,Imbé,RS,-30.0,-50.0,0.4730677283510179,0.5001451850700672,0.5249318314199677,0.4188060956817353,0.5975395614931304,0.6729600214700211,0.779230179738786,20.618171,129.0,100.0,104.0,53.0,51.0
3301850,Guapimirim,RJ,-23.0,-43.0,0.6754877802092718,0.7252311203175257,0.5484725222037915,0.5527483208055428,0.7886441783817918,0.6724039656162858,0.34901665981854507,34.802755,245.0,149.0,90.0,54.0,36.0
3302403,Macaé,RJ,-22.4,-41.6,0.44207598521488084,0.46568315710047026,0.5719989161792102,0.3098326981214196,0.44205969416547963,0.6605139662156949,0.8900929608708685,23.234014,180.0,59.0,84.0,55.0,29.0
3304755,São Francisco de Itabapoana,RJ,-21.6,-40.8,0.1778710531639052,0.17189401080913072,0.4682097230339218,0.1728474844431897,0.2466134354879653,0.6600395106077309,0.678484322575404,54.533996,80.0,21.0,144.0,56.0,88.0
3300233,Armação dos Búzios,RJ,-22.8,-41.8,0.3995706063002262,0.4184182597831222,0.5645081956481335,0.28226788297984967,0.40273106995927943,0.6569263832694098,0.8064086515779052,27.751236,173.0,56.0,85.0,57.0,28.0
2109056,Porto Rico do Maranhão,MA,-1.8,-44.4,0.2533192960517847,0.2557905327065155,0.6037143696346317,0.148962340167743,0.21253485166669117,0.6562188017670699,0.6344730724668505,66.647732,46.0,1.0,74.0,58.0,16.0
3301900,Itaboraí,RJ,-23.0,-43.0,0.6754877802092718,0.7252311203175257,0.5319820144262779,0.5527483208055428,0.7886441783817918,0.6561458020412508,0.2876114662180601,39.610935,245.0,149.0,98.0,59.0,39.0
3303302,Niterói,RJ,-23.0,-43.0,0.6754877802092718,0.7252311203175257,0.5274967899905135,0.5527483208055428,0.7886441783817918,0.6517237724996963,0.959404272969667,11.666588,245.0,149.0,100.0,60.0,40.0
4202305,Biguaçu,SC,-27.4,-48.4,0.359061402379595,0.3733730581496878,0.4783903608351516,0.3403927138840856,0.48566177781787134,0.646372368991879,0.8341277490337166,21.326041,172.0,116.0,138.0,61.0,77.0
3520426,Ilha Comprida,SP,-25.0,-47.8,0.5144568675407786,0.5461688522813481,0.5632059195022253,0.3542387161661432,0.505416824884667,0.6458941095078117,0.7293076000571762,23.392542,231.0,117.0,86.0,62.0,24.0
4206009,Governador Celso Ramos,SC,-27.4,-48.4,0.359061402379595,0.3733730581496878,0.474490897387505,0.3403927138840856,0.48566177781787134,0.6422913269081654,0.7451679542159448,23.480803,172.0,116.0,141.0,63.0,78.0
1600105,Amapá,AP,1.4,-49.8,0.24978944077677043,0.25186542366434844,0.6034809596438897,0.13498767806519157,0.19259623675426876,0.6354587626711193,0.6303938146865269,68.067284,49.0,3.0,75.0,64.0,11.0
3510500,Caraguatatuba,SP,-23.6,-45.2,0.38076923076923075,0.397511609693455,0.45740719633477717,0.37717912975967816,0.5381474962394815,0.634084514292805,0.8844371851844413,17.26561,185.0,132.0,150.0,65.0,85.0
1502509,Chaves,PA,0.0,-50.4,0.3517341253057246,0.3652253129147232,0.8782962069607748,0.08218862853042547,0.11726418874550783,0.6319793788748669,0.6947460228603537,100.0,158.0,9.0,3.0,66.0,-63.0
4216206,São Francisco do Sul,SC,-26.4,-48.4,0.4184179554607477,0.439376031376334,0.5386793325363479,0.2918534072061263,0.4164073989380338,0.6287241341444297,0.8248430699492814,23.402807,187.0,90.0,94.0,67.0,27.0
3305000,São João da Barra,RJ,-21.8,-40.8,0.25410360617149996,0.25666266555698913,0.46452124710554393,0.22766024396842766,0.3248185825205649,0.6252266687442958,0.7250385629190083,33.640207,109.0,28.0,147.0,68.0,79.0
4208450,Itapoá,SC,-26.2,-48.4,0.40304529321980914,0.4222820230210355,0.5408039288168879,0.2616352589664867,0.3732930812754504,0.614039576748798,0.7884860809526498,25.684303,179.0,84.0,92.0,69.0,23.0
1506302,Salvaterra,PA,-0.8,-48.4,0.25085510950918555,0.25305042011651613,0.6610222772695165,0.10135232499323618,0.14460635711183795,0.6134979213313612,0.7666802427591155,68.032548,46.0,1.0,48.0,70.0,-22.0
2927705,Santa Cruz Cabrália,BA,-16.2,-38.8,0.23287758141929785,0.23305986737037115,0.5242041975090095,0.15326104857018505,0.21866811562886151,0.6127122715167092,0.7111852333282684,48.340153,71.0,2.0,106.0,71.0,35.0
3304524,Rio das Ostras,RJ,-22.6,-41.8,0.29903271483477073,0.3066226885412172,0.4716959270024565,0.2420032407570785,0.34528272595103876,0.604827277233852,0.887679219617578,23.71822,136.0,41.0,143.0,72.0,71.0
2100204,Alcântara,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5852160239512698,0.09022288292103375,0.12872721398556214,0.6043135825792945,0.7508957830217249,75.042712,39.0,3.0,80.0,73.0,7.0
4216602,São José,SC,-27.8,-48.4,0.5314432041780834,0.565057225411068,0.4601582021356011,0.4593523191116444,0.6553896568435142,0.60015051441829,0.9242715472593614,11.76247,227.0,162.0,148.0,74.0,74.0
3202801,Itapemirim,ES,-21.0,-40.8,0.21242759153349638,0.21032000016358882,0.4527246488726218,0.1754353848325511,0.2503057715828584,0.5986046615742955,0.6996505461438101,40.41588,94.0,27.0,152.0,75.0,77.0
3548500,Santos,SP,-24.0,-46.4,0.711372036999577,0.7651334986943567,0.46688991803022195,0.5983600651680372,0.8537216020542817,0.5979023814668982,0.9515058076764372,8.686797,297.0,201.0,145.0,76.0,69.0
2925501,Prado,BA,-17.2,-39.0,0.20066845657330956,0.19724414198690882,0.5100164131849688,0.12727470562633073,0.1815916066487225,0.5950147765096829,0.6625685329224495,57.920574,66.0,2.0,118.0,77.0,41.0
4109609,Guaratuba,PR,-26.0,-48.4,0.4029404733444896,0.42216546599295346,0.5242323830042409,0.25417887096963926,0.3626545379020399,0.5921845188830961,0.7949795821200316,23.876362,176.0,78.0,105.0,78.0,27.0
3203320,Marataízes,ES,-21.0,-40.8,0.21242759153349638,0.21032000016358882,0.43944182366344997,0.1754353848325511,0.2503057715828584,0.5851091363523419,0.8090515040528016,32.954795,94.0,27.0,161.0,79.0,82.0
4119954,Pontal do Paraná,PR,-25.6,-48.4,0.5326201290939517,0.5663659359018139,0.550811285857271,0.2935598040253614,0.41884203305060386,0.581676817558267,0.7871098589437513,19.939038,236.0,91.0,88.0,80.0,8.0
4201307,Araquari,SC,-26.6,-48.6,0.34126317144485924,0.35358187926736756,0.4559679272008934,0.2697297996729835,0.3848421211631698,0.5814045828139438,0.6318957150406177,26.998449,151.0,82.0,151.0,81.0,70.0
2104909,Guimarães,MA,-2.0,-44.4,0.25954964232516226,0.26271851886690206,0.6415609085619226,0.09736754655279906,0.13892099869299696,0.5802749239810396,0.6986401705988795,67.308972,48.0,3.0,58.0,82.0,-24.0
4205407,Florianópolis,SC,-27.8,-48.4,0.5314432041780834,0.565057225411068,0.43674623809753477,0.4593523191116444,0.6553896568435142,0.5765669487183814,0.9656440842910129,10.153633,227.0,162.0,165.0,83.0,82.0
4218004,Tijucas,SC,-27.2,-48.4,0.31709759282075806,0.32671037214409726,0.4088304645436707,0.3006382997494442,0.4289414114374307,0.5756570297411852,0.8019256431699311,18.60561,147.0,95.0,184.0,84.0,100.0
4202107,Barra Velha,SC,-26.6,-48.6,0.34126317144485924,0.35358187926736756,0.4495497966794089,0.2697297996729835,0.3848421211631698,0.5750749966704027,0.8132153017450813,20.396678,151.0,82.0,153.0,85.0,68.0
2102408,Cajapió,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5495140264085923,0.09022288292103375,0.12872721398556214,0.5736742360112174,0.5814395686926416,84.752576,39.0,3.0,89.0,86.0,3.0
1506112,Quatipuru,PA,-0.6,-47.0,0.32668769193990327,0.3373743177835352,0.7278906520849711,0.09104410017527144,0.12989890132021994,0.5725558749631438,0.6947474364442816,69.939083,23.0,4.0,27.0,87.0,-60.0
4202453,Bombinhas,SC,-27.2,-48.4,0.31709759282075806,0.32671037214409726,0.4022237403459409,0.3006382997494442,0.4289414114374307,0.5687211679258355,0.7741406488743382,18.683031,147.0,95.0,189.0,88.0,101.0
2105104,Icatu,MA,-2.4,-44.0,0.3102135015355193,0.3190554382033042,0.8169661900236368,0.06480631918222349,0.09246364832177033,0.5686016209655227,0.7312769723521118,91.701862,54.0,2.0,9.0,89.0,-80.0
4213500,Porto Belo,SC,-27.2,-48.4,0.31709759282075806,0.32671037214409726,0.4005736415385717,0.3006382997494442,0.4289414114374307,0.5669888635391139,0.7811855547257066,18.370313,147.0,95.0,190.0,90.0,100.0
3304151,Quissamã,RJ,-22.2,-41.4,0.4525864763971386,0.47737055524087435,0.4737430032362979,0.31614952770817895,0.4510723509061958,0.5669130484431693,0.41158647407100185,33.144585,204.0,67.0,142.0,91.0,51.0
4202057,Balneário Barra do Sul,SC,-26.6,-48.6,0.34126317144485924,0.35358187926736756,0.44104170583965535,0.2697297996729835,0.3848421211631698,0.5666842832520602,0.736967802839265,21.674023,151.0,82.0,157.0,92.0,65.0
3200409,Anchieta,ES,-21.0,-40.8,0.21242759153349638,0.21032000016358882,0.4212013786602714,0.1754353848325511,0.2503057715828584,0.5665766041746183,0.7221324376973717,33.991585,94.0,27.0,174.0,93.0,81.0
2109452,Raposa,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5363942630069706,0.09022288292103375,0.12872721398556214,0.5624148946459915,0.788857524300174,59.373007,39.0,3.0,96.0,94.0,2.0
2925303,Porto Seguro,BA,-16.6,-39.0,0.20196859081630777,0.19868985810715475,0.47529528114362923,0.12208934726094271,0.17419329799040414,0.5519722321121111,0.8438093740558413,39.099706,75.0,3.0,140.0,95.0,45.0
2906907,Caravelas,BA,-17.8,-39.0,0.3851082219239044,0.4023364571980099,0.6002515495979148,0.1493358212466622,0.21306772289856776,0.5485707283057051,0.4998786317183651,53.114928,117.0,9.0,77.0,96.0,-19.0
2103703,Cururupu,MA,-1.4,-44.8,0.39325382960333954,0.41139416519607147,0.8207158896578838,0.07536598204938186,0.10752984813169894,0.5483970160385289,0.7686390281414741,68.390622,31.0,1.0,8.0,97.0,-89.0
1501709,Bragança,PA,-0.8,-46.6,0.21638867945346546,0.21472462890900573,0.6369757442376804,0.06967554198868382,0.09941090455940571,0.5475368326241051,0.8123391514314638,69.716898,24.0,1.0,61.0,98.0,-37.0
1502905,Curuçá,PA,-0.4,-47.8,0.3638500156310341,0.37869787395891064,0.7450935998077167,0.08636308830621921,0.1232201786167586,0.5473843662823775,0.7041987935650708,64.837156,34.0,7.0,23.0,99.0,-76.0
1507474,São João de Pirabas,PA,-0.6,-47.2,0.2604976185659906,0.2637726442699952,0.6478911154121747,0.08200409358788863,0.11700090000692313,0.5463902022329139,0.7212086372948864,66.364867,24.0,2.0,53.0,100.0,-47.0
2111201,São José de Ribamar,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5174306475877796,0.09022288292103375,0.12872721398556214,0.5461403771118459,0.9202044541377077,47.220152,39.0,3.0,109.0,101.0,8.0
1504307,Maracanã,PA,-0.4,-47.6,0.385984479302672,0.4033108330555732,0.7888657576949516,0.08004111232664009,0.11420017916221734,0.5457843563955702,0.662014675444576,73.862817,31.0,6.0,12.0,102.0,-90.0
2107506,Paço do Lumiar,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5156023598079494,0.09022288292103375,0.12872721398556214,0.5445713460556584,0.8891732977292722,48.511105,39.0,3.0,111.0,103.0,8.0
2101905,Bequimão,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.5142813838259457,0.09022288292103375,0.12872721398556214,0.5434376884536619,0.5536795814655656,77.493204,39.0,3.0,113.0,104.0,9.0
1506203,Salinópolis,PA,-0.6,-47.2,0.2604976185659906,0.2637726442699952,0.6384409194907723,0.08200409358788863,0.11700090000692313,0.5394804384811056,0.8140762210953454,56.919158,24.0,2.0,60.0,105.0,-45.0
4212809,Balneário Piçarras,SC,-26.8,-48.4,0.3597859467809265,0.37417873304555344,0.4081462963347356,0.2919835374245686,0.41659306470189633,0.539025784892287,0.7748145064223315,16.759901,161.0,85.0,185.0,106.0,79.0
4212502,Penha,SC,-26.8,-48.4,0.3597859467809265,0.37417873304555344,0.4003644031518821,0.2919835374245686,0.41659306470189633,0.5312930673434751,0.7942926746698236,15.75951,161.0,85.0,191.0,107.0,84.0
3202405,Guarapari,ES,-20.6,-40.4,0.2338356718586219,0.2341252395042441,0.428464650601957,0.15925439060827423,0.22721923035771605,0.5298714171132544,0.8634266835887038,26.400476,109.0,20.0,172.0,108.0,64.0
2101103,Axixá,MA,-2.4,-44.0,0.3102135015355193,0.3190554382033042,0.7476514157396867,0.06480631918222349,0.09246364832177033,0.5246241745615664,0.7059184616110156,77.374716,54.0,2.0,22.0,109.0,-87.0
3301306,Casimiro de Abreu,RJ,-22.6,-41.8,0.29903271483477073,0.3066226885412172,0.39108897232797507,0.2420032407570785,0.34528272595103876,0.5244255697353498,0.5357268974224467,27.276571,136.0,41.0,196.0,110.0,86.0
3205002,Serra,ES,-20.4,-40.2,0.250875337906177,0.2530729135780758,0.420420017202575,0.1716483749161873,0.24490258316672364,0.5216421806615489,0.8870217105368109,22.915455,103.0,18.0,175.0,111.0,64.0
2923001,Nova Viçosa,BA,-18.0,-39.4,0.39308832453704556,0.4112101277833103,0.5156012837856353,0.18139343731987626,0.25880653627405525,0.5172435788477856,0.3472453404127242,54.217889,125.0,7.0,112.0,112.0,0.0
2111300,São Luís,MA,-2.4,-44.2,0.18469353978557898,0.17948044193517382,0.48219350980941444,0.09022288292103375,0.12872721398556214,0.5158999717908882,1.0,37.603585,39.0,3.0,133.0,113.0,20.0
4115705,Matinhos,PR,-26.0,-48.4,0.4029404733444896,0.42216546599295346,0.4401242379364049,0.25417887096963926,0.3626545379020399,0.515528882089831,0.8051841508345245,16.547095,176.0,78.0,159.0,114.0,45.0
1504406,Marapanim,PA,-0.4,-47.6,0.385984479302672,0.4033108330555732,0.737773807335742,0.08004111232664009,0.11420017916221734,0.5136183346775854,0.6409451414037299,65.395821,31.0,6.0,25.0,115.0,-90.0
1500909,Augusto Corrêa,PA,-0.8,-46.4,0.21674175692822592,0.2151172420562295,0.6322361963481954,0.0585460999164814,0.08353176143312992,0.5075440430923489,0.6634900589571023,83.814396,20.0,3.0,65.0,116.0,-51.0
3204203,Piúma,ES,-21.0,-40.8,0.21242759153349638,0.21032000016358882,0.36207637505277185,0.1754353848325511,0.2503057715828584,0.5065048223911659,0.7652036042180973,24.12759,94.0,27.0,213.0,117.0,96.0
4211306,Navegantes,SC,-27.0,-48.4,0.2828858566726125,0.2886677940662248,0.3509980058239543,0.254245774076296,0.3627499931817657,0.5060770956551044,0.8290384337521646,15.334001,127.0,73.0,216.0,118.0,98.0
4208302,Itapema,SC,-27.2,-48.4,0.31709759282075806,0.32671037214409726,0.3409792199352523,0.3006382997494442,0.4289414114374307,0.5044255324788658,0.8480813592210044,12.572659,147.0,95.0,220.0,119.0,101.0
3201605,Conceição da Barra,ES,-18.6,-39.6,0.26072748671362106,0.26402825178771894,0.47609207236616846,0.12360532754584701,0.17635625169144659,0.49642369420994276,0.55155282562628,45.167266,87.0,5.0,139.0,120.0,19.0
2900801,Alcobaça,BA,-17.6,-39.0,0.26902388789790177,0.2732536383174073,0.535062496234019,0.09799761207373164,0.13981995665700928,0.49123206630391886,0.5140138920573228,59.539148,97.0,6.0,97.0,121.0,-24.0
3204302,Presidente Kennedy,ES,-21.2,-40.8,0.1729527942772026,0.16642503235991174,0.30436893136841425,0.1745546164613991,0.24904911855965325,0.49107718906997416,0.42388342164514553,40.501575,75.0,21.0,236.0,122.0,114.0
